COMM_AGE	11-14	22971.62
COMM_AGE	15-24	465175.07
COMM_AGE	25-34	100519.89
COMM_AGE	35-44	56324.90
COMM_AGE	45-54	49936.55
COMM_AGE	55-64	41555.13
COMM_AGE	65-74	45777.79
COMM_AGE	75+	332473.52
COMM_SEX	male	548234.88
COMM_SEX	female	578105.12
SCALE	ew_communal	1004799
SCALE	uk_communal	1126340
SCALE	k	1.12096051
