HH_ID,EF_ID,CF_ID,PP_ID,CMA,AGEGRP,SEX,KOL,ATTSCH,CIP,NOCS,EMPIN,TOTINC,BEDRM,ROOM,DTYPE,MARSTH,CFSTAT,BUILT,CONDO,GENSTAT,CITIZEN,LFTAG,CF_RP,COW,POWST,INCTAX,PR,VALUE,REPAIR,HRSWRK,MODE,HHSIZE,EFSIZE,CFSIZE,PID,SIM_HH_ID,MATCH_ID_WD,MATCH_TIER_WD,MATCH_ID_WE,MATCH_TIER_WE
920,9201,92011,9201101,2,7,2,1,1,13,9,1000,2,2,2,1,1,5,2,0,2,1,1,3,2,1,0,46,160000,2,6,9,1,1,1,fb9b8c4f,368,24686,3_Constraints,23007,3_Constraints
932,9321,93211,9321101,2,7,2,1,1,13,99,0,2,3,4,1,2,5,1,0,4,1,4,3,9,9,1,46,300000,1,0,9,1,1,1,8282724a,374,21040,3_Constraints,15808,3_Constraints
938,9381,93811,9381101,1,2,2,1,1,8,3,63000,5,1,1,2,1,5,4,1,4,1,1,3,1,6,11000,35,0,1,5,2,1,1,1,7e08592f,376,23259,2_Core,17932,3_Constraints
954,9541,95411,9541101,1,6,1,1,1,10,99,0,5,2,3,2,1,5,1,0,4,1,4,3,9,9,13000,48,1610000,1,0,9,1,1,1,dfd8011c,382,23814,3_Constraints,18749,3_Constraints
975,9751,97511,9751101,2,3,2,3,1,13,7,20000,3,1,1,2,1,5,1,0,4,1,3,3,1,4,1,24,0,2,0,7,1,1,1,1777c040,385,16149,3_Constraints,22465,3_Constraints
980,9801,98011,9801101,2,7,1,3,1,5,99,0,2,1,1,2,3,5,2,0,4,1,4,3,9,9,0,35,0,1,0,9,1,1,1,d670f1a7,387,26453,3_Constraints,21395,3_Constraints
993,9931,99311,9931101,2,2,2,1,1,13,8,54000,4,2,3,1,1,5,1,0,4,1,3,3,1,3,6000,35,0,1,0,9,1,1,1,866f0846,391,19462,3_Constraints,12425,3_Constraints
1042,10421,104211,10421101,1,7,2,1,1,13,99,0,3,1,2,2,3,5,2,0,1,2,4,3,9,9,1,35,0,1,0,9,1,1,1,76fb772d,404,24686,3_Constraints,14720,2_Core
1056,10561,105611,10561101,2,2,2,1,1,13,8,40000,4,2,4,1,1,5,2,0,4,1,1,3,1,5,6000,10,180000,1,6,2,1,1,1,af8134c7,410,14489,3_Constraints,13757,3_Constraints
1062,10621,106211,10621101,2,2,1,1,1,10,1,57000,4,1,1,2,1,5,1,0,1,3,1,3,1,4,10000,35,0,1,4,2,1,1,1,7caa8c94,413,11759,3_Constraints,18312,3_Constraints
1078,10781,107811,10781101,1,3,2,1,1,8,6,140000,7,1,1,2,1,5,4,1,1,3,1,3,1,4,42000,35,430000,1,7,7,1,1,1,c9598420,417,16724,3_Constraints,13439,2_Core
1087,10871,108711,10871101,1,1,1,3,2,4,7,28000,3,1,1,2,1,5,1,0,4,1,1,3,1,4,2000,24,0,2,3,7,1,1,1,e61c252a,422,17849,4_FailSafe,21905,3_Constraints
1127,11271,112711,11271101,2,6,1,1,1,10,4,55000,5,2,3,1,3,5,1,0,2,1,1,3,1,4,12000,35,200000,1,4,7,1,1,1,f5dfcb85,431,17105,2_Core,10323,3_Constraints
1147,11471,114711,11471101,2,5,1,1,2,5,7,18000,4,2,2,2,3,5,3,0,4,1,2,3,1,4,10000,10,0,1,0,7,1,1,1,cfeea741,438,16434,3_Constraints,13688,3_Constraints
1154,11541,115411,11541101,1,6,1,1,1,13,99,0,2,1,1,2,3,5,3,0,1,2,4,3,9,9,0,35,0,2,0,9,1,1,1,ef9a5e00,439,21573,3_Constraints,25620,3_Constraints
1171,11711,117111,11711101,2,5,2,2,1,5,8,16000,3,2,2,1,3,5,1,0,4,1,2,3,1,4,2000,24,0,1,0,2,1,1,1,a1110b6b,443,17310,3_Constraints,19103,3_Constraints
1213,12131,121311,12131101,1,2,1,1,1,2,2,25000,3,1,1,2,1,5,3,0,1,2,3,3,1,4,2000,35,0,1,0,6,1,1,1,4d789d00,459,20507,3_Constraints,16790,3_Constraints
1288,12881,128811,12881101,2,4,1,1,1,1,5,87000,6,1,1,2,3,5,4,1,3,1,1,3,1,4,16000,35,350000,1,4,2,1,1,1,7debc8a9,479,21001,3_Constraints,26181,2_Core
1338,13381,133811,13381101,2,3,2,1,1,13,99,0,2,1,1,2,1,5,1,0,4,1,4,3,9,9,0,35,0,1,0,9,1,1,1,0b022470,495,16149,3_Constraints,25500,3_Constraints
1403,14031,140311,14031101,1,5,1,3,1,13,2,66000,5,1,1,2,1,5,2,0,4,1,1,3,1,5,14000,24,0,1,5,2,1,1,1,684eb060,516,14305,3_Constraints,19170,3_Constraints
1405,14051,140511,14051101,2,3,1,2,2,11,5,100000,7,2,3,2,1,5,4,1,4,1,1,3,1,4,30000,24,220000,1,5,2,1,1,1,b4f9c283,518,25119,3_Constraints,21902,2_Core
1437,14371,143711,14371101,2,2,1,3,1,10,4,37000,3,1,1,2,1,5,2,0,4,1,1,3,1,4,5000,10,0,1,5,2,1,1,1,0e839040,530,14278,3_Constraints,24763,3_Constraints
1510,15101,151011,15101101,1,5,2,2,1,8,8,0,2,1,1,2,3,5,1,0,4,1,3,3,1,4,0,24,0,1,0,7,1,1,1,3c0bfe2c,556,21202,3_Constraints,12200,3_Constraints
1516,15161,151611,15161101,2,5,1,1,1,10,99,0,2,2,3,1,3,5,3,0,4,1,4,3,9,9,0,10,60000,2,0,9,1,1,1,05eb6e13,557,14305,3_Constraints,26292,3_Constraints
1517,15171,151711,15171101,2,5,2,1,1,13,7,56000,4,2,3,2,3,5,2,0,3,1,1,3,1,1,6000,10,0,2,3,9,1,1,1,74bb6b84,558,21202,2_Core,17003,2_Core
1549,15491,154911,15491101,1,2,1,1,1,5,2,87000,6,1,2,2,1,5,3,1,1,2,2,3,1,4,17000,48,320000,1,0,7,1,1,1,bd640675,568,11399,3_Constraints,11331,3_Constraints
1589,15891,158911,15891101,1,6,2,3,1,13,99,0,3,2,3,2,3,5,3,0,4,1,4,3,9,9,2000,24,370000,1,0,9,1,1,1,d243d6b0,581,22446,3_Constraints,12787,3_Constraints
1602,16021,160211,16021101,2,2,2,2,2,5,1,71000,5,2,2,2,1,5,4,1,4,1,1,3,1,4,18000,24,190000,1,5,2,1,1,1,951acac7,587,23259,3_Constraints,26351,3_Constraints
1619,16191,161911,16191101,1,2,2,3,1,13,8,3000,2,1,1,2,1,5,1,0,1,2,1,3,1,4,0,24,0,3,5,2,1,1,1,7ff07e38,592,19462,3_Constraints,18403,3_Constraints
1636,16361,163611,16361101,2,7,1,1,1,13,99,0,5,3,4,1,3,5,2,0,4,1,4,3,9,9,16000,35,600000,1,0,9,1,1,1,f5a7def6,600,26453,3_Constraints,23485,3_Constraints
1673,16731,167311,16731101,2,2,1,3,1,5,7,38000,3,1,2,2,1,5,2,0,4,1,1,3,1,4,3000,46,0,1,5,2,1,1,1,933c7660,613,11759,3_Constraints,24708,3_Constraints
1725,17251,172511,17251101,1,5,2,1,1,2,99,0,2,1,1,2,3,5,1,0,4,1,4,3,9,9,0,35,0,2,0,9,1,1,1,e836df19,624,15489,3_Constraints,10387,3_Constraints
1732,17321,173211,17321101,1,6,1,1,1,10,99,1,5,2,3,1,3,5,1,0,3,1,4,3,9,9,11000,48,1810000,1,0,9,1,1,1,4ac5d091,627,21573,3_Constraints,14626,3_Constraints
1781,17811,178111,17811101,1,2,2,1,2,5,7,24000,3,3,3,1,1,5,3,0,1,3,1,3,1,2,1,35,1892400,2,5,2,1,1,1,4c7919bc,641,23259,1_Perfect,26449,3_Constraints
1866,18661,186611,18661101,2,2,2,3,2,1,5,10000,3,2,2,2,1,5,3,0,4,1,1,3,1,4,0,24,0,1,5,2,1,1,1,60517109,667,23259,3_Constraints,26449,3_Constraints
1877,18771,187711,18771101,1,2,2,1,1,8,3,140000,7,1,3,2,3,5,3,1,2,1,1,3,1,5,39000,48,360000,1,5,2,1,1,1,71e06213,670,23259,3_Constraints,12425,3_Constraints
1885,18851,188511,18851101,1,3,2,1,1,13,8,98000,7,3,4,1,1,5,2,0,4,1,1,3,3,2,38000,46,650000,2,8,2,1,1,1,a79f62f9,673,22362,3_Constraints,24304,3_Constraints
1886,18861,188611,18861101,1,5,2,1,1,13,99,0,2,1,1,2,3,5,2,0,1,3,4,3,9,9,0,35,0,1,0,9,1,1,1,9c30142c,674,15489,3_Constraints,14972,3_Constraints
1969,19691,196911,19691101,2,6,2,1,1,13,99,0,3,2,2,2,3,5,3,1,4,1,4,3,9,9,1,48,0,1,0,9,1,1,1,f1cf9291,696,26114,3_Constraints,14671,3_Constraints
1970,19701,197011,19701101,2,4,1,3,1,10,99,17000,7,2,3,2,3,5,3,1,4,1,4,3,9,9,30000,24,210000,2,0,9,1,1,1,9e82f784,697,25163,3_Constraints,14929,3_Constraints
1977,19771,197711,19771101,2,5,2,1,1,13,99,0,2,2,2,2,1,5,2,0,3,1,4,3,9,9,0,35,0,1,0,9,1,1,1,7e589a55,699,17310,3_Constraints,15990,3_Constraints
2015,20151,201511,20151101,2,7,1,3,1,2,99,0,3,1,1,2,2,5,2,1,1,2,4,3,9,9,1000,24,160000,1,0,9,1,1,1,96dd9888,710,22916,3_Constraints,13818,3_Constraints
2051,20511,205111,20511101,2,6,1,1,1,13,99,0,2,2,2,2,3,5,2,0,1,2,4,3,9,9,0,35,0,1,0,9,1,1,1,5f7aac01,717,21511,3_Constraints,10775,3_Constraints
2054,20541,205411,20541101,2,3,2,1,1,5,2,62000,5,1,1,2,1,5,1,0,4,1,1,3,1,5,13000,35,0,1,6,2,1,1,1,f93b0e8a,718,16149,3_Constraints,15929,2_Core
2114,21141,211411,21141101,1,7,2,3,1,3,99,0,6,2,2,2,1,5,2,0,4,1,4,3,9,9,30000,24,0,3,0,9,1,1,1,e0e44d69,740,25826,3_Constraints,15173,3_Constraints
2117,21171,211711,21171101,1,2,2,3,1,4,1,230000,7,1,1,2,1,5,1,1,3,1,1,3,1,4,77000,24,300000,1,4,6,1,1,1,d4320e4c,742,14489,3_Constraints,26449,3_Constraints
2160,21601,216011,21601101,2,5,2,1,1,13,99,0,3,2,4,1,1,5,3,0,3,1,4,3,9,9,3000,35,0,2,0,9,1,1,1,e5a5a120,751,11445,3_Constraints,17003,3_Constraints
2195,21951,219511,21951101,1,7,1,1,1,10,99,0,4,2,3,2,3,5,3,1,2,1,4,3,9,9,8000,35,500000,1,0,9,1,1,1,24fec564,758,19249,3_Constraints,12501,3_Constraints
2247,22471,224711,22471101,1,4,2,1,1,5,2,96000,6,2,2,2,1,5,3,1,3,1,1,3,1,1,17000,35,430000,1,5,9,1,1,1,d4ac5a21,772,20330,3_Constraints,13694,2_Core
2248,22481,224811,22481101,1,1,2,1,2,8,99,9000,2,1,1,2,1,5,2,0,1,3,5,3,9,9,0,35,0,1,0,9,1,1,1,15b77687,773,22818,3_Constraints,17364,3_Constraints
2260,22601,226011,22601101,1,4,2,1,1,13,2,0,5,1,2,2,3,5,4,1,2,1,3,3,1,6,4000,35,370000,1,0,2,1,1,1,d444dd54,777,24434,3_Constraints,23741,3_Constraints
2274,22741,227411,22741101,2,7,2,1,1,13,99,0,3,1,2,2,3,5,3,0,4,1,4,3,9,9,3000,35,0,1,0,9,1,1,1,8b22f2fb,781,25826,3_Constraints,14720,2_Core
2322,23221,232211,23221101,2,6,2,1,1,13,10,2000,3,1,1,2,3,5,2,0,1,2,4,3,1,4,3000,35,0,1,0,2,1,1,1,f1b5f74a,790,27039,3_Constraints,11598,2_Core
2355,23551,235511,23551101,1,6,2,2,1,13,99,0,2,1,1,2,3,5,3,0,4,1,4,3,9,9,0,24,0,1,0,9,1,1,1,610dc8c8,802,17849,3_Constraints,11484,3_Constraints
2375,23751,237511,23751101,2,4,1,2,1,11,7,7000,2,2,2,2,3,5,2,0,4,1,1,3,1,4,0,24,0,1,1,2,1,1,1,4d05c33b,809,17603,2_Core,14929,3_Constraints
2451,24511,245111,24511101,2,7,1,1,1,13,99,0,4,2,2,1,3,5,1,0,4,1,4,3,9,9,9000,48,150000,1,0,9,1,1,1,4fbe3ed9,826,19249,3_Constraints,11480,3_Constraints
2481,24811,248111,24811101,2,1,2,3,1,13,2,57000,4,1,1,3,1,5,3,0,4,1,1,3,1,4,10000,10,0,1,5,2,1,1,1,7f6bfdc3,837,22818,3_Constraints,11779,3_Constraints
2488,24881,248811,24881101,2,4,2,2,1,8,8,55000,4,1,2,2,1,5,1,0,4,1,1,3,1,6,10000,24,160000,3,5,2,1,1,1,61d1478c,842,25293,2_Core,12778,2_Core
2496,24961,249611,24961101,2,7,2,1,1,13,99,0,3,1,2,2,3,5,2,0,4,1,4,3,9,9,1,35,0,1,0,9,1,1,1,aeaf212b,845,17258,3_Constraints,16769,2_Core
2581,25811,258111,25811101,1,5,1,1,1,13,99,0,2,1,2,2,3,5,1,0,4,1,4,3,9,9,0,35,0,2,0,9,1,1,1,8aa13c2b,871,24642,3_Constraints,21327,3_Constraints
2604,26041,260411,26041101,1,5,2,1,1,10,4,150000,7,1,2,2,3,5,3,1,4,1,1,3,1,4,44000,46,0,3,6,2,1,1,1,ff29d021,881,24468,2_Core,16075,2_Core
2678,26781,267811,26781101,1,5,2,3,1,8,7,71000,5,2,2,2,2,5,1,0,4,1,1,3,1,5,17000,24,0,2,5,2,1,1,1,4079eff8,906,12483,3_Constraints,23376,2_Core
2722,27221,272211,27221101,1,7,2,3,1,8,99,0,3,1,1,2,2,5,2,0,4,1,5,3,9,9,1,24,0,1,0,9,1,1,1,ac815283,916,23454,3_Constraints,23007,1_Perfect
2792,27921,279211,27921101,1,6,1,2,1,13,99,0,3,1,1,2,3,5,4,0,4,1,4,3,9,9,1,24,0,2,0,9,1,1,1,ce2fecad,934,19016,3_Constraints,26632,3_Constraints
2832,28321,283211,28321101,2,7,2,1,1,13,1,29000,4,2,3,3,3,5,3,1,4,1,1,3,1,4,9000,35,190000,1,5,2,1,1,1,3cabd88e,951,14283,3_Constraints,24593,3_Constraints
2855,28551,285511,28551102,1,4,1,1,1,6,99,0,1,2,2,1,2,1,4,0,1,2,4,2,9,9,0,46,989013,1,0,9,1,1,1,3415b70c,960,23756,3_Constraints,16006,3_Constraints
2862,28621,286211,28621101,2,5,2,1,1,8,99,1,3,2,2,1,3,5,1,0,4,1,4,3,9,9,3000,35,90000,2,0,9,1,1,1,e809070f,963,18772,3_Constraints,16653,3_Constraints
2965,29651,296511,29651101,1,5,1,2,1,13,99,0,2,1,1,2,3,5,2,0,4,1,4,3,9,9,0,24,0,1,0,9,1,1,1,9e788953,987,15088,3_Constraints,19170,3_Constraints
2977,29771,297711,29771101,1,7,1,1,1,1,99,0,3,3,4,1,3,5,1,0,4,1,4,3,9,9,0,46,760000,1,0,9,1,1,1,b57eaa53,993,25787,3_Constraints,14684,3_Constraints
2988,29881,298811,29881101,1,2,1,1,1,4,5,51000,4,1,1,2,1,5,2,0,3,1,1,3,1,4,7000,48,0,3,4,6,1,1,1,489c2867,997,15883,3_Constraints,25295,3_Constraints
3019,30191,301911,30191101,1,4,1,1,1,4,2,37000,4,1,2,2,1,5,1,0,4,1,3,3,1,4,6000,46,0,2,0,2,1,1,1,834ff99a,1008,17603,3_Constraints,19876,3_Constraints
3069,30691,306911,30691101,1,4,1,1,1,10,2,48000,4,1,1,2,1,5,3,1,1,2,1,3,1,4,6000,48,360000,3,4,7,1,1,1,ae8a5b04,1016,17603,3_Constraints,19081,3_Constraints
3073,30731,307311,30731101,2,7,1,2,1,13,99,0,2,1,1,2,3,5,1,0,4,1,5,3,9,9,0,24,0,1,0,9,1,1,1,3764b152,1017,19249,2_Core,10565,2_Core
3078,30781,307811,30781101,2,3,2,1,1,13,8,87000,6,2,4,1,1,5,3,0,4,1,1,3,1,2,21000,10,190000,2,7,2,1,1,1,13f07c0f,1019,22362,3_Constraints,23312,3_Constraints
3137,31371,313711,31371101,1,4,1,1,1,13,7,16000,3,1,1,2,1,5,1,0,1,3,1,3,1,5,1,24,0,1,5,6,1,1,1,0d9c0fca,1031,18122,3_Constraints,13804,3_Constraints
3234,32341,323411,32341101,1,3,2,1,1,8,8,57000,5,2,2,2,1,5,4,1,4,1,3,3,1,2,14000,46,0,2,0,4,1,1,1,174b2289,1064,16724,3_Constraints,22553,3_Constraints
3325,33251,332511,33251101,2,4,2,1,1,13,8,110000,7,2,3,1,1,5,2,0,1,2,2,3,1,4,32000,35,220000,1,0,2,1,1,1,1ba4a450,1087,20330,3_Constraints,26470,3_Constraints
3339,33391,333911,33391101,2,5,2,2,1,8,99,0,5,2,4,1,3,5,3,0,4,1,5,3,9,9,2000,24,534409,1,0,9,1,1,1,d5cedb8e,1092,13220,2_Core,17003,3_Constraints
3365,33651,336511,33651101,1,3,2,3,1,8,1,12000,2,2,3,3,1,5,3,1,4,1,2,3,2,2,1000,24,240000,2,0,2,1,1,1,4d0d67e0,1100,22362,3_Constraints,21494,3_Constraints
3368,33681,336811,33681101,2,4,1,1,1,13,7,25000,3,2,4,1,3,5,1,0,4,1,1,3,1,4,2000,10,110000,1,5,2,1,1,1,1c64525c,1101,25163,3_Constraints,17866,2_Core
3374,33741,337411,33741101,2,4,2,1,1,13,9,-4000,1,2,2,1,1,5,4,0,4,1,3,3,2,2,0,35,280000,1,0,2,1,1,1,e004f9fa,1104,25293,3_Constraints,18734,3_Constraints
3385,33851,338511,33851101,2,5,1,2,1,5,7,9000,3,2,2,1,3,5,1,0,4,1,3,3,1,6,3000,24,60000,1,0,2,1,1,1,b4cf2fe9,1108,18743,3_Constraints,21327,3_Constraints
3429,34291,342911,34291101,2,4,2,1,1,5,99,39000,3,1,2,2,1,5,1,0,4,1,3,3,9,9,4000,48,0,2,0,9,1,1,1,8c38c18a,1118,25293,3_Constraints,15865,3_Constraints
3450,34501,345011,34501101,1,5,1,1,1,13,2,39000,4,2,2,3,3,5,2,0,1,2,1,3,1,5,7000,46,300000,3,5,2,1,1,1,4271b00c,1124,24237,3_Constraints,26343,3_Constraints
3459,34591,345911,34591101,1,4,1,2,1,13,99,0,2,1,1,2,3,5,2,0,4,1,5,3,9,9,0,24,0,1,0,9,1,1,1,288e68aa,1127,18570,3_Constraints,11381,3_Constraints
3498,34981,349811,34981101,2,3,2,1,1,8,8,63000,5,2,2,3,1,5,4,0,4,1,2,3,1,4,10000,48,260000,1,0,2,1,1,1,ff4625aa,1140,24241,3_Constraints,22553,3_Constraints
3590,35901,359011,35901101,2,4,2,3,1,8,3,50000,4,2,3,1,3,5,3,0,4,1,1,3,1,4,10000,24,230000,3,5,2,1,1,1,5042bfed,1164,11253,3_Constraints,22177,2_Core
3625,36251,362511,36251101,2,2,1,3,2,10,7,16000,3,2,2,2,1,5,1,0,1,3,1,3,1,4,0,24,0,1,4,2,1,1,1,a2798294,1176,20507,3_Constraints,25295,3_Constraints
3635,36351,363511,36351101,1,2,2,1,1,13,8,47000,4,2,2,3,1,5,2,1,4,1,1,3,1,4,5000,46,280000,1,3,6,1,1,1,9140f81b,1183,12140,3_Constraints,11845,3_Constraints
3673,36731,367311,36731101,1,2,1,2,1,13,6,62000,5,1,2,2,1,5,2,0,1,3,1,3,1,4,14000,24,0,2,5,2,1,1,1,5d74a3eb,1201,23770,3_Constraints,25295,3_Constraints
3731,37311,373111,37311101,1,7,1,3,1,13,99,1000,3,1,1,2,3,5,3,0,4,1,4,3,9,9,1,24,0,1,0,9,1,1,1,b93e7ff6,1220,26453,3_Constraints,20796,3_Constraints
3758,37581,375811,37581101,1,5,2,1,1,2,6,54000,4,1,1,2,3,5,2,0,1,3,1,3,1,2,10000,48,0,1,7,2,1,1,1,c08f5d4a,1233,24468,3_Constraints,12011,1_Perfect
3813,38131,381311,38131101,2,7,1,1,1,1,99,0,7,2,2,2,1,5,2,0,3,1,4,3,9,9,100353,35,0,1,0,9,1,1,1,c1c81062,1250,14104,3_Constraints,11480,3_Constraints
3841,38411,384111,38411104,2,1,1,1,2,13,99,0,1,3,3,2,1,3,1,0,4,1,5,2,9,9,0,46,0,1,0,9,1,1,1,fdcbf659,1259,17156,4_FailSafe,11084,3_Constraints
3897,38971,389711,38971101,1,7,2,3,1,8,99,0,3,2,2,3,3,5,3,0,4,1,4,3,9,9,2000,24,80000,1,0,9,1,1,1,06c9cdd5,1276,13020,3_Constraints,17428,2_Core
3918,39181,391811,39181101,2,5,2,1,1,13,99,0,2,2,2,1,3,5,3,0,4,1,4,3,9,9,0,10,210000,2,0,9,1,1,1,8b373b5a,1282,12020,2_Core,12200,3_Constraints
3945,39451,394511,39451101,2,6,2,1,1,5,99,0,2,2,3,1,1,5,1,0,3,1,5,3,9,9,0,35,90000,1,0,9,1,1,1,ef3a90af,1292,26841,3_Constraints,15371,3_Constraints
3971,39711,397111,39711101,1,5,1,1,1,5,99,5000,3,2,2,2,3,5,4,0,4,1,4,3,9,9,1,48,0,1,0,9,1,1,1,e5db49fa,1301,21671,3_Constraints,25725,3_Constraints
4004,40041,400411,40041101,2,5,2,1,1,13,99,0,2,1,2,2,1,5,3,0,4,1,4,3,9,9,0,46,0,1,0,9,1,1,1,f4b94330,1318,27072,3_Constraints,19103,3_Constraints
4017,40171,401711,40171101,2,1,2,1,2,13,8,10000,2,2,3,2,1,5,1,0,4,1,1,3,1,4,0,35,0,1,4,1,1,1,1,09040c5b,1323,27317,3_Constraints,15645,3_Constraints
4031,40311,403111,40311101,1,6,1,1,1,13,99,0,3,2,4,2,3,5,1,0,1,2,5,3,9,9,8000,35,910000,1,0,9,1,1,1,2adc6cf3,1329,24343,2_Core,26234,1_Perfect
4046,40461,404611,40461101,1,4,2,3,1,13,2,36000,3,2,2,2,1,5,3,1,1,2,1,3,1,5,5000,24,240000,1,5,7,1,1,1,f88923c9,1333,25293,2_Core,12778,2_Core
4109,41091,410911,41091101,2,4,1,1,1,9,99,1,3,2,3,1,3,5,1,0,4,1,4,3,9,9,5000,46,0,2,0,9,1,1,1,ceb4764b,1348,23292,3_Constraints,13804,3_Constraints
4183,41831,418311,41831101,2,7,2,2,1,13,1,26000,5,3,4,1,3,5,3,0,4,1,4,3,3,6,14000,24,200000,2,0,2,1,1,1,e47ed00c,1370,14316,3_Constraints,17428,2_Core
4228,42281,422811,42281101,2,3,2,2,1,13,8,84000,6,2,2,2,1,5,4,1,4,1,3,3,1,4,22000,24,0,1,0,2,1,1,1,528bbe3e,1382,22362,3_Constraints,22465,3_Constraints
4243,42431,424311,42431101,2,4,2,1,1,10,4,120000,7,3,4,2,3,5,4,0,4,1,1,3,1,4,30000,46,460000,1,5,2,1,1,1,d857db6c,1388,24434,3_Constraints,23741,3_Constraints
