HH_ID,EF_ID,CF_ID,PP_ID,CMA,AGEGRP,SEX,KOL,ATTSCH,CIP,NOCS,EMPIN,TOTINC,BEDRM,ROOM,DTYPE,MARSTH,CFSTAT,BUILT,CONDO,GENSTAT,CITIZEN,LFTAG,CF_RP,COW,POWST,INCTAX,PR,VALUE,REPAIR,HRSWRK,MODE,HHSIZE,EFSIZE,CFSIZE,PID,SIM_HH_ID,MATCH_ID_WD,MATCH_TIER_WD,MATCH_ID_WE,MATCH_TIER_WE
138339,1383391,13833911,1383391101,1,3,2,3,1,4,1,50000,4,1,1,2,1,5,4,1,2,1,1,3,1,4,9000,35,0,2,5,6,1,1,1,a2670584,41076,16149,3_Constraints,13439,2_Core
138417,1384171,13841711,1384171101,1,7,2,2,1,3,1,0,3,2,2,2,3,5,2,0,4,1,3,3,2,1,1,24,0,1,0,9,1,1,1,630c9a07,41102,14595,3_Constraints,22453,3_Constraints
138449,1384491,13844911,1384491101,1,6,1,1,1,13,99,0,2,2,2,3,3,5,3,0,1,2,4,3,9,9,0,35,360000,1,0,9,1,1,1,07cd8157,41107,21511,3_Constraints,17698,3_Constraints
138510,1385101,13851011,1385101101,1,6,1,3,1,1,5,14000,5,3,4,1,3,5,2,0,4,1,1,3,1,1,19000,24,310000,1,1,9,1,1,1,8b9f8001,41119,21240,3_Constraints,19580,3_Constraints
138512,1385121,13851211,1385121101,2,5,2,1,1,8,7,35000,3,1,1,2,1,5,3,1,1,2,1,3,1,4,4000,48,170000,1,4,1,1,1,1,48ad6ee8,41120,11158,3_Constraints,14597,3_Constraints
138544,1385441,13854411,1385441101,1,5,2,1,1,11,7,0,2,1,1,2,3,5,4,1,1,2,1,3,1,2,0,35,410000,1,5,2,1,1,1,55ab101e,41133,15583,2_Core,26958,2_Core
138551,1385511,13855111,1385511101,2,4,2,1,1,8,8,79000,6,2,2,3,3,5,2,0,4,1,1,3,1,2,16000,48,140000,2,7,4,1,1,1,7033b419,41138,25293,3_Constraints,22420,2_Core
138562,1385621,13856211,1385621101,1,5,1,1,1,10,2,33000,3,2,2,3,3,5,2,1,4,1,1,3,1,5,6000,46,0,1,5,2,1,1,1,daa1141a,41140,19628,3_Constraints,13688,3_Constraints
138582,1385821,13858211,1385821101,2,5,1,3,1,5,99,0,4,2,3,1,3,5,2,0,2,1,4,3,9,9,16000,24,140000,1,0,9,1,1,1,ddab4a52,41146,24642,3_Constraints,14408,3_Constraints
138606,1386061,13860611,1386061101,2,6,1,2,1,2,99,0,3,3,3,2,3,5,1,1,4,1,4,3,9,9,12000,24,300000,3,0,9,1,1,1,ea1ee3cb,41152,20094,3_Constraints,23642,3_Constraints
138614,1386141,13861411,1386141101,2,6,2,1,1,11,99,0,4,2,2,1,3,5,2,0,4,1,4,3,9,9,10000,35,150000,1,0,9,1,1,1,c9912a03,41156,26114,3_Constraints,11598,2_Core
138664,1386641,13866411,1386641101,1,2,2,2,2,13,7,8000,2,1,1,3,3,5,3,0,1,3,1,3,1,2,0,24,0,2,5,6,1,1,1,ccc897fc,41170,12140,3_Constraints,18403,3_Constraints
138669,1386691,13866911,1386691101,2,7,1,3,1,5,99,0,5,2,2,2,3,5,4,1,4,1,4,3,9,9,12000,24,360000,1,0,9,1,1,1,48544af0,41171,22916,3_Constraints,13260,3_Constraints
138673,1386731,13867311,1386731101,2,2,2,3,1,5,2,35000,3,1,2,2,1,5,4,0,1,3,1,3,1,5,2000,10,0,1,8,6,1,1,1,8d3c4442,41172,14489,3_Constraints,26351,3_Constraints
138693,1386931,13869311,1386931101,1,7,1,1,1,13,99,0,3,1,1,2,3,5,3,0,2,1,4,3,9,9,1000,48,0,1,0,9,1,1,1,86068f24,41179,24823,3_Constraints,21395,3_Constraints
138724,1387241,13872411,1387241101,1,7,1,2,1,13,99,0,3,2,2,2,3,5,3,0,4,1,4,3,9,9,3000,24,0,1,0,9,1,1,1,a7f687b2,41190,26453,3_Constraints,25702,3_Constraints
138803,1388031,13880311,1388031101,2,2,1,1,2,4,5,23000,4,2,2,2,1,5,1,0,4,1,1,3,1,4,0,10,0,2,2,2,1,1,1,861150a7,41215,14278,3_Constraints,15920,3_Constraints
138831,1388311,13883111,1388311101,2,7,1,1,1,13,99,0,3,2,2,1,3,5,2,0,2,1,4,3,9,9,1,46,140000,2,0,9,1,1,1,00b06a21,41222,26453,3_Constraints,14007,3_Constraints
138856,1388561,13885611,1388561101,1,3,2,1,1,13,1,1200829,7,2,3,1,2,5,4,0,4,1,1,3,1,4,605196,46,750000,1,5,2,1,1,1,df6c312a,41231,16149,2_Core,24304,3_Constraints
138859,1388591,13885911,1388591101,2,6,1,1,1,9,7,16000,3,2,3,1,3,5,1,0,3,1,1,3,1,4,1,35,340000,1,4,2,1,1,1,8b621dca,41233,17105,2_Core,18427,3_Constraints
138884,1388841,13888411,1388841101,2,3,2,1,1,13,8,38000,3,3,3,2,1,5,1,0,4,1,2,3,1,5,5000,48,0,1,0,2,1,1,1,311c37a1,41238,16149,3_Constraints,25500,3_Constraints
138900,1389001,13890011,1389001101,2,4,1,1,1,4,2,51000,4,2,3,3,3,5,4,0,3,1,1,3,1,5,7000,35,300000,2,4,2,1,1,1,b5636b58,41241,25163,3_Constraints,26181,2_Core
138905,1389051,13890511,1389051101,2,5,1,1,1,11,7,27000,3,2,3,2,3,5,3,0,3,1,2,3,1,4,6000,35,0,1,0,2,1,1,1,2b6565a6,41243,19628,3_Constraints,19170,3_Constraints
138927,1389271,13892711,1389271101,1,4,2,1,1,10,5,37000,4,1,2,2,1,5,3,1,4,1,1,3,1,2,5000,48,710000,1,4,2,1,1,1,7ea8691c,41250,24434,3_Constraints,22785,3_Constraints
138992,1389921,13899211,1389921101,1,3,2,3,1,13,8,34000,3,2,1,2,1,5,2,0,4,1,1,3,1,4,5000,24,0,1,5,1,1,1,1,8029e0a2,41270,22362,3_Constraints,14644,3_Constraints
139045,1390451,13904511,1390451101,1,7,1,1,1,4,99,0,3,2,1,2,3,5,4,1,1,2,4,3,9,9,0,35,400000,1,0,9,1,1,1,8901c8e9,41284,14104,3_Constraints,13818,3_Constraints
139057,1390571,13905711,1390571101,2,7,2,1,1,9,99,0,4,2,3,1,3,5,1,0,3,1,4,3,9,9,1,35,150000,1,0,9,1,1,1,6d4f9431,41286,21144,3_Constraints,16769,2_Core
139131,1391311,13913111,1391311101,1,2,1,3,1,11,1,94000,6,1,1,2,1,5,4,1,4,1,1,3,1,4,17000,35,0,1,6,7,1,1,1,8a8fbdf3,41303,11759,3_Constraints,24763,3_Constraints
139133,1391331,13913311,1391331101,1,3,2,1,1,2,6,90000,6,2,3,1,1,5,4,0,4,1,1,3,1,2,18000,35,810000,1,4,2,1,1,1,6d565234,41304,16149,3_Constraints,15929,1_Perfect
139138,1391381,13913811,1391381101,1,2,1,1,1,4,1,41000,4,1,2,2,1,5,3,1,1,2,1,3,3,1,1,48,330000,1,2,9,1,1,1,178905c9,41305,15883,3_Constraints,15920,3_Constraints
139143,1391431,13914311,1391431101,2,2,2,1,1,13,10,91000,6,2,4,1,1,5,2,0,4,1,1,3,1,4,19000,48,200000,1,6,2,1,1,1,7b8b52b0,41306,23259,3_Constraints,17932,3_Constraints
139151,1391511,13915111,1391511101,2,7,1,2,1,10,99,0,3,2,2,2,3,5,4,0,4,1,4,3,9,9,1,24,0,1,0,9,1,1,1,e361de31,41309,24823,3_Constraints,20796,3_Constraints
139200,1392001,13920011,1392001101,2,6,1,1,1,13,99,0,3,3,4,1,3,5,2,0,4,1,5,3,9,9,2000,46,310000,1,0,9,1,1,1,db134c92,41317,21511,3_Constraints,19753,2_Core
139231,1392311,13923111,1392311104,1,1,2,1,2,13,99,0,1,2,2,2,1,3,3,0,2,1,5,2,9,9,0,48,0,1,0,9,1,1,1,d07805b1,41329,27317,3_Constraints,15543,3_Constraints
139297,1392971,13929711,1392971101,1,7,1,2,1,13,99,0,4,2,2,2,3,5,1,0,1,2,4,3,9,9,11000,24,600000,1,0,9,1,1,1,48bf4630,41348,27228,3_Constraints,14007,3_Constraints
139318,1393181,13931811,1393181101,1,7,1,3,1,13,99,0,3,1,1,2,3,5,3,0,1,2,5,3,9,9,1,24,0,1,0,9,1,1,1,4f4614fa,41359,19249,2_Core,25702,1_Perfect
139325,1393251,13932511,1393251101,1,2,1,3,1,13,7,25000,3,1,1,2,1,5,2,0,4,1,2,3,1,4,2000,24,0,1,0,6,1,1,1,6804256d,41364,15883,3_Constraints,13973,3_Constraints
139347,1393471,13934711,1393471101,1,4,1,3,1,5,2,85000,6,2,2,2,1,5,4,1,4,1,1,3,1,6,22000,24,240000,1,5,2,1,1,1,53fe2747,41370,23292,3_Constraints,23229,3_Constraints
139350,1393501,13935011,1393501101,2,5,1,1,1,1,8,17000,3,3,4,1,3,5,1,0,2,1,1,3,1,4,2000,35,170000,1,3,2,1,1,1,b43f7038,41372,24237,2_Core,13976,3_Constraints
139434,1394341,13943411,1394341101,1,5,2,1,1,13,3,21000,3,3,3,1,1,5,2,0,4,1,4,3,2,4,1000,46,0,2,0,6,1,1,1,5ee8675f,41402,21202,3_Constraints,14597,3_Constraints
139435,1394351,13943511,1394351101,2,7,1,1,1,5,99,0,3,1,2,2,3,5,1,0,4,1,4,3,9,9,0,48,0,1,0,9,1,1,1,a0a456d2,41403,22916,3_Constraints,23485,3_Constraints
139491,1394911,13949111,1394911101,2,4,1,1,1,4,6,5000,2,2,3,2,3,5,1,0,2,1,1,3,1,2,0,35,360000,3,2,1,1,1,1,a253ad92,41415,23939,3_Constraints,19081,2_Core
139497,1394971,13949711,1394971101,1,2,2,3,1,7,3,80000,6,2,2,2,1,5,1,0,1,2,1,3,1,4,22000,24,0,2,4,6,1,1,1,d3e07e8c,41417,14489,3_Constraints,26351,3_Constraints
139552,1395521,13955211,1395521101,2,7,2,3,1,2,99,0,2,2,2,3,2,5,4,0,4,1,5,3,9,9,1,35,410000,1,0,9,1,1,1,9b5b3a16,41430,14316,3_Constraints,21824,3_Constraints
139567,1395671,13956711,1395671101,1,6,1,2,1,6,99,0,2,2,2,2,3,5,2,0,1,2,4,3,9,9,0,24,0,1,0,9,1,1,1,8c8bcf3c,41439,23814,3_Constraints,18427,3_Constraints
139611,1396111,13961111,1396111101,1,4,2,1,1,8,8,62000,5,2,2,2,1,5,3,1,1,2,1,3,1,4,13000,48,330000,1,5,2,1,1,1,a06fb5ed,41460,20330,3_Constraints,26470,3_Constraints
139630,1396301,13963011,1396301101,1,4,1,1,1,1,5,20000,3,1,1,2,3,5,2,0,1,3,1,3,1,2,1000,48,500000,1,3,6,1,1,1,ea8dfbb9,41464,10601,3_Constraints,17214,2_Core
139634,1396341,13963411,1396341101,2,3,2,1,1,13,99,0,2,2,3,3,1,5,2,0,4,1,4,3,9,9,0,46,0,3,0,9,1,1,1,f339d852,41467,16724,3_Constraints,22465,2_Core
139674,1396741,13967411,1396741101,2,3,2,1,1,11,8,52000,4,3,4,1,3,5,4,0,3,1,1,3,1,2,22000,35,913588,1,5,2,1,1,1,3c14803e,41480,16724,3_Constraints,14644,2_Core
139749,1397491,13974911,1397491101,2,5,1,2,1,13,2,35000,3,2,2,2,1,5,1,0,4,1,1,3,1,4,6000,24,0,3,5,2,1,1,1,01b26e5c,41500,19290,3_Constraints,12947,3_Constraints
139796,1397961,13979611,1397961101,2,6,1,1,1,10,99,0,3,2,2,1,3,5,3,0,1,1,4,3,9,9,0,46,996108,1,0,9,1,1,1,d90ab082,41513,20094,3_Constraints,10775,3_Constraints
139812,1398121,13981211,1398121101,1,3,2,3,1,7,3,57000,4,1,2,2,1,5,1,0,4,1,1,3,1,1,10000,24,0,2,4,9,1,1,1,f7181b60,41518,16149,3_Constraints,21494,3_Constraints
139851,1398511,13985111,1398511101,2,5,1,3,1,4,2,7000,2,1,1,2,1,5,4,0,3,1,1,3,2,1,0,46,0,1,7,9,1,1,1,75022366,41527,21671,3_Constraints,21327,3_Constraints
139917,1399171,13991711,1399171101,1,2,1,1,2,1,5,43000,4,3,3,1,1,5,2,0,4,1,1,3,1,2,3000,46,0,1,3,2,1,1,1,8715a33b,41544,20507,3_Constraints,14734,3_Constraints
139969,1399691,13996911,1399691101,1,7,1,1,1,3,99,0,5,2,1,2,3,5,1,0,1,2,5,3,9,9,8000,35,0,1,0,9,1,1,1,8962ec0c,41558,24823,2_Core,23485,2_Core
139974,1399741,13997411,1399741101,2,7,1,1,1,13,2,1,3,3,4,1,3,5,2,0,4,1,1,3,1,5,2000,35,300000,1,4,2,1,1,1,8d46fca9,41560,24823,3_Constraints,14684,3_Constraints
140028,1400281,14002811,1400281101,2,4,2,1,1,8,3,230000,7,2,2,1,3,5,4,0,4,1,1,3,1,4,65000,46,590000,1,5,6,1,1,1,2d0b90aa,41571,24434,3_Constraints,22420,3_Constraints
140056,1400561,14005611,1400561101,1,7,1,2,1,13,99,0,3,2,2,2,3,5,1,0,4,1,4,3,9,9,1,24,0,1,0,9,1,1,1,6decd52e,41582,25787,3_Constraints,14684,3_Constraints
140057,1400571,14005711,1400571101,1,6,2,3,1,10,2,-1000,2,2,2,2,3,5,2,0,4,1,1,3,2,2,0,24,0,2,3,2,1,1,1,5ca4f3cd,41583,22494,2_Core,16192,2_Core
140213,1402131,14021311,1402131101,1,4,2,1,1,5,2,150000,7,1,1,2,3,5,2,1,4,1,1,3,1,4,41000,48,520000,2,5,2,1,1,1,9494dc92,41626,25293,3_Constraints,26470,2_Core
140241,1402411,14024111,1402411101,2,7,2,1,1,13,99,0,4,2,4,1,3,5,1,0,1,2,4,3,9,9,5000,48,610000,1,0,9,1,1,1,b4bfcbc0,41636,14015,3_Constraints,24330,2_Core
140333,1403331,14033311,1403331101,1,2,1,3,2,5,2,64000,5,1,1,2,1,5,4,1,4,1,1,3,1,4,13000,24,220000,1,5,2,1,1,1,740c0dad,41666,20507,3_Constraints,18312,3_Constraints
140356,1403561,14035611,1403561101,2,6,1,1,1,11,99,0,2,1,2,3,3,5,4,0,1,2,4,3,9,9,0,48,0,1,0,9,1,1,1,f5042772,41670,17335,3_Constraints,26300,3_Constraints
140358,1403581,14035811,1403581101,1,4,1,1,1,11,7,56000,4,1,1,2,1,5,3,1,4,1,1,3,1,1,9000,48,230000,3,3,9,1,1,1,2e0da960,41671,23292,3_Constraints,25138,3_Constraints
140385,1403851,14038511,1403851101,2,4,2,3,1,13,8,37000,3,1,2,2,1,5,1,0,4,1,1,3,1,4,4000,35,0,2,5,2,1,1,1,f0408f53,41682,25293,3_Constraints,13694,2_Core
140439,1404391,14043911,1404391101,2,5,1,1,1,13,7,13000,2,3,4,1,3,5,2,0,4,1,1,3,1,4,1,46,280000,1,3,2,1,1,1,edad1014,41697,23926,3_Constraints,10898,3_Constraints
140490,1404901,14049011,1404901101,2,4,1,3,1,2,99,0,2,1,1,2,1,5,1,0,4,1,4,3,9,9,0,24,0,1,0,9,1,1,1,2c93f16f,41714,23756,3_Constraints,13804,3_Constraints
140497,1404971,14049711,1404971101,1,4,2,1,1,5,3,54000,5,1,1,2,3,5,3,1,1,2,1,3,2,1,1000,35,380000,1,5,9,1,1,1,863924a4,41718,17976,3_Constraints,14038,2_Core
140540,1405401,14054011,1405401101,2,4,1,1,1,5,10,34000,4,2,3,3,1,5,2,0,4,1,2,3,1,4,8000,35,270000,2,0,2,1,1,1,ca7ac347,41734,10601,3_Constraints,17866,3_Constraints
140550,1405501,14055011,1405501101,2,7,1,1,1,10,99,0,3,1,1,2,3,5,3,0,1,2,5,3,9,9,2000,46,0,1,0,9,1,1,1,2a55ec95,41737,22916,2_Core,26334,1_Perfect
140553,1405531,14055311,1405531101,2,6,1,1,1,5,5,1000,2,2,2,3,3,5,4,1,3,1,4,3,1,5,0,35,0,1,0,2,1,1,1,37ee27cd,41738,20094,3_Constraints,19580,3_Constraints
140589,1405891,14058911,1405891101,2,5,2,2,1,8,8,38000,4,3,4,1,3,5,2,0,4,1,1,3,1,5,7000,24,200000,2,5,2,1,1,1,69dad2b0,41746,11445,2_Core,11918,2_Core
140627,1406271,14062711,1406271101,2,2,2,1,1,9,1,55000,4,2,2,1,1,5,2,0,4,1,1,3,1,5,8000,46,0,2,10,2,1,1,1,544f052b,41755,19462,3_Constraints,26449,3_Constraints
140640,1406401,14064011,1406401101,2,5,1,1,1,13,5,13000,4,2,2,3,3,5,3,1,4,1,1,3,1,4,6000,48,310000,1,2,2,1,1,1,52bb0946,41760,26029,2_Core,17098,2_Core
140657,1406571,14065711,1406571101,1,5,1,2,1,13,8,30000,3,2,2,2,3,5,1,0,4,1,1,3,1,5,6000,24,0,1,5,2,1,1,1,f5cd04fa,41769,15088,3_Constraints,13976,2_Core
140665,1406651,14066511,1406651101,1,7,1,1,1,13,99,0,3,2,2,2,3,5,2,0,3,1,4,3,9,9,1000,35,0,1,0,9,1,1,1,4e47c358,41772,27228,3_Constraints,11480,3_Constraints
140692,1406921,14069211,1406921101,2,6,2,3,1,5,1,22000,5,2,3,2,3,5,4,1,4,1,1,3,1,4,18000,24,310000,1,4,2,1,1,1,786036dd,41782,22494,2_Core,16192,2_Core
140698,1406981,14069811,1406981101,2,3,2,3,1,11,8,120000,7,3,4,1,1,5,4,0,2,1,1,3,3,5,33000,35,913588,1,7,2,1,1,1,a5a53e68,41784,22362,3_Constraints,13439,2_Core
140705,1407051,14070511,1407051101,2,7,1,1,1,13,99,0,3,1,1,2,3,5,4,0,1,2,4,3,9,9,1000,35,0,1,0,9,1,1,1,dae09150,41787,22916,3_Constraints,14684,3_Constraints
9,91,911,91101,2,4,2,3,1,11,5,96000,6,2,3,3,3,2,3,1,4,1,2,1,1,6,16000,48,180000,2,0,4,3,3,3,f89d77d5,41796,11003,3_Constraints,23753,3_Constraints
64562,645621,6456211,645621102,2,4,2,1,1,3,2,77000,5,2,4,1,2,1,1,0,1,2,1,2,1,4,9000,35,410000,1,4,7,5,5,5,8a121356,41796,18381,3_Constraints,16616,3_Constraints
39,391,3911,391101,1,4,1,1,2,1,99,0,7,3,4,1,3,2,3,0,2,1,3,1,9,9,28000,35,1892400,3,0,9,4,4,4,c16a66d4,41812,12120,3_Constraints,14625,3_Constraints
13710,137101,1371011,137101102,1,2,1,1,1,10,2,56000,4,2,3,1,1,1,4,0,4,1,1,2,1,4,8000,46,400000,2,5,2,2,2,2,b4dd993e,41812,24922,2_Core,25372,2_Core
51753,517531,5175311,517531102,1,3,1,1,1,3,99,0,2,1,1,2,2,1,4,1,1,2,4,2,9,9,0,48,0,1,0,9,3,3,3,503f8857,41812,20247,3_Constraints,26507,3_Constraints
43,431,4311,431101,2,6,2,1,1,13,99,0,4,3,4,1,2,1,3,0,4,1,4,1,9,9,5000,35,280000,1,0,9,2,2,2,7caba291,41815,17390,3_Constraints,23503,3_Constraints
38172,381721,3817211,381721102,1,2,1,1,1,13,99,0,2,2,2,2,2,1,3,0,1,2,4,2,9,9,0,48,430000,2,0,9,4,4,4,441bab81,41815,23748,3_Constraints,20413,3_Constraints
54,541,5411,541101,2,5,2,1,1,13,7,26000,4,3,4,1,2,1,3,0,3,1,1,1,1,4,8000,48,610000,1,3,2,3,3,3,a752377f,41824,26836,3_Constraints,11866,3_Constraints
59,591,5911,591101,2,6,2,1,1,1,7,1,3,3,4,1,2,1,4,0,1,2,2,1,1,5,1000,48,700000,1,0,2,2,2,2,a5382646,41827,11057,3_Constraints,16554,3_Constraints
93968,939681,9396811,939681102,2,6,1,2,1,10,99,0,2,2,3,1,2,1,1,0,4,1,4,2,9,9,0,24,70000,1,0,9,2,2,2,5d646f17,41827,16455,3_Constraints,16234,3_Constraints
76,761,7611,761101,2,5,1,1,1,8,8,110000,7,3,4,1,2,1,3,0,4,1,1,1,1,5,22000,46,340000,1,5,2,4,4,4,4cbf0409,41836,22364,3_Constraints,17723,3_Constraints
131201,1312011,13120111,1312011104,1,1,1,1,2,13,99,0,2,2,3,1,1,3,2,0,1,2,5,2,9,9,0,35,500000,3,0,9,4,4,4,d2775195,41836,23730,3_Constraints,19218,3_Constraints
17463,174631,1746311,174631102,2,6,1,1,1,5,2,51000,5,2,2,2,2,1,2,0,4,1,1,2,1,5,11000,35,0,1,5,2,2,2,2,8bc92fad,41836,15925,3_Constraints,19295,3_Constraints
82,821,8211,821101,2,7,2,1,1,6,99,3000,4,2,2,2,2,1,1,1,4,1,4,1,9,9,6000,35,0,1,0,9,2,2,2,eacbe583,41839,22302,3_Constraints,27006,3_Constraints
86407,864071,8640711,864071102,2,2,1,1,1,5,7,8000,3,2,1,2,1,1,4,0,4,1,1,2,1,4,3000,48,0,1,5,2,3,3,3,deb9504c,41839,14299,3_Constraints,12189,2_Core
101,1011,10111,1011101,1,7,1,1,1,13,99,0,3,2,4,1,2,1,1,0,1,2,4,1,9,9,2000,48,1210000,1,0,9,2,2,2,ecd176db,41848,15518,3_Constraints,27348,3_Constraints
122,1221,12211,1221101,2,7,2,1,1,1,99,0,4,2,3,1,2,1,3,0,2,1,4,1,9,9,1000,46,400000,1,0,9,2,2,2,f17dcbbb,41861,16223,3_Constraints,12985,3_Constraints
116240,1162401,11624012,1162401204,1,1,1,1,2,13,99,1,2,3,2,3,1,4,1,0,3,1,5,2,9,9,0,35,1892400,2,0,9,4,4,3,d24b6abb,41861,10311,3_Constraints,22537,3_Constraints
176,1761,17611,1761101,2,3,2,1,1,13,10,90000,6,3,3,1,2,1,4,0,4,1,1,1,1,2,20000,46,350000,2,9,2,4,4,4,7a3c2e1f,41888,11497,3_Constraints,16608,3_Constraints
68811,688111,6881111,688111102,1,1,2,3,2,10,7,2000,2,2,1,2,1,4,2,0,2,1,1,2,1,6,0,24,0,1,2,2,3,3,3,433e1ca9,41888,19798,3_Constraints,11015,3_Constraints
73713,737131,7371311,737131103,1,1,2,3,2,13,99,0,1,3,4,1,1,3,4,0,2,1,5,2,9,9,0,35,0,1,0,9,4,4,4,abf617bc,41888,16518,3_Constraints,18928,3_Constraints
177,1771,17711,1771101,2,3,1,1,1,1,5,75000,5,2,3,1,1,1,1,0,4,1,1,1,1,5,11000,48,660000,1,5,2,3,3,3,1aadf2b3,41889,20247,3_Constraints,13829,2_Core
131741,1317411,13174111,1317411103,2,2,1,1,1,13,99,0,2,2,1,3,1,3,4,0,4,1,5,2,9,9,0,35,170000,1,0,9,3,3,3,fc1cebfa,41889,19875,3_Constraints,22579,3_Constraints
34249,342491,3424911,342491102,2,6,1,1,1,13,2,0,2,2,4,1,2,1,3,0,4,1,1,2,4,1,0,46,996108,1,1,9,2,2,2,ac11d75b,41889,21234,3_Constraints,22455,3_Constraints
267,2671,26711,2671101,2,2,1,1,1,6,2,40000,4,2,2,3,2,1,4,0,1,2,2,1,1,4,8000,35,0,1,0,2,3,3,3,121b8bca,41938,19875,3_Constraints,22579,2_Core
275,2751,27511,2751101,2,3,1,1,1,2,3,25000,3,2,2,3,2,1,4,1,4,1,1,1,3,1,2000,48,420000,3,5,9,2,2,2,52e3dd63,41942,25018,3_Constraints,22442,3_Constraints
303,3031,30311,3031101,2,4,1,1,1,6,2,43000,4,3,4,1,2,1,1,0,4,1,1,1,1,5,4000,10,140000,1,5,2,4,4,4,280800ea,41957,24709,3_Constraints,10926,3_Constraints
104675,1046751,10467511,1046751103,1,2,1,1,1,10,2,44000,4,3,4,1,1,3,3,0,2,1,1,2,1,6,6000,35,1892400,1,4,6,4,4,4,05e620e8,41957,23748,3_Constraints,11110,2_Core
112118,1121181,11211811,1121181102,2,6,2,1,1,8,99,0,2,3,3,1,2,1,2,0,4,1,4,2,9,9,0,46,220000,2,0,9,2,2,2,ec0b3efa,41957,26917,3_Constraints,26794,3_Constraints
53787,537871,5378711,537871102,1,3,1,1,1,5,7,38000,4,1,1,2,3,4,3,0,1,2,1,2,1,4,5000,35,0,1,4,6,2,2,2,5b386eb9,41957,25018,3_Constraints,10515,3_Constraints
313,3131,31311,3131101,2,7,1,1,1,10,99,0,3,2,4,1,3,2,1,0,4,1,4,1,9,9,4000,10,90000,1,0,9,2,2,2,fcabf277,41963,15518,3_Constraints,24212,3_Constraints
94807,948071,9480711,948071102,2,6,1,1,1,5,99,0,2,2,3,1,2,1,1,0,4,1,4,2,9,9,4000,10,150000,1,0,9,2,2,2,bafb7d9d,41963,21234,3_Constraints,25758,3_Constraints
316,3161,31611,3161101,2,5,2,1,2,5,2,94000,7,3,3,1,2,1,4,0,1,2,1,1,1,6,25000,35,913588,1,5,2,2,2,2,6fac769a,41965,26512,3_Constraints,24371,3_Constraints
325,3251,32511,3251101,2,2,1,1,1,10,4,82000,6,2,1,1,2,1,4,0,4,1,1,1,1,5,13000,46,360000,1,4,2,2,2,2,90ea48d6,41968,26055,3_Constraints,23941,3_Constraints
111910,1119101,11191011,1119101102,1,4,2,3,1,4,5,29000,3,3,4,1,1,1,3,0,2,1,1,2,2,4,4000,24,410000,1,3,4,4,4,4,924a5b30,41968,20348,2_Core,16327,3_Constraints
335,3351,33511,3351101,1,2,1,1,1,10,4,1000,2,1,1,2,1,1,3,1,3,1,1,1,3,1,0,35,0,1,4,9,2,2,2,825fb8a9,41975,15918,2_Core,18862,2_Core
98209,982091,9820911,982091102,2,4,1,1,1,13,10,15000,3,2,3,1,2,1,1,0,4,1,1,2,1,6,2000,10,70000,2,6,2,2,2,2,b7c8eb8f,41975,17248,3_Constraints,12766,2_Core
347,3471,34711,3471101,1,3,2,3,1,5,2,52000,5,2,2,2,1,1,4,1,4,1,1,1,1,4,5000,24,400000,1,4,1,3,3,3,1c154ce0,41982,12725,3_Constraints,21851,2_Core
84389,843891,8438911,843891104,2,1,1,1,1,13,7,12000,2,2,4,1,1,3,3,0,4,1,1,2,1,4,1000,46,360000,1,2,2,4,4,4,13dbedaa,41982,10311,3_Constraints,14025,3_Constraints
369,3691,36911,3691101,1,5,2,1,1,13,8,68000,5,2,3,3,2,1,3,0,1,2,1,1,1,4,14000,35,600000,1,7,2,4,4,4,d16ad29f,41996,11119,3_Constraints,27118,3_Constraints
22869,228691,2286911,228691102,2,4,1,1,1,2,6,3000,2,2,4,1,1,4,1,0,4,1,3,2,2,1,0,35,250000,2,0,9,2,2,2,69992880,41996,12109,3_Constraints,18244,3_Constraints
75554,755541,7555411,755541102,2,5,2,1,1,5,2,361946,7,3,3,1,2,1,3,0,4,1,1,2,1,1,174109,48,650000,1,5,9,2,2,2,8f9707d8,41996,19053,3_Constraints,15869,2_Core
418,4181,41811,4181101,1,4,2,1,1,8,2,58000,5,2,2,2,2,1,2,0,1,2,1,1,1,2,9000,35,0,2,5,2,3,3,3,2ba65119,42027,17401,1_Perfect,18847,3_Constraints
427,4271,42711,4271101,2,6,2,1,1,8,99,0,4,2,3,1,2,1,2,0,4,1,4,1,9,9,8000,35,410000,1,0,9,2,2,2,4a0b7cc5,42029,20630,3_Constraints,19045,3_Constraints
482,4821,48211,4821101,2,5,2,1,1,13,8,38000,3,2,2,1,2,1,3,0,4,1,1,1,1,4,3000,35,210000,2,6,2,3,3,3,97d860cb,42062,11953,3_Constraints,13123,3_Constraints
68643,686431,6864311,686431102,2,6,1,1,1,1,99,0,3,3,3,1,2,1,1,0,1,2,4,2,9,9,3000,48,650000,1,0,9,2,2,2,0f78cbb7,42062,21400,3_Constraints,15739,3_Constraints
494,4941,49411,4941101,1,5,2,1,1,7,3,110000,7,2,1,2,2,1,4,1,1,2,1,1,1,4,27000,35,370000,1,5,2,2,2,2,e7cc9e26,42069,10029,3_Constraints,15681,3_Constraints
21937,219371,2193711,219371102,2,4,1,1,1,13,7,24000,3,2,2,2,2,1,1,0,4,1,1,2,1,4,4000,35,0,3,5,5,2,2,2,2605ba3b,42069,14809,3_Constraints,22221,3_Constraints
