SIM_HH_ID,Day_Type,Hour,HHSIZE,DTYPE,BEDRM,CONDO,ROOM,REPAIR,PR,Occupancy_Schedule,Metabolic_Rate
150,Weekend,16,1,MidRise,2,0,2,1,British Columbia,1.000,175.000
150,Weekend,17,1,MidRise,2,0,2,1,British Columbia,1.000,105.000
150,Weekend,18,1,MidRise,2,0,2,1,British Columbia,1.000,130.000
150,Weekend,19,1,MidRise,2,0,2,1,British Columbia,1.000,127.500
150,Weekend,20,1,MidRise,2,0,2,1,British Columbia,1.000,127.500
150,Weekend,21,1,MidRise,2,0,2,1,British Columbia,1.000,127.500
150,Weekend,22,1,MidRise,2,0,2,1,British Columbia,1.000,70.000
150,Weekend,23,1,MidRise,2,0,2,1,British Columbia,1.000,70.000
153,Weekday,0,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekday,1,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekday,2,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekday,3,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekday,4,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekday,5,1,MidRise,2,0,2,1,Eastern Canada,1.000,172.500
153,Weekday,6,1,MidRise,2,0,2,1,Eastern Canada,1.000,125.000
153,Weekday,7,1,MidRise,2,0,2,1,Eastern Canada,1.000,125.000
153,Weekday,8,1,MidRise,2,0,2,1,Eastern Canada,1.000,125.000
153,Weekday,9,1,MidRise,2,0,2,1,Eastern Canada,1.000,125.000
153,Weekday,10,1,MidRise,2,0,2,1,Eastern Canada,1.000,125.000
153,Weekday,11,1,MidRise,2,0,2,1,Eastern Canada,1.000,125.000
153,Weekday,12,1,MidRise,2,0,2,1,Eastern Canada,1.000,140.000
153,Weekday,13,1,MidRise,2,0,2,1,Eastern Canada,1.000,125.000
153,Weekday,14,1,MidRise,2,0,2,1,Eastern Canada,1.000,125.000
153,Weekday,15,1,MidRise,2,0,2,1,Eastern Canada,1.000,125.000
153,Weekday,16,1,MidRise,2,0,2,1,Eastern Canada,1.000,125.000
153,Weekday,17,1,MidRise,2,0,2,1,Eastern Canada,1.000,175.000
153,Weekday,18,1,MidRise,2,0,2,1,Eastern Canada,1.000,130.000
153,Weekday,19,1,MidRise,2,0,2,1,Eastern Canada,1.000,105.000
153,Weekday,20,1,MidRise,2,0,2,1,Eastern Canada,1.000,105.000
153,Weekday,21,1,MidRise,2,0,2,1,Eastern Canada,1.000,122.500
153,Weekday,22,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekday,23,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekend,0,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekend,1,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekend,2,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekend,3,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekend,4,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekend,5,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekend,6,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
153,Weekend,7,1,MidRise,2,0,2,1,Eastern Canada,0.250,17.500
153,Weekend,8,1,MidRise,2,0,2,1,Eastern Canada,0.000,0.000
153,Weekend,9,1,MidRise,2,0,2,1,Eastern Canada,0.000,0.000
153,Weekend,10,1,MidRise,2,0,2,1,Eastern Canada,0.000,0.000
153,Weekend,11,1,MidRise,2,0,2,1,Eastern Canada,0.000,0.000
153,Weekend,12,1,MidRise,2,0,2,1,Eastern Canada,0.000,0.000
153,Weekend,13,1,MidRise,2,0,2,1,Eastern Canada,0.000,0.000
153,Weekend,14,1,MidRise,2,0,2,1,Eastern Canada,0.000,0.000
153,Weekend,15,1,MidRise,2,0,2,1,Eastern Canada,0.000,0.000
153,Weekend,16,1,MidRise,2,0,2,1,Eastern Canada,0.000,0.000
153,Weekend,17,1,MidRise,2,0,2,1,Eastern Canada,0.750,78.800
153,Weekend,18,1,MidRise,2,0,2,1,Eastern Canada,1.000,135.000
153,Weekend,19,1,MidRise,2,0,2,1,Eastern Canada,1.000,135.000
153,Weekend,20,1,MidRise,2,0,2,1,Eastern Canada,1.000,135.000
153,Weekend,21,1,MidRise,2,0,2,1,Eastern Canada,1.000,135.000
153,Weekend,22,1,MidRise,2,0,2,1,Eastern Canada,1.000,118.800
153,Weekend,23,1,MidRise,2,0,2,1,Eastern Canada,1.000,70.000
156,Weekday,0,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekday,1,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekday,2,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekday,3,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekday,4,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekday,5,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekday,6,1,SingleD,2,0,3,2,Prairies,1.000,108.800
156,Weekday,7,1,SingleD,2,0,3,2,Prairies,0.000,0.000
156,Weekday,8,1,SingleD,2,0,3,2,Prairies,0.000,0.000
156,Weekday,9,1,SingleD,2,0,3,2,Prairies,0.000,0.000
156,Weekday,10,1,SingleD,2,0,3,2,Prairies,0.500,87.500
156,Weekday,11,1,SingleD,2,0,3,2,Prairies,1.000,175.000
156,Weekday,12,1,SingleD,2,0,3,2,Prairies,1.000,140.000
156,Weekday,13,1,SingleD,2,0,3,2,Prairies,1.000,175.000
156,Weekday,14,1,SingleD,2,0,3,2,Prairies,1.000,175.000
156,Weekday,15,1,SingleD,2,0,3,2,Prairies,1.000,125.000
156,Weekday,16,1,SingleD,2,0,3,2,Prairies,1.000,125.000
156,Weekday,17,1,SingleD,2,0,3,2,Prairies,1.000,170.800
156,Weekday,18,1,SingleD,2,0,3,2,Prairies,1.000,160.800
156,Weekday,19,1,SingleD,2,0,3,2,Prairies,1.000,96.200
156,Weekday,20,1,SingleD,2,0,3,2,Prairies,1.000,152.500
156,Weekday,21,1,SingleD,2,0,3,2,Prairies,1.000,96.200
156,Weekday,22,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekday,23,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekend,0,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekend,1,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekend,2,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekend,3,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekend,4,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekend,5,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekend,6,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekend,7,1,SingleD,2,0,3,2,Prairies,1.000,87.500
156,Weekend,8,1,SingleD,2,0,3,2,Prairies,0.750,96.200
156,Weekend,9,1,SingleD,2,0,3,2,Prairies,1.000,175.000
156,Weekend,10,1,SingleD,2,0,3,2,Prairies,0.250,43.800
156,Weekend,11,1,SingleD,2,0,3,2,Prairies,0.000,0.000
156,Weekend,12,1,SingleD,2,0,3,2,Prairies,0.750,52.500
156,Weekend,13,1,SingleD,2,0,3,2,Prairies,1.000,175.000
156,Weekend,14,1,SingleD,2,0,3,2,Prairies,1.000,175.000
156,Weekend,15,1,SingleD,2,0,3,2,Prairies,0.500,67.500
156,Weekend,16,1,SingleD,2,0,3,2,Prairies,1.000,175.000
156,Weekend,17,1,SingleD,2,0,3,2,Prairies,1.000,105.000
156,Weekend,18,1,SingleD,2,0,3,2,Prairies,1.000,130.000
156,Weekend,19,1,SingleD,2,0,3,2,Prairies,1.000,127.500
156,Weekend,20,1,SingleD,2,0,3,2,Prairies,1.000,127.500
156,Weekend,21,1,SingleD,2,0,3,2,Prairies,1.000,127.500
156,Weekend,22,1,SingleD,2,0,3,2,Prairies,1.000,70.000
156,Weekend,23,1,SingleD,2,0,3,2,Prairies,1.000,70.000
161,Weekday,0,1,HighRise,1,1,2,1,Ontario,1.000,135.000
161,Weekday,1,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekday,2,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekday,3,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekday,4,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekday,5,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekday,6,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekday,7,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekday,8,1,HighRise,1,1,2,1,Ontario,1.000,122.500
161,Weekday,9,1,HighRise,1,1,2,1,Ontario,0.750,131.200
161,Weekday,10,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekday,11,1,HighRise,1,1,2,1,Ontario,1.000,175.000
161,Weekday,12,1,HighRise,1,1,2,1,Ontario,1.000,140.000
161,Weekday,13,1,HighRise,1,1,2,1,Ontario,1.000,138.800
161,Weekday,14,1,HighRise,1,1,2,1,Ontario,0.250,42.500
161,Weekday,15,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekday,16,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekday,17,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekday,18,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekday,19,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekday,20,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekday,21,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekday,22,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekday,23,1,HighRise,1,1,2,1,Ontario,0.250,33.800
161,Weekend,0,1,HighRise,1,1,2,1,Ontario,1.000,245.000
161,Weekend,1,1,HighRise,1,1,2,1,Ontario,1.000,245.000
161,Weekend,2,1,HighRise,1,1,2,1,Ontario,1.000,92.900
161,Weekend,3,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekend,4,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekend,5,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekend,6,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekend,7,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekend,8,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekend,9,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekend,10,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekend,11,1,HighRise,1,1,2,1,Ontario,1.000,70.000
161,Weekend,12,1,HighRise,1,1,2,1,Ontario,1.000,126.700
161,Weekend,13,1,HighRise,1,1,2,1,Ontario,1.000,169.200
161,Weekend,14,1,HighRise,1,1,2,1,Ontario,1.000,186.700
161,Weekend,15,1,HighRise,1,1,2,1,Ontario,1.000,232.500
161,Weekend,16,1,HighRise,1,1,2,1,Ontario,0.083,14.200
161,Weekend,17,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekend,18,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekend,19,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekend,20,1,HighRise,1,1,2,1,Ontario,0.000,0.000
161,Weekend,21,1,HighRise,1,1,2,1,Ontario,0.417,35.400
161,Weekend,22,1,HighRise,1,1,2,1,Ontario,1.000,85.000
161,Weekend,23,1,HighRise,1,1,2,1,Ontario,1.000,151.700
162,Weekday,0,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekday,1,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekday,2,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekday,3,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekday,4,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekday,5,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekday,6,1,SingleD,3,0,4,1,Ontario,1.000,120.000
162,Weekday,7,1,SingleD,3,0,4,1,Ontario,1.000,175.000
162,Weekday,8,1,SingleD,3,0,4,1,Ontario,1.000,175.000
162,Weekday,9,1,SingleD,3,0,4,1,Ontario,1.000,175.000
162,Weekday,10,1,SingleD,3,0,4,1,Ontario,1.000,175.000
162,Weekday,11,1,SingleD,3,0,4,1,Ontario,1.000,140.000
162,Weekday,12,1,SingleD,3,0,4,1,Ontario,1.000,157.500
162,Weekday,13,1,SingleD,3,0,4,1,Ontario,1.000,198.300
162,Weekday,14,1,SingleD,3,0,4,1,Ontario,1.000,245.000
162,Weekday,15,1,SingleD,3,0,4,1,Ontario,1.000,245.000
162,Weekday,16,1,SingleD,3,0,4,1,Ontario,1.000,221.700
162,Weekday,17,1,SingleD,3,0,4,1,Ontario,1.000,140.000
162,Weekday,18,1,SingleD,3,0,4,1,Ontario,1.000,107.500
162,Weekday,19,1,SingleD,3,0,4,1,Ontario,1.000,85.000
162,Weekday,20,1,SingleD,3,0,4,1,Ontario,1.000,85.000
162,Weekday,21,1,SingleD,3,0,4,1,Ontario,1.000,85.000
162,Weekday,22,1,SingleD,3,0,4,1,Ontario,1.000,90.400
162,Weekday,23,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekend,0,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekend,1,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekend,2,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekend,3,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekend,4,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekend,5,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekend,6,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekend,7,1,SingleD,3,0,4,1,Ontario,1.000,70.000
162,Weekend,8,1,SingleD,3,0,4,1,Ontario,1.000,122.500
162,Weekend,9,1,SingleD,3,0,4,1,Ontario,1.000,175.000
162,Weekend,10,1,SingleD,3,0,4,1,Ontario,1.000,175.000
162,Weekend,11,1,SingleD,3,0,4,1,Ontario,1.000,175.000
162,Weekend,12,1,SingleD,3,0,4,1,Ontario,1.000,175.000
162,Weekend,13,1,SingleD,3,0,4,1,Ontario,1.000,157.500
162,Weekend,14,1,SingleD,3,0,4,1,Ontario,0.083,8.800
162,Weekend,15,1,SingleD,3,0,4,1,Ontario,0.167,29.200
162,Weekend,16,1,SingleD,3,0,4,1,Ontario,0.333,58.300
162,Weekend,17,1,SingleD,3,0,4,1,Ontario,0.667,105.000
162,Weekend,18,1,SingleD,3,0,4,1,Ontario,1.000,151.700
162,Weekend,19,1,SingleD,3,0,4,1,Ontario,1.000,143.300
162,Weekend,20,1,SingleD,3,0,4,1,Ontario,1.000,85.000
162,Weekend,21,1,SingleD,3,0,4,1,Ontario,1.000,122.900
162,Weekend,22,1,SingleD,3,0,4,1,Ontario,1.000,90.000
162,Weekend,23,1,SingleD,3,0,4,1,Ontario,1.000,88.300
166,Weekday,0,1,HighRise,1,1,1,1,British Columbia,1.000,175.000
166,Weekday,1,1,HighRise,1,1,1,1,British Columbia,1.000,122.500
166,Weekday,2,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekday,3,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekday,4,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekday,5,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekday,6,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekday,7,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekday,8,1,HighRise,1,1,1,1,British Columbia,0.500,52.500
166,Weekday,9,1,HighRise,1,1,1,1,British Columbia,0.000,0.000
166,Weekday,10,1,HighRise,1,1,1,1,British Columbia,0.000,0.000
166,Weekday,11,1,HighRise,1,1,1,1,British Columbia,0.000,0.000
166,Weekday,12,1,HighRise,1,1,1,1,British Columbia,0.000,0.000
166,Weekday,13,1,HighRise,1,1,1,1,British Columbia,0.000,0.000
166,Weekday,14,1,HighRise,1,1,1,1,British Columbia,0.000,0.000
166,Weekday,15,1,HighRise,1,1,1,1,British Columbia,0.000,0.000
166,Weekday,16,1,HighRise,1,1,1,1,British Columbia,0.000,0.000
166,Weekday,17,1,HighRise,1,1,1,1,British Columbia,0.500,87.500
166,Weekday,18,1,HighRise,1,1,1,1,British Columbia,1.000,175.000
166,Weekday,19,1,HighRise,1,1,1,1,British Columbia,1.000,175.000
166,Weekday,20,1,HighRise,1,1,1,1,British Columbia,1.000,175.000
166,Weekday,21,1,HighRise,1,1,1,1,British Columbia,1.000,175.000
166,Weekday,22,1,HighRise,1,1,1,1,British Columbia,1.000,175.000
166,Weekday,23,1,HighRise,1,1,1,1,British Columbia,1.000,175.000
166,Weekend,0,1,HighRise,1,1,1,1,British Columbia,1.000,78.300
166,Weekend,1,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekend,2,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekend,3,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekend,4,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekend,5,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekend,6,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
166,Weekend,7,1,HighRise,1,1,1,1,British Columbia,1.000,70.000
