HH_ID,EF_ID,CF_ID,PP_ID,CMA,AGEGRP,SEX,KOL,ATTSCH,CIP2021,NOC21,EMPIN,TOTINC,BEDRM,ROOM,DTYPE,MARSTH,CFSTAT,BUILT,CONDO,GENSTAT,CITIZEN,LFTAG,CF_RP,COW,POWST,INCTAX,PR,VALUE,REPAIR,HRSWRK,MODE,PID,HHSIZE,SIM_HH_ID,MATCH_ID_WD,MATCH_TIER_WD,MATCH_ID_WE,MATCH_TIER_WE
319,3191,31911,3191101,1,7,2,1,0,8,99,1,95000,2,4,2,3,6,7,1,3,1,4,3,9,9,20000,59,630000,1,0,9,be97b6a9,1,189,6898,4_FailSafe,10203,4_FailSafe
1052,10521,105211,10521101,2,3,1,1,0,4,5,81000,82000,3,5,1,1,6,2,0,4,1,1,3,1,1,13000,35,310000,1,5,9,76762dd2,1,401,6898,4_FailSafe,10203,4_FailSafe
1321,13211,132111,13211101,1,1,1,3,1,8,2,99999999,3000,1,2,2,1,6,11,1,1,3,3,3,1,9,99999999,24,99999999,1,0,9,07b44b17,1,481,6898,4_FailSafe,10203,4_FailSafe
1976,19761,197611,19761101,2,5,2,2,0,13,8,88000,89000,2,5,2,1,6,6,1,4,1,1,3,1,7,21000,24,99999999,1,5,2,ef2b90b7,1,677,12979,3_Constraints,10203,4_FailSafe
2233,22331,223311,22331101,2,1,2,1,0,11,5,16000,22000,2,4,2,1,6,5,1,4,1,1,3,1,6,99999999,46,99999999,2,6,2,8825c823,1,756,6898,4_FailSafe,10203,4_FailSafe
3234,32341,323411,32341101,1,7,1,1,0,13,99,99999999,25000,1,3,2,3,6,4,0,4,1,5,3,9,9,99999999,35,99999999,3,0,9,82e3aaf2,1,1058,7810,3_Constraints,5429,3_Constraints
3749,37491,374911,37491101,2,7,1,1,0,10,99,99999999,18000,3,6,1,3,6,3,0,4,1,4,3,9,9,99999999,35,510000,1,0,9,c5b784ee,1,1203,7810,3_Constraints,5429,3_Constraints
4345,43451,434511,43451101,2,4,1,1,0,13,9,46000,46000,4,11,1,1,6,6,0,4,1,1,3,2,4,1000,48,640000,1,10,2,748ba5a8,1,1376,6898,4_FailSafe,8506,3_Constraints
5382,53821,538211,53821101,1,4,1,1,0,11,7,2000,23000,2,8,1,3,6,7,0,4,1,1,3,2,1,1000,48,460000,1,3,9,b936acec,1,1687,6898,4_FailSafe,8506,3_Constraints
5643,56431,564311,56431101,2,6,2,2,0,4,99,99999999,77000,1,3,2,3,6,11,1,4,1,4,3,9,9,20000,24,250000,1,0,9,9b60ecae,1,1768,8604,3_Constraints,7137,3_Constraints
6458,64581,645811,64581101,2,6,2,2,0,5,7,19000,70000,2,4,2,1,6,6,1,4,1,4,3,1,9,13000,24,99999999,1,0,9,63b59054,1,1998,8604,3_Constraints,7137,3_Constraints
7032,70321,703211,70321101,1,6,1,1,0,13,99,99999999,17000,5,10,1,3,6,4,0,1,2,5,3,9,9,99999999,24,660000,2,0,9,674f716f,1,2160,2318,3_Constraints,10460,3_Constraints
7147,71471,714711,71471101,2,7,1,3,0,5,99,99999999,45000,2,6,2,1,6,5,1,4,1,4,3,9,9,5000,24,200000,1,0,9,fcbfbf8c,1,2197,7810,3_Constraints,5429,3_Constraints
7554,75541,755411,75541101,1,4,2,1,0,13,8,18000,18000,1,4,2,1,6,2,0,2,1,1,3,2,2,1000,35,99999999,2,4,1,e1148e93,1,2314,6898,4_FailSafe,10203,4_FailSafe
10869,108691,1086911,108691101,2,6,1,1,0,13,99,99999999,24000,2,5,3,3,6,3,0,4,1,4,3,9,9,99999999,10,100000,1,0,9,61522945,1,3285,2318,3_Constraints,10460,3_Constraints
11162,111621,1116211,111621101,1,7,1,1,0,13,99,99999999,30000,1,2,2,3,6,6,0,4,1,4,3,9,9,1,35,99999999,1,0,9,2e82663e,1,3365,7810,3_Constraints,5429,3_Constraints
12995,129951,1299511,129951101,1,6,1,3,0,1,99,99999999,78000,2,7,1,3,6,1,0,4,1,4,3,9,9,12000,48,1239952,1,0,9,31eeecdc,1,3945,2318,3_Constraints,10460,3_Constraints
13512,135121,1351211,135121101,2,7,1,1,0,1,99,99999999,30000,2,4,2,3,6,6,0,4,1,4,3,9,9,3000,10,99999999,1,0,9,5990b5ac,1,4096,7810,3_Constraints,5429,2_Core
13849,138491,1384911,138491101,2,6,1,2,0,5,99,99999999,21000,1,4,2,1,6,1,0,4,1,4,3,9,9,99999999,24,99999999,1,0,9,3d249ff7,1,4210,2318,3_Constraints,10460,3_Constraints
15233,152331,1523311,152331101,2,6,1,1,0,13,7,19000,48000,3,5,1,3,6,8,0,4,1,4,3,1,9,8000,46,160000,1,0,9,0f2e6998,1,4603,2318,3_Constraints,10460,3_Constraints
15669,156691,1566911,156691101,2,5,1,1,0,13,8,64000,71000,1,7,1,3,6,2,0,4,1,1,3,1,4,12000,48,180000,1,5,5,b116e24c,1,4729,9642,3_Constraints,10203,4_FailSafe
17418,174181,1741811,174181101,2,1,1,3,1,13,7,9000,19000,1,2,1,1,6,3,0,4,1,1,3,1,2,1000,10,99999999,2,3,6,dd2cf399,1,5240,6898,4_FailSafe,10203,4_FailSafe
17660,176601,1766011,176601101,1,6,2,3,0,8,8,56000,74000,1,3,2,3,6,6,1,1,2,4,3,1,9,13000,59,410000,1,0,9,6521eae2,1,5309,8604,3_Constraints,7137,3_Constraints
18000,180001,1800011,180001101,1,6,1,1,0,13,99,99999999,56000,3,6,3,1,6,7,1,4,1,4,3,9,9,99999999,59,910000,1,0,9,f2b2d4a4,1,5396,2318,3_Constraints,5140,1_Perfect
19041,190411,1904111,190411101,2,6,2,3,0,4,99,99999999,61000,1,3,2,3,6,11,1,4,1,4,3,9,9,12000,24,99999999,1,0,9,63b99a45,1,5690,8604,3_Constraints,7137,3_Constraints
19298,192981,1929811,192981101,2,6,2,1,0,8,8,99999999,13000,0,1,2,1,6,3,0,4,1,4,3,1,9,99999999,46,99999999,1,0,9,a5b5b09e,1,5766,8604,3_Constraints,7137,3_Constraints
19793,197931,1979311,197931101,2,2,2,1,0,1,5,6000,5000,1,3,2,1,6,2,0,4,1,1,3,1,1,99999999,10,99999999,1,4,9,b1825926,1,5916,1909,3_Constraints,10203,4_FailSafe
20539,205391,2053911,205391101,1,2,2,1,1,10,4,71000,75000,1,3,2,1,6,5,1,1,2,1,3,1,4,99999999,48,99999999,2,7,6,0c5318c6,1,6138,1909,3_Constraints,10203,4_FailSafe
20920,209201,2092011,209201101,1,6,1,1,0,10,99,99999999,47000,1,2,2,1,6,10,1,1,2,4,3,9,9,6000,35,600000,1,0,9,7a55ec1f,1,6247,2318,3_Constraints,10460,3_Constraints
21924,219241,2192411,219241101,2,6,2,2,0,8,99,99999999,34000,2,7,1,3,6,4,0,4,1,4,3,9,9,2000,24,180000,2,0,9,9daf4799,1,6527,8604,3_Constraints,7137,3_Constraints
21990,219901,2199011,219901101,2,7,1,1,0,13,99,99999999,15000,1,3,2,3,6,4,0,3,1,4,3,9,9,99999999,35,99999999,2,0,9,eb77efee,1,6548,7810,3_Constraints,5429,3_Constraints
22139,221391,2213911,221391101,2,3,1,1,0,13,3,79000,78000,2,4,3,1,6,9,1,4,1,1,3,1,1,15000,46,240000,1,4,9,f840caa2,1,6590,6898,4_FailSafe,10203,4_FailSafe
22732,227321,2273211,227321101,1,4,2,3,0,8,6,80000,81000,2,4,2,3,6,2,0,1,2,1,3,1,1,19000,24,99999999,1,5,9,6f3c2ac4,1,6758,6898,4_FailSafe,10203,4_FailSafe
24409,244091,2440911,244091101,1,5,1,1,0,6,7,33000,45000,4,5,1,3,6,9,0,1,2,1,3,3,4,5000,48,943543,1,5,2,2000d32d,1,7301,9642,3_Constraints,10203,4_FailSafe
25179,251791,2517911,251791101,1,6,1,1,0,13,5,150000,150000,1,4,2,3,6,3,0,4,1,1,3,1,5,32000,59,99999999,1,5,6,02f4796f,1,7529,6898,1_Perfect,10460,3_Constraints
26170,261701,2617011,261701101,2,6,2,1,0,8,99,99999999,23000,1,4,2,3,6,2,0,4,1,4,3,9,9,99999999,35,99999999,1,0,9,740e2737,1,7846,8604,3_Constraints,7137,3_Constraints
26329,263291,2632911,263291101,2,2,1,3,0,11,5,56000,58000,2,4,2,1,6,6,0,4,1,1,3,1,1,9000,24,99999999,1,5,9,9e776df3,1,7893,6898,4_FailSafe,10203,4_FailSafe
27308,273081,2730811,273081101,2,3,2,2,0,8,7,38000,47000,2,4,3,1,6,1,0,4,1,1,3,1,2,8000,24,99999999,1,7,2,05346aea,1,8183,10837,3_Constraints,1900,2_Core
28735,287351,2873511,287351101,2,6,1,2,0,13,99,99999999,36000,2,4,2,3,6,6,0,4,1,5,3,9,9,3000,24,99999999,1,0,9,9e89f6b8,1,8596,2318,3_Constraints,10460,3_Constraints
30030,300301,3003011,300301101,1,3,1,1,0,1,5,110000,110000,1,3,2,1,6,11,1,3,1,1,3,1,1,19000,35,700000,1,5,9,a9869971,1,8972,6898,4_FailSafe,10203,4_FailSafe
30876,308761,3087611,308761101,1,5,2,1,0,8,8,48000,49000,1,2,2,3,6,4,0,1,2,1,3,1,4,8000,35,99999999,1,2,7,db36be76,1,9193,12979,3_Constraints,10203,4_FailSafe
33340,333401,3334011,333401101,2,3,2,3,0,8,10,47000,49000,1,3,2,1,6,4,0,4,1,1,3,1,4,7000,24,99999999,1,5,7,256b15d1,1,9902,10837,3_Constraints,1900,2_Core
34392,343921,3439211,343921101,1,3,1,1,0,2,2,65000,66000,1,4,2,1,6,4,0,4,1,1,3,1,1,11000,35,99999999,1,6,9,b37b3aa3,1,10225,6898,4_FailSafe,10203,4_FailSafe
35098,350981,3509811,350981101,2,4,2,2,0,8,8,75000,80000,3,5,1,1,6,1,0,4,1,1,3,1,2,16000,24,400000,1,5,2,ad7bf199,1,10444,6898,4_FailSafe,10203,4_FailSafe
35495,354951,3549511,354951101,2,4,2,1,0,8,8,35000,200000,3,5,1,3,6,10,0,4,1,2,3,2,3,17000,48,420000,1,0,9,5ac68a73,1,10560,6898,4_FailSafe,10203,4_FailSafe
35993,359931,3599311,359931101,2,5,2,1,0,8,99,99999999,24000,4,10,1,3,6,4,0,4,1,4,3,9,9,1,35,250000,2,0,9,df64874f,1,10688,12979,3_Constraints,10203,4_FailSafe
36130,361301,3613011,361301101,2,5,2,1,0,13,7,31000,32000,2,3,2,2,6,3,1,1,3,1,3,1,2,1000,46,99999999,1,4,6,e167c6fd,1,10727,12979,3_Constraints,10203,4_FailSafe
37668,376681,3766811,376681101,2,2,1,1,1,9,2,36000,39000,2,4,3,1,6,9,1,4,1,1,3,1,4,1000,48,220000,1,6,7,4f8ee76d,1,11184,6898,4_FailSafe,10203,4_FailSafe
38180,381801,3818011,381801101,1,5,1,1,0,7,99,99999999,21000,4,5,1,2,6,1,0,1,3,5,3,9,9,1000,35,2684905,2,0,9,4b264465,1,11330,9642,3_Constraints,10203,4_FailSafe
38503,385031,3850311,385031101,1,7,1,2,0,13,99,99999999,21000,1,3,2,3,6,4,0,4,1,5,3,9,9,99999999,24,99999999,1,0,9,d77ef213,1,11417,7810,3_Constraints,5429,3_Constraints
39341,393411,3934111,393411101,1,4,1,1,0,5,5,72000,71000,4,7,1,3,6,8,0,1,2,2,3,1,1,12000,35,910000,1,0,9,5bf025b7,1,11666,6898,4_FailSafe,8506,3_Constraints
42049,420491,4204911,420491101,2,5,2,1,0,6,3,69000,69000,1,5,3,1,6,5,0,4,1,1,3,1,4,14000,10,120000,1,6,2,4cdd1078,1,12460,12979,3_Constraints,10203,4_FailSafe
42462,424621,4246211,424621101,1,2,1,2,0,13,7,25000,38000,1,3,1,1,6,9,0,4,1,1,3,1,4,5000,24,99999999,1,4,7,3cfa9d3c,1,12575,6898,4_FailSafe,10203,4_FailSafe
46125,461251,4612511,461251101,1,2,2,1,0,13,2,99999999,10000,1,3,2,1,6,8,0,1,2,1,3,2,4,99999999,35,99999999,1,4,1,7a36acf5,1,13666,1909,3_Constraints,10203,4_FailSafe
46837,468371,4683711,468371101,2,7,1,1,0,1,99,99999999,56000,3,11,1,3,6,3,0,4,1,4,3,9,9,9000,10,310000,1,0,9,bf4fc301,1,13864,7810,3_Constraints,5429,2_Core
48972,489721,4897211,489721101,2,7,1,1,0,5,99,99999999,93000,4,9,1,3,6,5,0,4,1,4,3,9,9,25000,10,460000,1,0,9,1ce4346c,1,14495,7810,3_Constraints,5429,2_Core
49356,493561,4935611,493561101,2,7,1,1,0,10,99,99999999,38000,2,5,1,3,6,1,0,4,1,4,3,9,9,1000,48,210000,1,0,9,1d821300,1,14597,7810,3_Constraints,5429,3_Constraints
49868,498681,4986811,498681101,2,2,2,3,0,13,7,4000,26000,1,3,2,1,6,1,0,4,1,3,3,1,9,3000,35,99999999,3,0,9,c1e16b71,1,14772,1909,3_Constraints,10203,4_FailSafe
50236,502361,5023611,502361101,1,3,2,1,0,8,3,110000,110000,3,7,3,1,6,8,0,1,2,1,3,1,5,25000,35,850000,1,5,2,d554d114,1,14867,10837,3_Constraints,5288,1_Perfect
50360,503601,5036011,503601101,2,4,2,2,0,13,99,99999999,24000,1,3,1,1,6,1,0,4,1,5,3,9,9,99999999,24,99999999,3,0,9,df244f7b,1,14904,6898,4_FailSafe,10203,4_FailSafe
50506,505061,5050611,505061101,2,7,1,1,0,13,99,99999999,27000,3,8,1,3,6,6,0,1,2,4,3,9,9,99999999,59,660000,1,0,9,64470d41,1,14955,7810,2_Core,4770,2_Core
51742,517421,5174211,517421101,2,5,1,1,0,5,2,8000,64000,2,4,2,3,6,4,0,4,1,1,3,1,4,10000,35,99999999,2,2,2,4e38afe3,1,15306,9642,3_Constraints,10203,4_FailSafe
52729,527291,5272911,527291101,1,3,2,3,0,5,1,37000,84000,3,9,2,3,6,11,0,4,1,1,3,3,2,15000,24,510000,1,7,2,7916d564,1,15595,10837,3_Constraints,1900,3_Constraints
53582,535821,5358211,535821101,2,7,2,1,0,3,99,99999999,190000,2,5,2,3,6,7,1,4,1,4,3,9,9,55000,35,950000,1,0,9,052ede0e,1,15831,6898,4_FailSafe,10203,4_FailSafe
54430,544301,5443011,544301101,2,7,1,1,0,13,99,31000,49000,3,9,1,3,6,3,0,1,2,5,3,9,9,6000,35,710000,2,0,9,c5a70037,1,16077,7810,3_Constraints,5429,3_Constraints
54697,546971,5469711,546971101,1,7,1,1,0,13,99,99999999,74000,2,5,1,3,6,2,0,1,2,5,3,9,9,15000,35,810000,2,0,9,99101d49,1,16162,7810,3_Constraints,5429,3_Constraints
54898,548981,5489811,548981101,2,6,1,2,0,13,99,99999999,22000,2,4,2,2,6,2,0,4,1,5,3,9,9,99999999,24,99999999,1,0,9,1ce4f1fe,1,16216,2318,3_Constraints,10460,3_Constraints
57273,572731,5727311,572731101,2,4,2,1,0,11,8,110000,100000,2,5,1,3,6,3,0,1,2,1,3,2,2,12000,35,99999999,2,7,2,29ea133f,1,16865,6898,4_FailSafe,10203,4_FailSafe
57460,574601,5746011,574601101,1,2,1,1,0,13,6,99999999,2000,2,8,2,1,6,11,1,4,1,1,3,3,1,99999999,35,99999999,1,5,9,3e51de20,1,16930,6898,4_FailSafe,10203,4_FailSafe
57730,577301,5773011,577301101,1,7,1,2,0,13,99,99999999,23000,1,3,2,3,6,4,0,4,1,4,3,9,9,99999999,24,99999999,1,0,9,6c6d394f,1,17020,7810,3_Constraints,5429,3_Constraints
60681,606811,6068111,606811101,2,6,1,1,0,10,4,10000,32000,1,2,2,3,6,7,1,4,1,4,3,1,9,2000,35,99999999,1,0,9,a976d5f4,1,17866,2318,3_Constraints,10460,3_Constraints
61892,618921,6189211,618921101,1,4,2,3,0,8,8,21000,54000,3,5,2,1,6,6,0,4,1,1,3,1,2,4000,24,99999999,2,4,2,648c0a52,1,18215,6898,4_FailSafe,10203,4_FailSafe
61898,618981,6189811,618981101,1,1,2,1,0,13,7,15000,37000,1,3,2,1,6,8,0,4,1,1,3,1,4,4000,59,99999999,1,5,1,8eb14a99,1,18218,6898,4_FailSafe,10203,4_FailSafe
62134,621341,6213411,621341101,2,6,2,1,0,13,99,99999999,7000,1,3,2,1,6,2,0,4,1,4,3,9,9,99999999,35,99999999,1,0,9,05b3809f,1,18280,8604,3_Constraints,7137,3_Constraints
63126,631261,6312611,631261101,2,3,2,3,0,8,8,4000,7000,2,6,1,1,6,3,0,3,1,1,3,2,2,99999999,24,20000,2,5,2,c2c5696e,1,18566,10837,3_Constraints,1900,2_Core
63420,634201,6342011,634201101,1,5,1,1,0,5,99,99999999,7000,4,9,1,3,6,3,0,4,1,4,3,9,9,6000,48,260000,3,0,9,9f100f53,1,18645,9642,3_Constraints,10203,4_FailSafe
65388,653881,6538811,653881101,2,6,2,1,0,13,8,99999999,99999999,1,4,2,3,6,4,0,1,2,1,3,1,2,99999999,35,99999999,3,1,2,28498e79,1,19217,8604,3_Constraints,7137,3_Constraints
65625,656251,6562511,656251101,2,7,2,1,0,13,99,99999999,23000,2,4,1,3,6,4,0,4,1,4,3,9,9,99999999,10,60000,2,0,9,df56db76,1,19282,6898,4_FailSafe,10203,4_FailSafe
66963,669631,6696311,669631101,2,5,2,1,0,13,9,28000,30000,1,3,2,3,6,11,0,3,1,1,3,2,2,1000,59,99999999,1,5,2,372167b2,1,19675,12979,3_Constraints,10203,4_FailSafe
67030,670301,6703011,670301101,2,5,2,3,0,4,99,99999999,17000,0,3,2,1,6,1,0,4,1,4,3,9,9,99999999,35,99999999,2,0,9,fdb4a4f7,1,19699,12979,3_Constraints,10203,4_FailSafe
67095,670951,6709511,670951101,2,7,1,2,0,13,99,99999999,24000,1,3,2,3,6,5,0,4,1,5,3,9,9,99999999,24,99999999,1,0,9,eb27e8e3,1,19715,7810,3_Constraints,5429,3_Constraints
67313,673131,6731311,673131101,2,3,2,1,0,13,8,67000,68000,2,6,2,1,6,3,0,2,1,1,3,1,2,12000,35,99999999,2,6,2,e796ce07,1,19776,10837,3_Constraints,5288,2_Core
68387,683871,6838711,683871101,1,5,2,3,0,4,7,220000,210000,3,10,1,3,6,2,0,4,1,1,3,1,1,50000,35,1410000,2,6,9,22a5d062,1,20059,12979,3_Constraints,10203,4_FailSafe
68905,689051,6890511,689051101,1,7,2,2,0,13,99,99999999,24000,2,5,1,1,6,4,0,4,1,5,3,9,9,99999999,24,40000,3,0,9,ec33a13f,1,20210,6898,4_FailSafe,10203,4_FailSafe
68961,689611,6896111,689611101,1,3,1,3,0,10,4,292229,326565,2,4,2,1,6,11,1,4,1,1,3,2,4,150060,24,1227409,1,4,2,6026166b,1,20228,6898,4_FailSafe,10203,4_FailSafe
70094,700941,7009411,700941101,2,3,2,1,0,13,10,98000,110000,2,3,1,1,6,7,0,4,1,1,3,1,2,16000,59,330000,1,5,2,755a3af1,1,20575,10837,3_Constraints,1900,3_Constraints
70406,704061,7040611,704061101,2,2,2,1,0,2,8,70000,71000,3,4,1,1,6,2,0,3,1,1,3,1,5,14000,35,360000,1,5,2,973ce3fd,1,20667,1909,3_Constraints,10203,4_FailSafe
71293,712931,7129311,712931101,1,5,1,3,0,5,3,72000,110000,3,7,1,3,6,5,0,4,1,1,3,1,6,26000,24,490000,1,4,6,d677cd6e,1,20917,9642,3_Constraints,10203,4_FailSafe
71537,715371,7153711,715371101,1,7,1,2,0,13,99,99999999,27000,2,4,2,3,6,2,0,1,2,5,3,9,9,99999999,24,99999999,2,0,9,7af8d7e6,1,20990,7810,3_Constraints,5429,3_Constraints
77969,779691,7796911,779691101,1,1,2,1,1,13,99,99999999,6000,0,1,2,1,6,2,0,1,3,5,3,9,9,99999999,59,99999999,1,0,9,ce2823f5,1,22888,6898,4_FailSafe,10203,4_FailSafe
78452,784521,7845211,784521101,2,2,1,3,0,13,6,77000,77000,1,2,2,1,6,4,0,3,1,1,3,1,4,18000,10,99999999,1,5,7,dd169fcf,1,23017,6898,4_FailSafe,10203,4_FailSafe
78726,787261,7872611,787261101,1,6,1,1,0,1,99,99999999,69000,3,10,1,3,6,2,0,4,1,4,3,9,9,13000,35,1200000,1,0,9,db7f4e38,1,23100,2318,3_Constraints,10460,3_Constraints
78826,788261,7882611,788261101,2,6,1,1,0,13,99,99999999,15000,2,6,3,3,6,9,0,4,1,4,3,9,9,99999999,35,200000,1,0,9,591180eb,1,23123,2318,3_Constraints,10460,3_Constraints
79077,790771,7907711,790771101,2,7,1,3,0,5,99,99999999,75000,2,4,2,3,6,5,1,4,1,4,3,9,9,17000,24,130000,1,0,9,f72682cd,1,23196,7810,3_Constraints,5429,3_Constraints
80022,800221,8002211,800221101,1,6,1,1,0,13,99,1,56000,1,2,2,3,6,7,1,1,2,4,3,9,9,6000,35,99999999,1,0,9,192a6e2f,1,23469,2318,3_Constraints,10460,3_Constraints
80059,800591,8005911,800591101,2,6,1,1,0,10,99,99999999,24000,3,5,1,3,6,3,0,4,1,4,3,9,9,3000,35,510000,1,0,9,a9677958,1,23480,2318,3_Constraints,10460,3_Constraints
80716,807161,8071611,807161101,2,2,2,2,0,11,5,32000,46000,1,3,2,1,6,1,0,4,1,3,3,1,9,5000,24,99999999,2,0,9,3c144d24,1,23668,1909,3_Constraints,10203,4_FailSafe
83770,837701,8377011,837701101,2,6,1,1,0,13,99,99999999,37000,2,4,1,3,6,4,0,4,1,4,3,9,9,1,35,99999999,1,0,9,c6e35bb3,1,24591,2318,3_Constraints,10460,3_Constraints
84127,841271,8412711,841271101,2,5,1,1,0,10,2,70000,71000,3,6,1,3,6,10,0,4,1,1,3,1,5,11000,48,280000,2,4,2,72bd1b17,1,24695,9642,3_Constraints,10203,4_FailSafe
84981,849811,8498111,849811101,2,5,2,2,0,4,5,90000,130000,4,7,1,3,6,6,0,4,1,1,3,1,4,34000,24,410000,1,4,7,8e2167be,1,24945,12979,3_Constraints,10203,4_FailSafe
85734,857341,8573411,857341101,1,5,1,1,0,8,7,56000,56000,2,3,3,3,6,4,1,1,2,1,3,1,4,8000,48,99999999,1,1,2,1a1089b2,1,25161,9642,3_Constraints,10203,4_FailSafe
87552,875521,8755211,875521101,2,3,2,3,0,6,3,69000,73000,1,4,2,1,6,1,0,3,1,1,3,1,4,10000,35,99999999,2,5,2,e007943c,1,25684,10837,3_Constraints,5288,2_Core
88472,884721,8847211,884721101,1,6,1,3,0,13,99,99999999,24000,0,2,2,1,6,3,0,4,1,4,3,9,9,99999999,24,99999999,1,0,9,4361152f,1,25968,2318,3_Constraints,10460,3_Constraints
88649,886491,8864911,886491101,2,5,2,1,0,8,8,150000,180000,1,4,1,3,6,8,0,3,1,1,3,1,6,42000,35,1000000,2,5,2,c122e59c,1,26031,12979,3_Constraints,10203,4_FailSafe
89322,893221,8932211,893221101,2,5,1,1,0,1,99,99999999,15000,2,4,2,3,6,9,1,4,1,4,3,9,9,1,59,99999999,2,0,9,0f09650d,1,26222,9642,3_Constraints,10203,4_FailSafe
90019,900191,9001911,900191101,2,4,1,1,0,6,99,110000,110000,2,4,2,1,6,10,1,1,2,5,3,9,9,16000,48,200000,1,0,9,26c59416,1,26427,6898,4_FailSafe,8506,3_Constraints
90492,904921,9049211,904921101,2,5,1,1,0,10,2,32000,34000,1,3,2,1,6,3,0,1,2,1,3,1,4,2000,35,99999999,3,3,2,3710846d,1,26571,9642,3_Constraints,10203,4_FailSafe
91661,916611,9166111,916611101,2,6,1,1,0,13,99,99999999,19000,3,6,1,2,6,8,0,2,1,4,3,9,9,99999999,59,510000,2,0,9,fed41777,1,26923,2318,3_Constraints,10460,3_Constraints
91850,918501,9185011,918501101,2,7,2,1,0,8,8,-2000,56000,1,4,2,3,6,4,0,3,1,1,3,2,2,7000,46,99999999,1,1,2,eaf708ee,1,26992,6898,4_FailSafe,10203,4_FailSafe
93438,934381,9343811,934381101,1,5,2,1,0,13,7,68000,71000,2,3,2,3,6,3,0,3,1,2,3,1,4,12000,48,310000,1,0,2,ddd490e5,1,27449,12979,3_Constraints,10203,4_FailSafe
94576,945761,9457611,945761101,1,7,2,3,0,6,99,99999999,130000,1,2,2,3,6,3,0,4,1,4,3,9,9,47000,24,99999999,1,0,9,f1510889,1,27778,6898,4_FailSafe,10203,4_FailSafe
95161,951611,9516111,951611101,2,7,1,1,0,13,99,99999999,25000,1,3,2,3,6,3,0,4,1,4,3,9,9,99999999,35,99999999,1,0,9,bed231f6,1,27931,7810,3_Constraints,5429,3_Constraints
96647,966471,9664711,966471101,2,7,2,2,0,8,99,99999999,23000,1,4,1,3,6,1,0,1,2,4,3,9,9,99999999,24,150000,1,0,9,86e0df02,1,28334,6898,4_FailSafe,10203,4_FailSafe
97055,970551,9705511,970551101,1,2,2,1,1,7,3,86000,87000,1,2,2,1,6,9,1,1,3,1,3,1,1,17000,35,99999999,1,5,9,7f70148b,1,28461,1909,3_Constraints,10203,4_FailSafe
97232,972321,9723211,972321101,1,7,1,3,0,3,99,29000,61000,3,7,1,3,6,1,0,3,1,4,3,9,9,11000,24,1227409,1,0,9,f8c6871e,1,28514,7810,3_Constraints,5429,3_Constraints
97767,977671,9776711,977671101,2,7,2,1,0,13,99,1,130000,1,3,1,3,6,11,0,4,1,4,3,9,9,27000,35,99999999,1,0,9,aeca98da,1,28668,6898,4_FailSafe,10203,4_FailSafe
97874,978741,9787411,978741101,2,6,2,1,0,7,6,22000,48000,2,5,1,3,6,4,0,1,2,2,3,1,9,12000,59,260000,2,0,9,c7452dc2,1,28703,8604,3_Constraints,7137,3_Constraints
98014,980141,9801411,980141101,1,5,2,1,0,4,99,99999999,99999999,1,4,2,3,6,4,0,1,3,4,3,9,9,99999999,59,99999999,1,0,9,3ccb80f9,1,28746,12979,3_Constraints,10203,4_FailSafe
101087,1010871,10108711,1010871101,1,5,2,2,0,13,7,36000,37000,1,2,2,1,6,2,0,4,1,1,3,1,4,6000,24,99999999,1,5,7,849f2a94,1,29652,12979,3_Constraints,10203,4_FailSafe
101223,1012231,10122311,1012231101,1,3,2,1,0,13,99,99999999,18000,1,2,2,1,6,4,0,1,1,5,3,9,9,99999999,59,99999999,1,0,9,e0364425,1,29694,10837,3_Constraints,1900,3_Constraints
101857,1018571,10185711,1018571101,1,2,2,1,0,13,10,15000,34000,1,2,2,1,6,7,0,4,1,2,3,1,9,3000,35,99999999,2,0,9,5ddf9b94,1,29883,1909,3_Constraints,10203,4_FailSafe
103090,1030901,10309011,1030901101,2,4,2,3,1,4,2,71000,71000,4,10,1,1,6,11,0,4,1,4,3,1,9,14000,24,300000,1,0,9,eb6ec9bc,1,30238,6898,4_FailSafe,10203,4_FailSafe
103361,1033611,10336111,1033611101,1,6,1,1,0,5,7,13000,34000,4,8,1,3,6,3,0,4,1,1,3,1,5,2000,35,1000000,1,1,2,f2174857,1,30335,2318,3_Constraints,10460,3_Constraints
103971,1039711,10397111,1039711101,1,5,1,1,0,3,7,18000,18000,1,2,2,1,6,8,1,3,1,1,3,1,5,3000,59,450000,1,3,2,e25255c1,1,30499,9642,3_Constraints,10203,4_FailSafe
104003,1040031,10400311,1040031101,1,5,1,3,0,4,2,46000,59000,1,3,2,3,6,1,0,1,2,1,3,1,4,11000,24,99999999,2,4,6,25202a14,1,30511,9642,3_Constraints,10203,4_FailSafe
104688,1046881,10468811,1046881101,2,5,1,1,0,10,4,110000,110000,3,4,1,1,6,2,0,1,2,1,3,1,4,24000,59,410000,1,5,2,7a0399b0,1,30698,9642,3_Constraints,10203,4_FailSafe
104908,1049081,10490811,1049081101,2,7,1,3,0,10,4,5000,77000,3,8,2,3,6,3,0,4,1,3,3,2,9,13000,59,180000,2,0,9,2e34d0dd,1,30766,7810,3_Constraints,5429,3_Constraints
105468,1054681,10546811,1054681101,1,6,2,1,0,13,8,12000,49000,3,5,3,3,6,2,0,4,1,1,3,1,4,2000,48,99999999,1,5,2,d9799e69,1,30942,8604,3_Constraints,7137,3_Constraints
