HH_ID,EF_ID,CF_ID,PP_ID,CMA,AGEGRP,SEX,KOL,ATTSCH,CIP2021,NOC21,EMPIN,TOTINC,BEDRM,ROOM,DTYPE,MARSTH,CFSTAT,BUILT,CONDO,GENSTAT,CITIZEN,LFTAG,CF_RP,COW,POWST,INCTAX,PR,VALUE,REPAIR,HRSWRK,MODE,PID,HHSIZE,SIM_HH_ID,MATCH_ID_WD,MATCH_TIER_WD,MATCH_ID_WE,MATCH_TIER_WE
125324,1253241,12532411,1253241104,1,1,1,1,8,13,99,99999999,99999999,4,6,1,1,4,8,0,1,3,5,2,9,9,99999999,59,3507931,2,0,9,2ba6c9ca,4,48137,11302,3_Constraints,3226,4_FailSafe
6057,60571,605711,60571101,1,5,1,1,0,8,3,76000,76000,4,7,1,2,2,11,0,1,2,1,1,1,5,11000,59,3507931,2,5,6,8b7b0548,3,48176,11053,3_Constraints,11309,3_Constraints
58837,588371,5883711,588371102,1,3,1,3,0,8,8,83000,98000,3,7,2,1,2,1,0,8,1,1,2,1,1,20000,24,1227409,2,5,9,4939c67a,4,48176,3922,4_FailSafe,3226,4_FailSafe
108612,1086121,10861212,1086121202,2,3,1,1,0,2,88,6000,28000,4,8,2,2,2,5,0,4,1,4,2,1,9,2000,10,310000,1,0,9,0c6dbd3d,4,48235,3922,4_FailSafe,3226,4_FailSafe
130676,1306761,13067611,1306761102,1,5,1,1,0,13,5,3000,44000,2,4,3,2,1,4,0,3,1,1,2,4,4,2000,48,320000,1,3,2,471cb818,2,48235,5914,3_Constraints,4512,3_Constraints
113955,1139551,11395512,1139551202,1,2,2,3,0,13,8,99999999,23000,3,10,1,1,5,4,0,4,1,3,2,2,9,2000,24,450000,2,0,9,5f99d5a1,3,48235,2203,4_FailSafe,10542,4_FailSafe
6360,63601,636011,63601101,2,1,1,1,0,13,7,21000,27000,2,5,3,1,1,11,0,4,1,1,1,1,4,3000,59,99999999,1,4,2,26e1c6aa,2,48390,12493,4_FailSafe,9361,4_FailSafe
77007,770071,7700711,770071102,1,4,1,1,0,13,99,99999999,15000,2,3,1,2,2,1,0,1,2,5,2,9,9,99999999,35,900000,1,0,9,bf692386,4,48390,8464,3_Constraints,1279,3_Constraints
6364,63641,636411,63641101,2,6,1,1,0,13,99,99999999,14000,3,6,1,2,1,1,0,4,1,4,1,9,9,99999999,10,200000,1,0,9,cb4f09a3,2,48394,8184,1_Perfect,6499,3_Constraints
70092,700921,7009211,700921102,2,2,1,1,1,10,99,8000,31000,3,6,1,1,5,1,0,4,1,4,2,9,9,3000,10,300000,2,0,9,2a9db7aa,2,48394,10609,3_Constraints,9361,4_FailSafe
6687,66871,668711,66871101,2,7,2,3,0,13,99,14000,34000,3,5,1,2,1,4,0,4,1,4,1,9,9,1,24,180000,1,0,9,42433d5f,2,48620,4423,3_Constraints,5790,3_Constraints
120884,1208841,12088411,1208841102,2,2,1,1,0,1,5,86000,86000,3,7,1,2,1,10,0,4,1,1,2,1,5,15000,48,380000,1,8,2,94dea92d,2,48620,10609,3_Constraints,9361,4_FailSafe
6744,67441,674411,67441101,1,7,2,1,8,8,99,99999999,15000,3,9,8,2,2,4,0,8,1,4,1,9,9,99999999,59,88888888,1,0,9,1d6bc502,3,48659,2203,4_FailSafe,10542,4_FailSafe
26937,269371,2693711,269371102,2,2,2,1,8,13,88,98000,99000,4,7,1,1,2,7,0,4,1,1,2,8,8,20000,59,500000,1,10,6,de6ca9f6,5,48659,4805,4_FailSafe,9426,4_FailSafe
8553,85531,855311,85531102,1,5,2,3,0,7,1,85000,85000,5,11,1,1,1,7,0,4,1,1,2,1,1,21000,24,710000,1,5,9,1503bdf9,2,48659,6217,3_Constraints,10812,3_Constraints
6775,67751,677511,67751101,2,3,2,1,0,13,8,38000,38000,5,7,3,2,2,9,0,1,2,1,1,1,6,5000,35,760000,1,7,2,ad214993,5,48678,4805,4_FailSafe,9426,4_FailSafe
34866,348661,3486611,348661103,1,1,2,1,1,4,99,6000,9000,3,4,1,1,4,5,0,2,1,3,2,9,9,99999999,59,1600000,2,0,9,b88013d0,3,48678,2203,4_FailSafe,5131,3_Constraints
22630,226301,2263011,226301102,1,3,1,1,0,4,5,69000,84000,3,4,3,2,2,4,0,1,2,1,2,1,4,7000,35,99999999,1,7,2,04fa960c,4,48678,3922,4_FailSafe,3226,4_FailSafe
71809,718091,7180911,718091104,1,1,2,3,1,13,88,19000,22000,4,9,1,1,4,8,0,4,1,1,2,1,6,2000,24,470000,1,4,2,80dfff4c,5,49079,4805,4_FailSafe,9426,4_FailSafe
92799,927991,9279911,927991103,2,1,1,3,1,13,99,99999999,99999999,3,5,1,1,4,4,0,4,1,5,2,9,9,99999999,35,500000,1,0,9,634f5a94,4,49079,11302,3_Constraints,3226,4_FailSafe
46458,464581,4645811,464581102,1,3,1,2,0,4,7,99999999,13000,2,5,2,2,2,7,0,1,2,2,2,1,6,99999999,24,99999999,1,0,6,875abb2e,3,49079,2203,4_FailSafe,10542,4_FailSafe
7439,74391,743911,74391101,1,4,2,1,0,10,4,80000,88000,4,8,1,2,2,10,0,1,2,1,1,3,4,19000,35,1500000,1,7,2,19582ef0,4,49134,3922,4_FailSafe,3226,4_FailSafe
36363,363632,3636322,363632202,1,6,1,1,0,3,6,17000,69000,4,6,1,2,1,4,0,1,2,1,2,1,4,8000,59,1510000,2,4,5,a8dc4823,3,49134,2203,3_Constraints,10542,4_FailSafe
118483,1184831,11848311,1184831103,2,1,1,1,1,13,99,99999999,8000,3,11,1,1,4,7,0,4,1,4,2,9,9,99999999,35,560000,1,0,9,87f55149,4,49134,11302,3_Constraints,3226,4_FailSafe
7473,74731,747311,74731101,1,7,2,2,0,13,99,99999999,36000,2,9,3,2,1,6,1,4,1,4,1,9,9,1000,24,610000,1,0,9,1e1c613f,2,49161,4423,3_Constraints,5790,3_Constraints
7630,76301,763012,76301201,1,5,2,1,8,8,3,15000,39000,3,5,1,2,2,7,0,1,2,4,1,1,9,2000,48,400000,2,0,9,aab70aeb,4,49259,3922,4_FailSafe,3226,4_FailSafe
53340,533401,5334011,533401101,2,1,2,1,1,13,99,99999999,99999999,1,5,2,1,5,3,0,1,3,5,2,9,9,99999999,35,99999999,1,0,9,3bfb48b9,2,49259,12493,4_FailSafe,9361,4_FailSafe
118596,1185961,11859611,1185961102,2,5,1,1,0,13,99,99999999,9000,4,9,2,2,1,3,0,8,2,4,2,9,9,2000,35,700000,2,0,9,daaa58c9,5,49259,4805,4_FailSafe,9426,4_FailSafe
140154,1401541,14015411,1401541104,2,2,1,1,8,1,88,9000,27000,4,8,1,1,4,1,0,8,1,1,2,1,4,1000,35,650000,2,5,2,b7f2a5c3,4,49259,3922,4_FailSafe,3226,3_Constraints
7655,76551,765511,76551101,1,3,2,1,0,13,3,50000,54000,3,5,2,2,2,5,0,2,1,1,1,1,6,4000,35,99999999,1,5,2,4d6bed2c,4,49274,11964,3_Constraints,3226,4_FailSafe
127807,1278071,12780712,1278071204,2,7,1,1,8,13,88,9000,14000,5,11,1,1,4,3,0,4,1,1,2,1,4,99999999,46,430000,1,5,7,1ae2e7ac,5,49274,4805,4_FailSafe,9426,4_FailSafe
142925,1429251,14292511,1429251102,2,2,1,1,0,11,99,99999999,11000,3,5,3,2,2,5,0,4,1,4,2,9,9,99999999,10,99999999,2,0,9,b50e5bad,4,49274,3922,4_FailSafe,3226,3_Constraints
134200,1342001,13420011,1342001102,2,6,2,3,0,5,99,99999999,75000,3,5,1,2,1,2,0,1,2,4,2,9,9,14000,35,910000,2,0,9,0a696e94,2,49274,9117,3_Constraints,3520,3_Constraints
7765,77651,776511,77651101,1,7,2,2,0,13,99,99999999,32000,3,7,2,2,1,3,1,1,2,4,1,9,9,1000,24,1227409,2,0,9,a64334e6,2,49357,4423,3_Constraints,5790,3_Constraints
99777,997771,9977711,997771102,1,4,1,1,0,13,99,99999999,1,4,8,1,2,1,7,0,3,1,4,2,9,9,99999999,59,3507931,1,0,9,153f2a2d,2,49357,7441,3_Constraints,3093,3_Constraints
7881,78811,788111,78811101,2,6,2,1,0,13,99,99999999,52000,4,7,1,2,1,2,0,2,1,4,1,9,9,4000,35,610000,1,0,9,ec7a14b0,2,49427,9117,3_Constraints,3520,3_Constraints
34801,348011,3480111,348011102,2,4,1,1,0,13,5,56000,56000,4,9,1,2,1,5,0,4,1,1,2,1,1,6000,59,800000,1,4,9,011e5e63,2,49427,7441,3_Constraints,3093,3_Constraints
7902,79021,790211,79021101,2,2,2,1,0,7,2,63000,67000,2,4,2,2,2,11,1,1,3,1,1,1,1,7000,59,99999999,1,4,9,b2a1fdec,3,49439,2203,4_FailSafe,10542,4_FailSafe
54668,546681,5466811,546681102,1,1,1,1,0,13,7,1,8000,3,9,3,1,5,3,0,2,1,3,2,1,9,99999999,35,99999999,1,0,9,dd002941,5,49439,4805,4_FailSafe,9426,4_FailSafe
38850,388501,3885011,388501102,2,4,1,1,0,8,88,37000,37000,5,7,1,2,2,4,0,1,2,1,2,1,4,4000,46,410000,2,4,5,dbcbcccb,3,49439,8774,3_Constraints,12313,3_Constraints
7964,79641,796411,79641101,1,2,1,3,0,10,99,14000,54000,3,7,3,1,2,11,0,4,1,4,1,9,9,4000,24,510000,1,0,9,cdea97b3,4,49485,3922,4_FailSafe,3226,3_Constraints
144380,1443802,14438022,1443802202,1,7,1,3,0,4,88,85000,86000,3,9,3,2,1,6,1,1,2,1,2,1,1,18000,35,650000,1,5,9,949c1b28,3,49485,2203,4_FailSafe,10542,4_FailSafe
94131,941311,9413111,941311103,2,2,1,3,0,88,88,28000,40000,2,4,1,1,4,2,0,4,1,1,2,1,2,5000,35,160000,2,2,2,f414ba29,4,49485,3922,4_FailSafe,3226,3_Constraints
8285,82851,828512,82851203,2,2,1,1,0,10,4,15000,22000,3,11,1,2,2,5,0,4,1,1,1,1,4,99999999,35,810000,1,3,2,182b6d32,5,49713,4805,4_FailSafe,9426,4_FailSafe
29175,291751,2917511,291751105,2,1,2,1,8,88,88,34000,42000,4,10,1,1,4,7,0,4,1,1,2,1,1,4000,35,1506886,1,7,9,86c468c4,5,49713,4805,4_FailSafe,9426,4_FailSafe
70061,700611,7006112,700611204,1,3,2,1,0,13,7,10000,31000,3,4,1,2,1,9,0,1,2,1,2,2,4,3000,35,1210000,1,3,2,2cd34bc4,4,49713,11964,3_Constraints,3226,4_FailSafe
59330,593301,5933011,593301102,2,1,1,1,1,5,2,6000,19000,2,4,3,1,5,11,1,4,1,1,2,1,5,99999999,59,99999999,1,5,2,8108eb33,2,49713,12493,4_FailSafe,9361,4_FailSafe
8708,87081,870811,87081101,2,5,1,3,0,3,6,98000,229642,3,8,3,1,3,6,0,4,1,1,1,1,4,47000,24,440000,2,4,4,d542b7b7,2,50024,5914,3_Constraints,4512,3_Constraints
82741,827411,8274112,827411202,1,7,2,1,8,13,88,68000,67000,4,6,3,1,2,3,1,1,3,1,2,1,6,14000,35,710000,1,4,2,115e43a1,5,50024,4805,4_FailSafe,9426,4_FailSafe
8740,87401,874011,87401101,2,7,2,1,0,1,99,99999999,110000,4,10,1,2,1,4,0,4,1,4,1,9,9,21000,35,760000,1,0,9,d368997b,2,50049,4423,3_Constraints,5790,2_Core
9143,91431,914311,91431101,2,3,1,3,0,10,4,64000,71000,3,8,3,3,3,4,0,4,1,1,1,1,5,11000,35,99999999,1,5,2,4025e9ec,2,50319,8853,3_Constraints,9361,4_FailSafe
106883,1068831,10688311,1068831102,1,5,1,1,0,13,7,5000,31000,3,5,1,2,1,1,0,3,1,2,2,1,4,3000,35,630000,2,0,7,2c82b795,2,50319,5914,3_Constraints,4512,3_Constraints
9492,94921,949212,94921201,1,7,2,1,0,7,5,110000,110000,5,8,1,2,2,8,0,1,2,1,1,1,1,20000,35,1310000,2,5,9,0e245df6,5,50562,4805,4_FailSafe,9426,4_FailSafe
122141,1221411,12214112,1221411202,2,5,1,1,8,4,5,30000,39000,5,11,1,2,1,7,0,4,1,1,2,2,1,1000,46,727495,2,4,9,67a6a592,3,50562,11053,3_Constraints,11309,3_Constraints
9810,98101,981011,98101101,2,6,2,3,0,9,99,99999999,15000,4,7,1,1,1,2,0,4,1,4,1,9,9,99999999,24,300000,3,0,9,da20bfc3,2,50765,9117,3_Constraints,3520,3_Constraints
74414,744141,7441411,744141102,1,4,2,1,0,3,5,180000,170000,4,9,1,1,1,1,0,1,2,1,2,1,1,47000,35,2684905,2,9,9,105352c6,2,50765,5923,3_Constraints,9361,4_FailSafe
9850,98501,985012,98501201,2,3,1,2,8,5,7,17000,19000,4,8,1,2,2,8,0,4,1,2,1,1,4,1000,24,410000,2,0,2,ac0b3612,4,50793,3922,4_FailSafe,3226,4_FailSafe
12765,127651,1276511,127651104,2,2,2,1,0,13,88,17000,38000,5,9,1,1,4,10,0,1,2,2,2,1,9,4000,35,1506886,1,0,9,76f19733,5,50793,4805,4_FailSafe,9426,4_FailSafe
50028,500281,5002811,500281103,2,1,1,1,1,13,99,99999999,99999999,3,6,1,1,4,9,0,4,1,5,2,9,9,2000,10,774007,1,0,9,a84b6e2b,4,50793,11302,3_Constraints,3226,4_FailSafe
10160,101601,1016011,101601101,1,4,2,1,0,13,8,99999999,30000,2,3,2,3,3,4,0,1,2,1,1,2,2,2000,35,610000,2,2,2,c34da8f5,2,51004,5923,3_Constraints,9361,4_FailSafe
10191,101911,1019111,101911101,1,6,2,1,0,13,99,4000,37000,3,7,1,2,1,3,0,1,2,4,1,9,9,2000,59,1000000,1,0,9,a625874b,2,51023,6112,1_Perfect,3520,3_Constraints
10245,102451,1024511,102451101,2,7,2,1,0,8,99,99999999,39000,3,9,1,2,1,4,0,3,1,4,1,9,9,1000,59,450000,1,0,9,09610f1e,2,51055,4423,2_Core,5790,3_Constraints
10483,104831,1048311,104831102,1,6,2,1,0,8,2,99999999,27000,3,6,1,3,3,6,0,1,2,3,1,2,9,1000,48,270000,1,0,9,b6058376,2,51230,9117,3_Constraints,3520,3_Constraints
10607,106071,1060711,106071101,1,5,2,1,8,88,88,99999999,34000,1,2,1,2,2,11,1,1,2,1,1,8,4,99999999,48,99999999,1,10,2,130aa16c,5,51312,11061,3_Constraints,9426,4_FailSafe
34750,347501,3475011,347501102,1,5,1,1,8,13,88,9000,27000,5,8,1,2,1,11,0,4,1,3,2,2,9,99999999,48,1239952,1,0,9,764b51b7,4,51312,12576,3_Constraints,3226,4_FailSafe
10617,106171,1061711,106171101,1,3,2,1,0,7,3,130000,130000,2,4,2,2,2,7,0,1,3,1,1,1,5,25000,59,510000,1,5,2,cbf8c027,3,51319,2203,4_FailSafe,10542,4_FailSafe
91541,915411,9154111,915411102,2,2,2,1,0,13,8,1000,15000,1,2,2,1,5,10,1,4,1,1,2,1,4,1,24,99999999,1,5,5,2623e962,2,51319,12493,4_FailSafe,9361,4_FailSafe
11061,110611,1106111,110611101,1,3,1,3,0,2,7,18000,33000,2,5,2,1,1,5,1,4,1,1,1,1,4,2000,59,99999999,1,3,2,e812fa70,2,51626,8853,3_Constraints,9361,4_FailSafe
139481,1394811,13948111,1394811102,1,2,1,1,0,4,6,47000,47000,2,4,2,1,1,11,1,2,1,3,2,1,9,6000,35,99999999,1,0,9,8ee5f0e9,2,51626,10609,3_Constraints,9361,4_FailSafe
11296,112961,1129611,112961101,2,7,2,1,0,6,99,99999999,70000,5,10,1,2,1,1,0,1,2,4,1,9,9,7000,35,500000,2,0,9,88b1d75a,2,51786,4423,3_Constraints,5790,2_Core
18113,181131,1811311,181131105,1,1,2,1,8,13,99,3000,4000,3,4,1,1,4,9,0,1,3,4,2,9,9,99999999,48,410000,3,0,9,034ab254,5,51786,4805,4_FailSafe,9426,4_FailSafe
11299,112991,1129911,112991101,1,2,2,1,0,8,7,120000,120000,3,7,3,2,1,8,0,2,1,1,1,1,1,29000,35,1210000,1,7,9,765f5db5,2,51789,12493,4_FailSafe,9361,4_FailSafe
120227,1202271,12022711,1202271103,1,1,2,1,0,5,8,12000,21000,4,5,3,1,4,3,0,4,1,1,2,1,2,1,35,860000,1,6,5,da8d8536,3,51789,2203,4_FailSafe,5131,3_Constraints
11335,113351,1133511,113351101,2,3,1,1,0,10,2,86000,90000,3,7,1,2,2,5,0,4,1,1,1,1,1,17000,35,660000,2,4,9,635411f0,4,51813,3922,4_FailSafe,3226,4_FailSafe
5137,51371,513711,51371102,2,4,1,1,0,4,88,42000,62000,3,5,3,2,2,4,1,8,2,1,2,1,8,5000,59,350000,3,5,2,0eb5cda2,5,51813,4805,3_Constraints,9426,4_FailSafe
57838,578381,5783811,578381102,1,1,1,1,1,4,99,99999999,99999999,1,2,2,1,1,9,1,1,3,5,2,9,9,99999999,35,99999999,1,0,9,8e63123f,2,51813,12493,4_FailSafe,9361,4_FailSafe
11453,114531,1145311,114531101,2,6,2,1,0,13,7,31000,90000,2,6,3,2,1,7,0,4,1,1,1,1,1,12000,59,460000,1,2,9,35b858e4,2,51896,9117,3_Constraints,3520,3_Constraints
79220,792201,7922011,792201102,2,2,1,1,0,4,5,73000,74000,1,3,1,1,1,10,0,3,1,1,2,1,5,12000,59,99999999,2,4,2,b374dbff,2,51896,10609,3_Constraints,9361,4_FailSafe
11554,115541,1155411,115541101,1,3,1,3,0,4,6,66000,82000,3,5,2,3,3,1,0,4,1,1,1,2,1,13000,24,99999999,2,4,9,4fa3fa1c,3,51960,2203,4_FailSafe,10542,4_FailSafe
37644,376441,3764411,376441102,2,7,2,1,0,13,99,99999999,26000,3,6,1,2,1,4,0,1,2,4,2,9,9,99999999,59,730000,1,0,9,9a6ca03e,2,51960,4423,2_Core,5790,3_Constraints
11613,116131,1161312,116131201,2,5,2,2,0,8,9,-5000,-2000,5,11,1,2,1,5,0,4,1,1,1,3,1,99999999,24,250000,2,8,9,e6b0a913,3,52009,8055,3_Constraints,10542,4_FailSafe
92824,928241,9282411,928241102,1,4,1,1,0,11,2,74000,75000,4,11,1,2,1,5,0,4,1,1,2,1,1,13000,35,1200000,1,5,9,90ab8b26,2,52009,7441,3_Constraints,3093,3_Constraints
11658,116581,1165811,116581101,1,3,1,3,0,5,2,27000,34000,2,4,2,2,1,5,0,1,3,1,1,1,1,6000,24,99999999,1,5,9,3cfb15f3,2,52034,8853,3_Constraints,9361,4_FailSafe
56051,560511,5605111,560511102,2,2,1,1,1,1,7,8000,28000,3,6,3,1,2,8,0,3,1,2,2,1,9,1000,35,99999999,1,0,9,a73ae841,3,52034,2203,4_FailSafe,10542,4_FailSafe
11983,119831,1198311,119831101,1,3,2,1,0,13,8,89000,88000,3,9,3,2,2,11,0,2,1,1,1,1,4,12000,48,470000,1,5,2,24d086a2,4,52253,11964,3_Constraints,3226,4_FailSafe
60317,603171,6031711,603171102,2,1,2,1,1,13,99,99999999,99999999,3,5,2,1,5,5,0,4,1,5,2,9,9,99999999,10,99999999,1,0,9,30587886,3,52253,2203,4_FailSafe,5131,3_Constraints
11992,119921,1199211,119921101,2,3,1,2,0,1,5,85000,110000,5,9,1,2,2,5,0,8,8,1,1,1,4,18000,24,200000,2,5,2,fca8bd5d,5,52258,4805,4_FailSafe,9426,4_FailSafe
9693,96931,969311,96931104,1,1,2,1,1,13,7,99999999,9000,3,7,1,1,4,6,0,4,1,1,2,1,4,99999999,35,730000,1,1,5,35c537f3,4,52258,3922,4_FailSafe,3226,4_FailSafe
146404,1464041,14640411,1464041102,1,6,1,1,0,13,99,1000,50000,3,5,3,2,1,10,1,3,1,4,2,9,9,6000,48,430000,1,0,9,e5560db8,2,52258,3436,3_Constraints,6499,3_Constraints
105151,1051511,10515111,1051511102,1,6,1,1,0,6,99,99999999,33000,3,4,2,2,2,11,1,1,2,4,2,9,9,3000,35,700000,1,0,9,fdbbe21a,3,52258,2203,3_Constraints,10542,4_FailSafe
61908,619081,6190811,619081103,1,1,1,1,1,13,99,99999999,99999999,3,7,3,1,4,2,0,1,1,5,2,9,9,99999999,48,99999999,1,0,9,765ca09d,3,52258,2203,4_FailSafe,12529,3_Constraints
18411,184111,1841111,184111102,2,5,1,3,0,4,2,270821,293714,3,10,1,2,1,10,0,4,1,1,2,1,4,126377,35,590000,1,4,4,7f129854,2,52409,5914,3_Constraints,4512,2_Core
100965,1009651,10096511,1009651102,2,1,1,1,0,4,7,8000,15000,1,2,2,2,1,11,1,1,3,4,2,2,9,99999999,24,99999999,1,0,9,474337d7,2,52409,12493,4_FailSafe,9361,4_FailSafe
12266,122661,1226611,122661101,2,2,2,1,0,13,7,150000,150000,3,7,1,1,1,9,0,4,1,1,1,1,5,42000,48,340000,2,5,2,1876d63e,2,52435,12493,4_FailSafe,9361,4_FailSafe
134477,1344771,13447711,1344771102,2,5,1,1,0,13,7,1000,29000,3,7,1,2,1,10,0,4,1,4,2,1,9,4000,48,99999999,1,0,9,9e63c748,2,52435,5914,3_Constraints,4512,3_Constraints
12745,127451,1274511,127451101,2,6,2,1,0,13,99,-2000,26000,3,7,3,2,1,4,0,4,1,4,1,9,9,99999999,10,210000,1,0,9,eccf249e,2,52759,9117,3_Constraints,3520,3_Constraints
13173,131731,1317311,131731101,2,2,2,1,0,4,7,44000,44000,2,4,2,1,1,2,0,3,1,3,1,1,9,5000,59,1808309,1,0,9,7255fe58,2,53047,12493,4_FailSafe,9361,4_FailSafe
83824,838241,8382412,838241202,2,4,2,1,0,13,8,60000,61000,3,7,1,1,5,4,0,4,1,1,2,1,5,11000,10,70000,2,5,2,4f5a097c,3,53047,2203,4_FailSafe,10542,4_FailSafe
13236,132361,1323611,132361101,2,2,2,1,0,8,7,21000,29000,1,3,2,1,1,7,1,1,2,3,1,1,9,2000,35,99999999,1,0,9,a3d9b88c,2,53097,12493,4_FailSafe,9361,4_FailSafe
105102,1051021,10510211,1051021102,1,7,1,1,0,3,99,99999999,41000,3,5,1,2,1,2,0,1,2,4,2,9,9,3000,35,810000,1,0,9,fe7ca395,2,53097,5822,1_Perfect,9361,3_Constraints
13241,132411,1324112,132411203,1,3,2,1,8,8,88,110000,100000,5,10,2,2,2,9,0,2,1,1,1,1,2,19000,59,2000000,1,5,2,af1f2ce0,5,53101,4805,4_FailSafe,9426,4_FailSafe
133440,1334401,13344011,1334401102,2,3,1,2,0,10,4,32000,50000,3,8,1,1,2,10,0,4,1,1,2,1,4,6000,24,400000,1,4,2,0ff66e64,4,53101,3922,4_FailSafe,3226,4_FailSafe
32195,321951,3219511,321951102,1,4,1,1,0,4,88,37000,49000,4,11,1,2,2,5,0,1,2,1,2,1,4,4000,48,320000,2,5,2,152addea,5,53101,4805,3_Constraints,9426,4_FailSafe
95573,955731,9557311,955731102,2,2,2,1,0,5,8,28000,36000,4,6,1,2,2,11,0,1,3,3,2,1,9,4000,59,960000,1,0,9,aca6b3e1,4,53101,3922,4_FailSafe,3226,4_FailSafe
38566,385661,3856611,385661102,2,2,2,1,0,13,99,56000,58000,3,8,1,2,2,3,0,4,1,4,2,9,9,9000,35,430000,2,0,9,f6c49d55,4,53101,3922,4_FailSafe,3226,4_FailSafe
13551,135511,1355111,135511101,2,5,2,1,0,8,8,60000,65000,3,6,1,2,2,6,0,1,2,1,1,1,5,11000,59,390000,1,5,2,095ce881,3,53300,8055,3_Constraints,10542,4_FailSafe
41242,412421,4124211,412421102,2,1,2,1,1,13,3,32000,36000,3,7,1,1,5,4,0,3,1,1,2,1,1,1000,35,500000,2,5,9,5b1f5ea2,2,53300,12493,4_FailSafe,9361,4_FailSafe
35314,353141,3531411,353141102,2,4,1,1,0,10,4,41000,41000,3,10,1,2,1,3,0,4,1,1,2,1,5,6000,10,70000,2,3,2,14b0706f,2,53300,7441,2_Core,3093,3_Constraints
13709,137091,1370911,137091101,2,7,2,1,0,4,5,130000,130000,3,10,1,2,2,1,0,4,1,1,1,1,1,36000,46,380000,2,7,9,96dd6b35,4,53395,3922,4_FailSafe,3226,4_FailSafe
104724,1047241,10472411,1047241102,2,5,2,1,0,5,2,25000,44000,2,6,1,2,1,11,0,1,2,1,2,2,1,9000,35,800000,1,2,9,f8ae8fb3,2,53395,6217,3_Constraints,10812,3_Constraints
114436,1144361,11443611,1144361103,2,1,1,1,0,13,7,23000,25000,4,11,1,1,4,8,0,4,1,1,2,1,4,2000,48,340000,1,4,2,a5604871,3,53395,2203,4_FailSafe,12529,3_Constraints
74253,742531,7425311,742531102,2,3,1,1,0,13,99,99999999,3000,4,8,1,2,2,4,0,4,1,4,2,9,9,99999999,48,310000,1,0,9,9454fd01,4,53395,3922,4_FailSafe,3226,4_FailSafe
13876,138761,1387611,138761101,2,4,1,1,0,5,99,34000,34000,3,5,1,2,1,4,0,4,1,5,1,9,9,4000,59,230000,1,0,9,4115e19f,2,53515,7441,3_Constraints,3093,3_Constraints
31776,317761,3177611,317761103,2,1,1,1,1,13,88,5000,10000,5,11,1,1,4,7,0,4,1,1,2,1,1,99999999,46,767306,1,4,9,348bdd6a,3,53515,2203,4_FailSafe,12529,3_Constraints
14182,141821,1418211,141821101,2,5,1,1,0,13,7,17000,19000,2,5,1,2,2,1,0,1,2,1,1,1,4,1,46,300000,1,2,2,b28c7411,3,53728,11053,3_Constraints,11309,3_Constraints
66555,665551,6655511,665551102,2,4,1,1,0,10,4,25000,30000,3,8,1,2,2,10,0,8,2,1,2,1,5,2000,46,727495,2,5,2,0e28f6ea,4,53728,8464,3_Constraints,1279,3_Constraints
14240,142401,1424011,142401101,1,6,2,1,0,8,8,55000,80000,4,11,1,2,2,11,0,4,1,3,1,1,9,15000,48,1239952,1,0,9,c61a0c5a,3,53767,2203,4_FailSafe,10542,4_FailSafe
14632,146321,1463211,146321101,2,5,2,1,0,5,99,99999999,68000,4,8,1,2,2,11,0,4,1,4,1,9,9,7000,35,910000,1,0,9,36bf3d25,3,54038,8791,2_Core,10542,4_FailSafe
25851,258511,2585111,258511104,1,2,2,3,0,8,88,120000,120000,4,7,1,1,4,8,0,1,2,1,2,1,1,29000,35,900000,1,5,9,db545a79,4,54038,3922,4_FailSafe,3226,4_FailSafe
95602,956021,9560211,956021103,2,1,2,3,1,13,9,1000,2000,2,8,1,1,4,8,0,4,1,3,2,1,9,99999999,35,650000,1,0,9,829ec9fd,3,54038,2203,4_FailSafe,5131,3_Constraints
14674,146741,1467411,146741101,1,2,2,1,8,88,7,15000,16000,2,3,2,2,1,8,0,1,3,1,1,1,4,99999999,59,99999999,2,10,6,3409ecfb,4,54070,3922,4_FailSafe,3226,4_FailSafe
4243,42431,424311,42431104,1,7,1,1,8,10,88,16000,19000,4,5,3,1,4,3,0,3,1,1,2,1,4,1000,59,520000,1,3,7,f0600078,5,54070,4805,4_FailSafe,9426,4_FailSafe
59245,592451,5924511,592451102,1,1,1,1,0,13,88,1000,1,3,8,1,1,4,2,0,8,1,3,2,8,9,99999999,35,850000,2,0,9,f3d34c0e,5,54070,4805,4_FailSafe,9426,4_FailSafe
23591,235911,2359111,235911102,1,3,1,2,0,13,2,56000,65000,2,4,1,1,2,5,0,4,1,1,2,1,1,10000,24,260000,2,5,9,92fa9e1e,4,54070,3922,4_FailSafe,3226,4_FailSafe
144845,1448451,14484511,1448451103,2,2,2,3,0,5,2,9000,30000,3,8,3,1,4,4,0,4,1,1,2,1,4,4000,24,180000,2,5,2,4536c2e4,3,54130,2203,4_FailSafe,10542,4_FailSafe
70493,704931,7049312,704931204,1,7,2,3,0,13,88,14000,18000,4,7,1,1,4,10,0,8,2,1,2,1,1,1,35,99999999,1,5,9,db410182,5,54130,4805,4_FailSafe,9426,4_FailSafe
107935,1079351,10793512,1079351204,1,1,2,1,1,13,99,99999999,99999999,5,11,1,1,4,11,0,2,1,5,2,9,9,99999999,59,2000000,1,0,9,6fde8dfd,5,54130,4805,4_FailSafe,9426,4_FailSafe
