HH_ID,EF_ID,CF_ID,PP_ID,CMA,AGEGRP,SEX,KOL,ATTSCH,CIP2021,NOC21,EMPIN,TOTINC,BEDRM,ROOM,DTYPE,MARSTH,CFSTAT,BUILT,CONDO,GENSTAT,CITIZEN,LFTAG,CF_RP,COW,POWST,INCTAX,PR,VALUE,REPAIR,HRSWRK,MODE,PID,HHSIZE,SIM_HH_ID,MATCH_ID_WD,MATCH_TIER_WD,MATCH_ID_WE,MATCH_TIER_WE
7554,75541,755411,75541101,1,4,2,1,0,13,8,18000,18000,1,4,2,1,6,2,0,2,1,1,3,2,2,1000,35,99999999,2,4,1,44e8fe39,1,2314,11798,3_Constraints,11469,4_FailSafe
7904,79041,790411,79041101,2,5,2,1,0,13,8,9000,18000,2,5,1,1,6,1,0,3,1,1,3,2,2,1000,35,99999999,1,2,2,ffc878cd,1,2421,5812,4_FailSafe,11469,4_FailSafe
7935,79351,793511,79351101,2,7,1,2,0,10,99,99999999,28000,2,4,1,3,6,3,0,4,1,4,3,9,9,1000,24,110000,2,0,9,526de15f,1,2429,3873,3_Constraints,11469,4_FailSafe
8257,82571,825711,82571101,1,3,1,2,0,1,5,82000,81000,2,4,2,2,6,3,0,4,1,1,3,1,4,18000,24,99999999,2,4,2,215deb0f,1,2524,5812,4_FailSafe,11469,4_FailSafe
8717,87171,871711,87171101,2,6,2,1,0,9,99,99999999,41000,3,5,1,3,6,7,0,4,1,4,3,9,9,1,48,350000,2,0,9,0030099c,1,2639,8940,3_Constraints,11469,4_FailSafe
10540,105401,1054011,105401101,1,6,1,1,0,13,2,42000,71000,3,6,3,3,6,4,1,4,1,2,3,1,9,13000,35,590000,1,0,9,150c874a,1,3200,2318,3_Constraints,10478,3_Constraints
10869,108691,1086911,108691101,2,6,1,1,0,13,99,99999999,24000,2,5,3,3,6,3,0,4,1,4,3,9,9,99999999,10,100000,1,0,9,eb11c7b9,1,3285,2318,3_Constraints,10478,3_Constraints
11260,112601,1126011,112601101,2,6,1,1,0,13,7,31000,87000,3,9,1,3,6,9,0,3,1,1,3,1,4,19000,48,450000,1,3,2,704f87f7,1,3397,2318,3_Constraints,10478,3_Constraints
12787,127871,1278711,127871101,2,5,1,1,0,5,5,80000,92000,3,8,1,3,6,3,0,3,1,1,3,1,4,19000,46,270000,1,4,2,7a29ff85,1,3877,6252,3_Constraints,11469,4_FailSafe
12939,129391,1293911,129391101,2,7,1,1,1,13,99,99999999,23000,3,6,1,3,6,6,0,2,1,4,3,9,9,99999999,59,860000,1,0,9,bcc27f4e,1,3932,5146,2_Core,11469,4_FailSafe
13512,135121,1351211,135121101,2,7,1,1,0,1,99,99999999,30000,2,4,2,3,6,6,0,4,1,4,3,9,9,3000,10,99999999,1,0,9,498affab,1,4096,3873,3_Constraints,11469,4_FailSafe
13896,138961,1389611,138961101,1,4,2,1,0,2,2,30000,41000,1,2,2,1,6,2,0,4,1,1,3,1,4,4000,35,99999999,1,4,6,4baf4234,1,4219,11798,3_Constraints,11469,4_FailSafe
14202,142021,1420211,142021101,1,2,1,1,0,13,99,1000,16000,1,2,2,1,6,6,0,1,3,4,3,9,9,1000,35,99999999,1,0,9,75a338af,1,4312,5812,4_FailSafe,11469,4_FailSafe
14313,143131,1431311,143131101,2,2,2,3,1,8,10,59000,61000,2,4,3,1,6,11,1,4,1,1,3,1,4,10000,24,99999999,1,5,2,dfd98ccf,1,4344,5683,2_Core,11469,4_FailSafe
14349,143491,1434911,143491101,2,3,1,1,0,13,2,56000,57000,1,3,2,1,6,1,0,4,1,1,3,1,4,8000,35,99999999,1,5,2,3e205eb2,1,4360,5812,4_FailSafe,11469,4_FailSafe
14809,148091,1480911,148091101,2,6,1,1,0,1,99,99999999,55000,3,7,1,1,6,6,0,4,1,4,3,9,9,7000,48,620000,2,0,9,165d4439,1,4486,2318,3_Constraints,10478,3_Constraints
15138,151381,1513811,151381101,2,6,2,3,0,3,5,53000,67000,3,9,1,1,6,1,0,4,1,1,3,1,4,3000,10,99999999,1,8,7,903ff6e8,1,4575,8940,3_Constraints,11469,4_FailSafe
15669,156691,1566911,156691101,2,5,1,1,0,13,8,64000,71000,1,7,1,3,6,2,0,4,1,1,3,1,4,12000,48,180000,1,5,5,cd022420,1,4729,6252,3_Constraints,11469,4_FailSafe
15772,157721,1577211,157721101,2,7,1,1,0,3,99,99999999,64000,4,9,1,3,6,6,0,4,1,4,3,9,9,7000,59,1808309,2,0,9,b58163e9,1,4759,5146,2_Core,11469,4_FailSafe
16714,167141,1671411,167141101,1,5,2,3,0,8,7,68000,86000,1,2,2,1,6,10,1,4,1,1,3,1,4,13000,48,99999999,1,10,2,c021ab6e,1,5039,5812,4_FailSafe,11469,4_FailSafe
16805,168051,1680511,168051101,2,6,2,3,0,8,99,-2000,23000,1,2,3,3,6,8,0,4,1,4,3,9,9,99999999,24,110000,1,0,9,84d3cc28,1,5061,8940,3_Constraints,11469,4_FailSafe
17220,172201,1722011,172201101,2,2,2,2,0,8,1,60000,61000,1,3,3,1,6,5,0,4,1,1,3,1,4,13000,24,99999999,1,6,2,7a739082,1,5183,5683,2_Core,11469,4_FailSafe
18000,180001,1800011,180001101,1,6,1,1,0,13,99,99999999,56000,3,6,3,1,6,7,1,4,1,4,3,9,9,99999999,59,910000,1,0,9,0e0d8b95,1,5396,6764,1_Perfect,11128,1_Perfect
18367,183671,1836711,183671101,2,7,1,1,0,13,99,99999999,43000,2,5,2,3,6,3,0,2,1,4,3,9,9,3000,46,99999999,1,0,9,97d5b3e2,1,5492,5812,1_Perfect,11469,4_FailSafe
18806,188061,1880611,188061101,1,4,2,1,0,13,8,44000,44000,1,2,2,1,6,4,0,2,1,1,3,1,4,6000,48,99999999,1,6,6,4e86e85d,1,5614,11798,3_Constraints,11469,4_FailSafe
18955,189551,1895511,189551101,1,2,2,1,0,5,3,81000,82000,1,3,2,1,6,11,1,3,1,1,3,1,1,17000,35,99999999,1,5,9,7efa6f8d,1,5668,5683,3_Constraints,11469,4_FailSafe
19061,190611,1906111,190611101,1,6,2,2,0,13,99,99999999,54000,1,4,2,1,6,5,0,4,1,4,3,9,9,10000,24,99999999,1,0,9,92429e57,1,5697,8940,3_Constraints,11469,4_FailSafe
19402,194021,1940211,194021101,2,5,2,3,0,4,5,120000,130000,0,3,2,1,6,4,0,4,1,1,3,1,1,22000,35,99999999,1,5,9,405e1f03,1,5792,5812,4_FailSafe,11469,4_FailSafe
21380,213801,2138011,213801101,2,2,2,3,0,8,8,43000,49000,1,3,2,1,6,5,0,4,1,2,3,1,9,9000,24,99999999,1,0,9,1298c0a2,1,6373,5683,3_Constraints,11469,4_FailSafe
21990,219901,2199011,219901101,2,7,1,1,0,13,99,99999999,15000,1,3,2,3,6,4,0,3,1,4,3,9,9,99999999,35,99999999,2,0,9,6ea90b7e,1,6548,3873,3_Constraints,11469,4_FailSafe
24058,240581,2405811,240581101,1,5,1,2,0,13,8,63000,64000,2,4,2,3,6,4,0,4,1,1,3,1,4,11000,24,99999999,1,4,2,1ce7e7dc,1,7193,6252,3_Constraints,11469,4_FailSafe
24359,243591,2435911,243591101,2,7,1,1,0,13,99,99999999,31000,2,4,1,3,6,5,1,4,1,4,3,9,9,2000,35,190000,1,0,9,33cf8881,1,7286,3873,3_Constraints,11469,4_FailSafe
24409,244091,2440911,244091101,1,5,1,1,0,6,7,33000,45000,4,5,1,3,6,9,0,1,2,1,3,3,4,5000,48,943543,1,5,2,e0a09745,1,7301,6252,3_Constraints,11469,4_FailSafe
26272,262721,2627211,262721101,2,5,2,1,0,13,99,99999999,2000,3,4,2,1,6,9,0,4,1,4,3,9,9,99999999,10,99999999,1,0,9,e79d7697,1,7873,5812,4_FailSafe,11469,4_FailSafe
26379,263791,2637911,263791101,1,6,2,1,0,13,2,38000,40000,1,2,2,3,6,5,0,1,2,1,3,1,4,4000,48,99999999,1,4,2,ad0353e5,1,7908,8940,3_Constraints,11469,4_FailSafe
26637,266371,2663711,266371101,2,2,1,1,0,13,7,7000,38000,1,4,2,1,6,1,0,4,1,4,3,1,9,4000,35,99999999,1,0,9,bed79ffb,1,7985,5812,4_FailSafe,11469,4_FailSafe
27060,270601,2706011,270601101,2,6,2,3,0,8,9,-2000,29000,2,3,1,1,6,10,0,4,1,1,3,2,1,99999999,24,30000,1,7,9,84e934e5,1,8102,8940,3_Constraints,11469,4_FailSafe
27709,277091,2770911,277091101,1,6,2,3,0,13,99,99999999,13000,1,3,2,1,6,3,0,4,1,4,3,9,9,99999999,24,99999999,1,0,9,7fea8a8a,1,8300,8940,3_Constraints,11469,4_FailSafe
28268,282681,2826811,282681101,1,3,1,3,0,10,4,6000,46000,4,7,1,1,6,9,0,4,1,1,3,2,6,6000,24,430000,1,3,2,09d0b8e5,1,8456,5812,4_FailSafe,11469,4_FailSafe
29355,293551,2935511,293551101,1,5,1,3,0,4,99,99999999,11000,3,7,1,3,6,4,0,4,1,4,3,9,9,99999999,24,400000,3,0,9,637977bc,1,8777,6252,2_Core,11469,4_FailSafe
29446,294461,2944611,294461101,2,4,2,2,0,13,8,32000,31000,3,6,1,1,6,4,0,4,1,1,3,2,2,3000,24,310000,1,4,2,d6d627d2,1,8797,11798,3_Constraints,11469,4_FailSafe
29609,296091,2960911,296091101,1,6,2,2,0,2,99,99999999,20000,2,5,2,3,6,1,1,4,1,4,3,9,9,99999999,24,99999999,3,0,9,e1abf55c,1,8845,8940,3_Constraints,11469,4_FailSafe
30312,303121,3031211,303121101,1,4,1,1,0,6,5,99999999,16000,3,6,1,3,6,8,0,1,3,1,3,2,1,99999999,35,2684905,2,3,9,b2b5bbc4,1,9044,3404,3_Constraints,11469,4_FailSafe
31208,312081,3120811,312081101,2,5,2,1,0,8,8,63000,70000,1,2,2,3,6,8,1,1,2,1,3,1,4,12000,59,99999999,1,5,2,63a306c7,1,9291,5812,4_FailSafe,11469,4_FailSafe
31650,316501,3165011,316501101,2,6,1,1,0,11,99,99999999,21000,2,8,2,3,6,8,1,4,1,4,3,9,9,99999999,10,160000,1,0,9,5900e54b,1,9411,2318,3_Constraints,10478,3_Constraints
31834,318341,3183411,318341101,2,7,2,2,0,8,99,99999999,23000,1,3,2,3,6,11,0,4,1,5,3,9,9,99999999,24,99999999,1,0,9,c0846901,1,9471,9294,3_Constraints,11469,4_FailSafe
32073,320731,3207311,320731101,1,2,2,1,0,5,2,50000,51000,4,6,3,3,6,7,0,1,3,1,3,1,4,8000,59,99999999,1,7,4,dbad58ec,1,9528,5683,3_Constraints,11469,4_FailSafe
32148,321481,3214811,321481101,1,4,1,1,0,10,4,110000,120000,2,4,2,1,6,1,0,1,2,1,3,1,4,24000,35,99999999,3,5,2,cfbd3080,1,9556,3404,3_Constraints,11469,4_FailSafe
32300,323001,3230011,323001101,2,4,2,1,0,8,8,64000,68000,3,6,1,3,6,4,0,4,1,1,3,1,4,9000,59,510000,2,6,2,be126701,1,9600,11798,2_Core,11469,4_FailSafe
32590,325901,3259011,325901101,2,5,1,1,0,1,2,67000,68000,2,7,3,3,6,5,0,4,1,1,3,1,1,11000,10,50000,1,5,9,4a81edd3,1,9685,6252,3_Constraints,11469,4_FailSafe
32927,329271,3292711,329271101,1,3,1,3,0,11,10,95000,96000,2,6,1,1,6,5,0,4,1,1,3,2,1,17000,48,270000,1,10,9,635436d4,1,9780,5812,4_FailSafe,11469,4_FailSafe
33003,330031,3300311,330031101,1,6,1,2,0,1,99,99999999,49000,2,5,2,3,6,4,1,4,1,4,3,9,9,8000,24,330000,3,0,9,3d613d72,1,9805,10324,2_Core,10478,3_Constraints
33021,330211,3302111,330211101,2,7,2,2,0,13,99,99999999,28000,3,8,2,2,6,4,0,4,1,4,3,9,9,1000,24,360000,1,0,9,807edaec,1,9812,9294,3_Constraints,11469,4_FailSafe
33721,337211,3372111,337211101,2,4,2,3,0,13,7,85000,87000,3,9,1,3,6,11,0,4,1,1,3,1,1,17000,35,650000,1,6,9,06486681,1,10017,11798,3_Constraints,11469,4_FailSafe
34382,343821,3438211,343821101,2,5,1,1,0,13,7,53000,53000,1,3,2,3,6,1,0,4,1,1,3,1,4,6000,35,99999999,2,5,6,160f6aff,1,10222,6252,3_Constraints,11469,4_FailSafe
34436,344361,3443611,344361101,2,1,2,1,1,13,7,99999999,12000,1,5,2,1,6,3,0,3,1,3,3,1,9,1000,10,99999999,1,0,9,71e3fc50,1,10235,5812,4_FailSafe,7630,3_Constraints
34612,346121,3461211,346121101,2,7,2,3,0,13,99,99999999,22000,1,2,2,1,6,3,0,4,1,4,3,9,9,99999999,46,99999999,2,0,9,54d41dc5,1,10285,9294,3_Constraints,11469,4_FailSafe
34661,346611,3466111,346611101,2,6,1,1,0,13,99,99999999,25000,2,6,3,3,6,1,0,4,1,5,3,9,9,1,35,80000,2,0,9,34a973ac,1,10302,2318,3_Constraints,10478,3_Constraints
34939,349391,3493911,349391101,2,5,2,1,0,8,8,46000,55000,1,5,1,1,6,1,0,4,1,1,3,1,6,10000,46,99999999,1,5,2,faef4cf2,1,10388,5812,4_FailSafe,11469,4_FailSafe
35495,354951,3549511,354951101,2,4,2,1,0,8,8,35000,200000,3,5,1,3,6,10,0,4,1,2,3,2,3,17000,48,420000,1,0,9,6b346cf2,1,10560,11798,3_Constraints,11469,4_FailSafe
35595,355951,3559511,355951101,2,7,1,1,0,13,99,99999999,31000,1,3,2,3,6,2,0,4,1,5,3,9,9,1000,46,99999999,1,0,9,c505c101,1,10588,13204,2_Core,11469,4_FailSafe
35631,356311,3563111,356311101,2,6,1,1,0,13,99,99999999,17000,1,3,2,3,6,3,0,1,2,4,3,9,9,99999999,35,99999999,1,0,9,fa9188ea,1,10600,2318,3_Constraints,11469,2_Core
35693,356931,3569311,356931101,1,2,2,3,0,2,3,84000,84000,2,4,2,1,6,9,1,3,1,1,3,1,1,21000,24,350000,1,5,9,2848c168,1,10614,5683,2_Core,11469,4_FailSafe
35993,359931,3599311,359931101,2,5,2,1,0,8,99,99999999,24000,4,10,1,3,6,4,0,4,1,4,3,9,9,1,35,250000,2,0,9,78c9a0cd,1,10688,5812,4_FailSafe,11469,4_FailSafe
36255,362551,3625511,362551101,2,2,1,1,1,6,7,1000,26000,2,4,2,1,6,5,0,2,1,4,3,1,9,99999999,35,99999999,2,0,9,b5b610eb,1,10761,5812,4_FailSafe,11469,4_FailSafe
36787,367871,3678711,367871101,1,7,1,2,0,13,99,99999999,22000,1,3,2,3,6,8,0,4,1,4,3,9,9,99999999,24,99999999,1,0,9,0545d2a9,1,10904,3873,3_Constraints,11469,4_FailSafe
36841,368411,3684111,368411101,1,5,1,1,0,13,99,99999999,19000,1,4,2,1,6,3,0,2,1,4,3,9,9,99999999,35,99999999,3,0,9,208d6c5d,1,10925,6252,3_Constraints,11469,4_FailSafe
37488,374881,3748811,374881101,1,3,1,1,0,2,6,51000,58000,1,2,2,1,6,11,1,1,2,1,3,1,4,10000,48,99999999,1,4,2,bb80644b,1,11126,5812,4_FailSafe,11469,4_FailSafe
38270,382701,3827011,382701101,2,7,1,2,0,13,99,99999999,24000,3,6,2,3,6,3,0,4,1,5,3,9,9,99999999,24,99999999,1,0,9,07c5587a,1,11355,6175,2_Core,11469,4_FailSafe
38387,383871,3838711,383871101,2,5,2,2,0,8,8,54000,56000,3,8,1,3,6,5,0,4,1,2,3,1,4,9000,24,310000,1,0,2,cde3c01c,1,11389,5812,4_FailSafe,11469,4_FailSafe
38858,388581,3885811,388581101,1,6,1,3,0,5,99,99999999,16000,1,2,2,2,6,11,1,4,1,4,3,9,9,99999999,24,300000,1,0,9,236566bb,1,11518,2318,3_Constraints,10478,3_Constraints
40285,402851,4028511,402851101,2,7,2,1,0,5,99,1,60000,4,8,1,3,6,3,0,3,1,4,3,9,9,9000,35,760000,2,0,9,28836461,1,11941,9294,3_Constraints,11469,4_FailSafe
40829,408291,4082911,408291101,2,4,2,1,0,13,8,26000,35000,3,4,3,3,6,7,0,4,1,1,3,1,5,1000,10,150000,3,5,2,5f8be8ed,1,12101,11798,3_Constraints,11469,4_FailSafe
40845,408451,4084511,408451101,2,4,1,1,0,10,99,99999999,17000,1,6,2,1,6,2,0,4,1,4,3,9,9,99999999,35,99999999,2,0,9,45fb047d,1,12103,3404,3_Constraints,11469,4_FailSafe
41039,410391,4103911,410391101,1,5,1,1,0,13,8,65000,71000,1,4,2,1,6,4,0,4,1,1,3,1,6,10000,59,99999999,1,7,2,51c8c03f,1,12164,6252,3_Constraints,11469,4_FailSafe
41211,412111,4121111,412111101,1,5,2,3,0,5,8,28000,34000,4,5,2,3,6,5,0,1,3,1,3,1,5,4000,24,99999999,1,5,2,230c0897,1,12215,5812,4_FailSafe,11469,4_FailSafe
41598,415981,4159811,415981101,1,3,1,3,0,10,4,120000,120000,3,4,1,3,6,9,0,1,2,1,3,1,6,33000,24,600000,2,4,2,c0529046,1,12309,5812,4_FailSafe,11469,4_FailSafe
41744,417441,4174411,417441101,2,6,2,2,0,8,99,99999999,24000,1,3,1,1,6,1,0,4,1,4,3,9,9,99999999,24,110000,2,0,9,3b68cc44,1,12356,8940,3_Constraints,11469,4_FailSafe
41818,418181,4181811,418181101,1,2,1,1,0,10,4,95000,95000,0,1,2,1,6,3,0,1,3,1,3,1,5,16000,59,99999999,2,5,2,ac42d141,1,12380,5812,4_FailSafe,11469,4_FailSafe
42569,425691,4256911,425691101,1,5,2,3,0,8,99,99999999,14000,4,10,2,3,6,2,0,2,1,4,3,9,9,99999999,24,760000,1,0,9,15823462,1,12606,5812,4_FailSafe,11469,4_FailSafe
43312,433121,4331211,433121101,1,2,1,3,1,13,5,15000,39000,3,5,2,1,6,2,0,4,1,1,3,1,6,1000,24,99999999,1,4,2,c3ec6822,1,12816,5812,4_FailSafe,11469,4_FailSafe
43613,436131,4361311,436131101,2,7,1,1,0,10,99,99999999,24000,3,4,1,3,6,4,0,4,1,4,3,9,9,99999999,35,200000,1,0,9,3c519db3,1,12905,3873,3_Constraints,11469,4_FailSafe
43614,436141,4361411,436141101,2,6,1,2,0,1,5,24000,44000,4,8,1,3,6,3,0,4,1,1,3,2,1,4000,24,170000,3,9,9,b9fc640e,1,12906,5966,2_Core,10478,3_Constraints
43925,439251,4392511,439251101,1,6,2,3,0,13,99,99999999,24000,2,5,2,3,6,2,0,1,2,4,3,9,9,99999999,24,99999999,1,0,9,47fc11a3,1,13000,8940,3_Constraints,11469,4_FailSafe
44079,440791,4407911,440791101,1,3,2,1,0,13,7,35000,49000,2,4,2,1,6,3,0,4,1,1,3,1,5,7000,59,99999999,2,5,6,69d62313,1,13051,12427,1_Perfect,5288,3_Constraints
44230,442301,4423011,442301101,1,2,1,2,1,5,7,12000,25000,1,3,2,1,6,3,1,1,3,1,3,1,4,99999999,24,99999999,2,4,6,0674a910,1,13101,5812,4_FailSafe,11469,4_FailSafe
44310,443101,4431011,443101101,2,6,2,1,0,8,99,99999999,43000,3,5,1,1,6,2,0,2,1,4,3,9,9,5000,35,360000,1,0,9,178bf499,1,13134,8940,3_Constraints,11469,4_FailSafe
44353,443531,4435311,443531101,2,3,2,1,0,13,99,99999999,22000,1,2,2,1,6,10,0,4,1,4,3,9,9,99999999,48,99999999,1,0,9,5afc29be,1,13146,12427,3_Constraints,5288,3_Constraints
44460,444601,4446011,444601101,2,3,1,1,0,1,2,28000,32000,2,5,2,1,6,5,1,4,1,1,3,1,4,2000,35,210000,1,5,2,3dd0aac5,1,13177,5812,4_FailSafe,11469,4_FailSafe
44971,449711,4497111,449711101,2,5,1,3,0,10,4,32000,42000,1,5,1,1,6,2,0,4,1,1,3,1,6,7000,24,130000,2,3,2,d7353f68,1,13327,6252,3_Constraints,11469,4_FailSafe
45160,451601,4516011,451601101,2,7,1,1,0,5,99,99999999,57000,1,4,2,3,6,5,1,4,1,4,3,9,9,9000,59,560000,1,0,9,f36e7163,1,13376,5146,2_Core,11469,4_FailSafe
45665,456651,4566511,456651101,1,6,2,1,0,8,99,99999999,21000,1,3,2,3,6,6,0,1,2,4,3,9,9,99999999,24,99999999,1,0,9,404235f7,1,13521,8940,3_Constraints,11469,4_FailSafe
45960,459601,4596011,459601101,2,5,2,1,0,13,10,35000,47000,2,8,1,1,6,1,0,2,1,1,3,1,6,5000,35,100000,2,5,2,44c732e7,1,13620,5812,4_FailSafe,11469,4_FailSafe
46553,465531,4655311,465531101,2,1,1,1,1,8,3,16000,21000,2,4,2,1,6,4,0,4,1,2,3,1,9,99999999,10,99999999,1,0,9,482a1339,1,13780,3136,3_Constraints,11469,4_FailSafe
47325,473251,4732511,473251101,1,5,2,1,0,13,99,99999999,3000,2,5,1,1,6,1,0,4,1,4,3,9,9,99999999,35,510000,2,0,9,87349981,1,14015,5812,4_FailSafe,11469,4_FailSafe
47358,473581,4735811,473581101,1,7,1,3,0,13,99,99999999,27000,1,2,2,3,6,3,0,3,1,4,3,9,9,99999999,24,99999999,1,0,9,b68bae0d,1,14027,3873,3_Constraints,11469,4_FailSafe
47392,473921,4739211,473921101,2,6,2,1,0,13,10,57000,74000,3,6,1,3,6,1,0,4,1,1,3,1,5,12000,35,99999999,1,5,2,d2e9ee5b,1,14036,8940,3_Constraints,11469,4_FailSafe
48121,481211,4812111,481211101,2,3,1,1,0,5,2,203032,238057,4,8,1,1,6,5,0,4,1,1,3,1,4,50000,46,380000,1,5,2,8ca6bba5,1,14246,5812,4_FailSafe,11469,4_FailSafe
48489,484891,4848911,484891101,1,6,2,3,0,8,3,75000,120000,3,7,1,3,6,5,0,4,1,1,3,1,4,31000,24,310000,1,2,2,394faf29,1,14360,8940,3_Constraints,11469,4_FailSafe
48510,485101,4851011,485101101,1,5,2,3,0,9,3,94000,95000,3,4,1,2,6,11,0,1,2,1,3,1,6,22000,35,99999999,1,5,2,d3cab470,1,14364,5812,4_FailSafe,11469,4_FailSafe
49356,493561,4935611,493561101,2,7,1,1,0,10,99,99999999,38000,2,5,1,3,6,1,0,4,1,4,3,9,9,1000,48,210000,1,0,9,2d8402de,1,14597,8724,2_Core,11469,4_FailSafe
