occID,SURVMNTH,AGEGRP,SEX,MARSTH,HHSIZE,PR,CMA,LFTAG,WKSWRK,NOCS,COW,HRSWRK,CTW_140A,CTW_140B,CTW_140C,CTW_140D,CTW_140E,CTW_140F,CTW_140G,CTW_140H,CTW_140I,EHG_ALL,KOL,TOTINC,WGHT_PER,DDAY
20121,8,2,1,6,1,35,1,1,52,7,2,50.0,1,2,2,2,2,2,2,2,2,4,3,1,1250.5796,2
20122,10,3,1,1,1,35,1,1,52,5,2,50.0,1,2,2,2,2,2,2,2,2,6,1,5,1264.5389,2
20123,2,3,2,1,4,59,1,1,1,7,2,10.0,1,2,2,2,2,2,2,2,2,6,1,2,685.5703,1
20124,3,2,2,2,2,59,1,1,52,7,2,42.0,1,2,2,2,2,2,2,2,2,3,1,7,700.1257,1
20125,2,5,1,1,2,24,1,1,52,2,2,35.0,2,2,2,2,2,2,2,1,2,5,2,4,1813.3365,1
20126,9,5,1,1,2,13,2,1,52,8,2,44.0,1,2,2,2,2,2,2,2,2,3,1,6,570.0874,2
20127,10,7,2,3,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,3,2,888.6503,3
20128,6,2,2,6,2,12,1,1,52,7,2,40.0,2,2,1,2,2,2,1,2,2,2,1,2,2550.3198,1
20129,7,1,1,6,6,35,1,6,36,2,6,20.0,6,6,6,6,6,6,6,6,6,2,1,1,14392.2992,2
20130,5,4,1,6,2,24,1,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,5,2572.8544,1
20131,1,4,1,5,1,11,3,1,48,1,2,35.0,1,2,2,2,2,2,2,2,2,3,1,1,146.4494,1
20132,2,3,2,2,4,24,1,1,52,2,2,35.0,2,2,1,1,2,2,2,2,2,7,2,5,1427.6612,3
20133,8,5,2,1,2,35,1,6,52,4,6,37.5,6,6,6,6,6,6,6,6,6,4,1,5,1329.8961,1
20134,4,7,1,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,4,1549.9774,3
20135,4,6,1,1,2,35,1,1,52,8,2,43.5,1,2,2,2,2,2,2,2,2,3,1,4,1620.7096,1
20136,10,5,1,1,2,10,2,1,52,10,2,40.0,1,2,2,2,2,2,2,2,2,1,1,2,396.0544,2
20137,6,4,1,6,1,48,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,6,1,3,1014.123,1
20138,2,3,1,1,5,59,1,1,52,2,2,35.0,1,2,2,2,2,2,2,2,2,6,1,1,2237.5351,1
20139,7,2,1,6,4,35,1,6,51,3,6,40.0,6,6,6,6,6,6,6,6,6,6,1,3,5111.6763,3
20140,10,3,2,1,5,47,2,1,52,2,2,32.0,1,2,2,2,2,2,2,2,2,4,1,3,1789.7724,3
20141,10,7,2,3,1,13,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,2,247.9812,3
20142,8,5,1,1,5,46,1,1,40,10,2,40.0,1,2,2,2,2,2,2,2,2,6,1,1,3986.9412,1
20143,7,2,1,6,2,46,2,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,2,1,2,1239.4143,1
20144,1,1,1,6,1,35,2,1,52,7,9,99.9,9,9,9,9,9,9,9,9,9,99,9,1,940.3314,1
20145,5,6,2,3,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,3,853.2015,2
20146,10,2,2,6,3,46,2,1,17,5,2,37.5,1,2,2,2,2,2,2,2,2,4,1,1,562.6495,1
20147,2,4,1,1,4,47,1,1,52,8,2,50.0,1,2,2,2,2,2,2,2,2,3,1,6,2388.9297,1
20148,8,5,2,4,1,11,3,1,52,4,2,37.5,1,2,2,2,2,2,2,2,2,4,1,2,61.7385,1
20149,11,6,1,2,2,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,1,418.3668,1
20150,4,3,2,1,4,59,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,6,1,3,2901.8828,1
20151,8,4,2,1,3,24,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,3,3,3,2231.2923,1
20152,5,2,1,6,5,35,1,1,52,2,2,75.0,2,2,2,1,2,2,2,2,2,6,3,3,9143.0057,3
20153,12,7,2,3,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,3,2,886.0069,1
20154,10,2,2,2,2,24,1,3,52,5,6,17.0,2,2,1,2,2,2,2,2,2,6,3,1,2828.5958,1
20155,7,7,2,3,1,13,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,3,1,295.8306,1
20156,2,7,2,4,1,59,1,1,99,99,9,99.9,6,6,6,6,6,6,6,6,6,6,1,4,677.5351,1
20157,8,1,1,6,5,35,1,2,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,7528.1299,1
20158,7,2,2,1,4,35,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,2027.0536,1
20159,1,3,2,5,4,46,2,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,4,1,3,950.5814,1
20160,8,6,2,1,2,47,2,5,5,1,6,20.0,6,6,6,6,6,6,6,6,6,6,1,3,778.0432,3
20161,3,3,2,1,4,59,1,1,52,4,2,40.0,7,7,7,7,7,7,7,7,7,7,1,7,642.1621,2
20162,6,7,2,1,3,48,1,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,2761.4217,1
20163,7,5,1,1,3,35,2,4,52,2,6,3.0,6,6,6,6,6,6,6,6,6,6,1,1,1136.5058,1
20164,12,6,1,1,2,24,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,2,2,1306.9727,1
20165,4,1,2,6,1,35,1,1,52,7,2,40.0,2,2,1,2,2,2,2,2,2,2,1,2,1669.3739,1
20166,5,4,2,2,4,24,1,1,52,7,2,35.0,1,2,2,2,2,2,2,2,2,2,1,2,3150.8953,1
20167,11,6,2,6,1,24,1,1,52,1,2,39.0,1,2,2,2,2,2,2,2,2,1,3,2,720.4003,1
20168,1,4,2,6,1,13,1,1,52,4,2,25.0,1,2,2,2,2,2,2,2,2,4,3,3,163.0707,1
20169,8,7,2,3,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,2,1876.5798,2
20170,3,4,1,1,2,48,2,1,52,4,2,39.0,1,2,2,2,2,2,2,2,2,6,1,5,474.9114,1
20171,8,4,1,1,4,59,1,1,52,3,2,55.0,1,2,2,2,2,2,2,2,2,6,1,7,2997.5472,1
20172,2,6,2,3,1,12,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,418.9827,1
20173,6,6,2,1,2,59,1,1,52,2,1,27.0,1,2,2,2,2,2,2,2,2,6,1,4,2137.9075,1
20174,10,2,2,6,1,24,1,1,50,7,2,40.0,1,2,2,2,2,2,2,2,2,1,2,2,1679.0124,1
20175,9,4,2,1,2,10,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,462.4197,1
20176,10,5,2,1,3,35,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,5,1,6,2247.5299,3
20177,8,7,1,1,1,13,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,1,802.1627,1
20178,6,6,1,1,2,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,3,2618.5781,1
20179,10,6,2,5,1,12,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,2,375.9433,1
20180,2,3,2,1,4,35,1,1,52,7,2,32.0,1,2,2,2,2,2,2,2,2,4,1,2,1511.3571,1
20181,8,3,2,1,4,48,1,1,52,7,1,30.0,1,2,2,2,2,2,2,2,2,2,1,3,1549.0176,1
20182,4,6,2,1,2,35,1,1,52,7,2,20.0,1,2,2,2,2,2,2,2,2,2,1,3,1566.6947,3
20183,1,6,1,1,2,12,1,5,20,5,6,15.0,6,6,6,6,6,6,6,6,6,6,1,4,297.5252,2
20184,4,4,1,1,2,46,1,1,52,6,2,35.0,2,2,1,2,2,2,2,2,2,6,3,2,645.1121,1
20185,5,2,1,6,3,35,2,1,52,1,2,65.0,2,2,2,1,2,2,2,2,2,4,1,3,5005.9003,1
20186,7,4,2,6,1,35,1,1,52,2,2,60.0,6,6,6,6,6,6,6,6,6,7,3,7,956.3695,3
20187,7,3,1,2,5,24,1,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,3,2,4,2588.6641,3
20188,12,5,2,3,1,59,2,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,2,302.586,1
20189,8,2,2,1,6,35,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,1,3228.7406,1
20190,6,2,1,1,5,35,1,1,52,2,2,50.0,2,2,1,2,2,2,2,2,2,6,1,2,3396.4377,1
20191,12,6,2,3,1,13,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,1,408.9562,3
20192,2,5,1,2,2,13,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,3,183.4679,1
20193,5,5,1,6,1,48,2,1,52,8,2,50.0,1,2,2,2,2,2,2,2,2,98,1,4,597.5476,2
20194,3,2,1,6,1,59,1,1,52,3,1,40.1,1,2,2,2,2,2,2,2,2,6,1,2,971.7847,1
20195,8,5,2,6,3,35,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,4,1,2,947.3037,1
20196,12,5,1,1,1,46,1,5,52,2,6,20.0,6,6,6,6,6,6,6,6,6,6,1,7,255.0091,1
20197,5,4,1,1,2,35,1,1,52,3,2,40.0,1,2,2,2,2,2,2,2,2,4,1,3,2223.0865,1
20198,5,5,1,2,2,35,2,1,52,10,2,40.0,1,2,2,2,2,2,2,2,2,2,1,4,1012.4025,1
20199,7,2,1,6,1,35,1,1,52,1,2,50.0,2,2,1,1,2,2,2,2,2,4,1,2,3006.902,1
20200,4,2,1,1,2,35,1,1,52,5,2,35.0,1,2,2,2,2,2,2,2,2,7,1,1,3720.8751,1
20201,1,5,1,1,2,47,2,6,25,1,6,35.0,6,6,6,6,6,6,6,6,6,1,1,1,1109.9988,1
20202,9,4,1,1,2,48,1,1,52,8,2,60.0,1,2,2,2,2,2,2,2,2,3,1,7,3247.5469,1
20203,8,6,2,1,2,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,3,1,1534.7836,1
20204,5,3,1,1,2,35,1,1,52,3,2,50.0,1,2,2,2,2,2,2,2,2,6,1,5,788.4915,1
20205,2,4,1,5,1,35,1,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,97,1,1,1556.5172,1
20206,4,6,2,4,1,11,3,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,1,60.8896,1
20207,3,5,1,2,2,35,1,1,52,8,1,75.0,1,2,2,2,2,2,2,2,2,1,1,2,2020.1097,1
20208,5,7,2,3,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,766.7016,1
20209,8,2,1,2,2,47,1,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,2,1647.9979,1
20210,8,4,2,6,2,35,1,1,52,7,2,40.0,1,2,2,2,2,2,2,2,2,6,1,2,1828.5806,1
20211,10,1,1,6,5,24,1,3,96,96,6,99.6,2,2,1,2,2,2,2,2,2,2,3,1,2840.0274,3
20212,9,7,2,3,1,24,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,2,1,2298.6939,3
20213,4,1,2,6,3,35,1,3,96,96,6,99.6,2,2,1,2,2,2,2,2,2,1,1,1,5474.6806,1
20214,5,7,1,6,1,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,7,1,5,478.553,2
20215,6,6,1,1,1,11,3,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,5,1,4,101.0905,1
20216,7,6,1,1,2,48,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,4,4487.2102,1
20217,1,2,2,1,3,47,2,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,1,2083.3916,1
20218,9,7,2,3,1,10,2,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,2,347.0488,1
20219,9,7,1,6,1,10,1,6,40,7,6,2.0,6,6,6,6,6,6,6,6,6,3,1,2,301.0755,1
20220,3,3,2,1,2,35,1,1,52,7,2,45.0,1,2,2,2,2,2,2,2,2,6,1,5,892.6479,1
20221,2,4,1,1,2,35,1,1,52,6,2,4.0,1,2,2,2,2,2,2,2,2,4,1,1,1653.0783,1
20222,3,4,1,1,4,35,1,1,52,1,2,42.0,1,2,2,2,2,2,2,2,2,4,1,5,2136.9691,1
20223,1,5,1,6,1,46,1,1,52,7,2,65.0,1,2,2,2,2,2,2,2,2,2,1,5,867.4247,1
20224,1,5,2,1,2,13,2,1,52,1,2,50.0,2,2,2,1,2,2,2,2,2,1,3,2,476.8173,2
20225,1,1,2,6,2,24,1,3,52,7,6,25.0,2,2,1,1,2,2,1,2,2,2,3,1,2852.9946,1
20226,1,5,2,3,2,48,1,1,52,7,2,35.0,2,2,1,2,2,2,2,2,2,2,1,4,300.7582,1
20227,6,5,1,1,2,59,1,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,3,1,5,1185.5496,1
20228,9,7,2,3,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,3,1355.4512,1
20229,8,4,1,6,1,35,1,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,4,1,5,1350.9535,1
20230,4,2,2,2,4,35,1,1,16,2,2,37.5,1,2,1,2,2,2,2,2,2,4,3,2,2892.2823,1
20231,6,2,1,2,2,35,1,1,40,10,2,45.0,1,2,2,2,2,2,2,2,2,2,1,1,1496.6225,1
20232,4,1,2,6,4,35,1,3,6,7,6,10.0,2,2,1,2,2,2,2,2,2,2,1,1,3347.7039,3
20233,8,4,2,5,2,12,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,1,392.159,1
20234,12,3,2,1,4,10,2,4,52,4,6,19.0,6,6,6,6,6,6,6,6,6,6,1,3,714.6023,1
20235,8,6,1,1,2,13,1,1,52,2,2,30.0,1,2,2,2,2,2,2,1,2,2,1,3,429.8941,3
20236,11,4,1,6,1,47,2,6,52,1,6,56.0,6,6,6,6,6,6,6,6,6,3,1,4,554.4102,1
20237,11,4,1,6,2,48,2,1,52,2,2,50.0,2,2,2,1,2,2,2,2,2,2,1,4,4540.4774,1
20238,9,3,2,5,1,35,1,1,52,6,2,65.0,2,2,2,1,2,2,2,2,2,6,1,6,800.7561,1
20239,12,1,1,6,5,35,1,3,16,8,6,48.0,1,2,2,2,2,2,2,2,2,2,1,1,3129.9849,1
20240,12,6,2,1,2,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,7,1,2,929.3355,2
20241,10,6,1,6,2,13,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,780.1784,1
20242,7,5,1,1,3,59,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,1,1,3,6041.1595,2
20243,9,3,1,1,3,35,1,1,52,3,2,45.0,1,2,2,2,2,2,2,2,2,7,1,1,5004.9982,2
20244,10,5,2,4,1,35,2,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,1147.8115,1
20245,1,5,2,5,2,35,1,1,52,2,2,37.5,1,2,2,2,2,2,2,2,2,4,1,7,1045.1777,3
20246,5,3,1,6,1,13,1,1,52,2,2,40.0,1,2,2,2,2,2,2,2,2,4,3,4,1090.9267,1
20247,4,3,1,5,3,35,1,1,52,3,2,50.0,1,2,2,2,2,2,2,2,2,6,1,4,1756.2347,2
20248,11,2,1,6,4,35,1,1,52,5,1,42.0,2,2,2,2,1,2,2,2,2,2,1,1,12683.8192,1
20249,1,5,1,1,1,35,1,1,52,3,2,37.5,1,2,1,2,2,2,2,2,2,7,1,5,1150.7047,1
20250,4,5,2,1,4,12,1,4,12,5,6,42.0,6,6,6,6,6,6,6,6,6,3,1,2,1047.6686,2
20251,4,5,2,5,1,11,3,1,52,7,2,15.0,1,2,2,2,2,2,2,2,2,3,1,3,50.5022,2
20252,1,3,2,1,4,10,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,1,308.4016,1
20253,2,6,2,1,2,46,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,1,1405.8039,1
20254,5,3,2,2,2,24,1,1,52,1,2,45.0,1,2,2,2,1,2,2,2,2,7,3,4,2185.2857,1
20255,9,7,2,3,1,13,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,5,164.9799,1
20256,8,4,1,6,1,10,1,1,52,8,2,40.0,1,2,2,2,2,2,2,2,2,6,1,3,292.0634,1
20257,7,1,2,6,5,59,1,3,96,96,6,99.6,2,2,1,2,2,2,2,2,2,1,1,1,3347.2618,1
20258,2,4,2,1,6,35,1,1,52,5,2,40.0,1,2,2,2,2,2,2,2,2,6,1,6,4633.9432,1
20259,2,4,2,2,2,13,2,1,52,2,2,30.0,2,2,2,1,2,2,2,2,2,6,1,1,574.1773,1
20260,4,3,1,1,3,10,2,2,30,9,6,35.0,6,6,6,6,6,6,6,6,6,4,1,3,866.7745,1
20261,1,5,1,1,2,12,2,1,20,8,2,30.0,1,2,2,2,2,2,2,2,2,1,1,4,1054.9517,2
20262,3,5,1,1,2,13,1,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,3,481.276,1
20263,8,6,1,1,2,48,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,7,1,3,1453.8144,3
20264,2,4,1,1,2,48,1,1,8,3,9,75.0,9,9,9,9,9,9,9,9,9,7,1,4,1429.9461,1
20265,6,6,2,4,1,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,3,2,1474.8742,1
20266,8,6,1,1,2,46,1,1,52,5,2,37.5,1,2,2,2,2,2,2,2,2,2,1,4,1595.6993,2
20267,6,6,2,1,2,13,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,3,2,566.7316,1
20268,4,4,2,6,1,10,1,1,52,10,2,50.0,2,2,2,1,2,2,2,2,2,4,1,7,131.0856,1
20269,4,3,1,1,4,35,1,1,46,95,1,51.0,1,2,2,2,2,2,2,2,2,3,3,4,3445.4653,1
20270,7,5,2,5,1,12,2,6,13,9,6,40.0,6,6,6,6,6,6,6,6,6,2,1,2,188.2985,3
20271,10,5,1,1,2,59,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,1,1992.4156,2
20272,1,4,1,1,4,35,2,1,52,10,2,45.0,1,2,2,2,2,2,2,2,2,6,1,7,1798.4896,3
20273,1,3,1,1,5,35,1,1,52,8,2,55.0,1,2,2,2,2,2,2,2,2,6,1,3,2073.1696,3
20274,3,3,1,2,4,10,2,1,52,8,2,50.0,1,2,2,2,2,2,2,2,2,3,1,6,347.6878,1
20275,10,5,2,5,1,46,1,1,52,2,2,48.0,6,6,6,6,6,6,6,6,6,4,1,3,308.3334,1
20276,5,6,1,5,1,35,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,3,601.6259,1
20277,5,5,2,6,2,13,1,1,52,2,2,39.0,1,2,2,2,2,2,2,2,2,6,3,2,536.697,1
20278,2,5,2,6,1,46,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,3,363.5223,1
20279,2,7,1,1,2,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,7,1203.5676,1
20280,7,5,2,3,1,10,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,3,341.8737,1
20281,2,4,2,3,2,35,1,1,52,7,1,60.0,2,2,1,2,2,2,2,2,2,2,1,3,538.2905,1
20282,8,4,2,1,4,35,1,1,52,5,2,37.5,6,6,6,6,6,6,6,6,6,6,1,5,1534.3792,3
20283,4,3,2,1,4,35,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,1,2,2501.3529,1
20284,2,5,2,1,2,24,1,1,52,1,2,20.0,2,2,2,2,2,2,2,1,2,2,3,1,1481.6297,1
20285,2,6,1,1,2,11,3,1,52,7,2,24.0,2,2,2,1,2,2,2,2,2,1,1,3,135.8052,1
20286,10,7,1,1,2,24,2,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,2,1,2757.5289,1
20287,6,4,1,2,2,59,1,1,45,3,2,35.0,1,2,2,2,2,2,2,2,2,4,1,3,1606.7649,1
20288,2,6,1,1,2,24,1,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,3,1,1526.4632,1
20289,6,1,2,6,4,24,1,3,14,7,6,20.0,1,2,2,2,2,2,2,2,2,3,2,1,5212.7943,2
20290,7,7,2,3,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,4,1,1,569.7774,1
20291,2,6,2,5,1,10,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,1,188.3946,1
20292,1,5,2,1,2,47,1,6,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,1,5,1207.736,1
20293,2,6,2,5,1,24,2,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,1,877.944,1
20294,5,1,2,6,3,59,1,1,45,5,2,10.5,1,2,2,2,2,2,2,2,2,5,1,1,524.5892,1
20295,7,7,1,5,1,10,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,2,190.0967,1
20296,4,7,2,3,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,2,774.2898,2
20297,4,1,1,6,4,24,1,3,96,96,6,99.6,2,1,2,1,2,2,2,2,2,1,3,1,3277.9269,1
20298,8,7,2,3,1,10,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,2,229.427,1
20299,4,4,1,6,2,35,1,1,12,8,2,40.0,2,1,2,2,2,2,2,2,2,1,1,2,2448.1628,1
20300,6,6,1,6,2,35,2,5,24,8,6,30.0,6,6,6,6,6,6,6,6,6,1,1,2,888.9359,2
20301,7,4,2,6,1,24,1,1,52,2,2,40.0,6,6,6,6,6,6,6,6,6,7,3,4,1022.0165,1
20302,2,3,2,1,5,48,1,4,52,10,6,30.0,6,6,6,6,6,6,6,6,6,4,1,3,2328.4165,1
20303,10,4,1,6,2,24,1,4,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,3,1,2640.8474,1
20304,5,3,2,1,4,35,1,1,52,1,2,40.0,1,2,1,2,2,2,2,2,2,4,1,7,2157.1187,2
20305,10,6,2,2,2,35,1,1,52,7,2,25.0,1,2,2,2,2,2,2,2,2,1,1,2,1211.4462,1
20306,3,3,1,1,5,24,1,3,96,96,6,99.6,1,2,2,2,2,2,2,2,2,7,2,1,1124.4289,1
20307,4,2,1,6,1,59,1,1,30,2,2,20.0,1,2,2,2,2,2,2,2,2,7,1,3,2931.7901,1
20308,10,2,1,1,3,10,2,1,52,8,2,45.0,6,6,6,6,6,6,6,6,6,4,1,7,804.6251,2
20309,3,5,2,1,5,59,1,1,52,5,2,47.5,2,2,1,2,2,2,2,2,2,4,1,3,2544.4619,1
20310,4,2,2,1,2,48,1,4,32,2,6,50.0,6,6,6,6,6,6,6,6,6,2,1,3,3220.8509,2
20311,10,4,1,1,6,59,1,1,52,8,1,64.0,1,2,2,2,2,2,2,2,2,3,1,3,6407.1856,1
20312,6,2,2,1,3,35,1,1,30,4,2,75.0,1,2,2,2,2,2,2,2,2,7,3,3,3131.5789,1
20313,2,6,1,1,2,13,2,1,40,9,2,70.0,1,2,2,2,2,2,2,2,2,1,1,7,283.9337,3
20314,7,5,1,1,2,35,1,1,52,8,2,40.0,6,6,6,6,6,6,6,6,6,1,1,5,1484.6478,1
20315,12,2,1,6,1,47,1,1,52,3,2,37.5,1,2,2,2,2,2,2,2,2,4,1,6,507.2427,1
20316,8,4,1,1,2,59,1,1,52,8,2,65.0,1,2,2,2,2,2,2,2,2,2,1,3,2407.2009,1
20317,4,7,2,1,2,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,3,3,1,2151.8868,1
20318,4,6,1,1,2,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,7,1,2,1516.9948,1
20319,8,2,2,2,4,24,2,1,52,5,2,37.5,6,6,6,6,6,6,6,6,6,7,2,3,3705.7272,2
20320,2,4,2,1,2,35,1,1,52,1,2,50.0,1,2,2,2,2,2,2,2,2,7,1,5,1562.9662,2
20321,7,1,1,6,1,24,2,1,52,8,1,59.0,6,6,6,6,6,6,6,6,6,4,3,3,1336.6176,1
20322,2,1,1,6,3,35,2,3,50,8,6,40.0,1,2,2,2,2,2,2,2,2,2,1,2,4443.0561,1
20323,10,5,2,1,4,35,1,1,52,2,2,34.0,1,2,2,2,2,2,2,2,2,2,1,4,4131.0805,3
20324,8,3,1,1,4,48,1,1,1,3,2,37.5,6,6,6,6,6,6,6,6,6,4,1,5,2748.2106,1
20325,4,4,2,2,4,46,1,1,52,2,2,50.0,1,2,2,2,2,2,2,2,2,4,1,3,1156.8125,1
20326,5,7,2,3,1,46,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,1,1,5,293.9919,1
20327,1,7,2,5,1,24,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,5,3,1,823.6109,3
20328,2,3,2,6,2,24,2,99,96,96,6,99.6,6,6,6,6,6,6,6,6,6,99,9,4,1529.282,1
20329,9,2,2,6,1,35,1,1,52,6,2,50.0,2,2,1,2,2,2,2,2,2,5,1,3,613.2834,1
20330,3,4,2,6,1,24,1,1,52,2,2,45.0,1,2,1,2,2,2,2,2,2,6,1,2,641.611,2
20331,7,4,1,1,6,35,1,1,52,3,2,40.0,2,2,2,2,2,2,2,1,2,4,1,1,4559.6956,1
20332,9,5,2,1,2,10,2,5,16,2,6,45.0,6,6,6,6,6,6,6,6,6,3,1,2,249.2573,2
20333,2,3,1,1,4,13,1,1,52,8,2,30.0,1,2,2,2,2,2,2,2,2,2,1,2,525.5158,3
20334,5,6,2,3,1,59,1,1,52,2,2,37.5,2,2,1,2,2,2,2,2,2,2,1,4,774.9102,1
20335,1,3,2,6,3,35,1,1,52,2,2,75.0,2,2,2,2,2,2,2,1,2,7,3,1,4303.0303,2
20336,8,5,2,3,1,24,2,1,52,7,2,32.0,1,2,2,2,2,2,2,2,2,3,2,3,682.434,1
20337,5,2,1,1,3,59,1,1,36,8,2,50.0,1,2,2,2,2,2,2,2,2,3,1,5,5901.1428,2
20338,2,5,2,3,1,35,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,2,3,2,739.218,1
20339,3,2,1,1,2,35,1,1,52,3,2,36.2,1,2,2,2,2,2,2,2,2,6,1,2,2428.3535,1
20340,9,3,2,1,4,35,1,3,52,5,6,14.0,2,2,1,2,2,2,2,2,2,4,1,2,1710.8662,1
20341,8,4,2,3,2,59,1,1,52,2,2,55.0,1,2,2,2,2,2,2,2,2,2,1,4,1047.4412,2
20342,11,5,1,1,4,47,1,1,52,5,2,44.0,1,2,2,2,2,2,2,2,2,7,1,5,1759.44,1
20343,4,5,1,1,2,59,1,5,96,96,6,99.6,6,6,6,6,6,6,6,6,6,6,1,1,2969.2073,1
20344,9,2,2,1,4,10,1,6,1,4,2,40.0,6,6,6,6,6,6,6,6,6,3,1,2,449.0226,3
20345,10,2,1,2,2,47,1,1,43,8,2,70.0,1,2,2,2,2,2,2,2,2,2,3,3,2263.2555,1
20346,1,4,2,2,3,35,1,6,52,7,6,42.0,6,6,6,6,6,6,6,6,6,2,1,4,1142.6963,1
20347,11,3,2,1,4,35,1,1,52,3,2,37.5,1,2,2,2,2,2,2,2,2,6,1,7,1841.4291,1
20348,11,4,2,2,4,24,1,1,52,4,2,37.5,1,2,2,2,2,2,2,2,2,4,2,4,4104.1987,3
