HH_ID,EF_ID,CF_ID,PP_ID,CMA,AGEGRP,SEX,KOL,ATTSCH,CIP2011,NOCS,EMPIN,TOTINC,BEDRM,ROOM,DTYPE,MARSTH,CFSTAT,BUILT,CONDO,GENSTAT,CITIZEN,LFTAG,CF_RP,COW,POWST,INCTAX,PR,VALUE,REPAIR,HRSWRK,MODE,HHSIZE,EFSIZE,CFSIZE,PID,SIM_HH_ID,MATCH_ID_WD,MATCH_TIER_WD,MATCH_ID_WE,MATCH_TIER_WE
4,41,411,4111,2,5,1,3,1,5,2,17000,7,2,6,6,3,6,7,1,4,1,1,3,1,4,7000,24,220000,1,5,2,1,1,1,a11cf0f0,100,9303,2_Core,12317,3_Constraints
145,1451,14511,145111,1,5,2,1,1,13,9,20000,6,1,6,1,1,6,3,0,1,2,1,3,1,6,0,35,9999999,1,6,5,1,1,1,028c2f95,134,10544,3_Constraints,1768,3_Constraints
432,4321,43211,432111,2,2,1,1,1,13,2,32000,7,2,4,6,2,6,5,1,4,1,1,3,1,4,1,59,120000,1,5,2,1,1,1,2551eee5,212,809,3_Constraints,3634,3_Constraints
443,4431,44311,443111,2,5,2,3,1,3,7,26000,6,1,3,6,2,6,6,1,3,1,1,3,1,4,3000,46,9999999,2,5,6,1,1,1,1a346472,217,15298,3_Constraints,8940,3_Constraints
451,4511,45111,451111,1,2,1,1,1,5,1,78000,10,3,6,1,2,6,3,0,1,2,1,3,1,1,14000,59,1000000,1,4,9,1,1,1,9cd8748b,221,8532,3_Constraints,3634,3_Constraints
478,4781,47811,478111,2,7,2,3,1,13,99,0,9,3,9,1,3,6,5,0,4,1,4,3,9,9,12000,24,100000,1,0,9,1,1,1,0f0eb5a2,229,5776,3_Constraints,7223,3_Constraints
517,5171,51711,517111,1,2,1,1,1,4,1,77000,10,2,3,6,2,6,10,1,2,1,1,3,1,4,7000,35,220000,1,5,2,1,1,1,dbc24312,241,8532,3_Constraints,6728,3_Constraints
528,5281,52811,528111,1,2,1,1,1,13,7,17000,5,4,7,3,2,6,5,1,4,1,1,3,1,6,3000,35,250000,2,4,6,1,1,1,48f39a7e,244,8532,3_Constraints,6728,3_Constraints
545,5451,54511,545111,1,2,1,3,1,5,1,5000,4,1,2,5,3,6,5,0,1,2,1,3,1,4,1000,24,9999999,2,5,6,1,1,1,a532ddbf,251,8532,3_Constraints,6728,3_Constraints
594,5941,59411,594111,2,5,1,2,1,13,99,0,6,2,4,6,3,6,2,0,4,1,4,3,9,9,3000,24,9999999,1,0,9,1,1,1,4e2fed6d,264,9321,3_Constraints,10879,2_Core
626,6261,62611,626111,2,5,1,2,1,13,99,0,5,2,10,1,3,6,3,0,4,1,4,3,9,9,1,24,150000,2,0,9,1,1,1,1c8a673c,274,9321,3_Constraints,10879,2_Core
665,6651,66511,665111,1,6,1,3,1,2,99,1,5,1,5,6,3,6,2,0,4,1,4,3,9,9,1,24,9999999,1,0,9,1,1,1,bc79e3e4,283,148,3_Constraints,7279,3_Constraints
711,7111,71111,711111,1,6,2,1,1,13,99,0,6,1,4,6,3,6,3,0,4,1,4,3,9,9,1,35,9999999,1,0,9,1,1,1,af9c1160,289,4668,3_Constraints,2668,3_Constraints
734,7341,73411,734111,1,7,1,2,1,13,99,0,6,1,3,6,3,6,6,0,4,1,4,3,9,9,1,24,9999999,1,0,9,1,1,1,89b8ec68,293,9837,3_Constraints,10484,3_Constraints
775,7751,77511,775111,2,5,1,1,1,13,99,1,7,3,6,1,3,6,6,0,4,1,4,3,9,9,3000,59,160000,2,0,9,1,1,1,66f0b9c7,301,1238,3_Constraints,5210,3_Constraints
780,7801,78011,780111,1,2,2,3,2,6,99,7000,3,2,3,6,2,6,4,0,3,1,5,3,9,9,0,24,9999999,1,0,9,1,1,1,4e9d29ae,304,4938,3_Constraints,14177,3_Constraints
863,8631,86311,863111,1,3,1,3,1,4,5,68000,10,1,4,6,2,6,5,0,4,1,1,3,1,1,13000,48,9999999,1,6,9,1,1,1,e6b9a127,329,3145,2_Core,6972,4_FailSafe
1011,10111,101111,1011111,1,2,2,1,1,11,3,130000,12,3,8,1,2,6,10,0,4,1,1,3,1,6,36000,35,420000,1,4,2,1,1,1,de023f47,373,3688,3_Constraints,6852,3_Constraints
1036,10361,103611,1036111,1,6,1,3,1,2,7,22000,7,1,3,6,3,6,1,0,4,1,2,3,1,4,3000,24,9999999,1,0,7,1,1,1,b3483c6d,377,87,3_Constraints,7279,3_Constraints
1131,11311,113111,1131111,2,2,1,1,1,9,5,0,2,3,5,1,2,6,6,0,4,1,1,3,1,6,0,48,9999999,1,4,2,1,1,1,282303b0,403,809,3_Constraints,3634,3_Constraints
1155,11551,115511,1155111,2,7,1,1,1,13,99,0,5,1,2,6,3,6,6,0,4,1,4,3,9,9,0,35,9999999,1,0,9,1,1,1,6d97d382,407,11969,2_Core,1074,3_Constraints
1184,11841,118411,1184111,2,7,1,1,1,13,99,1,8,3,5,1,3,6,3,0,4,1,4,3,9,9,7000,24,150000,1,0,9,1,1,1,21915c30,420,13361,3_Constraints,10484,3_Constraints
1228,12281,122811,1228111,2,3,2,1,1,13,3,0,3,2,5,6,2,6,6,1,4,1,1,3,1,5,0,59,9999999,2,3,2,1,1,1,c6be6326,426,3460,3_Constraints,6472,3_Constraints
1240,12401,124011,1240111,2,4,2,1,1,8,99,0,2,1,3,1,2,6,3,0,4,1,4,3,9,9,0,10,80000,2,0,9,1,1,1,18ca4f16,431,2544,3_Constraints,9420,3_Constraints
1443,14431,144311,1443111,2,4,2,1,1,8,3,42000,8,4,6,1,3,6,7,0,4,1,1,3,6,4,5000,10,120000,1,5,2,1,1,1,069490ec,482,4889,2_Core,9420,3_Constraints
1545,15451,154511,1545111,2,6,1,2,1,13,99,1000,5,1,4,6,2,6,3,0,4,1,4,3,9,9,0,10,9999999,1,0,9,1,1,1,95a2c1dc,505,3881,3_Constraints,7785,3_Constraints
1587,15871,158711,1587111,2,5,1,1,1,11,5,8000,4,2,5,1,3,6,5,0,4,1,1,3,1,2,1,59,30000,3,1,7,1,1,1,8e2ff84c,517,13774,3_Constraints,3192,3_Constraints
1732,17321,173211,1732111,1,4,2,3,1,5,2,32000,7,2,7,3,2,6,7,0,4,1,3,3,1,6,5000,24,190000,1,0,2,1,1,1,2578a3f7,552,3177,3_Constraints,10924,3_Constraints
1836,18361,183611,1836111,1,2,2,1,1,4,2,110000,12,2,3,5,2,6,5,1,1,2,1,3,1,4,28000,48,350000,1,5,7,1,1,1,8ba1c9bf,575,4938,3_Constraints,12416,3_Constraints
1961,19611,196111,1961111,1,5,2,1,1,13,8,69000,10,3,5,8,2,6,6,0,4,1,1,3,1,4,16000,48,9999999,1,7,2,1,1,1,a2dd7178,608,10003,3_Constraints,6082,3_Constraints
1972,19721,197211,1972111,1,4,2,1,1,13,2,86000,11,1,3,6,2,6,7,0,4,1,2,3,1,5,17000,59,9999999,1,0,6,1,1,1,d5749607,611,2145,3_Constraints,10924,3_Constraints
2119,21191,211911,2119111,1,5,2,1,1,11,99,0,6,1,3,1,2,6,8,1,4,1,3,3,9,9,2000,59,9999999,1,0,9,1,1,1,2c886f79,650,2661,3_Constraints,1768,3_Constraints
2138,21381,213811,2138111,1,5,2,1,1,6,1,0,6,1,4,6,2,6,3,0,4,1,2,3,5,1,0,35,9999999,1,0,9,1,1,1,9749dad4,657,10809,3_Constraints,8940,3_Constraints
2215,22151,221511,2215111,1,5,1,1,1,13,99,0,6,2,4,4,3,6,6,0,4,1,4,3,9,9,1000,59,490000,2,0,9,1,1,1,2c48af9f,682,9303,3_Constraints,3192,3_Constraints
2219,22191,221911,2219111,2,6,2,1,1,6,99,-5000,11,5,9,1,3,6,6,0,4,1,4,3,9,9,21000,35,370000,1,0,9,1,1,1,1cb94f00,684,4668,3_Constraints,2668,3_Constraints
2299,22991,229911,2299111,2,4,2,1,1,13,99,0,6,2,4,6,3,6,7,0,4,1,3,3,9,9,0,35,9999999,1,0,9,1,1,1,8fd6fed7,700,12359,3_Constraints,9420,3_Constraints
2458,24581,245811,2458111,1,6,1,2,1,13,99,0,6,2,4,5,3,6,6,0,4,1,4,3,9,9,1,24,9999999,1,0,9,1,1,1,90b2fb2d,741,136,3_Constraints,797,3_Constraints
2507,25071,250711,2507111,2,5,2,2,1,13,7,36000,7,3,5,8,2,6,6,0,4,1,1,3,1,4,4000,24,100000,2,5,6,1,1,1,df1a4a48,754,10544,2_Core,2340,3_Constraints
2511,25111,251111,2511111,2,7,1,1,1,13,99,0,7,2,4,3,3,6,3,0,4,1,5,3,9,9,1,10,9999999,1,0,9,1,1,1,a6456b3b,756,6284,3_Constraints,7996,2_Core
2543,25431,254311,2543111,2,4,2,2,1,13,8,25000,7,2,7,1,3,6,4,0,4,1,2,3,1,2,6000,10,30000,1,0,2,1,1,1,73f23fb9,761,2544,3_Constraints,10924,3_Constraints
2585,25851,258511,2585111,2,5,2,1,1,8,99,0,2,1,5,4,2,6,3,0,2,1,4,3,9,9,0,35,110000,1,0,9,1,1,1,2588af4f,769,3661,3_Constraints,3723,3_Constraints
2648,26481,264811,2648111,2,6,1,2,1,13,99,0,5,2,4,4,3,6,3,0,4,1,4,3,9,9,0,24,130000,2,0,9,1,1,1,9e2a3429,784,148,3_Constraints,797,3_Constraints
2726,27261,272611,2726111,2,7,2,1,1,8,99,0,5,2,5,1,3,6,2,0,4,1,4,3,9,9,0,10,50000,3,0,9,1,1,1,b7f8b66d,810,5776,3_Constraints,14563,3_Constraints
2748,27481,274811,2748111,1,5,1,1,1,13,2,59000,9,3,5,1,3,6,10,0,4,1,1,3,1,6,10000,35,590000,1,5,2,1,1,1,fb3a04c7,818,2212,3_Constraints,15239,2_Core
3084,30841,308411,3084111,2,4,1,1,1,13,99,0,4,1,3,6,2,6,5,0,1,2,4,3,9,9,0,35,9999999,1,0,9,1,1,1,d8b89008,887,6834,3_Constraints,10127,3_Constraints
3118,31181,311811,3118111,2,4,1,1,1,10,5,39000,8,2,4,1,2,6,5,0,2,1,1,3,1,6,4000,59,280000,3,4,2,1,1,1,7419ae65,899,5357,3_Constraints,10127,3_Constraints
3200,32001,320011,3200111,1,3,2,1,1,13,8,140000,12,4,7,1,2,6,6,0,4,1,1,3,4,2,38000,48,400000,2,7,2,1,1,1,f393ddb5,916,11675,3_Constraints,6472,3_Constraints
3227,32271,322711,3227111,1,4,2,1,1,5,7,93000,11,2,4,3,2,6,10,1,4,1,1,3,1,5,15000,59,410000,1,7,2,1,1,1,7406f5c8,923,9132,2_Core,10924,3_Constraints
3403,34031,340311,3403111,2,6,1,1,1,10,99,0,6,3,5,2,3,6,4,0,4,1,4,3,9,9,2000,46,90000,2,0,9,1,1,1,c041c3e3,968,9485,3_Constraints,7279,3_Constraints
3471,34711,347111,3471111,1,2,1,2,1,13,4,39000,7,3,5,6,2,6,3,0,1,2,3,3,1,4,5000,24,1,2,0,6,1,1,1,c67030c8,988,809,3_Constraints,3634,3_Constraints
3502,35021,350211,3502111,2,5,1,3,1,13,99,0,4,0,1,5,3,6,6,0,4,1,4,3,9,9,0,59,9999999,1,0,9,1,1,1,b4aa027e,998,1760,3_Constraints,366,3_Constraints
3691,36911,369111,3691111,2,7,2,1,1,13,99,0,5,2,3,3,3,6,5,0,4,1,4,3,9,9,0,10,9999999,1,0,9,1,1,1,4d7534e3,1053,9833,3_Constraints,6972,3_Constraints
3747,37471,374711,3747111,2,2,2,1,1,7,8,36000,7,1,4,6,2,6,6,1,4,1,1,3,1,5,4000,35,60000,1,5,2,1,1,1,7d993b94,1062,13803,3_Constraints,6852,3_Constraints
3801,38011,380111,3801111,2,7,2,1,1,13,99,1,8,3,7,1,3,6,5,0,2,1,4,3,9,9,4000,35,240000,1,0,9,1,1,1,891f0738,1076,13058,3_Constraints,6972,3_Constraints
3823,38231,382311,3823111,2,3,1,1,2,13,7,18000,6,1,3,5,2,6,5,0,4,1,1,3,1,4,3000,46,9999999,1,4,6,1,1,1,3b87c370,1083,2450,2_Core,5210,4_FailSafe
3845,38451,384511,3845111,2,4,2,1,1,13,7,8000,5,1,4,1,2,6,5,0,4,1,1,3,1,4,1000,10,80000,3,5,7,1,1,1,8c06d3f6,1093,4245,2_Core,10924,3_Constraints
3888,38881,388811,3888111,1,6,2,2,1,1,99,0,6,0,1,6,3,6,3,0,4,1,4,3,9,9,0,24,9999999,1,0,9,1,1,1,291e1bc7,1102,1295,3_Constraints,2668,3_Constraints
3935,39351,393511,3935111,2,4,1,3,1,8,4,20000,6,1,4,1,3,6,6,0,4,1,1,3,1,5,3000,10,9999999,1,7,2,1,1,1,e1d32490,1115,11451,3_Constraints,10127,3_Constraints
4028,40281,402811,4028111,2,5,2,3,1,10,1,79000,11,1,3,1,3,6,5,0,4,1,1,3,1,5,15000,35,9999999,1,4,2,1,1,1,6363a2ab,1138,12525,2_Core,3723,3_Constraints
4086,40861,408611,4086111,1,4,1,1,1,11,5,41000,8,1,2,6,3,6,5,0,3,1,1,3,1,5,5000,59,9999999,1,4,1,1,1,1,33b3ba63,1156,4479,2_Core,6499,3_Constraints
4333,43331,433311,4333111,2,2,1,1,1,5,5,79000,11,3,6,3,2,6,9,1,4,1,1,3,1,6,13000,35,320000,1,6,2,1,1,1,4e78c0ef,1222,8532,3_Constraints,3634,3_Constraints
4338,43381,433811,4338111,2,5,2,3,2,4,99,0,8,2,4,1,2,6,9,0,4,1,5,3,9,9,10000,24,9999999,1,0,9,1,1,1,8ed2580d,1223,10003,2_Core,6082,3_Constraints
4417,44171,441711,4417111,2,7,2,3,1,8,99,0,7,2,5,8,3,6,10,0,4,1,4,3,9,9,3000,24,100000,1,0,9,1,1,1,a712f4ff,1247,9705,3_Constraints,6972,3_Constraints
4581,45811,458111,4581111,1,6,2,1,1,4,7,0,6,3,7,2,3,6,1,0,1,3,1,3,5,4,0,35,40000,3,2,7,1,1,1,f1c2fe7a,1292,2462,3_Constraints,2668,3_Constraints
4594,45941,459411,4594111,2,6,1,1,1,1,99,0,11,2,7,1,3,6,2,0,4,1,4,3,9,9,16000,35,692840,1,0,9,1,1,1,0f78c733,1297,9485,3_Constraints,7785,3_Constraints
4610,46101,461011,4610111,1,2,2,1,1,2,6,15000,5,1,3,5,2,6,6,0,1,2,1,3,6,1,1,24,9999999,1,5,9,1,1,1,8c2d80c0,1301,13964,3_Constraints,6852,2_Core
4662,46621,466211,4662111,2,5,1,2,1,13,99,0,3,1,3,6,3,6,1,0,4,1,4,3,9,9,0,24,9999999,1,0,9,1,1,1,ae53b82d,1315,10772,3_Constraints,10879,2_Core
4838,48381,483811,4838111,1,4,2,1,1,9,3,400000,12,3,8,1,3,6,6,0,4,1,1,3,1,4,140000,48,480000,1,6,1,1,1,1,ff7d365b,1362,10995,3_Constraints,9420,3_Constraints
4950,49501,495011,4950111,2,4,2,2,1,13,99,0,3,2,6,1,2,6,1,0,4,1,4,3,9,9,0,24,9999999,1,0,9,1,1,1,264b00bf,1391,2544,3_Constraints,10924,3_Constraints
5187,51871,518711,5187111,2,7,1,3,1,3,99,4000,7,2,6,6,2,6,5,1,4,1,4,3,9,9,2000,24,200000,1,0,9,1,1,1,1d35f4f1,1448,1008,3_Constraints,1074,3_Constraints
5200,52001,520011,5200111,2,6,2,1,1,13,99,0,9,3,6,1,3,6,6,0,3,1,4,3,9,9,12000,46,290000,1,0,9,1,1,1,51a03505,1450,2462,3_Constraints,2668,3_Constraints
5630,56301,563011,5630111,2,7,1,1,1,10,99,0,6,2,5,2,3,6,8,1,2,1,4,3,9,9,0,59,300000,1,0,9,1,1,1,da0ca0a6,1549,10342,3_Constraints,7996,3_Constraints
5676,56761,567611,5676111,2,7,2,1,2,11,99,0,5,4,8,1,3,6,6,0,2,1,4,3,9,9,0,59,600000,1,0,9,1,1,1,531c3562,1560,2578,2_Core,6972,3_Constraints
5755,57551,575511,5755111,1,6,1,1,1,1,2,1000,9,4,8,4,3,6,4,0,3,1,1,3,1,4,10000,59,1978811,1,1,2,1,1,1,d84a11b2,1576,13426,2_Core,797,3_Constraints
5801,58011,580111,5801111,1,5,1,2,1,13,99,0,4,1,4,6,2,6,3,0,4,1,4,3,9,9,1,24,9999999,1,0,9,1,1,1,3f543a36,1591,9303,3_Constraints,3911,3_Constraints
5973,59731,597311,5973111,1,5,1,1,1,13,6,7000,3,1,2,6,2,6,7,0,4,1,1,3,5,1,0,35,9999999,2,3,9,1,1,1,fef23ab8,1637,10861,2_Core,12317,3_Constraints
5994,59941,599411,5994111,1,2,1,1,1,4,7,6000,3,4,5,6,2,6,1,0,3,1,1,3,1,4,0,35,9999999,1,2,2,1,1,1,9097b764,1642,809,3_Constraints,6728,3_Constraints
6059,60591,605911,6059111,2,7,1,1,1,13,99,1000,5,4,11,1,3,6,2,0,3,1,4,3,9,9,0,46,20000,2,0,9,1,1,1,0dc6727d,1661,11969,3_Constraints,7996,3_Constraints
6090,60901,609011,6090111,2,7,1,1,1,13,99,0,7,2,4,6,3,6,4,1,4,1,4,3,9,9,2000,35,50000,1,0,9,1,1,1,98490f3a,1670,11969,2_Core,1074,3_Constraints
6108,61081,610811,6108111,1,3,1,3,1,13,7,47000,8,2,4,6,2,6,10,1,4,1,1,3,1,4,8000,48,250000,1,5,2,1,1,1,d7b90695,1672,3145,2_Core,7279,4_FailSafe
6226,62261,622611,6226111,2,3,2,3,1,13,7,60000,10,3,8,1,2,6,10,0,4,1,1,3,1,6,13000,24,180000,1,7,2,1,1,1,c7220bb7,1699,11675,2_Core,5872,3_Constraints
6257,62571,625711,6257111,2,4,1,1,1,13,2,18000,6,1,3,5,2,6,1,0,4,1,1,3,1,4,1,46,9999999,1,4,6,1,1,1,04fc6aa2,1709,11451,2_Core,10127,3_Constraints
6275,62751,627511,6275111,2,3,2,1,1,13,7,38000,7,3,8,1,3,6,1,0,4,1,1,3,1,5,5000,10,120000,3,7,2,1,1,1,a248df74,1715,11675,3_Constraints,5872,3_Constraints
6301,63011,630111,6301111,1,4,1,2,1,4,99,0,3,1,3,6,3,6,5,0,4,1,4,3,9,9,0,24,9999999,1,0,9,1,1,1,88eb0c76,1721,5357,3_Constraints,10127,3_Constraints
6302,63021,630211,6302111,2,5,2,2,1,13,99,0,3,4,6,1,2,6,3,0,4,1,4,3,9,9,0,24,9999999,1,0,9,1,1,1,32831b06,1722,2661,3_Constraints,6082,3_Constraints
6360,63601,636011,6360111,2,4,1,1,1,5,1,80000,12,4,8,1,2,6,5,0,4,1,1,3,1,4,12000,10,210000,1,5,2,1,1,1,3b404625,1742,5357,3_Constraints,10127,3_Constraints
6488,64881,648811,6488111,2,6,1,1,1,13,7,2000,5,1,4,6,3,6,10,1,2,1,1,3,1,4,0,48,210000,1,2,2,1,1,1,0453769e,1780,3881,3_Constraints,7279,3_Constraints
6815,68151,681511,6815111,1,6,2,3,1,8,1,596502,12,1,3,5,3,6,8,1,1,3,1,3,1,4,271118,59,450000,1,9,7,1,1,1,7d692790,1873,4668,3_Constraints,2668,3_Constraints
6855,68551,685511,6855111,1,6,1,3,1,2,99,-7000,8,4,9,6,2,6,1,0,1,2,4,3,9,9,1000,35,650000,2,0,9,1,1,1,51d61050,1887,3881,3_Constraints,797,3_Constraints
7001,70011,700111,7001111,2,3,1,1,1,3,99,1000,4,1,3,6,2,6,6,0,4,1,4,3,9,9,0,10,9999999,1,0,9,1,1,1,c0f87f2e,1932,3145,3_Constraints,10924,4_FailSafe
7170,71701,717011,7170111,2,5,2,1,1,8,99,0,12,4,7,1,3,6,6,0,1,2,4,3,9,9,30000,46,450000,1,0,9,1,1,1,59844699,1966,11920,3_Constraints,7091,3_Constraints
7194,71941,719411,7194111,2,7,1,1,1,13,99,1,10,3,9,3,3,6,9,0,4,1,4,3,9,9,20000,35,380000,1,0,9,1,1,1,7a377aaa,1977,11969,2_Core,10484,3_Constraints
7287,72871,728711,7287111,2,6,2,2,1,13,99,0,6,5,9,1,3,6,2,0,4,1,4,3,9,9,1000,24,70000,1,0,9,1,1,1,5a1b28cb,2005,1295,3_Constraints,2668,3_Constraints
7521,75211,752111,7521111,1,4,1,1,1,5,2,0,2,1,5,5,3,6,5,0,4,1,2,3,1,4,0,48,9999999,1,0,2,1,1,1,0fb21b38,2065,11451,3_Constraints,10127,3_Constraints
7547,75471,754711,7547111,2,7,1,2,1,1,99,0,7,1,3,5,3,6,10,1,4,1,4,3,9,9,5000,24,9999999,1,0,9,1,1,1,17dcf2bc,2072,5931,3_Constraints,10484,3_Constraints
7873,78731,787311,7873111,2,2,2,1,1,5,2,44000,8,3,7,1,2,6,3,0,4,1,1,3,1,4,7000,10,200000,1,5,7,1,1,1,1ae946e3,2156,13803,3_Constraints,12416,3_Constraints
7895,78951,789511,7895111,2,3,2,1,1,13,7,6000,3,1,5,4,2,6,1,0,1,2,1,3,1,4,0,35,9999999,1,5,2,1,1,1,44719fd6,2164,13195,2_Core,727,2_Core
7915,79151,791511,7915111,1,3,2,1,1,8,3,52000,10,2,4,2,3,6,9,1,1,2,1,3,1,4,13000,48,320000,1,6,2,1,1,1,85d98af5,2167,11675,3_Constraints,727,3_Constraints
8004,80041,800411,8004111,1,3,2,1,1,13,2,58000,9,3,4,6,2,6,3,0,4,1,1,3,1,4,10000,48,9999999,1,6,2,1,1,1,8793ba94,2189,13195,3_Constraints,11095,3_Constraints
8030,80301,803011,8030111,2,6,1,1,1,10,4,4000,6,4,8,1,1,6,7,0,4,1,3,3,1,4,1000,59,550000,1,0,2,1,1,1,fe41583e,2198,10267,3_Constraints,797,3_Constraints
8111,81111,811111,8111111,2,1,2,1,2,13,7,16000,5,1,3,5,2,6,4,0,4,1,1,3,1,4,0,35,9999999,1,2,5,1,1,1,3d52bece,2218,1295,4_FailSafe,3634,4_FailSafe
8126,81261,812611,8126111,2,3,1,1,1,5,1,87000,11,3,7,1,3,6,9,0,4,1,1,3,1,4,17000,46,300000,1,5,2,1,1,1,7c84a299,2224,3145,3_Constraints,5210,4_FailSafe
8162,81621,816211,8162111,1,5,1,2,1,1,5,32000,7,1,3,6,3,6,2,0,1,2,3,3,1,4,5000,24,9999999,1,0,6,1,1,1,025b38e9,2231,1419,3_Constraints,15239,3_Constraints
8174,81741,817411,8174111,2,7,1,3,1,4,99,0,8,4,7,1,3,6,5,0,4,1,4,3,9,9,9000,10,150000,1,0,9,1,1,1,2c4dec34,2237,12671,3_Constraints,1074,3_Constraints
8263,82631,826311,8263111,1,5,1,2,1,5,99,0,9,3,6,2,2,6,4,0,4,1,4,3,9,9,12000,24,140000,2,0,9,1,1,1,65585c45,2256,10861,3_Constraints,10879,3_Constraints
8268,82681,826811,8268111,1,6,1,2,1,13,99,0,5,3,6,1,3,6,7,0,4,1,5,3,9,9,0,24,300000,2,0,9,1,1,1,02b1cba5,2259,9485,2_Core,7785,3_Constraints
8371,83711,837111,8371111,1,7,1,3,1,13,7,3000,7,2,4,5,3,6,6,1,2,1,1,3,1,4,1,24,200000,1,1,2,1,1,1,c0aee577,2293,12671,3_Constraints,7996,3_Constraints
8525,85251,852511,8525111,2,4,2,1,1,13,8,36000,9,1,3,6,3,6,6,1,4,1,1,3,1,2,10000,59,9999999,1,10,5,1,1,1,b107a6d5,2339,12359,2_Core,10924,3_Constraints
8597,85971,859711,8597111,2,7,2,1,1,13,99,1,7,2,5,1,3,6,1,0,3,1,4,3,9,9,3000,35,100000,1,0,9,1,1,1,af2de698,2359,12923,3_Constraints,7223,3_Constraints
8714,87141,871411,8714111,1,3,2,3,1,13,7,5000,3,1,2,6,1,6,6,0,1,3,3,3,1,6,0,24,9999999,1,0,7,1,1,1,cc1574cb,2388,13195,3_Constraints,727,3_Constraints
8761,87611,876111,8761111,2,5,2,3,1,10,5,37000,8,1,3,6,2,6,5,0,4,1,1,3,1,4,6000,24,9999999,1,4,2,1,1,1,222ba58c,2400,10544,2_Core,2340,3_Constraints
8783,87831,878311,8783111,1,5,2,2,1,13,99,0,3,1,2,6,3,6,3,0,1,3,3,3,9,9,0,24,9999999,1,0,9,1,1,1,925cf43f,2409,3661,3_Constraints,8940,3_Constraints
8812,88121,881211,8812111,2,6,2,2,1,4,99,0,6,2,7,1,3,6,9,0,4,1,4,3,9,9,2000,24,459390,1,0,9,1,1,1,9acffbef,2419,1295,3_Constraints,2668,3_Constraints
8921,89211,892111,8921111,2,7,1,1,1,13,99,0,9,2,5,1,3,6,3,0,1,2,5,3,9,9,8000,35,9999999,1,0,9,1,1,1,1532c571,2449,13361,3_Constraints,1074,3_Constraints
8937,89371,893711,8937111,2,6,1,1,1,1,99,0,5,2,7,1,3,6,7,0,4,1,4,3,9,9,0,35,300000,1,0,9,1,1,1,37468862,2453,136,3_Constraints,7785,3_Constraints
8952,89521,895211,8952111,1,7,1,2,1,13,99,0,5,2,5,6,3,6,6,0,4,1,4,3,9,9,1,24,9999999,1,0,9,1,1,1,fbb4a769,2456,6284,3_Constraints,7996,3_Constraints
8957,89571,895711,8957111,2,3,1,2,1,5,2,40000,8,2,4,6,2,6,6,0,4,1,1,3,1,5,7000,24,170000,1,4,2,1,1,1,b732b1fd,2457,3145,3_Constraints,9420,4_FailSafe
8986,89861,898611,8986111,2,5,1,1,1,10,5,43000,9,3,8,1,2,6,1,0,1,2,1,3,1,6,9000,35,400000,2,5,2,1,1,1,8ae5f5e1,2467,3567,2_Core,10879,3_Constraints
9010,90101,901011,9010111,1,5,1,1,1,13,99,0,3,2,5,5,1,6,9,1,1,2,4,3,9,9,0,35,500000,1,0,9,1,1,1,401e4a3c,2477,1774,3_Constraints,10879,3_Constraints
9126,91261,912611,9126111,1,4,2,1,1,5,99,3000,5,2,5,6,2,6,6,0,1,2,3,3,9,9,0,35,9999999,1,0,9,1,1,1,61a7cb7e,2505,12287,3_Constraints,9420,3_Constraints
9146,91461,914611,9146111,2,7,2,2,1,8,99,0,5,1,3,6,3,6,9,1,4,1,4,3,9,9,1,24,9999999,1,0,9,1,1,1,c39e534f,2515,3915,3_Constraints,11264,3_Constraints
9162,91621,916211,9162111,2,7,1,1,1,13,99,0,6,2,4,6,1,6,7,1,4,1,4,3,9,9,1000,46,9999999,1,0,9,1,1,1,2654fbc6,2521,10342,3_Constraints,1074,3_Constraints
9327,93271,932711,9327111,2,5,2,1,1,13,8,17000,7,2,4,6,3,6,5,0,4,1,1,3,1,2,5000,35,9999999,1,2,2,1,1,1,c15ce936,2570,14406,2_Core,7916,3_Constraints
9356,93561,935611,9356111,2,3,1,1,1,2,5,54000,9,3,6,6,2,6,5,0,4,1,1,3,1,4,8000,35,9999999,1,5,2,1,1,1,94b04684,2578,3145,3_Constraints,10127,4_FailSafe
9358,93581,935811,9358111,2,3,2,1,1,7,2,58000,9,2,5,6,2,6,6,1,3,1,1,3,1,4,10000,35,130000,1,4,2,1,1,1,4284956c,2579,13195,2_Core,727,2_Core
9579,95791,957911,9579111,1,5,2,1,1,5,99,0,4,2,4,1,3,6,5,0,3,1,4,3,9,9,1,35,250000,1,0,9,1,1,1,d3bc1e35,2634,11920,3_Constraints,6082,3_Constraints
9584,95841,958411,9584111,1,7,1,1,1,13,99,0,5,2,4,6,3,6,3,0,4,1,5,3,9,9,1,24,9999999,1,0,9,1,1,1,f8d6f208,2636,12671,2_Core,10484,3_Constraints
9593,95931,959311,9593111,2,6,2,2,1,13,99,0,6,2,4,7,3,6,1,1,4,1,4,3,9,9,0,24,160000,1,0,9,1,1,1,74a55c1c,2639,2462,3_Constraints,2668,3_Constraints
9614,96141,961411,9614111,2,1,2,2,2,8,8,48000,8,1,3,6,3,6,5,0,4,1,1,3,1,2,11000,24,9999999,1,6,2,1,1,1,a53e94f2,2645,2145,4_FailSafe,8940,4_FailSafe
