HH_ID,EF_ID,CF_ID,PP_ID,CMA,AGEGRP,SEX,KOL,ATTSCH,CIP2011,NOCS,EMPIN,TOTINC,BEDRM,ROOM,DTYPE,MARSTH,CFSTAT,BUILT,CONDO,GENSTAT,CITIZEN,LFTAG,CF_RP,COW,POWST,INCTAX,PR,VALUE,REPAIR,HRSWRK,MODE,HHSIZE,EFSIZE,CFSIZE,PID,SIM_HH_ID,MATCH_ID_WD,MATCH_TIER_WD,MATCH_ID_WE,MATCH_TIER_WE
6815,68151,681511,6815111,1,6,2,3,1,8,1,596502,12,1,3,5,3,6,8,1,1,3,1,3,1,4,271118,59,450000,1,9,7,1,1,1,3c37e1c5,1873,4582,3_Constraints,14708,4_FailSafe
7170,71701,717011,7170111,2,5,2,1,1,8,99,0,12,4,7,1,3,6,6,0,1,2,4,3,9,9,30000,46,450000,1,0,9,1,1,1,7ae5965d,1966,14557,3_Constraints,10493,3_Constraints
7287,72871,728711,7287111,2,6,2,2,1,13,99,0,6,5,9,1,3,6,2,0,4,1,4,3,9,9,1000,24,70000,1,0,9,1,1,1,67f62c0e,2005,8629,3_Constraints,10706,4_FailSafe
8004,80041,800411,8004111,1,3,2,1,1,13,2,58000,9,3,4,6,2,6,3,0,4,1,1,3,1,4,10000,48,9999999,1,6,2,1,1,1,843b1e2d,2189,4245,4_FailSafe,727,3_Constraints
8126,81261,812611,8126111,2,3,1,1,1,5,1,87000,11,3,7,1,3,6,9,0,4,1,1,3,1,4,17000,46,300000,1,5,2,1,1,1,6342cf7a,2224,5555,4_FailSafe,10706,4_FailSafe
8162,81621,816211,8162111,1,5,1,2,1,1,5,32000,7,1,3,6,3,6,2,0,1,2,3,3,1,4,5000,24,9999999,1,0,6,1,1,1,7aca1a84,2231,1235,3_Constraints,12746,3_Constraints
8174,81741,817411,8174111,2,7,1,3,1,4,99,0,8,4,7,1,3,6,5,0,4,1,4,3,9,9,9000,10,150000,1,0,9,1,1,1,4057f8d8,2237,5931,3_Constraints,11384,4_FailSafe
8268,82681,826811,8268111,1,6,1,2,1,13,99,0,5,3,6,1,3,6,7,0,4,1,5,3,9,9,0,24,300000,2,0,9,1,1,1,3d19e7a0,2259,8454,2_Core,10493,4_FailSafe
8714,87141,871411,8714111,1,3,2,3,1,13,7,5000,3,1,2,6,1,6,6,0,1,3,3,3,1,6,0,24,9999999,1,0,7,1,1,1,4bb2a443,2388,13190,4_FailSafe,727,3_Constraints
8761,87611,876111,8761111,2,5,2,3,1,10,5,37000,8,1,3,6,2,6,5,0,4,1,1,3,1,4,6000,24,9999999,1,4,2,1,1,1,411d2792,2400,14557,3_Constraints,10493,3_Constraints
8783,87831,878311,8783111,1,5,2,2,1,13,99,0,3,1,2,6,3,6,3,0,1,3,3,3,9,9,0,24,9999999,1,0,9,1,1,1,fee95442,2409,14557,3_Constraints,10493,3_Constraints
8921,89211,892111,8921111,2,7,1,1,1,13,99,0,9,2,5,1,3,6,3,0,1,2,5,3,9,9,8000,35,9999999,1,0,9,1,1,1,7850f801,2449,5931,3_Constraints,11649,4_FailSafe
9579,95791,957911,9579111,1,5,2,1,1,5,99,0,4,2,4,1,3,6,5,0,3,1,4,3,9,9,1,35,250000,1,0,9,1,1,1,a608d5f5,2634,4949,3_Constraints,10493,3_Constraints
9614,96141,961411,9614111,2,1,2,2,2,8,8,48000,8,1,3,6,3,6,5,0,4,1,1,3,1,2,11000,24,9999999,1,6,2,1,1,1,5ad0b517,2645,917,4_FailSafe,12746,4_FailSafe
9944,99441,994411,9944111,1,4,2,1,1,8,8,6000,3,1,3,6,2,6,3,0,4,1,1,3,1,2,0,48,9999999,1,5,6,1,1,1,150c5c33,2737,917,3_Constraints,10706,3_Constraints
10286,102861,1028611,10286111,1,7,1,1,1,10,99,0,7,5,7,1,3,6,3,0,4,1,4,3,9,9,3000,48,420000,2,0,9,1,1,1,58b779a6,2816,5931,3_Constraints,727,4_FailSafe
10295,102951,1029511,10295111,2,7,2,2,1,13,99,0,5,1,3,6,3,6,2,1,4,1,4,3,9,9,1,24,9999999,1,0,9,1,1,1,88e7ee53,2820,13886,3_Constraints,11384,3_Constraints
10474,104741,1047411,10474111,2,7,1,1,1,9,99,0,6,2,4,6,3,6,6,0,3,1,4,3,9,9,1,10,9999999,1,0,9,1,1,1,146f920e,2857,5931,3_Constraints,12746,4_FailSafe
10875,108751,1087511,10875111,2,6,1,3,1,13,5,1,8,2,4,5,3,6,6,1,4,1,4,3,1,4,7000,24,300000,3,0,2,1,1,1,73411353,2947,4783,3_Constraints,10706,4_FailSafe
10897,108971,1089711,10897111,2,5,1,1,1,13,99,0,5,3,4,2,3,6,5,0,1,2,4,3,9,9,0,48,200000,1,0,9,1,1,1,9c8fac67,2952,1235,3_Constraints,12746,3_Constraints
11758,117581,1175811,11758111,1,2,1,3,2,13,3,42000,8,1,3,6,2,6,1,0,3,1,1,3,1,4,7000,24,9999999,2,4,7,1,1,1,620b77bf,3186,5555,2_Core,11384,4_FailSafe
11853,118531,1185311,11853111,1,5,2,1,1,5,5,68000,11,2,4,6,2,6,7,1,4,1,1,3,1,4,18000,59,9999999,1,5,2,1,1,1,6445d898,3201,14557,3_Constraints,10493,3_Constraints
11939,119391,1193911,11939111,2,6,2,1,1,13,99,0,5,3,11,1,3,6,8,0,4,1,4,3,9,9,0,35,1,1,0,9,1,1,1,6f05f50f,3214,4582,3_Constraints,10493,4_FailSafe
12084,120841,1208411,12084111,2,5,2,2,1,13,99,0,5,1,3,6,3,6,1,0,4,1,4,3,9,9,1,24,9999999,2,0,9,1,1,1,cf395d49,3251,14557,3_Constraints,10493,3_Constraints
12347,123471,1234711,12347111,2,5,2,1,1,8,8,0,2,0,1,5,2,6,3,0,1,2,1,3,1,4,0,35,9999999,1,5,2,1,1,1,5ecd7d60,3320,4949,3_Constraints,10493,3_Constraints
12471,124711,1247111,12471111,1,5,1,3,1,5,1,110000,12,3,7,3,3,6,5,1,1,2,1,3,1,5,21000,59,370000,1,4,2,1,1,1,3d16e589,3338,1235,3_Constraints,12746,3_Constraints
12856,128561,1285611,12856111,2,5,1,2,2,1,99,0,8,2,4,6,3,6,6,1,4,1,4,3,9,9,9000,24,130000,3,0,9,1,1,1,101bfc00,3427,1235,3_Constraints,12746,3_Constraints
13509,135091,1350911,13509111,2,7,1,1,1,13,99,0,6,3,7,1,3,6,5,0,1,2,4,3,9,9,2000,35,140000,1,0,9,1,1,1,5b969788,3623,5931,3_Constraints,14708,4_FailSafe
14037,140371,1403711,14037111,2,1,2,3,1,13,7,6000,3,1,3,6,2,6,2,0,1,2,1,3,1,4,0,24,9999999,3,4,7,1,1,1,555ee16b,3757,5931,4_FailSafe,11384,4_FailSafe
14203,142031,1420311,14203111,2,5,2,3,1,5,1,2000,8,2,4,3,3,6,6,1,4,1,1,3,3,1,5000,24,120000,1,2,9,1,1,1,1e99e077,3801,4949,3_Constraints,10493,3_Constraints
14773,147731,1477311,14773111,1,4,2,1,1,8,10,160000,12,4,8,1,3,6,6,0,4,1,1,3,1,6,32000,48,370000,1,6,6,1,1,1,c5418db6,3946,917,3_Constraints,10706,3_Constraints
14869,148691,1486911,14869111,2,2,2,3,2,7,3,63000,10,3,6,3,2,6,6,0,4,1,1,3,1,7,15000,24,9999999,1,8,2,1,1,1,67ea15a8,3975,1235,4_FailSafe,10493,4_FailSafe
15112,151121,1511211,15112111,1,7,1,1,1,13,99,0,6,2,5,3,3,6,6,1,4,1,5,3,9,9,0,59,300000,1,0,9,1,1,1,08660a41,4048,5931,3_Constraints,727,4_FailSafe
15615,156151,1561511,15615111,2,2,1,2,1,7,1,15000,5,2,4,4,2,6,9,0,4,1,3,3,1,6,1,24,9999999,1,0,2,1,1,1,17a0e826,4187,5555,3_Constraints,10706,4_FailSafe
15664,156641,1566411,15664111,1,3,1,2,1,11,7,11000,4,2,4,6,2,6,2,0,4,1,1,3,1,6,0,24,9999999,2,2,2,1,1,1,c4e63f97,4199,4582,4_FailSafe,10493,4_FailSafe
15723,157231,1572311,15723111,2,4,2,1,1,13,5,1000,2,2,6,1,2,6,6,0,1,1,4,3,1,4,0,59,630000,3,0,2,1,1,1,cbc7ad00,4212,5533,3_Constraints,10706,3_Constraints
16529,165291,1652911,16529111,2,5,1,2,1,13,2,23000,6,2,4,6,3,6,6,1,4,1,1,3,1,6,4000,24,110000,1,4,2,1,1,1,31655232,4430,1235,3_Constraints,12746,3_Constraints
16581,165811,1658111,16581111,1,2,2,1,1,13,8,36000,7,1,3,4,2,6,9,0,1,2,1,3,1,2,1000,59,9999999,1,5,6,1,1,1,60b8c020,4442,5533,4_FailSafe,14708,4_FailSafe
17275,172751,1727511,17275111,2,6,2,3,1,3,5,12000,6,2,5,6,2,6,10,1,4,1,1,3,1,4,2000,24,170000,1,5,2,1,1,1,29f29890,4621,11913,3_Constraints,11649,4_FailSafe
17665,176651,1766511,17665111,1,5,2,1,1,13,99,0,6,2,4,6,2,6,3,0,4,1,4,3,9,9,1000,24,9999999,3,0,9,1,1,1,6dc00137,4720,13190,3_Constraints,10493,3_Constraints
18149,181491,1814911,18149111,1,6,1,2,1,1,99,0,7,1,3,6,3,6,3,0,4,1,4,3,9,9,5000,24,400000,1,0,9,1,1,1,ec13848a,4857,8454,3_Constraints,14708,4_FailSafe
18509,185091,1850911,18509111,2,4,2,1,1,8,7,0,3,2,4,6,2,6,10,1,2,1,1,3,1,1,0,35,9999999,1,4,9,1,1,1,be43cf1b,4943,2544,3_Constraints,10706,3_Constraints
18586,185861,1858611,18586111,1,6,1,1,1,3,99,0,6,2,4,5,3,6,9,1,1,2,4,3,9,9,1,35,1205546,1,0,9,1,1,1,1609dcf0,4966,8454,3_Constraints,11384,4_FailSafe
18735,187351,1873511,18735111,1,3,2,1,1,10,4,160000,12,4,8,1,1,6,1,0,2,1,1,3,1,4,46000,48,550000,1,5,2,1,1,1,47ea4ce8,5004,2544,4_FailSafe,727,3_Constraints
18755,187551,1875511,18755111,1,2,2,3,1,2,7,28000,6,2,4,6,3,6,6,1,4,1,1,3,1,4,4000,24,9999999,2,7,7,1,1,1,9d0b9aa6,5012,8454,4_FailSafe,14708,4_FailSafe
18918,189181,1891811,18918111,2,6,2,1,1,13,99,0,7,2,5,5,3,6,6,1,1,2,4,3,9,9,2000,35,120000,1,0,9,1,1,1,131da152,5053,8629,3_Constraints,11649,4_FailSafe
20580,205801,2058011,20580111,2,5,1,1,1,4,6,9000,4,4,8,1,1,6,7,0,3,1,1,3,1,4,0,59,560000,1,4,2,1,1,1,e5204ddc,5481,1235,3_Constraints,12746,3_Constraints
20942,209421,2094211,20942111,2,7,2,2,1,13,99,0,10,4,6,1,1,6,2,0,4,1,4,3,9,9,2000,24,200000,1,0,9,1,1,1,d11013c2,5583,13886,3_Constraints,11384,3_Constraints
21118,211181,2111811,21118111,1,6,1,3,1,1,99,0,9,1,3,6,3,6,5,1,1,2,4,3,9,9,6000,48,170000,3,0,9,1,1,1,9389fc63,5620,8454,3_Constraints,11649,4_FailSafe
21787,217871,2178711,21787111,2,4,2,1,1,13,8,81000,11,2,6,1,3,6,2,0,4,1,1,3,1,4,16000,59,9999999,2,5,7,1,1,1,5e570c87,5797,13842,2_Core,10706,3_Constraints
22062,220621,2206211,22062111,2,7,1,3,1,13,99,0,5,1,6,1,3,6,3,0,4,1,5,3,9,9,0,46,80000,2,0,9,1,1,1,71f719ac,5866,5931,3_Constraints,10706,4_FailSafe
22069,220691,2206911,22069111,2,4,1,2,2,1,5,70000,10,3,5,6,2,6,5,0,4,1,1,3,1,4,16000,24,9999999,1,4,2,1,1,1,845d7595,5868,15322,3_Constraints,11649,2_Core
22762,227621,2276211,22762111,2,3,2,1,1,3,2,46000,8,2,3,6,2,6,8,1,4,1,1,3,1,6,7000,35,210000,1,7,2,1,1,1,10756c23,6046,2544,4_FailSafe,727,2_Core
22882,228821,2288211,22882111,2,5,1,1,1,13,99,0,7,2,4,2,3,6,1,0,4,1,4,3,9,9,5000,35,9999999,2,0,9,1,1,1,51c1468f,6071,1235,3_Constraints,12746,3_Constraints
23315,233151,2331511,23315111,1,6,1,2,1,1,5,-3000,6,3,7,1,3,6,3,0,4,1,4,3,3,6,2000,24,220000,2,0,2,1,1,1,51f50935,6178,8454,3_Constraints,11649,4_FailSafe
24100,241001,2410011,24100111,2,6,1,1,1,13,99,1000,5,1,4,5,2,6,4,0,3,1,5,3,9,9,0,35,9999999,1,0,9,1,1,1,3d8915f9,6400,8454,3_Constraints,727,4_FailSafe
24108,241081,2410811,24108111,2,4,2,3,1,13,2,0,2,2,5,1,2,6,2,0,4,1,1,3,1,4,0,35,140000,1,6,2,1,1,1,7487e294,6402,12287,3_Constraints,10706,3_Constraints
24213,242131,2421311,24213111,2,5,2,2,1,13,10,32000,7,3,5,6,2,6,6,0,4,1,3,3,1,6,5000,24,9999999,1,0,2,1,1,1,8394cd40,6435,4949,3_Constraints,10493,3_Constraints
24418,244181,2441811,24418111,1,4,1,1,1,13,2,55000,10,2,4,6,3,6,9,1,4,1,1,3,1,4,10000,48,400000,1,5,7,1,1,1,b132ccd0,6500,15322,3_Constraints,11649,3_Constraints
24494,244941,2449411,24494111,2,6,2,2,1,13,99,0,7,1,3,1,3,6,10,0,4,1,4,3,9,9,1,24,100000,1,0,9,1,1,1,8169d819,6517,2482,3_Constraints,10493,4_FailSafe
24686,246861,2468611,24686111,2,5,1,1,1,3,5,55000,9,2,4,3,3,6,9,0,4,1,1,3,1,4,9000,35,330000,1,5,2,1,1,1,1be28daa,6576,1235,3_Constraints,12746,3_Constraints
24866,248661,2486611,24866111,2,4,2,2,1,13,99,0,2,1,2,5,3,6,7,0,4,1,4,3,9,9,0,24,9999999,1,0,9,1,1,1,9c19d56f,6624,12287,3_Constraints,10706,3_Constraints
24997,249971,2499711,24997111,1,2,1,3,2,4,5,1000,2,1,3,6,2,6,1,0,4,1,1,3,1,1,0,24,9999999,3,5,9,1,1,1,eb0f8f5f,6663,5555,2_Core,10706,4_FailSafe
25344,253441,2534411,25344111,2,2,2,3,2,8,3,45000,8,1,4,6,2,6,6,0,4,1,1,3,1,4,7000,24,9999999,2,5,2,1,1,1,03071092,6769,5931,4_FailSafe,10706,4_FailSafe
25931,259311,2593111,25931111,2,6,1,3,1,5,99,0,7,5,6,1,3,6,5,0,4,1,4,3,9,9,5000,24,160000,2,0,9,1,1,1,31fcc695,6922,4783,3_Constraints,11649,4_FailSafe
25970,259701,2597011,25970111,1,7,2,2,1,13,99,0,9,2,4,4,3,6,4,0,1,2,4,3,9,9,11000,24,400000,2,0,9,1,1,1,81f2f6dc,6930,13886,3_Constraints,11384,3_Constraints
26008,260081,2600811,26008111,2,7,1,1,1,13,99,0,5,1,4,6,3,6,5,0,3,1,4,3,9,9,0,59,150000,2,0,9,1,1,1,ad9d8e3f,6941,5931,3_Constraints,10493,4_FailSafe
26050,260501,2605011,26050111,2,5,1,1,1,13,99,0,3,2,7,1,3,6,5,0,4,1,4,3,9,9,0,46,280000,1,0,9,1,1,1,b2ee952e,6955,1235,3_Constraints,12746,3_Constraints
26163,261631,2616311,26163111,2,2,1,1,1,10,4,43000,8,3,9,1,2,6,3,0,1,3,1,3,1,4,7000,46,270000,1,4,2,1,1,1,4b894644,6978,5555,3_Constraints,11649,4_FailSafe
26660,266601,2666011,26660111,2,5,1,1,1,10,99,0,7,3,6,3,2,6,5,1,1,2,4,3,9,9,5000,10,160000,1,0,9,1,1,1,541a0a51,7122,1235,3_Constraints,12746,3_Constraints
26776,267761,2677611,26776111,1,5,2,1,1,11,99,0,2,2,8,6,3,6,7,1,2,1,4,3,9,9,0,59,240000,1,0,9,1,1,1,c97b4374,7149,13190,3_Constraints,10493,3_Constraints
27296,272961,2729611,27296111,2,5,1,2,1,13,99,0,4,1,3,6,3,6,6,0,4,1,4,3,9,9,0,24,9999999,1,0,9,1,1,1,65d89e4d,7271,1235,3_Constraints,12746,3_Constraints
27445,274451,2744511,27445111,2,3,2,3,1,13,99,0,2,3,7,1,2,6,9,0,4,1,4,3,9,9,0,24,150000,1,0,9,1,1,1,b0a053af,7314,5533,4_FailSafe,727,3_Constraints
27507,275071,2750711,27507111,2,4,1,1,1,13,7,11000,5,1,3,6,3,6,2,0,4,1,1,3,1,4,1000,10,9999999,1,5,2,1,1,1,3c44fee8,7333,15322,3_Constraints,11649,3_Constraints
27645,276451,2764511,27645111,2,7,1,1,1,13,99,0,4,4,10,1,3,6,5,0,3,1,5,3,9,9,0,46,180000,2,0,9,1,1,1,cdb7cec9,7365,5931,3_Constraints,14708,4_FailSafe
28146,281461,2814611,28146111,1,6,2,1,1,13,99,0,5,1,2,6,2,6,5,0,4,1,4,3,9,9,0,59,9999999,1,0,9,1,1,1,87119608,7505,2482,3_Constraints,727,4_FailSafe
28187,281871,2818711,28187111,1,2,1,1,2,10,4,0,6,1,3,5,2,6,6,0,1,3,3,3,1,4,2000,35,9999999,1,0,6,1,1,1,f64a4464,7519,5555,3_Constraints,11384,4_FailSafe
28534,285341,2853411,28534111,1,4,2,1,1,7,3,35000,7,2,4,1,2,6,5,0,4,1,1,3,5,1,1000,24,270000,1,8,9,1,1,1,f1f392b1,7629,12287,3_Constraints,10706,3_Constraints
29559,295591,2955911,29559111,1,5,1,3,1,13,99,0,7,2,8,1,3,6,4,0,4,1,4,3,9,9,6000,24,100000,3,0,9,1,1,1,81dabb1a,7899,1235,3_Constraints,12746,3_Constraints
29719,297191,2971911,29719111,2,7,1,1,1,13,99,0,5,1,3,4,3,6,4,0,4,1,4,3,9,9,0,35,9999999,1,0,9,1,1,1,c26dac77,7951,5931,3_Constraints,11384,4_FailSafe
30070,300701,3007011,30070111,1,5,2,2,1,13,99,0,4,3,5,6,3,6,6,0,4,1,4,3,9,9,0,24,9999999,1,0,9,1,1,1,d088b6f2,8049,4949,3_Constraints,10493,3_Constraints
30143,301431,3014311,30143111,1,1,2,1,1,13,8,18000,5,2,5,5,2,6,4,0,4,1,1,3,1,4,1000,48,9999999,1,6,5,1,1,1,ee97302b,8065,5533,4_FailSafe,11649,4_FailSafe
30685,306851,3068511,30685111,2,6,1,3,1,2,5,0,6,1,3,5,3,6,5,0,4,1,1,3,1,1,0,35,9999999,3,3,9,1,1,1,7e5b27a8,8219,13948,3_Constraints,727,4_FailSafe
31553,315531,3155311,31553111,2,7,1,1,1,13,99,0,6,1,3,6,3,6,8,0,2,1,4,3,9,9,0,59,9999999,1,0,9,1,1,1,da899e51,8461,5931,3_Constraints,727,4_FailSafe
32785,327851,3278511,32785111,1,5,1,3,1,1,99,0,8,2,9,1,3,6,1,0,4,1,4,3,9,9,4000,24,250000,2,0,9,1,1,1,0ab72b1a,8794,1235,3_Constraints,12746,3_Constraints
33194,331941,3319411,33194111,2,6,1,3,1,13,99,0,8,1,4,5,3,6,6,0,4,1,4,3,9,9,4000,35,9999999,1,0,9,1,1,1,db709f38,8897,8454,3_Constraints,727,4_FailSafe
33336,333361,3333611,33336111,2,1,2,1,1,13,7,7000,3,1,3,5,2,6,4,0,4,1,1,3,1,4,0,35,9999999,1,5,2,1,1,1,26146489,8943,4949,4_FailSafe,727,4_FailSafe
33388,333881,3338811,33388111,2,3,1,3,1,10,4,2000,3,1,3,6,2,6,1,0,1,2,3,3,5,2,0,24,9999999,1,0,2,1,1,1,9ed1cc42,8959,13190,4_FailSafe,10706,4_FailSafe
33417,334171,3341711,33417111,2,7,1,1,1,8,99,0,5,5,11,1,3,6,3,0,1,2,4,3,9,9,0,35,220000,1,0,9,1,1,1,cf6ba6d6,8971,5931,3_Constraints,11649,4_FailSafe
33686,336861,3368611,33686111,2,4,2,1,1,5,99,0,6,1,3,5,3,6,1,1,2,1,3,3,9,9,3000,35,70000,1,0,9,1,1,1,06c0ae41,9038,13842,3_Constraints,10706,3_Constraints
33838,338381,3383811,33838111,2,2,2,3,1,13,8,42000,8,2,4,6,2,6,6,0,4,1,1,3,1,3,6000,24,9999999,1,8,9,1,1,1,4f56ac06,9077,4582,4_FailSafe,10493,4_FailSafe
34051,340511,3405111,34051111,1,4,2,1,2,5,7,37000,7,1,4,5,2,6,3,0,4,1,1,3,1,4,5000,35,9999999,1,5,6,1,1,1,171f7a6a,9131,13842,3_Constraints,10706,3_Constraints
34175,341751,3417511,34175111,2,7,2,1,1,13,99,0,7,2,6,1,3,6,4,0,1,2,4,3,9,9,1,35,170000,3,0,9,1,1,1,b56a7ab7,9160,13886,3_Constraints,11384,3_Constraints
34971,349711,3497111,34971111,1,3,1,1,1,13,7,58000,9,1,3,1,2,6,6,0,3,1,1,3,1,4,10000,35,9999999,1,5,6,1,1,1,d987b919,9389,8454,4_FailSafe,11384,4_FailSafe
35812,358121,3581211,35812111,2,7,1,1,1,13,99,0,5,4,7,1,1,6,4,0,2,1,4,3,9,9,0,35,120000,1,0,9,1,1,1,a3ab5daf,9614,5931,3_Constraints,10706,4_FailSafe
35985,359851,3598511,35985111,1,4,2,3,1,13,7,43000,8,1,3,6,2,6,5,0,3,1,1,3,1,2,6000,35,9999999,1,5,2,1,1,1,7c2006fb,9662,2544,3_Constraints,10706,3_Constraints
36089,360891,3608911,36089111,2,4,1,1,1,13,4,3000,4,2,4,6,3,6,3,0,4,1,1,3,1,4,0,59,9999999,1,1,2,1,1,1,a9360b71,9688,15322,3_Constraints,11649,3_Constraints
36509,365091,3650911,36509111,2,5,1,1,1,13,99,0,2,1,3,6,3,6,4,0,4,1,4,3,9,9,0,35,9999999,1,0,9,1,1,1,ca6e3aea,9799,1235,3_Constraints,12746,3_Constraints
36711,367111,3671111,36711111,1,3,1,1,1,7,5,61000,10,1,2,6,2,6,4,0,1,3,1,3,1,4,13000,48,9999999,1,5,7,1,1,1,86ee1e3f,9845,13948,4_FailSafe,10493,4_FailSafe
37794,377941,3779411,37794111,2,7,1,1,1,13,99,0,6,2,5,6,3,6,9,0,4,1,4,3,9,9,0,48,9999999,1,0,9,1,1,1,4c9001e3,10136,5931,3_Constraints,727,4_FailSafe
38967,389671,3896711,38967111,2,6,1,1,1,1,99,0,6,4,7,1,3,6,4,0,4,1,2,3,9,9,1,35,450000,1,0,9,1,1,1,c3e5b3d2,10455,8454,3_Constraints,11384,4_FailSafe
39164,391641,3916411,39164111,2,4,1,2,1,5,7,50000,9,5,10,1,3,6,8,0,4,1,1,3,1,4,10000,24,250000,1,4,2,1,1,1,37e1fbc4,10505,15322,3_Constraints,11649,3_Constraints
39568,395681,3956811,39568111,2,3,1,1,1,10,4,52000,9,3,9,3,2,6,5,1,1,2,2,3,1,4,8000,35,140000,1,0,2,1,1,1,0b3a1d15,10617,2544,4_FailSafe,11384,4_FailSafe
40445,404451,4044511,40445111,2,2,2,3,2,8,1,6000,3,3,5,1,2,6,2,0,3,1,1,3,6,6,1,24,9999999,2,10,2,1,1,1,6bccb66e,10849,5533,4_FailSafe,727,4_FailSafe
40506,405061,4050611,40506111,2,5,2,3,1,11,10,12000,5,1,2,4,2,6,5,0,4,1,3,3,1,6,1,24,9999999,1,0,2,1,1,1,0d3d215a,10861,13190,3_Constraints,10493,3_Constraints
40607,406071,4060711,40607111,2,5,2,1,1,13,8,4000,5,1,4,6,3,6,3,0,3,1,2,3,1,5,1000,35,9999999,1,0,2,1,1,1,fb4178a9,10879,4949,3_Constraints,10493,3_Constraints
40799,407991,4079911,40799111,2,1,1,3,1,1,2,33000,7,2,4,6,2,6,2,0,4,1,1,3,1,7,3000,35,9999999,2,5,2,1,1,1,2694d9cd,10942,8454,4_FailSafe,14708,3_Constraints
41212,412121,4121211,41212111,1,6,1,1,1,13,99,1,11,1,4,5,3,6,6,1,4,1,4,3,9,9,22000,35,280000,1,0,9,1,1,1,d3f1d10f,11054,13948,3_Constraints,11649,4_FailSafe
41232,412321,4123211,41232111,2,3,1,1,2,4,5,16000,5,2,6,4,2,6,1,0,3,1,1,3,1,4,0,46,9999999,2,4,6,1,1,1,a5aef5d3,11060,13190,4_FailSafe,12746,4_FailSafe
41475,414751,4147511,41475111,1,2,2,1,2,8,8,88000,11,2,4,6,1,6,4,0,1,2,1,3,1,6,20000,48,9999999,1,8,2,1,1,1,e45ed56a,11126,5533,4_FailSafe,12746,4_FailSafe
42053,420531,4205311,42053111,2,5,2,1,1,13,99,0,3,1,3,5,3,6,5,0,1,2,4,3,9,9,0,48,9999999,2,0,9,1,1,1,d8ccc3f3,11281,13190,3_Constraints,10493,3_Constraints
42107,421071,4210711,42107111,1,1,2,1,2,11,7,1000,2,1,2,6,2,6,7,0,4,1,1,3,1,2,0,48,9999999,2,4,6,1,1,1,f9e12b92,11292,4582,4_FailSafe,14708,4_FailSafe
