HH_ID,EF_ID,CF_ID,PP_ID,CMA,AGEGRP,SEX,KOL,ATTSCH,CIP,NOCS,EMPIN,TOTINC,BEDRM,ROOM,DTYPE,MARSTH,CFSTAT,BUILT,CONDO,GENSTAT,CITIZEN,LFTAG,CF_RP,COW,POWST,INCTAX,PR,VALUE,REPAIR,HRSWRK,MODE,HHSIZE,EFSIZE,CFSIZE,PID,SIM_HH_ID,MATCH_ID_WD,MATCH_TIER_WD,MATCH_ID_WE,MATCH_TIER_WE
120085,1200851,12008511,1200851101,1,4,2,1,1,13,7,39000,7,2,2,1,3,5,3,9,4,1,3,3,1,4,6000,48,0,1,0,2,1,1,1,14071ff5,35992,12823.0,3_Constraints,7516.0,3_Constraints
32232,322321,3223211,322321102,2,6,1,1,1,13,2,3000,5,2,4,1,2,1,1,0,4,1,1,2,1,2,1000,35,30000,1,1,2,2,2,2,b8bc0910,82537,5079.0,3_Constraints,18138.0,3_Constraints
29671,296711,2967111,296711102,2,6,1,1,1,1,99,1,11,2,3,1,2,1,3,0,1,2,4,2,9,9,22000,35,350000,1,0,9,2,2,2,7a2242e7,94693,1233.0,3_Constraints,1965.0,3_Constraints
57128,571281,5712811,571281101,2,6,2,2,1,13,99,0,9,2,2,1,3,5,1,0,4,1,4,3,9,9,13000,24,130000,1,0,9,1,1,1,950b53b0,17242,2854.0,3_Constraints,16221.0,2_Core
107136,1071361,10713611,1071361102,2,6,1,1,1,5,99,0,6,2,2,2,2,1,3,1,4,1,4,2,9,9,2000,46,140000,1,0,9,2,2,2,e689e79c,97193,5079.0,3_Constraints,1965.0,3_Constraints
84608,846081,8460811,846081102,2,5,1,3,1,10,7,31000,7,2,3,3,2,1,4,0,4,1,1,2,1,5,5000,35,200000,1,1,2,2,2,2,b39af7ff,70861,4021.0,3_Constraints,16990.0,2_Core
28055,280551,2805511,280551101,1,7,2,3,1,13,99,1,12,2,3,1,2,1,2,0,2,1,4,1,9,9,49000,24,685092,1,0,9,2,2,2,997f7784,53927,11146.0,3_Constraints,3049.0,3_Constraints
98500,985002,9850022,985002202,1,2,2,1,2,8,10,52000,9,2,2,2,1,6,3,1,2,1,1,3,1,4,10000,48,280000,1,3,2,2,1,1,6d56b0c7,112456,7451.0,3_Constraints,1061.0,3_Constraints
19746,197461,1974611,197461102,1,7,1,3,1,13,99,1000,6,2,3,2,2,1,2,0,4,1,4,2,9,9,1000,24,370000,2,0,9,2,2,2,4ca8d48e,67278,2336.0,3_Constraints,4522.0,3_Constraints
110046,1100461,11004611,1100461101,1,5,1,1,1,13,99,0,2,3,4,1,3,7,2,0,4,1,4,3,9,9,1,46,250000,1,0,9,3,3,1,c8400a3f,114065,12214.0,4_FailSafe,10079.0,3_Constraints
91034,910341,9103411,910341101,2,3,2,3,1,7,3,48000,8,2,4,3,1,5,3,0,4,1,1,3,1,4,11000,24,100000,1,4,6,1,1,1,840bbcbb,27348,8944.0,3_Constraints,11095.0,2_Core
99369,993692,9936922,993692202,1,1,1,1,2,4,7,9000,4,2,2,2,1,6,1,9,4,1,2,3,1,4,0,35,0,1,0,7,2,1,1,4f87b800,113343,5963.0,3_Constraints,5388.0,3_Constraints
57708,577081,5770811,577081102,1,4,1,1,1,2,6,167538,12,2,3,1,2,1,2,0,4,1,1,2,3,4,57697,46,340000,2,7,2,2,2,2,4de2d194,102446,19269.0,3_Constraints,16610.0,3_Constraints
78747,787471,7874711,787471102,2,3,2,1,2,8,8,0,2,2,2,1,1,1,2,9,4,1,1,2,2,2,0,10,0,1,3,2,2,2,2,10597de5,48343,1686.0,3_Constraints,10517.0,3_Constraints
85858,858581,8585811,858581102,2,3,1,1,1,8,10,27000,6,2,3,1,1,4,1,0,4,1,1,2,1,4,4000,35,130000,3,5,2,2,2,2,1cb53810,49636,3430.0,2_Core,11766.0,2_Core
25046,250461,2504611,250461102,1,2,1,1,1,4,2,33000,7,2,4,3,2,1,4,0,2,1,1,2,1,6,3000,35,290000,1,5,6,2,2,2,3cb43fd5,85122,14597.0,3_Constraints,18208.0,3_Constraints
13701,137011,1370111,137011101,2,3,1,1,1,10,4,32000,7,2,3,2,1,2,1,9,4,1,1,1,1,4,4000,10,0,1,4,5,2,2,2,38a8f0da,45355,18151.0,3_Constraints,2588.0,3_Constraints
67392,673921,6739211,673921101,2,6,2,1,1,13,99,2000,5,1,1,2,3,5,2,9,4,1,4,3,9,9,1,35,0,2,0,9,1,1,1,b3159b1c,20357,8916.0,3_Constraints,3191.0,2_Core
40768,407681,4076811,407681102,1,1,1,1,1,13,8,0,5,2,3,1,1,1,3,0,4,1,3,2,1,4,0,46,637035,1,0,2,2,2,2,dcb8df4a,98757,5963.0,3_Constraints,13536.0,3_Constraints
51507,515071,5150711,515071101,1,5,2,3,1,13,2,27000,6,2,3,1,2,1,4,0,4,1,1,1,1,6,2000,24,210000,1,6,2,2,2,2,38c4dd9b,67900,2171.0,3_Constraints,19532.0,2_Core
2183,21831,218311,21831101,2,4,1,1,2,5,2,27000,6,3,4,1,2,1,2,0,4,1,1,1,1,5,1000,35,290000,1,5,2,2,2,2,8948965c,38505,19269.0,3_Constraints,11972.0,3_Constraints
72731,727311,7273111,727311101,1,5,1,1,1,13,2,34000,7,3,4,1,3,2,2,0,3,1,1,1,1,4,5000,46,300000,1,5,2,2,2,2,d49cd200,80375,4587.0,3_Constraints,18346.0,3_Constraints
39495,394951,3949512,394951203,1,2,1,3,1,5,2,27000,6,2,4,1,1,1,1,0,4,1,1,2,1,6,4000,24,130000,1,5,6,3,3,2,6b77e149,94039,9968.0,4_FailSafe,12425.0,3_Constraints
11711,117111,1171111,117111103,2,1,2,3,1,8,3,18000,5,2,4,1,1,3,1,0,4,1,3,2,1,6,2000,24,50000,3,0,2,3,3,3,aea28714,50267,13882.0,3_Constraints,11329.0,3_Constraints
45911,459111,4591111,459111101,2,7,2,1,1,8,99,1000,7,2,2,1,2,1,3,9,1,2,4,1,9,9,1000,35,0,1,0,9,2,2,2,19f22ea3,64602,15779.0,3_Constraints,12758.0,3_Constraints
61883,618831,6188311,618831102,2,4,2,1,1,8,3,468482,12,3,4,1,2,1,1,0,3,1,1,2,1,6,219412,35,590894,1,4,2,2,2,2,fe604df3,96316,1325.0,2_Core,10116.0,2_Core
64350,643501,6435011,643501101,2,5,1,1,1,5,2,2000,9,2,2,2,3,5,2,9,3,1,3,3,2,1,5000,35,0,2,0,9,1,1,1,368ca7b5,19415,14463.0,3_Constraints,18585.0,3_Constraints
24374,243741,2437411,243741103,2,2,1,3,1,5,1,13000,4,3,4,1,1,3,3,0,4,1,1,2,1,4,1000,35,590894,1,5,2,4,4,4,11ff8448,39519,18161.0,3_Constraints,2911.0,2_Core
94082,940823,9408233,940823303,1,1,2,3,2,8,7,5000,3,2,2,2,1,6,3,9,4,1,1,3,1,6,0,24,0,2,2,6,3,1,1,906388b8,113501,13882.0,3_Constraints,15632.0,3_Constraints
636,6361,63611,6361101,1,6,2,3,1,13,99,0,6,1,1,2,3,5,1,9,4,1,4,3,9,9,3000,24,0,1,0,9,1,1,1,25d59873,312,5839.0,3_Constraints,16221.0,2_Core
104976,1049761,10497611,1049761102,2,7,1,3,1,1,99,0,6,2,4,1,2,1,3,0,4,1,5,2,9,9,1000,35,180000,1,0,9,2,2,2,659e6567,52919,2336.0,3_Constraints,8192.0,3_Constraints
60169,601691,6016911,601691102,1,2,1,1,1,5,7,0,1,2,3,1,2,1,1,0,1,3,1,2,1,4,0,46,260000,1,3,6,2,2,2,e055c589,42016,14597.0,3_Constraints,18208.0,3_Constraints
61770,617701,6177011,617701103,1,1,1,1,2,13,99,0,2,3,4,1,1,4,3,0,2,1,3,2,9,9,0,35,420000,1,0,9,3,3,3,780ab00c,38752,12233.0,3_Constraints,14935.0,3_Constraints
78947,789471,7894711,789471102,2,6,1,1,1,13,99,0,3,3,4,1,2,1,3,0,4,1,4,2,9,9,0,48,500000,1,0,9,2,2,2,cc0a5d6c,44244,1233.0,3_Constraints,12721.0,3_Constraints
54889,548891,5488911,548891102,2,4,1,1,1,5,5,51000,9,3,4,1,2,1,2,0,4,1,1,2,1,4,9000,46,180000,1,3,2,4,4,4,35e8db17,97037,19076.0,3_Constraints,4553.0,3_Constraints
7528,75281,752811,75281101,2,2,2,2,1,9,10,39000,8,2,2,2,1,1,1,0,4,1,1,1,1,6,1,24,150000,1,5,5,2,2,2,7fdd3416,41623,868.0,3_Constraints,1061.0,3_Constraints
107164,1071641,10716411,1071641102,2,4,1,2,1,13,7,9000,3,2,3,3,2,1,3,0,4,1,1,2,3,1,0,24,170000,2,8,9,2,2,2,89a70f65,50691,17016.0,3_Constraints,2963.0,2_Core
46235,462351,4623511,462351104,2,1,2,1,2,13,7,0,1,3,4,1,1,3,1,0,4,1,4,2,1,4,0,35,590894,2,0,2,5,5,5,298e8e7e,55064,695.0,4_FailSafe,18743.0,3_Constraints
107025,1070251,10702511,1070251101,2,3,2,1,1,11,7,40000,8,2,3,1,1,1,2,0,4,1,1,1,1,4,7000,46,140000,1,6,2,2,2,2,dc9b3ee6,101019,9160.0,3_Constraints,8978.0,2_Core
75247,752471,7524711,752471101,2,4,1,2,1,13,2,43000,8,2,3,1,3,2,3,0,4,1,1,1,1,6,7000,24,100000,2,4,2,2,2,2,e769346b,81881,17016.0,2_Core,16610.0,2_Core
1038,10381,103811,10381103,1,1,2,2,2,13,99,0,1,3,3,2,1,3,1,9,4,1,5,2,9,9,0,24,0,2,0,9,3,3,3,cd14377e,86290,13882.0,3_Constraints,14963.0,3_Constraints
71780,717801,7178011,717801102,1,5,2,1,1,2,8,79000,10,3,4,1,2,1,2,0,3,1,1,2,1,6,18000,35,320000,1,4,2,3,3,3,45b0fcaf,86060,16042.0,3_Constraints,12316.0,3_Constraints
75817,758171,7581711,758171102,2,3,1,2,1,13,5,10000,5,2,4,1,1,1,3,0,2,1,1,2,1,4,0,24,140000,1,3,2,2,2,2,8256a979,78869,12918.0,3_Constraints,18396.0,2_Core
95256,952561,9525611,952561102,2,5,1,1,1,6,99,0,2,2,4,1,2,1,1,0,2,1,4,2,9,9,0,46,10000,1,0,9,2,2,2,ef6da9e8,61864,13817.0,3_Constraints,18346.0,3_Constraints
76773,767731,7677311,767731102,2,2,1,2,1,13,7,7000,5,2,3,1,1,1,1,9,4,1,1,2,1,4,0,24,0,3,6,7,2,2,2,d6bf21fd,55530,2438.0,3_Constraints,7905.0,2_Core
79826,798261,7982611,798261101,2,2,2,1,1,9,1,57000,9,3,3,1,2,1,3,0,4,1,1,1,1,5,10000,35,210000,1,7,2,2,2,2,6c3a6590,84683,868.0,2_Core,6576.0,2_Core
2708,27081,270811,27081101,1,4,2,1,1,13,3,65000,10,2,2,1,2,1,1,0,3,1,1,1,1,4,16000,35,250000,1,5,6,3,3,3,51ef1ba0,38801,11663.0,3_Constraints,17240.0,3_Constraints
66725,667251,6672511,667251101,2,3,2,1,1,13,2,29000,7,2,3,1,1,4,1,0,2,1,1,2,1,6,4000,35,200000,2,5,2,2,2,2,a669f19e,81010,1686.0,3_Constraints,7873.0,3_Constraints
92242,922421,9224211,922421103,2,3,1,2,1,13,10,0,4,2,2,2,1,3,2,9,4,1,1,2,1,4,0,35,0,1,2,6,3,3,3,91cfe063,100402,13637.0,2_Core,840.0,2_Core
111666,1116662,11166623,1116662303,1,4,2,2,1,13,99,0,3,3,4,2,1,2,1,9,4,1,4,1,9,9,0,24,0,2,0,9,4,3,2,ebe4b277,103813,10449.0,3_Constraints,4537.0,2_Core
94279,942791,9427911,942791101,1,4,1,1,1,13,2,17000,5,2,4,1,3,2,1,0,4,1,1,1,2,2,2000,35,380000,2,7,2,2,2,2,f10d7fb9,93382,19269.0,3_Constraints,1385.0,2_Core
115329,1153291,11532911,1153291102,1,2,1,1,1,4,2,11000,4,3,4,1,2,1,1,9,1,3,1,2,1,1,1,35,0,2,3,9,2,2,2,6f36f05a,39349,3674.0,3_Constraints,12642.0,3_Constraints
35396,353961,3539611,353961101,2,4,2,3,1,13,10,73000,10,2,4,1,2,1,4,0,4,1,1,1,1,5,14000,46,250000,1,5,2,2,2,2,68d25825,58266,16701.0,3_Constraints,10380.0,3_Constraints
17109,171091,1710911,171091102,2,3,1,1,1,13,2,78000,10,3,3,2,3,1,1,9,4,1,1,2,1,4,22000,10,0,1,5,5,2,2,2,0ed5703d,59524,12918.0,3_Constraints,1095.0,2_Core
99329,993291,9932911,993291101,1,7,1,2,1,13,99,0,3,2,2,2,3,5,2,0,1,3,4,3,9,9,0,24,130000,1,0,9,1,1,1,968900e4,29810,14338.0,3_Constraints,7305.0,3_Constraints
115462,1154621,11546211,1154621104,2,1,2,3,2,6,7,8000,3,3,3,3,1,3,2,1,4,1,1,2,1,4,0,24,100000,1,2,1,5,5,5,01018763,46388,14244.0,4_FailSafe,7310.0,3_Constraints
105863,1058631,10586311,1058631101,2,5,2,1,1,5,99,0,3,1,1,2,1,5,1,9,3,1,4,3,9,9,0,48,0,1,0,9,1,1,1,d2473651,31775,14477.0,3_Constraints,12771.0,3_Constraints
81439,814391,8143911,814391102,2,7,1,1,1,13,99,0,4,2,3,1,2,1,1,0,3,1,5,2,9,9,0,35,150000,1,0,9,2,2,2,414f3c47,95203,2336.0,3_Constraints,16752.0,3_Constraints
40015,400151,4001511,400151103,1,1,1,1,2,2,6,13000,4,3,4,1,1,3,3,0,3,1,1,2,1,5,0,48,1363372,3,5,2,3,3,3,598d2601,43370,18655.0,3_Constraints,14764.0,3_Constraints
96380,963801,9638011,963801101,1,3,2,1,1,13,2,43000,8,1,1,2,1,5,2,9,1,2,3,3,1,5,7000,48,0,1,0,2,1,1,1,3b76685b,28938,8944.0,3_Constraints,11095.0,3_Constraints
8377,83771,837711,83771101,2,3,1,1,1,3,7,27000,6,2,2,2,1,6,1,9,4,1,1,3,1,4,4000,10,0,1,5,7,2,1,1,8e70118f,111405,12918.0,3_Constraints,2588.0,3_Constraints
56852,568521,5685211,568521101,2,7,1,1,2,13,99,0,5,2,2,3,3,5,2,9,3,1,4,3,9,9,0,48,0,1,0,9,1,1,1,e36f0707,17146,11845.0,3_Constraints,7305.0,3_Constraints
96306,963061,9630611,963061102,2,5,1,1,1,10,99,0,6,2,4,1,2,1,2,0,4,1,4,2,9,9,2000,35,210000,1,0,9,2,2,2,c48083ee,83712,17775.0,3_Constraints,8409.0,3_Constraints
100599,1005991,10059911,1005991102,2,3,1,1,1,13,1,32000,8,3,3,1,3,1,1,9,4,1,1,2,1,5,8000,10,0,2,6,2,2,2,2,e02bc98f,83031,12918.0,3_Constraints,1095.0,2_Core
69733,697331,6973311,697331101,1,4,2,1,1,10,4,110000,12,3,4,2,3,5,4,9,4,1,1,3,3,5,70000,48,0,1,5,2,1,1,1,bc9948ae,21041,9306.0,2_Core,7516.0,2_Core
81119,811191,8111911,811191103,2,1,2,1,2,13,7,2000,2,3,3,1,1,3,1,0,4,1,3,2,1,4,0,35,130000,2,0,5,3,3,3,dd78f3bd,47240,13882.0,3_Constraints,17743.0,3_Constraints
97076,970761,9707611,970761102,2,1,2,1,2,13,99,0,1,2,3,3,1,4,1,9,3,1,5,2,9,9,0,35,0,1,0,9,2,2,2,29114bc2,45785,10638.0,3_Constraints,17588.0,3_Constraints
89108,891081,8910811,891081101,2,4,2,1,1,7,3,45000,8,2,3,1,2,1,1,0,4,1,1,1,2,4,7000,35,350000,1,5,2,2,2,2,4c838e9e,90270,1325.0,2_Core,10116.0,2_Core
113639,1136391,11363911,1136391102,1,4,1,1,1,13,99,0,1,2,3,1,2,1,3,0,3,1,5,2,9,9,0,46,500000,1,0,9,4,4,4,e7e17f00,85182,15313.0,3_Constraints,4553.0,3_Constraints
25037,250371,2503711,250371101,2,7,1,1,1,13,99,0,5,2,4,1,3,5,1,0,1,2,4,3,9,9,0,46,130000,1,0,9,1,1,1,44188f5b,7556,11845.0,3_Constraints,7305.0,3_Constraints
110966,1109661,11096611,1109661102,2,3,1,3,1,10,4,4000,5,2,3,1,1,1,3,0,4,1,2,2,1,4,1,24,210000,1,0,2,2,2,2,6df6ba93,47775,5106.0,3_Constraints,1539.0,3_Constraints
119026,1190261,11902611,1190261101,1,2,2,3,1,5,5,82000,11,2,2,2,2,1,3,1,4,1,1,1,1,6,21000,35,360000,1,5,2,2,2,2,f10e7160,108174,868.0,2_Core,6576.0,2_Core
60187,601871,6018711,601871101,1,4,2,1,1,13,2,9000,3,2,3,1,2,1,4,0,4,1,1,1,1,1,0,46,350000,1,5,9,2,2,2,18b2947a,72944,4269.0,3_Constraints,890.0,3_Constraints
9048,90481,904811,90481101,2,5,2,2,1,13,99,9000,6,2,2,2,3,1,1,9,4,1,4,1,9,9,2000,24,0,2,0,9,2,2,2,0a693a93,42542,7388.0,3_Constraints,19532.0,3_Constraints
48042,480421,4804211,480421102,2,2,1,1,1,13,2,27000,6,1,3,1,2,1,2,0,4,1,1,2,1,4,3000,35,200000,2,4,2,2,2,2,02e67434,100588,8027.0,3_Constraints,12642.0,3_Constraints
50000,500001,5000011,500001103,1,1,1,2,2,13,99,2000,2,3,4,2,1,3,2,0,4,1,5,2,9,9,0,24,350000,1,0,9,4,4,4,cca0d047,96428,14565.0,3_Constraints,6442.0,3_Constraints
102188,1021881,10218811,1021881101,1,3,2,1,1,2,7,20000,6,3,3,2,2,1,1,0,1,2,1,1,1,4,1000,48,400000,2,6,2,2,2,2,2257cf22,98081,9160.0,3_Constraints,7873.0,3_Constraints
10074,100741,1007411,100741101,1,5,1,1,1,10,99,0,7,1,1,2,1,5,1,9,1,2,5,3,9,9,4000,35,0,3,0,9,1,1,1,35e7b18c,3135,14463.0,3_Constraints,13972.0,3_Constraints
79357,793571,7935711,793571101,1,5,2,2,1,1,5,6000,9,2,2,2,2,1,1,9,4,1,3,1,1,4,14000,24,0,1,0,6,2,2,2,75d352b8,84396,18822.0,3_Constraints,16401.0,3_Constraints
13342,133421,1334211,133421102,2,4,1,1,1,5,7,16000,5,2,3,1,2,1,1,0,4,1,1,2,1,5,1,10,100000,1,4,2,2,2,2,5a509c95,55028,19269.0,3_Constraints,1450.0,3_Constraints
114474,1144741,11447411,1144741101,2,6,1,3,1,13,99,0,5,2,2,2,3,5,3,9,1,2,4,3,9,9,0,35,0,1,0,9,1,1,1,6a149159,34304,7230.0,3_Constraints,14101.0,3_Constraints
13859,138591,1385911,138591104,2,2,2,1,1,13,9,3000,3,2,3,1,1,3,3,0,4,1,1,2,2,1,0,46,20000,2,3,9,4,4,4,e0f6c3eb,54158,16899.0,3_Constraints,275.0,3_Constraints
3965,39651,396511,39651101,1,7,2,1,1,8,99,0,8,3,3,1,2,1,2,0,1,2,4,1,9,9,10000,46,190000,2,0,9,2,2,2,c7182795,39513,11146.0,3_Constraints,3049.0,3_Constraints
88170,881701,8817011,881701104,2,1,2,2,2,13,99,0,1,2,4,1,1,3,3,0,4,1,5,2,9,9,0,24,90000,1,0,9,4,4,4,37fbd587,104605,5623.0,3_Constraints,15564.0,3_Constraints
4333,43331,433311,43331102,2,2,1,1,1,13,7,0,3,3,4,1,2,1,1,0,4,1,1,2,1,4,0,35,140000,1,2,2,2,2,2,f70c90d3,76756,14610.0,3_Constraints,12642.0,3_Constraints
57194,571941,5719411,571941102,2,3,1,3,1,5,4,24000,6,2,2,1,2,1,1,9,4,1,1,2,1,6,2000,35,0,1,5,2,2,2,2,84a7bb8e,105545,5106.0,3_Constraints,17144.0,3_Constraints
5003,50031,500311,50031101,2,3,1,1,1,13,2,32000,7,3,3,3,2,1,2,0,4,1,1,1,1,4,3000,35,100000,1,5,2,2,2,2,a9537f4d,40120,3031.0,3_Constraints,11766.0,3_Constraints
91673,916731,9167311,916731101,2,2,1,1,1,5,2,11000,4,2,2,2,1,6,1,9,1,3,1,3,1,4,0,35,0,3,5,7,2,1,1,658d8749,113208,8056.0,2_Core,7068.0,2_Core
62865,628651,6286511,628651102,1,4,2,3,1,4,1,834147,12,3,4,1,2,1,2,0,4,1,1,2,1,4,426337,35,1006598,2,8,6,4,4,4,20e25944,44468,1059.0,3_Constraints,15205.0,3_Constraints
101125,1011251,10112511,1011251102,2,2,2,3,1,8,1,35000,7,2,2,2,1,1,1,9,4,1,1,2,1,5,6000,35,0,3,5,2,2,2,2,df154ef1,89758,17797.0,2_Core,19557.0,2_Core
103716,1037162,10371622,1037162202,2,1,1,1,1,13,7,5000,3,2,3,1,1,6,2,9,4,1,1,3,1,6,0,35,0,1,7,2,2,1,1,5e2a8dd2,110954,1224.0,2_Core,6880.0,3_Constraints
3503,35031,350311,35031101,2,3,1,1,2,5,2,47000,8,2,4,1,3,2,3,0,4,1,1,1,1,5,3000,46,200000,1,4,2,3,3,3,4cdfe430,39270,15878.0,3_Constraints,16084.0,3_Constraints
114514,1145141,11451411,1145141101,2,5,2,2,1,10,99,1000,6,2,2,2,1,5,4,9,4,1,4,3,9,9,5000,24,0,1,0,9,1,1,1,6c3c4ee1,34316,17722.0,3_Constraints,12771.0,3_Constraints
30108,301081,3010811,301081101,1,5,2,1,1,13,10,37000,7,3,3,3,2,1,2,0,1,2,1,1,1,6,3000,24,140000,2,6,2,4,4,4,0b2b03d7,55132,4248.0,4_FailSafe,14998.0,4_FailSafe
102418,1024181,10241811,1024181101,2,7,1,1,1,13,99,0,6,2,3,3,2,1,1,0,4,1,4,1,9,9,1000,35,230000,2,0,9,2,2,2,ecdaa57c,98212,15666.0,3_Constraints,8192.0,3_Constraints
82751,827511,8275111,827511101,2,4,2,1,1,5,7,73000,10,3,4,1,2,1,1,0,4,1,1,1,1,4,18000,35,160000,2,5,2,4,4,4,90ff52dd,86436,7343.0,3_Constraints,10104.0,3_Constraints
20414,204141,2041411,204141102,2,5,1,1,1,13,99,0,5,2,3,3,2,1,2,0,4,1,5,2,9,9,2000,46,536203,1,0,9,4,4,2,507e80ec,99762,15952.0,3_Constraints,2274.0,3_Constraints
67635,676351,6763511,676351103,1,1,2,1,2,3,7,2000,2,2,2,2,1,3,3,1,1,2,2,2,1,6,0,48,300000,1,0,6,4,4,4,3df03fd0,95112,15461.0,3_Constraints,4873.0,3_Constraints
63923,639231,6392311,639231101,1,5,2,3,1,8,8,12000,4,2,2,2,2,1,4,1,4,1,1,1,2,4,1,24,170000,1,3,2,2,2,2,48b1486c,75163,18719.0,3_Constraints,5875.0,2_Core
77295,772951,7729511,772951101,2,5,1,1,1,11,7,14000,4,2,4,1,2,1,1,0,4,1,1,1,1,6,1000,35,300000,1,5,2,2,2,2,97b49e59,83140,4021.0,3_Constraints,16990.0,2_Core
48810,488101,4881011,488101102,2,2,1,3,1,11,7,4000,5,2,4,1,2,1,4,0,4,1,1,2,1,4,1000,46,270000,1,3,2,2,2,2,90c30e48,98879,15258.0,3_Constraints,7905.0,3_Constraints
45321,453211,4532111,453211101,2,4,1,3,1,3,99,15000,10,2,2,1,3,5,1,0,4,1,4,3,9,9,18000,35,130000,1,0,9,1,1,1,01adece1,13604,12999.0,3_Constraints,5015.0,3_Constraints
50153,501532,5015322,501532202,1,2,2,1,1,13,7,14000,5,2,2,2,1,6,1,9,4,1,1,3,1,4,0,48,0,2,2,7,2,1,1,818e1598,110999,11336.0,3_Constraints,16930.0,3_Constraints
63954,639541,6395411,639541101,1,6,1,1,1,13,99,0,8,2,2,1,1,5,1,0,4,1,4,3,9,9,17000,35,380000,2,0,9,1,1,1,666918d5,19300,7230.0,3_Constraints,101.0,3_Constraints
107523,1075231,10752311,1075231101,2,4,2,3,1,11,99,0,4,1,1,2,1,5,2,9,3,1,4,3,9,9,0,35,0,1,0,9,1,1,1,bfc29c21,32247,17928.0,3_Constraints,18757.0,3_Constraints
113122,1131221,11312211,1131221101,2,4,1,3,1,10,4,76000,10,2,3,1,3,1,3,0,4,1,1,1,1,4,16000,35,130000,1,6,2,3,3,3,320ddd61,104652,7064.0,3_Constraints,9266.0,3_Constraints
81625,816251,8162512,816251204,2,1,1,1,2,13,99,0,1,2,3,1,1,3,1,0,4,1,5,2,9,9,0,10,60000,2,0,9,4,4,3,42af31fe,52464,4248.0,3_Constraints,6442.0,3_Constraints
100199,1001991,10019911,1001991101,1,2,1,3,2,10,4,49000,8,2,2,2,1,1,3,9,1,1,1,1,1,6,11000,24,0,2,7,2,2,2,2,e764e2ce,96903,8027.0,3_Constraints,7905.0,2_Core
71962,719621,7196211,719621102,2,1,2,1,2,13,7,3000,2,2,3,1,1,4,4,0,4,1,1,2,1,4,0,35,230000,1,3,6,2,2,2,388f16e7,47580,15227.0,3_Constraints,17588.0,3_Constraints
74851,748511,7485111,748511101,2,4,2,1,1,8,10,45000,8,2,3,1,2,1,1,0,1,2,1,1,1,4,8000,35,110000,1,5,2,4,4,4,090dad89,81651,7343.0,3_Constraints,4537.0,3_Constraints
58980,589801,5898011,589801102,2,7,1,1,1,13,99,0,3,3,3,1,2,1,2,0,4,1,4,2,9,9,0,48,200000,1,0,9,2,2,2,4305f596,56453,15666.0,3_Constraints,3820.0,3_Constraints
73332,733321,7333211,733321102,2,3,1,1,1,10,4,48000,9,2,4,1,2,1,4,0,4,1,1,2,1,4,10000,10,150000,1,5,7,2,2,2,3711c532,90495,3031.0,2_Core,17026.0,3_Constraints
113832,1138321,11383211,1138321101,2,4,2,1,1,13,10,61000,10,3,4,1,2,1,3,0,1,2,1,1,1,4,11000,48,350000,1,5,2,2,2,2,c7b8819e,105052,16701.0,3_Constraints,14306.0,3_Constraints
95003,950031,9500311,950031101,2,6,1,1,1,10,99,0,11,2,3,1,3,5,1,0,3,1,4,3,9,9,23000,35,180000,2,0,9,1,1,1,1b6b50fd,28513,7230.0,3_Constraints,14756.0,3_Constraints
38149,381491,3814911,381491101,1,2,2,1,2,8,8,35000,7,2,4,1,1,5,2,0,4,1,2,3,1,5,4000,48,350000,1,0,2,1,1,1,a3273b32,11513,9594.0,4_FailSafe,12699.0,3_Constraints
11593,115931,1159311,115931102,2,5,1,1,1,5,7,5000,6,2,2,2,2,1,3,1,4,1,1,2,1,4,10000,46,100000,2,2,2,2,2,2,50d7e954,70334,11631.0,3_Constraints,10124.0,3_Constraints
75026,750261,7502611,750261101,2,6,2,2,2,13,99,0,5,1,2,1,3,1,3,9,4,1,4,1,9,9,0,24,0,2,0,9,2,2,2,6b78aea4,81763,18109.0,3_Constraints,2946.0,3_Constraints
100364,1003641,10036411,1003641102,2,2,1,1,1,13,1,27000,6,3,3,1,2,1,3,0,4,1,1,2,1,5,4000,10,120000,1,5,2,2,2,2,99e90d15,86073,3674.0,3_Constraints,734.0,3_Constraints
20549,205491,2054911,205491104,2,1,1,1,2,13,7,4000,2,3,3,1,1,3,3,0,4,1,1,2,1,4,0,46,536203,1,2,5,4,4,4,7ab757cf,82965,14565.0,3_Constraints,2858.0,3_Constraints
46038,460381,4603811,460381101,1,4,2,1,1,13,7,48000,8,3,4,3,2,1,3,1,4,1,1,1,1,5,8000,48,700000,1,5,2,2,2,2,74e7531f,64683,4269.0,3_Constraints,9034.0,3_Constraints
98241,982411,9824111,982411101,2,2,2,1,1,13,8,34000,7,2,3,1,1,5,2,9,4,1,1,3,1,4,6000,46,0,3,7,2,1,1,1,c3d763ae,29464,8916.0,4_FailSafe,2558.0,3_Constraints
112651,1126511,11265111,1126511102,2,3,1,2,1,4,99,35000,7,2,4,1,2,1,3,0,4,1,4,2,9,9,0,24,120000,1,0,9,3,3,3,54b41a1d,106703,13637.0,3_Constraints,6072.0,3_Constraints
57204,572041,5720411,572041101,2,4,2,1,1,5,1,140000,12,2,2,1,2,1,3,0,4,1,1,1,1,5,40000,35,290000,1,5,2,2,2,2,c3715e0a,71191,1325.0,2_Core,10116.0,2_Core
