occID,SURVMNTH,AGEGRP,SEX,MARSTH,HHSIZE,PR,CMA,LFTAG,WKSWRK,NOCS,COW,HRSWRK,CTW_140A,CTW_140B,CTW_140C,CTW_140D,CTW_140E,CTW_140F,CTW_140G,CTW_140H,CTW_140I,EHG_ALL,KOL,TOTINC,WGHT_PER,DDAY,HRSWRK_RAW,TOTINC_RAW,TOTINC_SOURCE,CYCLE_YEAR,SURVYEAR,COLLECT_MODE,TUI_10_AVAIL,BS_TYPE
10000,7,5,1,5,1,46,1,3,,6,,1.0,6,6,6,6,6,6,6,6,6,3,1.0,1,616.674,1,2.0,1,SELF,2015,2015,0,1,STANDARD_BS
10001,7,5,1,1,3,59,1,3,26,2,,1.0,6,6,6,6,6,6,6,6,6,4,1.0,5,8516.614,1,10.0,5,SELF,2015,2015,0,1,STANDARD_BS
10002,1,4,2,1,5,47,1,1,50,5,2,8.0,6,6,6,6,6,6,6,6,6,5,1.0,3,371.752,3,75.0,3,SELF,2015,2015,0,1,STANDARD_BS
10003,3,6,2,5,1,35,1,1,52,4,1,1.0,1,2,2,2,2,2,2,2,2,4,1.0,2,1019.3135,1,8.0,2,SELF,2015,2015,0,1,STANDARD_BS
10004,9,2,1,6,2,35,1,,,,,,6,6,6,6,6,6,6,6,6,99,,2,1916.0708,3,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10005,4,1,1,6,3,35,1,1,50,8,1,6.0,1,2,2,2,2,2,2,2,2,1,1.0,3,1952.2015,1,50.0,3,SELF,2015,2015,0,1,STANDARD_BS
10006,8,1,1,6,5,35,1,3,52,2,,1.0,6,6,6,6,6,6,6,6,6,1,3.0,1,5761.5528,3,1.0,1,SELF,2015,2015,0,1,STANDARD_BS
10007,6,5,2,3,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,4,466.0426,1,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
10008,2,2,2,1,3,24,2,1,46,5,1,2.0,1,1,2,2,2,2,2,2,2,6,2.0,2,2479.2991,1,32.0,2,SELF,2015,2015,0,1,STANDARD_BS
10009,8,6,1,3,2,46,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,3,1436.1641,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10010,1,3,2,1,5,11,3,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,3,284.989,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10011,5,2,2,6,2,35,1,1,52,7,1,4.0,1,2,2,2,2,2,2,2,2,3,1.0,5,1000.4527,1,40.0,7,SELF,2015,2015,0,1,STANDARD_BS
10012,11,2,2,1,5,35,2,1,52,5,1,2.0,1,2,2,2,2,2,2,2,2,7,1.0,2,1227.6668,1,30.0,2,SELF,2015,2015,0,1,STANDARD_BS
10013,12,3,1,1,5,24,1,2,,,,,2,2,1,2,2,2,2,2,2,6,2.0,1,3309.1285,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10014,2,2,2,1,3,35,1,3,22,2,,3.0,6,6,6,6,6,6,6,6,6,4,1.0,3,3098.2266,1,37.5,3,SELF,2015,2015,0,1,STANDARD_BS
10015,10,5,1,3,3,48,1,1,52,1,1,5.0,1,2,2,2,2,2,2,2,2,7,3.0,5,4877.7763,1,45.0,7,SELF,2015,2015,0,1,STANDARD_BS
10016,2,7,1,1,1,46,2,3,,,,,6,6,6,6,6,6,6,6,6,7,3.0,3,312.6028,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10017,8,4,1,1,4,35,1,1,52,8,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,3,6425.5112,3,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10018,6,6,2,1,2,12,2,1,52,2,1,1.0,2,2,2,2,2,2,2,1,2,1,1.0,2,490.2123,1,20.0,2,SELF,2015,2015,0,1,STANDARD_BS
10019,3,2,1,1,4,59,1,1,52,8,1,6.0,1,2,2,2,2,2,2,2,2,2,1.0,3,3085.2629,1,50.0,3,SELF,2015,2015,0,1,STANDARD_BS
10020,6,7,2,3,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,2,541.1574,3,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10021,8,5,2,1,2,12,1,3,52,7,,3.0,6,6,6,6,6,6,6,6,6,6,1.0,2,658.337,1,38.0,2,SELF,2015,2015,0,1,STANDARD_BS
10022,1,3,1,2,2,35,1,1,52,2,1,5.0,1,2,2,2,2,2,2,2,2,5,3.0,4,1573.5826,1,45.0,4,SELF,2015,2015,0,1,STANDARD_BS
10023,12,6,2,1,2,46,1,3,,,,,6,6,6,6,6,6,6,6,6,1,3.0,2,936.0372,3,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10024,8,4,2,6,1,59,1,3,12,5,,2.0,6,6,6,6,6,6,6,6,6,4,1.0,2,1114.0172,2,33.0,2,SELF,2015,2015,0,1,STANDARD_BS
10025,6,2,1,6,1,24,1,1,52,8,1,4.0,2,1,2,2,2,2,2,2,2,4,3.0,5,1398.974,3,40.0,7,SELF,2015,2015,0,1,STANDARD_BS
10026,6,2,2,2,4,24,1,1,52,7,1,5.0,2,1,1,2,2,2,2,2,2,3,2.0,2,2287.9467,1,45.0,2,SELF,2015,2015,0,1,STANDARD_BS
10027,5,1,1,6,4,13,1,2,,,,,2,2,2,1,2,2,2,2,2,1,3.0,1,801.5155,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10028,9,7,1,1,2,12,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,4,838.4135,2,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
10029,1,5,2,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,6,3.0,3,1232.1785,3,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10030,6,6,2,1,2,10,2,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,3,351.7384,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10031,2,7,2,1,2,59,1,,,,,,6,6,6,6,6,6,6,6,6,98,,2,1151.6956,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10032,8,2,1,6,1,47,1,1,52,3,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,4,324.5429,1,40.0,4,SELF,2015,2015,0,1,STANDARD_BS
10033,5,3,2,1,4,59,1,,,,,,6,6,6,6,6,6,6,6,6,99,,4,9329.5107,1,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
10034,11,3,2,1,4,35,1,1,52,2,1,3.0,1,2,2,2,2,2,2,2,2,3,1.0,3,2393.0949,1,37.5,3,SELF,2015,2015,0,1,STANDARD_BS
10035,5,4,2,1,4,24,1,1,52,2,1,1.0,1,2,2,2,2,2,2,2,2,4,3.0,2,4937.9511,1,15.0,2,SELF,2015,2015,0,1,STANDARD_BS
10036,8,3,1,2,5,24,2,1,5,1,1,8.0,1,2,2,2,2,2,2,2,2,6,3.0,2,2251.7325,1,60.0,2,SELF,2015,2015,0,1,STANDARD_BS
10037,9,6,1,5,1,12,2,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,372.2205,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10038,2,6,2,1,2,13,2,3,,,,,6,6,6,6,6,6,6,6,6,6,3.0,3,294.6127,3,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10039,3,3,1,1,3,59,1,1,52,3,1,4.0,7,7,7,7,7,7,7,7,7,6,1.0,4,1508.7606,1,40.0,4,SELF,2015,2015,0,1,STANDARD_BS
10040,5,5,2,4,1,35,2,1,52,2,1,1.0,1,2,2,2,2,2,2,2,2,4,1.0,1,600.362,1,6.0,1,SELF,2015,2015,0,1,STANDARD_BS
10041,12,3,2,1,3,35,1,3,45,7,,4.0,6,6,6,6,6,6,6,6,6,5,1.0,4,1353.8178,1,40.0,4,SELF,2015,2015,0,1,STANDARD_BS
10042,12,2,2,2,2,24,1,3,37,4,,4.0,6,6,6,6,6,6,6,6,6,6,3.0,1,2341.709,1,40.0,1,SELF,2015,2015,0,1,STANDARD_BS
10043,9,3,2,5,3,35,1,1,52,5,2,5.0,1,2,2,2,2,2,2,2,2,7,1.0,3,1851.5148,1,45.0,3,SELF,2015,2015,0,1,STANDARD_BS
10044,5,2,2,2,5,24,1,3,52,1,1,2.0,6,6,6,6,6,6,6,6,6,6,2.0,4,3484.1418,1,32.5,4,SELF,2015,2015,0,1,STANDARD_BS
10045,11,3,1,1,4,35,1,2,44,2,,4.0,2,2,2,2,2,2,2,1,2,2,1.0,3,3128.597,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10046,4,6,2,1,2,13,1,3,6,4,,1.0,6,6,6,6,6,6,6,6,6,6,1.0,4,206.2278,1,6.0,4,SELF,2015,2015,0,1,STANDARD_BS
10047,10,7,1,1,2,46,2,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,1,1290.539,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10048,9,6,1,4,1,35,1,3,52,10,,1.0,6,6,6,6,6,6,6,6,6,2,1.0,3,602.0894,1,7.0,3,SELF,2015,2015,0,1,STANDARD_BS
10049,12,2,2,1,2,24,1,3,24,5,1,3.0,6,6,6,6,6,6,6,6,6,6,3.0,2,2700.6,1,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
10050,5,5,1,4,1,24,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,1,1695.1639,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10051,5,4,2,1,3,48,1,1,40,5,1,2.0,2,2,2,1,2,2,2,2,2,6,3.0,3,4168.5353,1,30.0,3,SELF,2015,2015,0,1,STANDARD_BS
10052,6,5,2,1,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,2,3.0,2,2218.6434,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10053,3,4,2,1,4,10,1,1,52,2,1,3.0,1,1,2,2,2,2,2,2,2,6,1.0,2,762.7176,3,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
10054,8,1,2,6,1,12,1,1,52,2,2,5.0,1,2,2,2,2,2,2,2,2,6,3.0,3,468.8414,3,45.0,3,SELF,2015,2015,0,1,STANDARD_BS
10055,8,3,2,1,4,59,1,3,52,6,,2.0,6,6,6,6,6,6,6,6,6,2,1.0,1,3831.0042,3,30.0,1,SELF,2015,2015,0,1,STANDARD_BS
10056,1,2,2,1,3,24,1,3,3,5,,1.0,6,6,6,6,6,6,6,6,6,6,3.0,3,3433.4602,3,8.0,3,SELF,2015,2015,0,1,STANDARD_BS
10057,2,4,2,1,2,11,3,1,52,4,1,3.0,1,2,2,2,2,2,2,2,2,3,1.0,4,338.4477,1,37.5,4,SELF,2015,2015,0,1,STANDARD_BS
10058,6,4,2,6,2,12,1,1,52,10,1,4.0,6,6,6,6,6,6,6,6,6,2,1.0,2,696.7584,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10059,12,1,2,6,1,13,1,2,32,7,,6.0,2,2,2,1,2,2,2,2,2,6,1.0,1,130.5002,1,52.0,1,SELF,2015,2015,0,1,STANDARD_BS
10060,5,5,2,1,4,47,1,1,52,5,1,8.0,2,1,2,2,2,2,2,2,2,7,1.0,5,2340.6098,1,60.0,7,SELF,2015,2015,0,1,STANDARD_BS
10061,4,5,1,1,2,48,2,3,24,9,,8.0,6,6,6,6,6,6,6,6,6,3,1.0,5,1774.7531,1,65.0,6,SELF,2015,2015,0,1,STANDARD_BS
10062,2,3,2,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,7,3.0,2,914.7451,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10063,12,1,1,6,4,10,1,2,52,2,,1.0,2,1,2,2,2,2,2,2,2,1,3.0,1,1418.3628,2,1.7,1,SELF,2015,2015,0,1,STANDARD_BS
10064,2,2,1,2,2,24,1,1,52,8,1,3.0,1,2,2,2,2,2,2,2,2,3,3.0,1,3281.4366,3,37.5,1,SELF,2015,2015,0,1,STANDARD_BS
10065,1,2,2,1,3,13,1,3,,,,,6,6,6,6,6,6,6,6,6,6,3.0,1,500.3623,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10066,12,3,1,6,1,35,1,2,,,,,2,2,1,1,2,2,2,2,2,6,1.0,1,1679.9302,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10067,11,6,2,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,1416.265,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10068,3,2,2,6,3,13,2,1,52,7,1,3.0,1,2,2,2,2,2,2,2,2,4,2.0,1,799.612,3,35.0,1,SELF,2015,2015,0,1,STANDARD_BS
10069,3,3,2,1,3,35,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,5,1608.2738,1,40.0,5,SELF,2015,2015,0,1,STANDARD_BS
10070,12,5,2,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,1062.7183,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10071,4,6,2,3,1,13,1,3,,,,,6,6,6,6,6,6,6,6,6,6,3.0,2,285.8444,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10072,5,5,2,1,2,59,1,1,52,1,1,8.0,2,2,2,2,2,2,2,1,2,2,1.0,1,300.6237,2,60.0,1,SELF,2015,2015,0,1,STANDARD_BS
10073,10,7,2,1,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,2,2.0,2,1670.3982,2,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10074,3,4,1,6,1,48,2,1,52,1,1,8.0,2,2,2,2,2,2,2,1,2,4,1.0,2,235.2738,3,75.0,2,SELF,2015,2015,0,1,STANDARD_BS
10075,8,7,2,3,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,837.3928,3,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10076,5,4,2,5,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,2,903.9809,3,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10077,9,5,1,5,1,24,1,3,30,8,,4.0,6,6,6,6,6,6,6,6,6,1,3.0,2,1287.0748,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10078,7,7,2,1,3,24,1,,,,,,6,6,6,6,6,6,6,6,6,99,,1,2416.2913,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10079,2,6,2,3,1,11,3,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,2,29.0618,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10080,1,1,1,6,5,24,1,2,28,7,,2.0,2,2,1,2,2,2,2,2,2,2,3.0,1,3804.6711,1,32.0,1,SELF,2015,2015,0,1,STANDARD_BS
10081,4,6,2,5,1,48,1,1,52,2,1,1.0,1,2,2,2,2,2,2,2,2,3,1.0,4,1090.9245,1,24.0,4,SELF,2015,2015,0,1,STANDARD_BS
10082,10,2,2,1,2,35,1,3,52,4,1,5.0,6,6,6,6,6,6,6,6,6,4,1.0,3,2306.819,1,48.0,3,SELF,2015,2015,0,1,STANDARD_BS
10083,6,6,1,1,2,11,3,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,96.398,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10084,10,6,1,1,2,10,2,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,3,481.1252,2,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10085,4,2,1,2,3,10,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,1,699.1999,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10086,3,3,2,1,4,35,1,3,,2,,,6,6,6,6,6,6,6,6,6,4,1.0,5,1155.9379,1,99.7,5,SELF,2015,2015,0,1,STANDARD_BS
10087,6,3,1,1,2,46,1,1,52,10,1,8.0,1,2,2,2,2,2,2,2,2,2,1.0,5,1645.9467,1,60.0,7,SELF,2015,2015,0,1,STANDARD_BS
10088,11,1,1,6,1,47,2,1,52,8,1,7.0,1,2,2,2,2,2,2,2,2,3,1.0,5,1064.6355,2,55.0,5,SELF,2015,2015,0,1,STANDARD_BS
10089,10,6,2,1,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,7,3.0,1,1811.1683,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10090,6,2,1,6,1,35,2,1,52,3,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,3,1819.8142,2,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10091,2,3,2,1,5,24,1,,,,,,6,6,6,6,6,6,6,6,6,99,,3,6044.3145,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10092,1,6,2,3,1,46,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,5,450.5487,1,99.6,5,SELF,2015,2015,0,1,STANDARD_BS
10093,6,3,1,1,3,35,1,1,52,10,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,2,2595.0806,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10094,9,5,1,5,1,35,2,1,52,8,1,6.0,1,2,2,2,2,2,2,2,2,4,1.0,3,1434.1628,1,50.0,3,SELF,2015,2015,0,1,STANDARD_BS
10095,9,2,2,1,2,46,1,1,52,,1,5.0,2,2,2,2,1,2,2,2,2,99,3.0,3,1589.6716,1,45.0,3,SELF,2015,2015,0,1,STANDARD_BS
10096,4,6,1,1,2,12,1,3,,,,,6,6,6,6,6,6,6,6,6,1,3.0,3,359.8295,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10097,9,2,2,1,2,10,1,1,52,8,1,4.0,1,2,2,2,2,2,2,2,2,2,1.0,3,269.6709,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10098,1,3,2,6,3,24,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,5,3.0,5,1150.7393,1,40.0,5,SELF,2015,2015,0,1,STANDARD_BS
10099,3,5,2,6,1,24,1,1,52,10,1,8.0,1,2,2,2,2,2,2,2,2,1,2.0,3,314.8332,2,60.0,3,SELF,2015,2015,0,1,STANDARD_BS
10100,3,7,1,1,2,59,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,3,1174.833,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10101,10,3,2,1,5,47,1,3,52,2,,1.0,6,6,6,6,6,6,6,6,6,4,1.0,5,1450.5603,1,5.0,5,SELF,2015,2015,0,1,STANDARD_BS
10102,10,5,1,1,2,13,1,3,,,,,6,6,6,6,6,6,6,6,6,6,3.0,3,386.4499,3,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10103,10,5,1,6,1,59,1,1,3,6,1,8.0,2,2,2,2,2,2,2,1,2,4,1.0,1,413.7423,1,75.0,1,SELF,2015,2015,0,1,STANDARD_BS
10104,5,5,2,1,3,48,1,1,52,4,1,3.0,1,2,2,2,2,2,2,2,2,4,1.0,4,2538.5576,1,37.5,4,SELF,2015,2015,0,1,STANDARD_BS
10105,10,3,1,2,4,24,1,1,52,1,1,5.0,1,2,2,2,2,2,2,2,2,7,3.0,5,2056.237,1,47.5,7,SELF,2015,2015,0,1,STANDARD_BS
10106,1,4,1,6,1,59,1,1,52,5,1,2.0,2,2,2,2,2,2,2,1,2,7,3.0,1,876.9811,1,30.0,1,SELF,2015,2015,0,1,STANDARD_BS
10107,8,6,1,1,2,12,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,1,220.4937,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10108,2,7,1,5,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,885.2585,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10109,4,4,2,1,3,35,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,2,1.0,3,3403.4277,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10110,12,3,2,6,1,35,1,2,16,4,,3.0,2,2,1,2,2,2,2,2,2,6,3.0,2,774.7046,1,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
10111,3,1,1,6,2,35,1,1,52,8,1,4.0,1,2,2,2,2,2,2,2,2,3,1.0,3,2205.1491,2,44.0,3,SELF,2015,2015,0,1,STANDARD_BS
10112,8,2,2,1,3,12,1,1,52,5,1,4.0,1,2,2,2,2,2,2,2,2,2,1.0,4,2308.3992,1,40.0,4,SELF,2015,2015,0,1,STANDARD_BS
10113,9,2,2,6,3,24,1,3,52,2,,1.0,6,6,6,6,6,6,6,6,6,6,3.0,2,5758.03,3,22.5,2,SELF,2015,2015,0,1,STANDARD_BS
10114,9,2,1,2,4,48,1,1,52,9,1,7.0,1,2,2,2,2,2,2,2,2,1,1.0,3,4905.3147,1,55.0,3,SELF,2015,2015,0,1,STANDARD_BS
10115,10,3,1,6,1,11,3,1,52,7,1,3.0,1,2,2,2,2,2,2,2,2,4,1.0,2,146.0005,3,37.0,2,SELF,2015,2015,0,1,STANDARD_BS
10116,2,2,1,1,2,24,1,1,52,3,1,3.0,2,2,2,2,2,2,2,2,1,6,3.0,3,3301.2393,1,37.5,3,SELF,2015,2015,0,1,STANDARD_BS
10117,9,5,1,6,1,48,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,2164.0125,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10118,5,7,2,5,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,3,866.9631,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10119,2,4,2,1,3,35,1,,,,,,6,6,6,6,6,6,6,6,6,99,,5,4856.251,1,99.6,7,SELF,2015,2015,0,1,STANDARD_BS
10120,2,1,2,6,4,35,1,2,,,,,1,2,1,2,2,2,2,2,2,2,1.0,1,2784.6973,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10121,4,3,2,6,2,46,1,2,52,7,,4.0,2,2,1,2,2,2,2,2,2,5,1.0,3,1936.6931,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
10122,8,3,2,6,5,35,1,1,52,5,2,4.0,1,2,2,2,2,2,2,2,2,7,1.0,5,2384.2,1,44.0,5,SELF,2015,2015,0,1,STANDARD_BS
10123,7,6,2,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,1530.4722,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10124,6,4,2,6,1,35,1,1,52,10,1,4.0,1,2,2,2,2,2,2,2,2,1,1.0,2,1576.7138,3,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
10125,10,6,2,3,3,48,2,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,1572.7476,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10126,9,7,1,1,2,11,3,3,8,9,,1.0,6,6,6,6,6,6,6,6,6,1,3.0,2,267.0993,1,25.0,2,SELF,2015,2015,0,1,STANDARD_BS
10127,5,4,2,2,4,24,1,1,52,2,1,3.0,1,1,2,2,2,2,2,2,2,4,2.0,3,4641.578,3,35.0,3,SELF,2015,2015,0,1,STANDARD_BS
10128,2,5,1,1,2,12,2,1,52,7,1,1.0,1,2,2,2,2,2,2,2,2,4,1.0,5,986.9666,1,20.0,7,SELF,2015,2015,0,1,STANDARD_BS
10129,3,6,2,6,2,10,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,3,231.7469,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10130,1,5,1,3,1,10,2,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,1,277.1538,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10131,10,5,1,3,1,35,2,1,52,8,1,5.0,1,2,2,2,2,2,2,2,2,1,1.0,5,662.9621,3,48.0,5,SELF,2015,2015,0,1,STANDARD_BS
10132,1,4,2,5,2,24,1,1,52,2,2,3.0,2,2,2,1,2,2,2,2,2,4,2.0,3,1853.1761,1,35.0,3,SELF,2015,2015,0,1,STANDARD_BS
10133,6,6,2,6,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,7,1.0,5,1574.349,1,99.6,5,SELF,2015,2015,0,1,STANDARD_BS
10134,5,3,2,1,5,24,1,1,52,2,1,7.0,1,2,2,2,2,2,2,2,2,4,2.0,5,3603.68,1,55.0,6,SELF,2015,2015,0,1,STANDARD_BS
10135,1,4,1,6,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,1773.727,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10136,12,4,1,6,2,59,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,1316.5229,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10137,7,1,1,6,5,48,1,3,1,8,,4.0,6,6,6,6,6,6,6,6,6,1,1.0,1,12228.8376,1,40.0,1,SELF,2015,2015,0,1,STANDARD_BS
10138,11,2,1,2,2,13,1,1,52,1,2,8.0,1,2,2,2,2,2,2,2,2,7,1.0,1,458.1802,1,62.0,1,SELF,2015,2015,0,1,STANDARD_BS
10139,8,3,2,1,4,35,1,3,44,8,,1.0,6,6,6,6,6,6,6,6,6,4,3.0,1,4043.2823,3,20.0,1,SELF,2015,2015,0,1,STANDARD_BS
10140,2,7,1,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,4,1804.7514,1,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
10141,2,4,2,1,2,13,2,1,30,5,2,5.0,1,2,2,2,2,2,2,2,2,2,3.0,2,534.2771,1,47.0,2,SELF,2015,2015,0,1,STANDARD_BS
10142,8,4,1,1,5,35,1,1,52,8,1,8.0,1,2,2,2,2,2,2,2,2,3,1.0,2,7395.9139,1,60.0,2,SELF,2015,2015,0,1,STANDARD_BS
10143,4,5,2,2,2,24,2,1,52,7,1,2.0,2,1,2,2,2,2,2,2,2,3,2.0,2,1574.9124,1,30.0,2,SELF,2015,2015,0,1,STANDARD_BS
10144,4,6,2,3,5,12,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,3,954.8661,2,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10145,2,4,2,1,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,1,3.0,1,1190.8282,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10146,5,4,1,1,2,48,2,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,4,1363.0933,1,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
10147,10,6,2,1,2,46,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,1,501.9961,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10148,2,3,2,2,3,48,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,5,1315.5643,1,99.6,6,SELF,2015,2015,0,1,STANDARD_BS
10149,7,6,2,3,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,3,920.8832,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
10150,4,6,2,5,1,24,1,3,,,,,6,6,6,6,6,6,6,6,6,4,3.0,2,886.1223,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10151,2,3,2,1,5,24,1,3,,,,,6,6,6,6,6,6,6,6,6,2,2.0,1,1078.5677,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
10152,1,7,2,3,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,836.2433,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
10153,12,5,1,2,2,35,1,1,48,,,,9,9,9,9,9,9,9,9,9,99,,5,1269.6938,3,99.9,7,SELF,2015,2015,0,1,STANDARD_BS
10154,10,6,1,1,2,13,2,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,1,430.1119,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
