occID,SURVMNTH,AGEGRP,SEX,MARSTH,HHSIZE,PR,CMA,LFTAG,WKSWRK,NOCS,COW,HRSWRK,CTW_140A,CTW_140B,CTW_140C,CTW_140D,CTW_140E,CTW_140F,CTW_140G,CTW_140H,CTW_140I,EHG_ALL,KOL,TOTINC,WGHT_PER,DDAY,HRSWRK_RAW,TOTINC_RAW,TOTINC_SOURCE,CYCLE_YEAR,SURVYEAR,COLLECT_MODE,TUI_10_AVAIL,BS_TYPE
24978,12,5,2,1,2,24,2,3,,,,,6,6,6,6,6,6,6,6,6,2,2.0,1,1672.4507,3,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
24979,6,5,2,1,2,11,3,1,52,4,1,3.0,1,2,2,2,2,2,2,2,2,2,1.0,2,163.601,1,37.5,2,SELF,2015,2015,0,1,STANDARD_BS
24980,6,5,1,1,2,11,3,1,12,9,1,7.0,1,2,2,2,2,2,2,2,2,1,3.0,2,142.1648,1,55.0,2,SELF,2015,2015,0,1,STANDARD_BS
24981,10,2,2,2,2,24,1,1,52,7,1,3.0,1,2,2,2,2,2,2,2,2,3,2.0,1,4069.3081,1,35.0,1,SELF,2015,2015,0,1,STANDARD_BS
24982,12,7,1,1,2,59,1,1,52,3,1,1.0,2,2,2,2,2,2,2,1,2,6,1.0,5,581.7373,3,10.0,6,SELF,2015,2015,0,1,STANDARD_BS
24983,10,6,2,6,2,13,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,2,172.6901,3,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
24984,2,4,1,1,4,35,1,1,52,3,1,3.0,1,2,2,2,2,2,2,2,2,4,1.0,5,1686.7749,1,37.5,5,SELF,2015,2015,0,1,STANDARD_BS
24985,4,3,2,1,5,12,1,3,,,,,6,6,6,6,6,6,6,6,6,7,1.0,1,640.5479,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
24986,12,6,1,2,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,3,1346.9567,2,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
24987,7,2,1,1,2,48,1,1,52,8,1,5.0,1,2,2,2,2,2,2,2,2,3,1.0,5,5060.3758,1,45.0,7,SELF,2015,2015,0,1,STANDARD_BS
24988,7,2,2,1,5,59,1,1,20,4,2,2.0,2,1,2,2,2,2,2,2,2,5,1.0,1,4151.4448,1,31.0,1,SELF,2015,2015,0,1,STANDARD_BS
24989,4,5,2,3,1,46,1,1,36,2,1,3.0,1,2,2,2,2,2,2,2,2,4,1.0,3,357.0057,1,37.5,3,SELF,2015,2015,0,1,STANDARD_BS
24990,11,7,2,1,2,24,2,3,,,,,6,6,6,6,6,6,6,6,6,2,2.0,2,1453.51,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
24991,3,2,2,2,2,35,1,1,52,7,1,4.0,6,6,6,6,6,6,6,6,6,6,3.0,1,3439.472,1,40.0,1,SELF,2015,2015,0,1,STANDARD_BS
24992,2,5,2,3,1,12,1,1,49,7,1,2.0,1,2,2,2,2,2,2,2,2,4,1.0,1,178.6514,3,30.0,1,SELF,2015,2015,0,1,STANDARD_BS
24993,7,4,2,6,1,24,1,1,52,5,1,4.0,1,2,2,2,2,2,2,2,2,7,3.0,5,813.2734,2,40.0,7,SELF,2015,2015,0,1,STANDARD_BS
24994,7,2,2,2,2,35,1,1,52,7,1,2.0,2,1,1,1,2,2,2,2,2,4,1.0,2,4398.2282,1,30.0,2,SELF,2015,2015,0,1,STANDARD_BS
24995,1,3,1,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,1,2201.8964,3,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
24996,6,4,1,5,1,13,2,3,18,8,,6.0,6,6,6,6,6,6,6,6,6,3,3.0,3,372.4753,1,50.0,3,SELF,2015,2015,0,1,STANDARD_BS
24997,4,3,1,1,2,59,1,1,52,3,1,5.0,1,2,2,1,2,2,2,2,2,2,1.0,4,951.746,3,45.0,4,SELF,2015,2015,0,1,STANDARD_BS
24998,4,5,2,3,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,3,469.6263,2,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
24999,11,6,1,1,3,59,2,1,52,8,2,4.0,2,2,2,1,2,2,2,2,2,2,1.0,3,1336.4043,2,42.0,3,SELF,2015,2015,0,1,STANDARD_BS
25000,12,3,1,1,5,35,1,1,52,6,1,3.0,1,2,2,2,2,2,2,2,2,6,1.0,3,709.5,2,35.0,3,SELF,2015,2015,0,1,STANDARD_BS
25001,4,6,1,3,1,46,2,3,,1,,1.0,6,6,6,6,6,6,6,6,6,6,1.0,5,584.0028,1,10.0,5,SELF,2015,2015,0,1,STANDARD_BS
25002,2,3,1,1,5,35,1,3,48,8,,6.0,6,6,6,6,6,6,6,6,6,7,1.0,1,1063.0089,1,50.0,1,SELF,2015,2015,0,1,STANDARD_BS
25003,12,4,1,1,4,47,1,1,52,7,1,4.0,1,2,2,2,2,2,2,2,2,3,1.0,3,960.9399,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
25004,10,3,2,1,4,35,1,3,52,2,,1.0,6,6,6,6,6,6,6,6,6,5,1.0,5,1434.5555,1,10.0,6,SELF,2015,2015,0,1,STANDARD_BS
25005,3,5,1,1,2,48,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,5,449.8144,1,99.6,7,SELF,2015,2015,0,1,STANDARD_BS
25006,4,4,2,4,3,59,1,1,52,4,1,1.0,1,2,2,2,2,2,2,2,2,4,1.0,3,3920.5051,3,25.0,3,SELF,2015,2015,0,1,STANDARD_BS
25007,8,1,1,6,5,46,2,1,,,,,9,9,9,9,9,9,9,9,9,99,,1,2913.0378,1,99.9,1,SELF,2015,2015,0,1,STANDARD_BS
25008,4,7,2,3,1,47,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,3,179.5899,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
25009,6,3,1,1,4,24,1,1,52,5,1,4.0,2,2,2,2,2,2,2,1,2,7,3.0,5,1726.6321,1,40.0,6,SELF,2015,2015,0,1,STANDARD_BS
25010,5,5,2,6,1,35,1,1,36,1,1,3.0,1,2,1,2,2,2,2,2,2,4,1.0,5,471.9374,3,37.5,6,SELF,2015,2015,0,1,STANDARD_BS
25011,7,4,2,1,4,35,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,1,6910.5861,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25012,6,4,1,1,3,35,1,1,52,1,1,3.0,1,2,1,2,2,2,2,2,2,7,1.0,5,4344.9545,1,37.5,6,SELF,2015,2015,0,1,STANDARD_BS
25013,2,5,2,1,2,46,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,553.9138,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25014,4,6,2,1,2,12,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,827.3577,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25015,6,3,1,2,2,48,2,1,52,8,1,8.0,1,2,2,2,2,2,2,2,2,3,1.0,5,491.3413,3,70.0,5,SELF,2015,2015,0,1,STANDARD_BS
25016,5,1,1,6,3,12,1,1,52,7,1,3.0,2,1,1,2,2,2,2,2,2,2,1.0,1,1598.381,2,36.0,1,SELF,2015,2015,0,1,STANDARD_BS
25017,1,6,2,1,1,10,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,82.351,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25018,5,3,1,6,2,24,1,1,52,7,1,3.0,2,2,2,2,1,2,2,2,2,3,3.0,2,2089.3852,2,38.0,2,SELF,2015,2015,0,1,STANDARD_BS
25019,9,3,2,6,1,47,2,1,52,9,2,8.0,1,2,2,2,2,2,2,2,2,2,1.0,5,309.0314,3,63.0,6,SELF,2015,2015,0,1,STANDARD_BS
25020,4,3,2,6,1,24,1,1,52,4,1,3.0,1,2,2,2,2,2,2,2,2,4,3.0,3,1003.4379,1,35.0,3,SELF,2015,2015,0,1,STANDARD_BS
25021,4,2,2,1,4,47,1,3,9,5,,1.0,6,6,6,6,6,6,6,6,6,6,1.0,1,2103.5696,1,9.0,1,SELF,2015,2015,0,1,STANDARD_BS
25022,2,5,2,1,3,12,1,3,,,,,6,6,6,6,6,6,6,6,6,7,1.0,2,716.3103,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25023,4,3,2,6,1,35,1,1,44,4,1,,2,2,1,2,2,2,2,2,2,5,1.0,3,1271.2693,1,99.7,3,SELF,2015,2015,0,1,STANDARD_BS
25024,12,6,2,6,1,24,1,3,,,,,6,6,6,6,6,6,6,6,6,5,3.0,1,1415.8795,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25025,8,3,2,6,4,35,1,2,,,,,1,2,2,2,2,2,2,2,2,2,1.0,2,6349.9138,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25026,7,3,2,2,3,10,1,1,52,2,1,3.0,1,2,2,2,2,2,2,2,2,6,1.0,4,158.5573,3,35.0,4,SELF,2015,2015,0,1,STANDARD_BS
25027,1,3,1,2,4,24,1,1,52,3,1,3.0,6,6,6,6,6,6,6,6,6,4,3.0,5,2015.6797,3,37.5,5,SELF,2015,2015,0,1,STANDARD_BS
25028,2,5,2,1,3,11,3,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,296.7997,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25029,11,5,2,1,2,59,1,1,20,2,1,1.0,1,2,2,2,2,2,2,2,2,5,1.0,1,1403.7753,1,18.0,1,SELF,2015,2015,0,1,STANDARD_BS
25030,5,1,1,6,3,24,2,2,52,8,,1.0,1,2,2,2,2,2,2,2,2,1,3.0,1,2871.8381,1,15.0,1,SELF,2015,2015,0,1,STANDARD_BS
25031,2,6,1,1,2,35,1,1,52,3,1,6.0,1,2,2,2,2,2,2,2,2,6,1.0,5,1922.4461,3,50.0,7,SELF,2015,2015,0,1,STANDARD_BS
25032,10,7,1,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,3542.0666,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25033,4,3,1,1,5,24,1,1,52,4,1,3.0,1,2,2,2,2,2,2,2,2,4,3.0,2,3499.7192,1,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
25034,12,7,1,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,1,1481.7926,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25035,11,5,1,2,1,35,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,2,603.4305,3,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
25036,11,7,1,3,1,35,2,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,3,722.8365,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
25037,2,3,2,4,3,59,2,1,52,3,1,6.0,2,2,2,1,2,2,2,2,2,4,1.0,5,947.3538,1,50.0,5,SELF,2015,2015,0,1,STANDARD_BS
25038,5,5,2,1,2,13,2,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,796.6692,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25039,2,3,2,4,3,24,2,1,52,5,1,3.0,1,2,2,2,2,2,2,2,2,6,3.0,4,1166.0832,3,35.0,4,SELF,2015,2015,0,1,STANDARD_BS
25040,7,2,2,1,3,48,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,1,5588.3773,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25041,12,4,1,2,4,10,1,1,52,,1,7.0,1,2,2,2,2,2,2,2,2,7,1.0,5,513.8375,3,55.0,7,SELF,2015,2015,0,1,STANDARD_BS
25042,5,6,2,1,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,2,3.0,1,1399.4931,3,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25043,9,2,1,1,2,48,2,1,52,5,1,6.0,1,2,2,2,2,2,2,2,2,5,1.0,4,1328.0615,1,50.0,4,SELF,2015,2015,0,1,STANDARD_BS
25044,8,7,2,1,2,59,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,2,4460.7661,3,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25045,10,2,1,6,1,35,1,1,52,2,1,4.0,2,2,2,1,2,2,2,2,2,6,1.0,2,1595.3274,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
25046,6,3,2,6,4,35,1,1,8,5,1,2.0,2,2,1,2,2,2,2,2,2,4,3.0,1,1138.3032,1,30.0,1,SELF,2015,2015,0,1,STANDARD_BS
25047,5,5,1,5,1,35,1,3,52,7,,1.0,6,6,6,6,6,6,6,6,6,2,1.0,1,1060.2867,1,20.0,1,SELF,2015,2015,0,1,STANDARD_BS
25048,1,5,2,2,2,24,1,1,52,2,1,1.0,2,2,2,2,2,2,2,1,2,1,2.0,2,1690.8836,2,21.0,2,SELF,2015,2015,0,1,STANDARD_BS
25049,10,5,1,5,1,24,2,,,,,,6,6,6,6,6,6,6,6,6,99,,3,1028.3119,2,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
25050,4,3,2,6,1,35,1,1,52,5,1,2.0,1,2,2,2,2,2,2,2,2,7,1.0,5,1179.8923,1,30.0,5,SELF,2015,2015,0,1,STANDARD_BS
25051,5,7,1,1,2,48,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,2,1431.0868,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25052,8,1,2,6,1,35,1,1,52,4,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,1,2130.5539,1,40.0,1,SELF,2015,2015,0,1,STANDARD_BS
25053,2,5,2,1,2,11,3,1,52,5,1,6.0,1,2,2,2,2,2,2,2,2,7,1.0,5,179.0565,1,50.0,5,SELF,2015,2015,0,1,STANDARD_BS
25054,11,3,1,1,5,24,1,1,36,5,1,4.0,1,2,2,2,2,2,2,2,2,4,3.0,5,1940.0806,3,42.0,5,SELF,2015,2015,0,1,STANDARD_BS
25055,10,2,2,1,3,35,1,1,52,2,1,1.0,1,2,2,2,2,2,2,2,2,4,1.0,2,987.7006,2,28.0,2,SELF,2015,2015,0,1,STANDARD_BS
25056,2,1,2,6,4,48,2,2,20,9,,1.0,1,2,2,2,2,2,2,2,2,1,1.0,1,7412.2091,1,12.0,1,SELF,2015,2015,0,1,STANDARD_BS
25057,5,6,2,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,5,1313.2112,2,99.6,7,SELF,2015,2015,0,1,STANDARD_BS
25058,11,7,2,3,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,939.6398,3,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25059,10,3,1,6,1,35,1,,,,,,6,6,6,6,6,6,6,6,6,99,,1,1383.1297,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25060,2,4,1,2,5,35,1,1,52,1,1,6.0,1,2,2,2,2,2,2,2,2,4,1.0,5,11396.9296,1,50.0,7,SELF,2015,2015,0,1,STANDARD_BS
25061,8,3,2,2,4,10,2,3,10,10,,3.0,6,6,6,6,6,6,6,6,6,2,1.0,1,521.2437,1,35.0,1,SELF,2015,2015,0,1,STANDARD_BS
25062,11,3,1,1,3,59,1,1,52,8,1,4.0,1,2,2,2,2,2,2,2,2,1,1.0,4,2851.126,3,40.0,4,SELF,2015,2015,0,1,STANDARD_BS
25063,12,5,2,5,1,24,1,3,21,6,,1.0,6,6,6,6,6,6,6,6,6,6,2.0,3,1053.033,1,15.0,3,SELF,2015,2015,0,1,STANDARD_BS
25064,2,4,2,1,3,12,2,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,911.8756,3,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25065,4,1,1,6,3,24,1,1,52,7,2,5.0,1,2,2,2,2,2,2,2,2,4,3.0,1,5125.0547,1,49.0,1,SELF,2015,2015,0,1,STANDARD_BS
25066,10,2,2,2,3,24,1,1,52,4,1,3.0,1,2,2,2,2,2,2,2,2,4,3.0,2,2404.2024,1,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
25067,2,6,2,5,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,3,1.0,1,726.8374,3,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25068,11,6,2,1,2,12,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,419.0179,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25069,10,1,1,2,2,59,1,1,50,7,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,2,928.3838,2,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
25070,8,6,1,1,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,7,3.0,2,2007.8154,2,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25071,4,3,1,6,1,24,1,3,,2,,1.0,6,6,6,6,6,6,6,6,6,6,3.0,1,1623.2637,1,3.0,1,SELF,2015,2015,0,1,STANDARD_BS
25072,3,4,2,6,2,35,1,1,52,4,1,4.0,2,2,1,2,2,2,2,2,2,4,1.0,3,3439.5693,3,42.5,3,SELF,2015,2015,0,1,STANDARD_BS
25073,9,4,2,1,2,12,2,3,34,5,,1.0,6,6,6,6,6,6,6,6,6,7,3.0,2,1324.8452,1,12.0,2,SELF,2015,2015,0,1,STANDARD_BS
25074,2,5,1,1,2,24,1,1,52,10,1,5.0,1,2,2,2,2,2,2,2,2,1,2.0,4,1949.8846,1,45.0,4,SELF,2015,2015,0,1,STANDARD_BS
25075,12,3,2,5,2,24,1,1,52,,1,4.0,2,2,1,2,2,2,2,2,2,7,3.0,3,880.4376,3,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
25076,1,2,1,6,1,24,1,1,52,7,1,4.0,1,2,2,2,2,2,2,2,2,2,2.0,2,1835.1146,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
25077,2,7,1,3,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,4,1422.3733,2,99.6,4,SELF,2015,2015,0,1,STANDARD_BS
25078,10,6,2,5,1,47,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,553.5894,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25079,4,7,2,3,1,24,1,3,,,,,6,6,6,6,6,6,6,6,6,1,2.0,2,1025.1167,2,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25080,8,7,1,1,2,13,2,3,,,,,6,6,6,6,6,6,6,6,6,6,3.0,5,651.6357,1,99.6,6,SELF,2015,2015,0,1,STANDARD_BS
25081,2,7,1,3,1,59,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,5,878.5611,1,99.6,6,SELF,2015,2015,0,1,STANDARD_BS
25082,4,4,1,1,4,35,1,1,52,7,1,3.0,1,2,2,2,2,2,2,2,2,3,1.0,3,4590.61,2,35.0,3,SELF,2015,2015,0,1,STANDARD_BS
25083,11,5,1,1,4,35,1,1,52,3,1,4.0,2,2,2,2,2,2,2,1,2,7,1.0,5,2685.5889,1,40.0,7,SELF,2015,2015,0,1,STANDARD_BS
25084,6,5,1,1,2,35,1,1,52,1,1,8.0,1,2,2,2,2,2,2,2,2,4,1.0,5,1332.0687,1,70.0,7,SELF,2015,2015,0,1,STANDARD_BS
25085,8,6,1,1,2,35,2,1,52,1,1,4.0,1,2,2,2,2,2,2,2,2,2,1.0,3,2862.3847,2,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
25086,6,6,1,2,2,24,1,3,,,,,6,6,6,6,6,6,6,6,6,3,2.0,3,2266.8291,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
25087,12,2,1,1,4,47,1,,,,,,6,6,6,6,6,6,6,6,6,99,,5,759.2225,1,99.6,7,SELF,2015,2015,0,1,STANDARD_BS
25088,1,5,1,6,1,24,1,1,52,8,1,3.0,1,2,2,2,2,2,2,2,2,1,3.0,2,1246.6322,1,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
25089,2,3,1,1,2,46,2,3,52,1,,4.0,6,6,6,6,6,6,6,6,6,6,1.0,2,1154.6346,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
25090,5,4,1,1,4,35,1,1,52,8,1,3.0,1,2,2,2,2,2,2,2,2,3,1.0,5,5385.7626,1,36.0,6,SELF,2015,2015,0,1,STANDARD_BS
25091,2,3,1,5,1,35,1,1,52,10,1,8.0,2,1,2,2,2,2,2,2,2,4,1.0,4,968.8286,1,60.0,4,SELF,2015,2015,0,1,STANDARD_BS
25092,6,6,1,2,2,13,1,1,8,2,1,3.0,1,2,2,2,2,2,2,2,2,7,3.0,4,482.4183,3,37.0,4,SELF,2015,2015,0,1,STANDARD_BS
25093,11,2,1,6,1,35,2,1,48,8,1,5.0,1,2,2,2,2,2,2,2,2,3,1.0,5,1737.7285,1,45.0,5,SELF,2015,2015,0,1,STANDARD_BS
25094,2,3,2,1,4,24,1,1,52,5,1,3.0,2,2,2,1,2,2,2,2,2,6,3.0,2,1708.1395,1,35.0,2,SELF,2015,2015,0,1,STANDARD_BS
25095,2,6,2,3,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,5,783.1945,1,99.6,5,SELF,2015,2015,0,1,STANDARD_BS
25096,8,7,1,1,2,48,2,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,2,2952.867,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25097,12,6,1,1,3,35,1,3,,,,,6,6,6,6,6,6,6,6,6,5,3.0,5,3406.9112,1,99.6,6,SELF,2015,2015,0,1,STANDARD_BS
25098,1,4,1,1,5,48,1,1,52,5,1,4.0,1,2,2,2,2,2,2,2,2,5,1.0,2,2086.1876,3,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
25099,2,4,2,2,2,24,1,1,52,2,1,3.0,6,6,6,6,6,6,6,6,6,6,3.0,4,1395.5583,1,35.0,4,SELF,2015,2015,0,1,STANDARD_BS
25100,3,6,1,1,2,35,1,3,,,,,6,6,6,6,6,6,6,6,6,6,1.0,3,1625.8193,3,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
25101,9,3,2,5,1,35,1,1,52,7,1,4.0,1,2,2,2,2,2,2,2,2,6,3.0,4,1021.8398,1,40.0,4,SELF,2015,2015,0,1,STANDARD_BS
25102,8,6,2,1,2,46,1,1,40,,2,,2,2,2,2,2,2,2,1,2,99,1.0,1,1963.1131,1,99.7,1,SELF,2015,2015,0,1,STANDARD_BS
25103,2,6,2,1,2,48,2,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,476.6145,3,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25104,2,3,2,1,4,35,1,3,48,3,,4.0,6,6,6,6,6,6,6,6,6,6,3.0,5,1761.0961,1,40.0,5,SELF,2015,2015,0,1,STANDARD_BS
25105,11,5,2,1,2,12,2,1,52,7,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,3,590.6885,2,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
25106,6,2,1,6,1,35,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,4,3.0,3,1785.5066,1,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
25107,10,6,2,5,1,24,1,3,,,,,6,6,6,6,6,6,6,6,6,2,2.0,1,962.6576,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25108,8,6,2,1,2,46,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,1,1126.6543,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25109,10,3,1,2,5,24,1,1,52,4,1,3.0,1,2,2,2,2,2,2,2,2,7,3.0,5,1013.4614,3,36.0,7,SELF,2015,2015,0,1,STANDARD_BS
25110,5,5,1,2,2,24,1,1,52,10,1,4.0,1,2,2,2,2,2,2,2,2,2,3.0,3,2292.1433,2,40.0,3,SELF,2015,2015,0,1,STANDARD_BS
25111,1,2,2,2,2,35,1,1,52,2,1,7.0,2,2,1,2,2,2,2,2,2,6,3.0,2,2236.7313,3,55.0,2,SELF,2015,2015,0,1,STANDARD_BS
25112,10,3,1,1,2,35,1,1,52,3,1,5.0,2,2,1,2,2,2,2,2,2,4,1.0,4,2401.9271,1,45.0,4,SELF,2015,2015,0,1,STANDARD_BS
25113,2,4,2,2,4,24,1,3,,,,,6,6,6,6,6,6,6,6,6,3,3.0,1,2911.9079,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25114,2,3,2,2,2,35,1,1,52,6,1,2.0,1,2,2,1,2,2,2,2,2,4,1.0,3,1196.3068,3,34.0,3,SELF,2015,2015,0,1,STANDARD_BS
25115,4,6,2,1,2,59,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,1202.4032,3,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25116,3,5,1,1,2,24,1,1,28,8,1,6.0,1,2,2,2,2,2,2,2,2,1,2.0,3,2104.3475,1,50.0,3,SELF,2015,2015,0,1,STANDARD_BS
25117,8,4,1,1,2,35,1,1,52,3,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,5,1719.6224,1,42.0,7,SELF,2015,2015,0,1,STANDARD_BS
25118,10,7,2,6,1,35,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,3,697.5598,1,99.6,3,SELF,2015,2015,0,1,STANDARD_BS
25119,8,3,1,6,1,24,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,6,3.0,5,1094.9501,3,40.0,6,SELF,2015,2015,0,1,STANDARD_BS
25120,2,3,1,6,1,35,1,1,36,8,1,5.0,1,2,2,2,2,2,2,2,2,4,1.0,3,1914.4824,1,46.0,3,SELF,2015,2015,0,1,STANDARD_BS
25121,9,7,2,3,1,46,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,2,742.473,2,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25122,4,5,2,6,1,24,1,1,52,5,1,5.0,2,2,2,1,2,2,2,2,2,7,3.0,4,748.8777,1,45.0,4,SELF,2015,2015,0,1,STANDARD_BS
25123,6,2,2,6,4,10,1,1,52,5,1,3.0,2,2,2,2,2,2,2,2,1,2,1.0,1,771.2723,1,35.0,1,SELF,2015,2015,0,1,STANDARD_BS
25124,4,6,2,1,2,13,1,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,2,635.4648,2,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25125,1,5,2,1,2,35,2,3,,,,,6,6,6,6,6,6,6,6,6,2,1.0,1,973.7326,2,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25126,10,3,1,1,4,35,1,1,52,2,1,4.0,1,2,2,2,2,2,2,2,2,6,1.0,2,5272.096,2,44.0,2,SELF,2015,2015,0,1,STANDARD_BS
25127,6,5,2,1,2,10,1,3,,,,,6,6,6,6,6,6,6,6,6,4,1.0,1,179.0289,1,99.6,1,SELF,2015,2015,0,1,STANDARD_BS
25128,4,3,1,1,2,59,1,1,52,3,1,3.0,2,1,2,2,2,2,2,2,2,7,3.0,3,2954.3935,1,37.5,3,SELF,2015,2015,0,1,STANDARD_BS
25129,1,4,1,2,4,24,1,1,48,2,1,4.0,1,1,2,2,2,2,2,2,2,2,3.0,4,1529.3998,3,44.0,4,SELF,2015,2015,0,1,STANDARD_BS
25130,7,3,1,6,3,12,1,3,,,,,6,6,6,6,6,6,6,6,6,1,1.0,2,1500.519,1,99.6,2,SELF,2015,2015,0,1,STANDARD_BS
25131,12,2,2,6,4,11,3,1,52,7,1,4.0,1,2,2,2,2,2,2,2,2,4,1.0,2,229.2654,1,40.0,2,SELF,2015,2015,0,1,STANDARD_BS
