occID,AGEGRP,SEX,MARSTH,HHSIZE,PR,CMA,WKSWRK,WGHT_PER,DDAY,KOL,LFTAG,TOTINC,EDU10,HRSWRK,COW,HRSWRK_RAW,TOTINC_RAW,TOTINC_SOURCE,CYCLE_YEAR,SURVYEAR,SURVMNTH,COLLECT_MODE,TUI_10_AVAIL,BS_TYPE
13343.0,2.0,2.0,4.0,3.0,2.0,1.0,32.0,783.69085416149,2.0,1.0,1,1.0,2.0,1.0,1.0,20.0,4.0,SELF,2005,2005,,0,0,MEAN_BS
8456.0,4.0,2.0,5.0,4.0,2.0,1.0,,1452.5526582353737,1.0,2.0,3,,9.0,,,97.0,99.0,SELF,2005,2005,,0,0,MEAN_BS
13089.0,3.0,2.0,1.0,3.0,2.0,1.0,52.0,1513.1262182106775,1.0,2.0,1,3.0,9.0,4.0,1.0,42.0,8.0,SELF,2005,2005,,0,0,MEAN_BS
11450.0,6.0,2.0,4.0,1.0,2.0,1.0,,783.8809611119814,3.0,2.0,3,1.0,8.0,,,97.0,5.0,SELF,2005,2005,,0,0,MEAN_BS
1259.0,5.0,1.0,1.0,2.0,2.0,2.0,,1340.818359967774,1.0,2.0,3,3.0,8.0,,,97.0,8.0,SELF,2005,2005,,0,0,MEAN_BS
8057.0,6.0,1.0,1.0,2.0,2.0,1.0,,2104.151145989106,1.0,2.0,3,1.0,9.0,,,97.0,4.0,SELF,2005,2005,,0,0,MEAN_BS
2182.0,3.0,2.0,2.0,1.0,2.0,1.0,,649.9799493012795,1.0,2.0,3,,3.0,,,97.0,98.0,SELF,2005,2005,,0,0,MEAN_BS
15770.0,1.0,2.0,6.0,3.0,2.0,2.0,12.0,1243.9408718482573,1.0,2.0,1,1.0,9.0,4.0,1.0,40.0,3.0,SELF,2005,2005,,0,0,MEAN_BS
15439.0,3.0,2.0,1.0,4.0,2.0,1.0,41.0,1655.795200333011,1.0,1.0,1,2.0,3.0,3.0,1.0,35.0,6.0,SELF,2005,2005,,0,0,MEAN_BS
3477.0,4.0,2.0,4.0,1.0,2.0,1.0,,657.4873851748267,1.0,1.0,3,,9.0,,,97.0,99.0,SELF,2005,2005,,0,0,MEAN_BS
746.0,6.0,2.0,1.0,2.0,2.0,1.0,,1654.653131778723,1.0,2.0,3,1.0,10.0,,,97.0,3.0,SELF,2005,2005,,0,0,MEAN_BS
16197.0,3.0,2.0,6.0,1.0,2.0,2.0,52.0,678.9377956660176,1.0,2.0,1,3.0,4.0,4.0,2.0,40.0,8.0,SELF,2005,2005,,0,0,MEAN_BS
12404.0,3.0,2.0,5.0,1.0,2.0,1.0,52.0,721.9834154613354,2.0,2.0,1,2.0,4.0,3.0,1.0,35.0,6.0,SELF,2005,2005,,0,0,MEAN_BS
1383.0,2.0,1.0,6.0,2.0,2.0,2.0,51.0,3124.3971441164836,2.0,2.0,1,2.0,3.0,6.0,2.0,50.0,7.0,SELF,2005,2005,,0,0,MEAN_BS
7050.0,3.0,2.0,2.0,4.0,2.0,1.0,52.0,1587.4485416062653,3.0,3.0,1,1.0,6.0,1.0,1.0,15.0,4.0,SELF,2005,2005,,0,0,MEAN_BS
773.0,3.0,2.0,2.0,2.0,2.0,1.0,52.0,1413.6284422887145,1.0,,1,,8.0,5.0,2.0,45.0,98.0,SELF,2005,2005,,0,0,MEAN_BS
6010.0,4.0,2.0,5.0,3.0,2.0,1.0,52.0,1216.453764903384,1.0,1.0,1,2.0,4.0,2.0,1.0,34.0,6.0,SELF,2005,2005,,0,0,MEAN_BS
4117.0,5.0,2.0,1.0,5.0,2.0,1.0,52.0,2674.733981981005,1.0,1.0,1,2.0,8.0,4.0,1.0,40.0,6.0,SELF,2005,2005,,0,0,MEAN_BS
5531.0,4.0,2.0,5.0,1.0,2.0,1.0,,428.3868694516668,1.0,2.0,3,,9.0,,,97.0,99.0,SELF,2005,2005,,0,0,MEAN_BS
5553.0,1.0,2.0,1.0,2.0,2.0,1.0,52.0,1246.722684178494,1.0,2.0,1,3.0,2.0,6.0,1.0,52.0,8.0,SELF,2005,2005,,0,0,MEAN_BS
7374.0,1.0,2.0,2.0,2.0,2.0,1.0,52.0,1472.499605199582,1.0,2.0,1,1.0,3.0,1.0,1.0,24.0,4.0,SELF,2005,2005,,0,0,MEAN_BS
18529.0,3.0,1.0,1.0,2.0,2.0,1.0,52.0,1447.8596378558752,1.0,2.0,1,3.0,3.0,3.0,1.0,35.0,8.0,SELF,2005,2005,,0,0,MEAN_BS
10474.0,5.0,1.0,5.0,1.0,2.0,2.0,,741.5980058872872,1.0,2.0,3,1.0,4.0,,,97.0,4.0,SELF,2005,2005,,0,0,MEAN_BS
16981.0,1.0,2.0,6.0,4.0,2.0,2.0,52.0,2966.387277336661,1.0,2.0,1,1.0,9.0,1.0,1.0,25.0,3.0,SELF,2005,2005,,0,0,MEAN_BS
18634.0,1.0,2.0,1.0,2.0,2.0,1.0,40.0,1757.1849375015067,3.0,2.0,3,2.0,3.0,,,97.0,6.0,SELF,2005,2005,,0,0,MEAN_BS
11775.0,3.0,2.0,6.0,3.0,2.0,1.0,52.0,526.4892747691221,1.0,2.0,1,,4.0,2.0,1.0,30.0,99.0,SELF,2005,2005,,0,0,MEAN_BS
8094.0,2.0,2.0,2.0,2.0,2.0,1.0,52.0,2107.211617674716,1.0,2.0,1,3.0,2.0,1.0,1.0,28.0,8.0,SELF,2005,2005,,0,0,MEAN_BS
15294.0,3.0,1.0,5.0,2.0,2.0,1.0,52.0,1759.394630204382,1.0,2.0,1,1.0,4.0,8.0,2.0,60.0,5.0,SELF,2005,2005,,0,0,MEAN_BS
8838.0,1.0,2.0,6.0,4.0,2.0,1.0,12.0,1127.404946387264,1.0,1.0,1,,99.0,1.0,2.0,20.0,99.0,SELF,2005,2005,,0,0,MEAN_BS
7893.0,3.0,2.0,1.0,5.0,2.0,1.0,,1368.539047905726,1.0,2.0,3,1.0,8.0,,,97.0,1.0,SELF,2005,2005,,0,0,MEAN_BS
3382.0,3.0,1.0,4.0,1.0,2.0,2.0,52.0,997.4735044723024,3.0,2.0,1,2.0,4.0,4.0,1.0,40.0,6.0,SELF,2005,2005,,0,0,MEAN_BS
8948.0,3.0,2.0,1.0,4.0,2.0,1.0,52.0,1661.7550657851848,3.0,2.0,1,3.0,3.0,2.0,1.0,32.0,9.0,SELF,2005,2005,,0,0,MEAN_BS
9022.0,3.0,2.0,1.0,5.0,2.0,1.0,48.0,2337.799985122789,3.0,2.0,1,1.0,2.0,1.0,1.0,10.0,4.0,SELF,2005,2005,,0,0,MEAN_BS
16303.0,3.0,1.0,2.0,2.0,2.0,1.0,52.0,1765.0366413745196,1.0,2.0,1,3.0,3.0,3.0,1.0,38.0,9.0,SELF,2005,2005,,0,0,MEAN_BS
9444.0,2.0,2.0,6.0,1.0,2.0,1.0,52.0,711.1856277069437,1.0,3.0,1,3.0,2.0,4.0,1.0,40.0,8.0,SELF,2005,2005,,0,0,MEAN_BS
16042.0,5.0,2.0,3.0,3.0,2.0,1.0,,1987.6770565468485,3.0,2.0,3,1.0,8.0,,,97.0,3.0,SELF,2005,2005,,0,0,MEAN_BS
11546.0,5.0,1.0,6.0,1.0,2.0,1.0,30.0,941.3655421843392,2.0,1.0,,2.0,6.0,,1.0,99.0,6.0,SELF,2005,2005,,0,0,MEAN_BS
16492.0,3.0,1.0,2.0,4.0,2.0,1.0,52.0,1848.8968137766828,1.0,2.0,1,4.0,2.0,3.0,2.0,36.0,10.0,SELF,2005,2005,,0,0,MEAN_BS
5569.0,4.0,2.0,1.0,1.0,2.0,1.0,46.0,546.3621002646154,1.0,2.0,1,3.0,3.0,3.0,1.0,38.0,8.0,SELF,2005,2005,,0,0,MEAN_BS
3267.0,5.0,2.0,1.0,2.0,2.0,2.0,,1354.1403315306093,1.0,2.0,3,,9.0,,,97.0,99.0,SELF,2005,2005,,0,0,MEAN_BS
8016.0,5.0,1.0,1.0,2.0,2.0,2.0,40.0,1531.3994351560236,1.0,2.0,1,1.0,9.0,1.0,2.0,25.0,4.0,SELF,2005,2005,,0,0,MEAN_BS
19015.0,5.0,2.0,1.0,2.0,2.0,1.0,32.0,1633.9814634581842,1.0,2.0,3,1.0,4.0,,,97.0,5.0,SELF,2005,2005,,0,0,MEAN_BS
10872.0,3.0,2.0,2.0,4.0,2.0,2.0,52.0,1571.2254424534951,2.0,2.0,1,,2.0,3.0,2.0,38.0,98.0,SELF,2005,2005,,0,0,MEAN_BS
14623.0,4.0,2.0,2.0,4.0,2.0,1.0,52.0,2722.4261034327646,1.0,2.0,1,5.0,1.0,7.0,2.0,55.0,12.0,SELF,2005,2005,,0,0,MEAN_BS
4792.0,3.0,2.0,1.0,4.0,2.0,1.0,,1253.0166450411284,1.0,3.0,3,1.0,8.0,,,97.0,1.0,SELF,2005,2005,,0,0,MEAN_BS
13139.0,5.0,2.0,1.0,2.0,2.0,1.0,44.0,1730.2367110143125,1.0,1.0,1,,2.0,2.0,2.0,30.0,99.0,SELF,2005,2005,,0,0,MEAN_BS
3862.0,4.0,1.0,6.0,2.0,2.0,1.0,,1669.139500711014,1.0,,3,,98.0,,,97.0,98.0,SELF,2005,2005,,0,0,MEAN_BS
18381.0,2.0,2.0,1.0,2.0,2.0,1.0,,1659.6379136347446,2.0,3.0,2,1.0,5.0,,,97.0,4.0,SELF,2005,2005,,0,0,MEAN_BS
11580.0,4.0,1.0,2.0,3.0,2.0,1.0,52.0,2021.5666945783707,2.0,2.0,1,2.0,9.0,4.0,1.0,40.0,6.0,SELF,2005,2005,,0,0,MEAN_BS
4583.0,3.0,2.0,6.0,1.0,2.0,1.0,50.0,340.2023577776221,1.0,3.0,1,2.0,4.0,3.0,1.0,38.0,7.0,SELF,2005,2005,,0,0,MEAN_BS
12623.0,5.0,1.0,1.0,3.0,2.0,1.0,52.0,2102.7260704237847,1.0,2.0,1,,2.0,3.0,1.0,37.0,98.0,SELF,2005,2005,,0,0,MEAN_BS
18792.0,6.0,1.0,1.0,2.0,2.0,1.0,,1958.1006343805705,3.0,2.0,3,1.0,10.0,,,97.0,4.0,SELF,2005,2005,,0,0,MEAN_BS
1658.0,4.0,2.0,5.0,1.0,2.0,1.0,52.0,711.1749655021263,1.0,2.0,1,2.0,9.0,2.0,1.0,33.0,6.0,SELF,2005,2005,,0,0,MEAN_BS
12997.0,5.0,1.0,1.0,2.0,2.0,1.0,44.0,663.8301976150648,1.0,2.0,1,5.0,4.0,4.0,2.0,40.0,12.0,SELF,2005,2005,,0,0,MEAN_BS
429.0,7.0,1.0,3.0,1.0,2.0,1.0,,1715.7000436655774,1.0,2.0,3,1.0,1.0,,,97.0,5.0,SELF,2005,2005,,0,0,MEAN_BS
18856.0,1.0,2.0,6.0,4.0,2.0,1.0,52.0,2983.172952141977,1.0,2.0,1,1.0,2.0,1.0,1.0,10.0,4.0,SELF,2005,2005,,0,0,MEAN_BS
18996.0,6.0,1.0,1.0,2.0,2.0,2.0,,2309.600145349789,1.0,2.0,3,5.0,2.0,,,97.0,11.0,SELF,2005,2005,,0,0,MEAN_BS
7224.0,2.0,2.0,6.0,1.0,2.0,1.0,52.0,822.9640724478535,1.0,2.0,1,2.0,2.0,5.0,1.0,45.0,7.0,SELF,2005,2005,,0,0,MEAN_BS
290.0,4.0,1.0,6.0,1.0,2.0,2.0,,734.5880577670637,1.0,2.0,3,,4.0,,,97.0,98.0,SELF,2005,2005,,0,0,MEAN_BS
13399.0,1.0,2.0,6.0,3.0,2.0,1.0,,1572.8413541993525,1.0,3.0,2,,3.0,,,97.0,99.0,SELF,2005,2005,,0,0,MEAN_BS
7021.0,7.0,2.0,3.0,1.0,2.0,1.0,,905.8904110582376,1.0,2.0,3,1.0,9.0,,,97.0,5.0,SELF,2005,2005,,0,0,MEAN_BS
7896.0,3.0,1.0,1.0,3.0,2.0,1.0,52.0,1352.1060526935344,1.0,2.0,1,2.0,7.0,8.0,2.0,65.0,6.0,SELF,2005,2005,,0,0,MEAN_BS
10146.0,5.0,2.0,3.0,1.0,2.0,2.0,,731.906309491793,1.0,2.0,3,,9.0,,,97.0,99.0,SELF,2005,2005,,0,0,MEAN_BS
10715.0,2.0,2.0,2.0,3.0,2.0,2.0,52.0,1822.5415709146307,1.0,1.0,1,,4.0,1.0,1.0,7.0,99.0,SELF,2005,2005,,0,0,MEAN_BS
4619.0,2.0,2.0,6.0,1.0,2.0,1.0,45.0,923.967102486244,2.0,2.0,1,3.0,3.0,4.0,1.0,40.0,8.0,SELF,2005,2005,,0,0,MEAN_BS
16079.0,5.0,2.0,5.0,1.0,2.0,1.0,,546.6034858530805,1.0,2.0,3,2.0,3.0,,,97.0,7.0,SELF,2005,2005,,0,0,MEAN_BS
3423.0,4.0,1.0,1.0,3.0,2.0,2.0,43.0,2630.884197218367,1.0,2.0,1,1.0,8.0,1.0,1.0,25.0,5.0,SELF,2005,2005,,0,0,MEAN_BS
15727.0,6.0,2.0,3.0,3.0,2.0,1.0,,2450.157002896803,2.0,2.0,3,,9.0,,,97.0,98.0,SELF,2005,2005,,0,0,MEAN_BS
7189.0,4.0,1.0,1.0,2.0,2.0,2.0,52.0,1639.5650406822072,1.0,2.0,1,2.0,9.0,4.0,1.0,40.0,7.0,SELF,2005,2005,,0,0,MEAN_BS
6841.0,4.0,1.0,1.0,2.0,2.0,1.0,26.0,1966.971375648648,1.0,2.0,1,,8.0,3.0,1.0,37.0,98.0,SELF,2005,2005,,0,0,MEAN_BS
