occID,WGHT_PER,AGEGRP,SEX,MARSTH,HHSIZE,PR,REGION,CMA,DDAY,ACT7DAYS,WKWE,LFTAG,HRSWRK,EDU10,CTW_Q140_C01,CTW_Q140_C02,CTW_Q140_C03,CTW_Q140_C04,CTW_Q140_C05,CTW_Q140_C06,CTW_Q140_C07,CTW_Q140_C08,CTW_Q140_C09,KOL,TOTINC,HRSWRK_RAW,MODE,TOTINC_RAW,TOTINC_SOURCE,CYCLE_YEAR,SURVYEAR,SURVMNTH,COLLECT_MODE,TUI_10_AVAIL,BS_TYPE
13177,3869.027,2,2,1,4,35,3,1,1,1,52,1,8.0,3,2,2,2,2,2,2,2,1,2,1.0,2.0,60.0,4,7,SELF,2010,2010,,0,0,MEAN_BS
13178,514.8696,5,2,1,2,47,4,2,1,4,26,3,,3,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13179,2191.574,6,1,6,2,24,2,1,2,1,52,1,2.0,3,1,2,2,2,2,2,2,2,2,2.0,2.0,30.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
13180,175.6388,6,2,3,1,11,1,3,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13181,721.9887,3,1,6,5,47,4,1,1,2,2,3,,8,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
13182,2321.9579,3,1,1,4,35,3,1,1,8,97,3,,98,7,7,7,7,7,7,7,7,7,,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13183,926.6159,5,2,6,1,48,4,1,1,1,52,1,7.0,3,2,2,2,1,2,2,2,1,2,1.0,,55.0,3,98,SELF,2010,2010,,0,0,MEAN_BS
13184,465.4346,5,1,1,3,11,1,3,3,1,16,1,8.0,9,7,7,7,7,7,7,7,7,7,1.0,2.0,60.0,,6,SELF,2010,2010,,0,0,MEAN_BS
13185,3406.6121,4,1,1,5,59,5,1,1,1,52,1,6.0,7,1,2,2,2,2,2,2,2,2,1.0,,50.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
13186,1669.7832,4,1,1,2,48,4,1,1,1,52,1,6.0,8,1,2,2,2,2,2,2,2,2,1.0,5.0,50.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
13187,2353.5862,1,1,6,3,59,5,1,1,1,40,1,2.0,4,1,2,2,2,2,2,2,2,2,1.0,2.0,33.0,1,6,SELF,2010,2010,,0,0,MEAN_BS
13188,940.8767,5,1,2,2,59,5,1,1,1,52,1,5.0,4,1,2,2,2,2,2,2,2,2,1.0,5.0,48.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
13189,473.5948,3,2,6,1,59,5,1,1,1,40,1,1.0,7,1,2,2,2,2,2,2,2,2,1.0,2.0,20.0,1,6,SELF,2010,2010,,0,0,MEAN_BS
13190,759.58,5,2,3,1,35,3,1,1,5,40,3,,10,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
13191,4236.8231,2,1,2,4,24,2,1,1,1,52,1,5.0,4,1,2,2,2,2,2,2,2,2,2.0,2.0,45.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
13192,2659.4082,6,2,1,2,24,2,1,1,5,97,3,,5,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
13193,3818.4317,3,1,1,5,24,2,1,1,1,52,1,5.0,1,1,2,2,2,2,2,2,2,2,3.0,,45.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
13194,901.2749,2,2,1,4,47,4,1,3,4,52,3,,2,7,7,7,7,7,7,7,7,7,1.0,5.0,99.7,,11,SELF,2010,2010,,0,0,MEAN_BS
13195,1539.2609,3,2,6,1,35,3,1,1,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
13196,2793.5282,3,1,1,2,24,2,2,1,1,52,1,4.0,8,1,1,2,2,2,2,2,2,2,2.0,2.0,40.0,1,6,SELF,2010,2010,,0,0,MEAN_BS
13197,5216.6024,2,1,1,5,24,2,1,1,3,24,2,,3,2,2,2,1,2,2,2,2,2,3.0,1.0,99.7,3,5,SELF,2010,2010,,0,0,MEAN_BS
13198,574.8911,6,2,2,2,59,5,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
13199,390.3769,6,2,3,1,47,4,1,3,5,97,3,,9,7,7,7,7,7,7,7,7,7,3.0,,99.7,,99,SELF,2010,2010,,0,0,MEAN_BS
13200,625.0395,5,2,6,1,59,5,1,1,5,52,1,1.0,1,7,7,7,7,7,7,7,7,7,1.0,2.0,20.0,,6,SELF,2010,2010,,0,0,MEAN_BS
13201,2594.7482,4,2,1,2,35,3,1,3,1,52,1,3.0,5,1,2,2,2,2,2,2,2,2,1.0,,35.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
13202,2186.0211,3,1,1,5,35,3,1,1,1,52,1,7.0,3,1,2,2,2,2,2,2,2,2,1.0,5.0,55.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
13203,183.5894,7,2,3,1,47,4,1,1,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13204,3265.2415,4,1,2,3,24,2,1,1,1,52,1,4.0,2,1,2,2,2,2,2,2,2,2,2.0,5.0,40.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
13205,1827.9225,7,1,1,2,48,4,2,2,5,97,3,,8,7,7,7,7,7,7,7,7,7,3.0,5.0,99.7,,12,SELF,2010,2010,,0,0,MEAN_BS
13206,1688.5332,6,1,1,2,35,3,1,1,5,97,3,,10,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13207,1236.3664,4,1,1,2,46,4,1,1,1,20,1,2.0,2,2,2,2,1,2,2,2,2,2,1.0,2.0,30.0,3,7,SELF,2010,2010,,0,0,MEAN_BS
13208,1527.6754,2,2,2,3,59,5,1,1,4,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
13209,1720.884,2,2,1,4,59,5,1,2,1,52,1,7.0,3,1,1,2,2,2,2,2,2,2,1.0,3.0,56.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
13210,1434.1692,4,1,2,3,12,1,1,1,1,52,1,4.0,8,7,7,7,7,7,7,7,7,7,1.0,5.0,40.0,,11,SELF,2010,2010,,0,0,MEAN_BS
13211,3892.0548,2,2,1,5,24,2,2,1,4,97,3,,8,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
13212,838.3614,6,1,1,1,24,2,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,2.0,4.0,99.7,,10,SELF,2010,2010,,0,0,MEAN_BS
13213,2424.8424,4,1,1,2,24,2,1,1,1,52,1,4.0,9,1,2,2,2,2,2,2,2,2,2.0,,40.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
13214,689.3318,2,1,1,2,47,4,2,1,1,52,1,4.0,4,1,2,2,2,2,2,2,2,2,3.0,1.0,40.0,1,2,SELF,2010,2010,,0,0,MEAN_BS
13215,4140.631,4,2,1,5,59,5,1,2,4,24,1,1.0,3,7,7,7,7,7,7,7,7,7,1.0,,5.0,,98,SELF,2010,2010,,0,0,MEAN_BS
13216,641.305,4,2,5,1,59,5,1,1,1,52,1,5.0,8,1,2,2,2,2,2,2,2,2,1.0,5.0,48.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
13217,4831.2714,5,2,5,4,35,3,1,1,1,12,1,3.0,2,2,1,2,2,2,2,2,2,2,1.0,1.0,37.5,2,5,SELF,2010,2010,,0,0,MEAN_BS
13218,976.724,3,1,6,1,35,3,1,1,4,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
13219,777.1851,5,2,6,1,59,5,1,1,1,52,1,2.0,2,2,2,2,1,2,2,2,2,2,1.0,3.0,34.0,3,8,SELF,2010,2010,,0,0,MEAN_BS
13220,1519.7379,3,1,6,1,24,2,2,1,1,52,1,4.0,4,1,2,2,2,2,2,2,2,2,2.0,4.0,40.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
13221,6093.094,1,2,6,5,35,3,1,2,3,97,2,,9,1,2,2,2,2,2,2,2,2,3.0,1.0,99.7,1,1,SELF,2010,2010,,0,0,MEAN_BS
13222,1333.6523,5,2,1,2,59,5,1,1,5,97,3,,1,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
13223,741.2104,6,2,,1,48,4,1,3,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13224,7002.8899,1,1,6,5,59,5,1,2,3,52,1,1.0,5,1,2,2,2,2,2,2,2,2,1.0,1.0,20.0,1,4,SELF,2010,2010,,0,0,MEAN_BS
13225,1622.4093,6,2,3,2,59,5,1,1,5,97,3,,5,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13226,915.9533,7,2,3,1,35,3,2,1,5,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13227,5614.8956,2,2,1,5,24,2,1,1,4,52,3,,6,7,7,7,7,7,7,7,7,7,3.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
13228,3242.377,4,2,1,3,24,2,1,1,1,26,1,1.0,3,2,2,2,2,2,2,2,1,2,2.0,1.0,6.0,4,1,SELF,2010,2010,,0,0,MEAN_BS
13229,1227.955,7,2,3,1,35,3,1,3,4,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,4.0,99.7,,10,SELF,2010,2010,,0,0,MEAN_BS
13230,2117.3446,5,2,4,2,24,2,1,1,1,52,1,1.0,2,1,2,2,2,2,2,2,2,2,2.0,1.0,20.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
13231,309.1127,6,1,3,1,35,3,1,1,1,52,1,8.0,5,1,2,2,2,2,2,2,2,2,1.0,5.0,60.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
13232,1502.704,5,2,1,2,48,4,1,1,4,52,1,1.0,2,7,7,7,7,7,7,7,7,7,1.0,,8.0,,99,SELF,2010,2010,,0,0,MEAN_BS
13233,1520.1895,5,2,2,4,35,3,2,3,1,52,1,3.0,9,1,2,2,2,2,2,2,2,2,1.0,1.0,36.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
13234,3291.8626,6,2,1,2,24,2,1,2,5,97,3,,10,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
13235,1313.5704,2,1,1,2,12,1,1,1,1,52,1,4.0,2,1,2,2,2,2,2,2,2,2,1.0,3.0,43.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
13236,1163.691,4,2,5,3,59,5,1,1,1,52,1,5.0,3,1,2,2,2,2,2,2,2,2,3.0,2.0,45.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
13237,2693.2762,4,2,6,2,24,2,1,1,6,44,1,3.0,3,7,7,7,7,7,7,7,7,7,2.0,2.0,35.0,,6,SELF,2010,2010,,0,0,MEAN_BS
13238,779.1359,6,1,6,2,13,1,2,3,1,28,1,8.0,2,1,2,2,2,2,2,2,2,2,2.0,5.0,65.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
13239,598.4759,4,1,2,2,10,1,1,1,4,52,3,,1,7,7,7,7,7,7,7,7,7,1.0,5.0,99.7,,11,SELF,2010,2010,,0,0,MEAN_BS
13240,1773.9074,2,2,1,5,12,1,2,1,6,52,1,4.0,2,7,7,7,7,7,7,7,7,7,1.0,2.0,40.0,,7,SELF,2010,2010,,0,0,MEAN_BS
13241,1402.647,4,2,1,2,35,3,1,1,1,52,1,8.0,5,1,2,2,2,2,2,2,2,2,1.0,5.0,60.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
13242,3842.1672,6,1,1,5,46,4,1,1,5,97,3,,10,7,7,7,7,7,7,7,7,7,3.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13243,3475.3173,2,1,6,2,35,3,1,1,1,52,1,8.0,8,2,2,2,1,2,2,2,2,2,1.0,2.0,60.0,3,6,SELF,2010,2010,,0,0,MEAN_BS
13244,3515.7446,3,1,2,2,24,2,1,1,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,2.0,3.0,42.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
13245,989.409,3,1,1,1,59,5,1,3,1,52,1,7.0,1,2,2,2,2,1,2,2,2,2,1.0,5.0,55.0,3,12,SELF,2010,2010,,0,0,MEAN_BS
13246,2141.7496,7,1,1,2,59,5,1,2,5,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13247,441.0184,5,2,1,2,12,1,1,3,4,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
13248,1945.7776,5,1,2,2,48,4,2,1,1,52,1,3.0,9,2,2,2,1,2,2,2,2,2,1.0,3.0,35.0,3,8,SELF,2010,2010,,0,0,MEAN_BS
13249,878.2566,4,1,1,3,12,1,1,2,1,52,1,4.0,8,1,2,2,2,2,2,2,2,2,1.0,2.0,40.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
13250,5022.3107,1,1,6,5,35,3,2,1,3,8,2,,9,2,2,1,2,2,2,2,2,2,1.0,1.0,99.7,6,1,SELF,2010,2010,,0,0,MEAN_BS
13251,256.5303,5,2,1,1,12,1,1,1,8,97,3,,98,7,7,7,7,7,7,7,7,7,,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13252,1386.1518,1,2,6,4,12,1,1,2,3,52,1,2.0,5,1,2,2,2,2,2,2,2,2,1.0,1.0,30.0,1,3,SELF,2010,2010,,0,0,MEAN_BS
13253,2056.1146,4,2,6,2,35,3,1,1,1,52,1,3.0,4,1,2,2,2,2,2,2,2,2,1.0,3.0,39.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
13254,859.903,5,1,6,1,59,5,1,2,6,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
13255,4762.6274,4,2,3,5,59,5,1,3,4,38,3,,3,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
13256,4797.3322,2,1,2,2,24,2,1,3,1,52,1,4.0,4,2,2,1,2,2,2,2,2,2,2.0,3.0,40.0,6,8,SELF,2010,2010,,0,0,MEAN_BS
13257,2494.3776,4,2,1,2,35,3,1,1,4,8,3,,3,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13258,1297.6964,3,2,6,1,24,2,1,3,1,12,1,3.0,6,1,2,2,2,2,2,2,1,2,2.0,3.0,37.5,1,9,SELF,2010,2010,,0,0,MEAN_BS
13259,5218.8626,1,1,6,5,48,4,1,1,3,4,1,1.0,9,2,1,1,2,2,2,2,2,2,1.0,1.0,16.0,2,2,SELF,2010,2010,,0,0,MEAN_BS
13260,2242.9996,1,2,4,3,35,3,1,1,4,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
13261,2834.3579,4,1,2,2,24,2,1,1,1,52,1,3.0,3,1,2,2,2,2,2,2,2,2,2.0,4.0,37.5,1,10,SELF,2010,2010,,0,0,MEAN_BS
13262,3560.0109,1,2,6,5,35,3,1,1,3,52,1,3.0,6,2,2,1,2,2,2,2,2,2,3.0,1.0,35.0,6,5,SELF,2010,2010,,0,0,MEAN_BS
13263,1666.4975,6,1,1,2,48,4,1,3,1,52,1,7.0,8,1,2,2,2,2,2,2,2,2,1.0,4.0,55.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
13264,953.6023,3,2,1,4,59,5,1,2,1,52,1,5.0,2,1,2,2,2,2,2,2,2,2,1.0,4.0,45.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
13265,57.2556,5,2,6,1,11,1,3,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
13266,1764.2585,6,2,1,2,35,3,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,,99.7,,99,SELF,2010,2010,,0,0,MEAN_BS
13267,3631.5364,3,1,1,4,35,3,2,2,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,1.0,2.0,40.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
13268,1927.5808,3,2,1,4,35,3,1,1,1,52,1,5.0,2,2,1,2,1,2,2,2,2,2,1.0,5.0,45.0,2,11,SELF,2010,2010,,0,0,MEAN_BS
13269,941.9254,5,2,,1,35,3,1,1,8,97,3,,98,7,7,7,7,7,7,7,7,7,,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13270,1266.0694,7,2,3,1,48,4,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
13271,1538.9118,6,1,4,1,24,2,1,1,5,6,3,,3,7,7,7,7,7,7,7,7,7,3.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
13272,1340.0966,7,2,3,1,24,2,1,1,5,97,3,,8,7,7,7,7,7,7,7,7,7,2.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
13273,2533.9514,4,1,1,3,35,3,2,3,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,1.0,4.0,42.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
13274,442.1943,1,1,1,3,11,1,3,1,1,52,1,6.0,2,1,2,2,2,2,2,2,2,2,1.0,2.0,50.0,1,6,SELF,2010,2010,,0,0,MEAN_BS
13275,2555.0749,3,1,1,5,35,3,1,1,1,52,1,4.0,1,1,2,2,2,2,2,2,2,2,1.0,5.0,43.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
13276,1412.7747,5,1,1,4,48,4,1,1,1,52,1,3.0,6,2,2,2,2,2,2,2,1,2,1.0,2.0,38.0,4,6,SELF,2010,2010,,0,0,MEAN_BS
13277,1367.5685,6,2,1,2,59,5,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
13278,2006.9899,5,2,2,2,59,5,2,1,1,52,1,3.0,8,1,2,2,2,2,2,2,2,2,1.0,3.0,37.5,1,8,SELF,2010,2010,,0,0,MEAN_BS
13279,2301.8343,4,2,1,2,24,2,2,1,2,19,3,,3,7,7,7,7,7,7,7,7,7,2.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
13280,986.7869,3,2,1,2,46,4,1,1,1,52,1,3.0,8,2,2,2,1,2,2,2,2,2,2.0,1.0,35.0,3,5,SELF,2010,2010,,0,0,MEAN_BS
13281,647.3434,5,1,1,2,10,1,2,1,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
13282,1443.2027,6,2,1,2,59,5,1,1,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
13283,348.1898,2,2,6,1,47,4,1,1,6,52,1,5.0,2,7,7,7,7,7,7,7,7,7,1.0,3.0,45.0,,9,SELF,2010,2010,,0,0,MEAN_BS
13284,1404.7383,5,2,1,2,59,5,1,1,1,50,1,4.0,6,2,2,2,2,2,2,2,1,2,1.0,1.0,40.0,4,4,SELF,2010,2010,,0,0,MEAN_BS
13285,3454.3928,4,1,1,2,48,4,1,2,1,52,1,6.0,8,1,2,2,2,2,2,2,2,2,1.0,3.0,50.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
13286,1621.1852,6,2,1,2,35,3,1,1,5,97,3,,4,7,7,7,7,7,7,7,7,7,3.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
13287,4737.6368,2,1,2,3,35,3,1,2,1,8,1,1.0,8,1,2,2,2,2,2,2,2,2,3.0,1.0,20.0,1,4,SELF,2010,2010,,0,0,MEAN_BS
13288,2417.0121,5,1,1,2,35,3,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
13289,74.1109,5,1,4,1,11,1,3,1,6,97,3,,5,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
13290,1495.1127,6,1,1,2,35,3,1,2,5,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13291,3833.4864,2,2,2,4,35,3,1,1,4,52,1,4.0,3,7,7,7,7,7,7,7,7,7,3.0,2.0,40.0,,6,SELF,2010,2010,,0,0,MEAN_BS
13292,2734.4547,5,2,2,2,24,2,1,2,5,8,3,,1,7,7,7,7,7,7,7,7,7,2.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13293,3221.0713,3,1,2,2,35,3,1,1,1,52,1,4.0,2,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
13294,521.9181,4,2,1,2,10,1,2,1,1,52,1,4.0,9,2,2,2,1,2,2,2,2,2,1.0,,40.0,3,98,SELF,2010,2010,,0,0,MEAN_BS
13295,2398.8935,4,1,1,2,35,3,1,1,2,4,3,,7,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
13296,548.6557,3,2,4,2,12,1,2,1,3,97,2,,2,1,2,2,2,2,2,2,2,2,1.0,1.0,99.7,1,5,SELF,2010,2010,,0,0,MEAN_BS
13297,1337.8002,4,1,1,2,47,4,2,3,1,52,1,8.0,4,7,7,7,7,7,7,7,7,7,1.0,5.0,60.0,,12,SELF,2010,2010,,0,0,MEAN_BS
13298,1163.1272,6,2,3,1,24,2,1,1,5,97,3,,10,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
13299,580.5679,4,2,1,3,12,1,2,1,4,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,2,SELF,2010,2010,,0,0,MEAN_BS
13300,1253.055,1,1,6,3,59,5,1,1,1,27,1,4.0,6,2,2,1,2,2,2,2,2,2,3.0,,40.0,6,98,SELF,2010,2010,,0,0,MEAN_BS
13301,3697.7595,1,1,6,4,35,3,1,1,3,2,2,,10,2,2,2,2,1,2,2,2,2,1.0,,99.7,3,99,SELF,2010,2010,,0,0,MEAN_BS
13302,468.2552,5,2,4,1,47,4,1,3,5,97,3,,5,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13303,1672.3447,5,1,1,2,35,3,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,5.0,99.7,,12,SELF,2010,2010,,0,0,MEAN_BS
13304,1805.2507,5,1,1,2,35,3,1,1,1,52,1,6.0,1,1,2,2,2,2,2,2,2,2,1.0,5.0,50.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
13305,2401.9229,2,2,1,2,24,2,1,1,1,52,1,6.0,3,2,2,2,2,2,2,2,1,2,2.0,2.0,50.0,4,6,SELF,2010,2010,,0,0,MEAN_BS
13306,901.3462,4,1,3,1,35,3,2,3,1,52,1,4.0,9,1,2,2,2,2,2,2,2,2,2.0,3.0,40.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
13307,1943.0011,3,2,6,2,35,3,1,1,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,1.0,2.0,40.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
13308,1613.8797,3,2,2,5,46,4,2,1,8,97,3,,98,7,7,7,7,7,7,7,7,7,,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13309,933.1436,3,2,1,3,35,3,1,1,4,4,3,,3,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
13310,303.9809,3,1,6,1,47,4,1,1,1,52,1,4.0,2,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
13311,1682.0685,2,2,1,4,46,4,1,3,4,52,1,4.0,2,7,7,7,7,7,7,7,7,7,2.0,3.0,40.0,,8,SELF,2010,2010,,0,0,MEAN_BS
13312,4075.5208,4,1,1,3,35,3,1,1,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
13313,1314.9535,4,1,4,2,13,1,2,1,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,2.0,,40.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
13314,645.8755,4,2,1,3,47,4,1,1,1,52,1,5.0,1,1,2,2,2,2,2,2,2,2,3.0,,46.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
13315,2008.3204,4,2,1,2,59,5,1,2,1,52,1,3.0,5,1,2,2,2,2,2,2,2,2,1.0,,37.5,1,99,SELF,2010,2010,,0,0,MEAN_BS
13316,4448.755,6,1,1,3,48,4,1,1,5,20,3,,4,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
13317,1585.912,5,2,1,3,46,4,1,1,1,52,1,1.0,2,2,1,2,2,2,2,2,2,2,3.0,1.0,12.0,2,4,SELF,2010,2010,,0,0,MEAN_BS
13318,3047.5486,4,2,1,3,24,2,1,1,1,52,1,2.0,2,1,2,2,2,2,2,2,2,2,2.0,4.0,30.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
13319,1111.155,5,2,1,2,47,4,2,3,5,97,3,,9,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,2,SELF,2010,2010,,0,0,MEAN_BS
13320,392.7488,5,2,2,2,59,5,1,1,6,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
13321,3316.1513,4,2,1,4,35,3,1,1,1,52,1,1.0,7,2,2,2,1,2,2,2,2,2,1.0,1.0,20.0,3,5,SELF,2010,2010,,0,0,MEAN_BS
13322,2345.551,2,1,1,4,59,5,1,3,1,52,1,8.0,4,1,2,2,2,2,2,2,2,2,1.0,5.0,60.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
13323,5078.8063,6,1,1,3,24,2,1,3,5,45,1,1.0,2,7,7,7,7,7,7,7,7,7,2.0,2.0,25.0,,7,SELF,2010,2010,,0,0,MEAN_BS
13324,1070.6595,3,2,4,3,59,5,1,1,3,52,1,1.0,2,2,1,2,1,2,2,2,2,2,3.0,1.0,3.0,2,4,SELF,2010,2010,,0,0,MEAN_BS
13325,2683.4649,4,2,1,3,24,2,1,1,6,99,3,,4,7,7,7,7,7,7,7,7,7,2.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
13326,641.305,4,2,3,1,59,5,2,1,1,40,1,8.0,2,2,2,1,2,2,2,2,2,2,1.0,4.0,75.0,6,10,SELF,2010,2010,,0,0,MEAN_BS
