occID,SURVMNTH,AGEGRP,SEX,MARSTH,HHSIZE,PR,CMA,LFTAG,WET_120,NOCS,HRSWRK,CTW_140A,CTW_140B,CTW_140C,CTW_140D,CTW_140E,CTW_140I,MODE,EDC_10,KOL,TOTINC,WGHT_PER,DDAY,HRSWRK_RAW,TOTINC_RAW,TOTINC_SOURCE,CYCLE_YEAR,SURVYEAR,COLLECT_MODE,TUI_10_AVAIL,BS_TYPE
1016.0,6.0,7.0,1.0,1.0,3.0,35.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,4.0,5365.5654,2.0,96.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1017.0,1.0,6.0,1.0,1.0,2.0,35.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,1959.9172,7.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1018.0,8.0,4.0,2.0,1.0,4.0,47.0,1.0,1,1.0,7.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,,2.0,2276.4483,4.0,5.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1019.0,5.0,3.0,1.0,1.0,5.0,48.0,1.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,3.0,4181.4406,4.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1020.0,4.0,5.0,1.0,6.0,1.0,59.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,1.0,4.0,889.2639,2.0,96.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1021.0,11.0,3.0,2.0,2.0,4.0,24.0,1.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2144.0783,4.0,1.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1022.0,1.0,4.0,2.0,3.0,1.0,35.0,1.0,1,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2752.0127,7.0,4.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1023.0,9.0,1.0,1.0,3.0,1.0,35.0,1.0,1,1.0,8.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7173.1411,1.0,5.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1024.0,3.0,6.0,2.0,1.0,2.0,24.0,2.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,1.0,2772.2528,4.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1025.0,6.0,4.0,1.0,1.0,3.0,48.0,1.0,1,1.0,5.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,2758.1118,1.0,7.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1026.0,9.0,2.0,2.0,3.0,1.0,24.0,1.0,1,1.0,7.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2982.2924,6.0,4.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1027.0,8.0,5.0,2.0,1.0,2.0,35.0,1.0,1,1.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,1980.288,4.0,4.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1028.0,9.0,2.0,2.0,2.0,3.0,24.0,1.0,1,1.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,3.0,4816.4694,7.0,3.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1029.0,10.0,6.0,1.0,1.0,2.0,11.0,3.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,5.0,90.5559,5.0,96.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1030.0,8.0,3.0,2.0,1.0,4.0,24.0,1.0,1,1.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,3296.0588,6.0,4.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1031.0,3.0,5.0,1.0,5.0,2.0,48.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,1.0,1.0,1440.9774,2.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1032.0,6.0,5.0,1.0,5.0,2.0,35.0,1.0,1,1.0,8.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3084.6926,7.0,4.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1033.0,1.0,3.0,2.0,5.0,2.0,48.0,1.0,1,2.0,2.0,,9.0,9.0,9.0,9.0,9.0,9.0,1.0,2.0,1.0,4.0,1161.6073,7.0,99.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1034.0,4.0,7.0,2.0,5.0,1.0,48.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,2.0,621.5357,6.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1035.0,1.0,2.0,2.0,2.0,2.0,24.0,1.0,1,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3269.8059,4.0,3.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1036.0,11.0,2.0,2.0,3.0,2.0,48.0,1.0,1,1.0,7.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3027.2799,6.0,4.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1037.0,9.0,6.0,2.0,1.0,2.0,10.0,2.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,1.0,508.17,5.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1038.0,2.0,2.0,2.0,2.0,5.0,59.0,1.0,1,1.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,6110.9697,7.0,1.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1039.0,3.0,2.0,1.0,1.0,4.0,35.0,1.0,1,1.0,7.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,32163.0892,2.0,4.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1040.0,4.0,3.0,1.0,1.0,5.0,59.0,1.0,1,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,1767.0217,1.0,3.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1041.0,2.0,5.0,1.0,5.0,1.0,59.0,1.0,1,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1232.8531,2.0,4.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1042.0,3.0,6.0,1.0,1.0,3.0,35.0,1.0,1,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,3603.6329,2.0,4.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1043.0,12.0,7.0,2.0,6.0,1.0,47.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,2.0,947.9087,7.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1044.0,7.0,2.0,2.0,3.0,5.0,35.0,1.0,1,1.0,7.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,15973.3067,7.0,4.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1045.0,4.0,5.0,2.0,1.0,2.0,59.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1216.8707,7.0,2.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1046.0,10.0,7.0,1.0,1.0,2.0,48.0,1.0,3,2.0,3.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,2940.195,6.0,99.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1047.0,1.0,4.0,2.0,3.0,3.0,24.0,1.0,1,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2131.0362,2.0,3.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1048.0,5.0,2.0,1.0,1.0,4.0,47.0,2.0,1,1.0,8.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,19359.8152,6.0,7.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1049.0,11.0,3.0,2.0,3.0,1.0,48.0,1.0,1,1.0,,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,1469.219,6.0,4.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1050.0,8.0,4.0,1.0,3.0,2.0,24.0,1.0,1,1.0,6.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1348.854,2.0,99.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1051.0,12.0,6.0,1.0,3.0,1.0,12.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,170.8811,4.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1052.0,6.0,3.0,2.0,1.0,4.0,24.0,1.0,1,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,6803.999,7.0,3.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1053.0,7.0,7.0,2.0,1.0,2.0,59.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,2914.8026,1.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1054.0,8.0,6.0,1.0,1.0,2.0,24.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,4.0,1572.8917,2.0,96.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1055.0,2.0,4.0,2.0,5.0,4.0,35.0,1.0,1,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,7727.9704,5.0,99.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1056.0,10.0,5.0,1.0,1.0,5.0,35.0,1.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,5.0,4490.8703,6.0,96.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1057.0,6.0,5.0,1.0,1.0,2.0,35.0,1.0,1,1.0,10.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,2363.18,3.0,8.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1058.0,1.0,4.0,2.0,3.0,1.0,24.0,1.0,1,2.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1026.6959,5.0,2.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1059.0,9.0,3.0,1.0,3.0,1.0,59.0,1.0,1,1.0,8.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,2223.7859,2.0,99.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1060.0,1.0,4.0,1.0,3.0,3.0,24.0,1.0,1,1.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,2641.9782,7.0,6.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1061.0,8.0,5.0,1.0,1.0,3.0,59.0,1.0,3,1.0,1.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,5.0,9930.595,3.0,99.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1062.0,11.0,4.0,1.0,2.0,5.0,59.0,1.0,1,2.0,9.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2403.3405,5.0,8.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1063.0,5.0,7.0,2.0,4.0,1.0,24.0,2.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,4.0,2142.4228,7.0,96.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1064.0,7.0,3.0,2.0,1.0,4.0,35.0,1.0,1,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1861.067,1.0,1.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1065.0,7.0,4.0,2.0,5.0,1.0,10.0,1.0,3,2.0,5.0,,6.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,1.0,3.0,157.0137,7.0,99.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1066.0,11.0,4.0,2.0,1.0,4.0,35.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,5228.0807,6.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1067.0,3.0,6.0,1.0,5.0,1.0,24.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,1.0,1213.5348,4.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1068.0,3.0,6.0,1.0,1.0,2.0,24.0,1.0,1,1.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,5.0,1790.4073,4.0,1.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1069.0,8.0,5.0,1.0,1.0,2.0,48.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,5.0,1062.1543,4.0,96.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1070.0,6.0,4.0,2.0,3.0,2.0,48.0,2.0,1,1.0,7.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,801.607,2.0,6.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1071.0,8.0,5.0,2.0,2.0,2.0,24.0,1.0,1,1.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2239.5809,5.0,1.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1072.0,6.0,6.0,2.0,1.0,2.0,48.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,2930.1721,7.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1073.0,10.0,5.0,2.0,3.0,2.0,35.0,2.0,1,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3444.3647,7.0,3.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1074.0,1.0,7.0,2.0,6.0,1.0,35.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,1.0,2.0,2723.3643,5.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1075.0,7.0,6.0,1.0,1.0,2.0,13.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,3.0,396.1329,1.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1076.0,1.0,4.0,1.0,3.0,1.0,46.0,1.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,3.0,434.2553,3.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1077.0,9.0,2.0,2.0,2.0,5.0,24.0,1.0,1,1.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,3.0,4496.2609,3.0,3.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1078.0,8.0,7.0,1.0,6.0,1.0,59.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,5.0,908.5095,3.0,96.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1079.0,8.0,5.0,2.0,1.0,3.0,35.0,1.0,3,2.0,5.0,,6.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,3.0,3.0,2237.9702,7.0,99.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1080.0,5.0,5.0,2.0,1.0,2.0,48.0,1.0,1,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2149.4434,7.0,3.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1081.0,10.0,4.0,1.0,3.0,1.0,35.0,1.0,1,2.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1223.3794,5.0,4.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1082.0,11.0,7.0,2.0,1.0,2.0,46.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,983.442,2.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1083.0,8.0,3.0,2.0,1.0,4.0,59.0,1.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,3.0,2522.845,1.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1084.0,11.0,5.0,1.0,3.0,1.0,35.0,1.0,1,1.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,646.977,7.0,4.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1085.0,12.0,5.0,2.0,1.0,2.0,11.0,3.0,1,1.0,10.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,106.411,7.0,3.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1086.0,10.0,6.0,1.0,1.0,2.0,47.0,2.0,1,1.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1001.1351,7.0,1.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1087.0,9.0,2.0,2.0,3.0,2.0,12.0,2.0,1,1.0,7.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1238.4845,2.0,6.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1088.0,4.0,5.0,2.0,5.0,1.0,35.0,1.0,1,1.0,1.0,,9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,1.0,4.0,1300.3332,4.0,99.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1089.0,12.0,5.0,2.0,1.0,3.0,13.0,2.0,1,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,574.8901,3.0,2.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1090.0,10.0,6.0,1.0,2.0,2.0,24.0,2.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,2.0,1760.4624,1.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1091.0,10.0,6.0,1.0,1.0,2.0,13.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,3.0,421.2102,3.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1092.0,2.0,7.0,2.0,5.0,1.0,59.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,677.0476,7.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1093.0,11.0,6.0,2.0,1.0,1.0,24.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,2.0,987.1202,1.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1094.0,5.0,1.0,2.0,3.0,3.0,35.0,1.0,1,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,21214.5343,4.0,4.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1095.0,5.0,6.0,2.0,6.0,1.0,35.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,5.0,1500.3916,3.0,96.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1096.0,6.0,6.0,1.0,1.0,2.0,59.0,1.0,1,1.0,8.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1054.3495,6.0,4.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1097.0,11.0,5.0,1.0,1.0,2.0,12.0,2.0,1,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,735.2552,4.0,3.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1098.0,10.0,7.0,1.0,1.0,2.0,10.0,1.0,1,1.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,450.3774,5.0,1.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1099.0,4.0,5.0,1.0,3.0,1.0,48.0,1.0,1,1.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,948.6089,5.0,3.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1100.0,1.0,2.0,1.0,3.0,2.0,13.0,1.0,1,1.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1271.7588,4.0,4.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1101.0,7.0,3.0,2.0,6.0,1.0,48.0,1.0,1,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,495.5462,4.0,2.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1102.0,5.0,7.0,2.0,1.0,2.0,35.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,3862.8131,1.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1103.0,4.0,3.0,2.0,1.0,4.0,59.0,1.0,1,1.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2398.6197,3.0,1.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1104.0,2.0,4.0,1.0,1.0,4.0,59.0,1.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,4.0,1690.1993,7.0,96.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1105.0,9.0,5.0,1.0,2.0,4.0,24.0,1.0,3,1.0,3.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,2.0,6532.6486,1.0,99.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1106.0,11.0,5.0,1.0,5.0,1.0,24.0,1.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,2.0,1448.2949,4.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1107.0,11.0,4.0,2.0,2.0,2.0,11.0,3.0,1,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,63.4804,5.0,3.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
