occID,SURVMNTH,AGEGRP,SEX,MARSTH,HHSIZE,PR,CMA,LFTAG,WET_120,NOCS,HRSWRK,CTW_140A,CTW_140B,CTW_140C,CTW_140D,CTW_140E,CTW_140I,MODE,EDC_10,KOL,TOTINC,WGHT_PER,DDAY,HRSWRK_RAW,TOTINC_RAW,TOTINC_SOURCE,CYCLE_YEAR,SURVYEAR,COLLECT_MODE,TUI_10_AVAIL,BS_TYPE
1628.0,2.0,2.0,2.0,3.0,1.0,35.0,1.0,1,1.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4691.0915,7.0,3.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1629.0,10.0,5.0,2.0,5.0,1.0,24.0,2.0,3,1.0,10.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,2.0,1692.6239,2.0,99.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1630.0,7.0,4.0,1.0,1.0,3.0,35.0,1.0,1,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,3541.5693,2.0,4.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1631.0,11.0,5.0,2.0,1.0,4.0,35.0,1.0,1,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3368.3662,3.0,1.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1632.0,1.0,3.0,1.0,3.0,1.0,13.0,1.0,1,1.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,954.4153,4.0,1.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1633.0,1.0,1.0,1.0,3.0,3.0,46.0,1.0,2,1.0,3.0,,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,12555.8131,3.0,99.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1634.0,3.0,6.0,1.0,1.0,2.0,59.0,1.0,3,2.0,2.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,5.0,1318.686,3.0,99.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1635.0,9.0,3.0,1.0,1.0,3.0,35.0,1.0,1,1.0,2.0,,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,,3.0,2735.7225,1.0,99.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1636.0,1.0,5.0,2.0,3.0,4.0,35.0,1.0,1,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2750.7603,3.0,3.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1637.0,10.0,4.0,2.0,1.0,4.0,11.0,3.0,1,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,58.8623,3.0,3.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1638.0,1.0,7.0,2.0,6.0,2.0,13.0,2.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,560.99,4.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1639.0,2.0,6.0,2.0,3.0,1.0,35.0,1.0,1,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,839.8951,6.0,1.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1640.0,12.0,4.0,1.0,5.0,1.0,13.0,1.0,1,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,451.2183,3.0,5.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1641.0,6.0,4.0,1.0,1.0,3.0,48.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,1408.263,4.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1642.0,8.0,4.0,1.0,1.0,2.0,24.0,1.0,1,1.0,8.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1459.0806,5.0,4.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1643.0,1.0,4.0,2.0,1.0,5.0,48.0,1.0,1,1.0,7.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3784.4356,2.0,6.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1644.0,12.0,6.0,1.0,1.0,2.0,35.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,1490.0121,2.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1645.0,11.0,1.0,1.0,3.0,3.0,11.0,3.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,3.0,2024.3753,1.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1646.0,7.0,6.0,2.0,1.0,2.0,10.0,2.0,3,2.0,1.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,729.8882,1.0,99.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1647.0,10.0,5.0,2.0,5.0,1.0,24.0,1.0,1,2.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2018.4552,3.0,1.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1648.0,1.0,5.0,1.0,1.0,2.0,35.0,1.0,1,1.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3598.1195,7.0,6.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1649.0,3.0,3.0,1.0,1.0,2.0,59.0,1.0,1,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2291.8277,2.0,4.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1650.0,3.0,2.0,1.0,3.0,1.0,24.0,1.0,1,1.0,95.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2655.0589,3.0,3.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1651.0,7.0,5.0,1.0,1.0,4.0,35.0,1.0,3,2.0,2.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,3658.0471,7.0,99.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1652.0,1.0,7.0,1.0,2.0,2.0,24.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,2284.2151,1.0,96.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1653.0,11.0,5.0,2.0,3.0,1.0,12.0,2.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,3.0,876.0071,6.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1654.0,1.0,6.0,1.0,1.0,2.0,35.0,2.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,4.0,1787.5731,2.0,96.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1655.0,9.0,3.0,2.0,1.0,4.0,35.0,1.0,1,1.0,5.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,,3.0,3435.3278,4.0,1.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1656.0,9.0,5.0,1.0,1.0,2.0,48.0,2.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,1366.9121,3.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1657.0,12.0,3.0,2.0,1.0,5.0,24.0,1.0,2,6.0,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,4320.1495,5.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1658.0,2.0,7.0,2.0,1.0,3.0,59.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,3206.5146,7.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1659.0,1.0,7.0,2.0,6.0,1.0,59.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,2107.0339,2.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1660.0,2.0,3.0,1.0,1.0,2.0,48.0,1.0,1,2.0,8.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1656.5689,4.0,4.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1661.0,4.0,6.0,2.0,1.0,2.0,12.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,1.0,1489.6142,1.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1662.0,10.0,3.0,1.0,1.0,4.0,46.0,2.0,1,2.0,8.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1766.1851,2.0,8.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1663.0,1.0,5.0,2.0,1.0,2.0,12.0,1.0,1,1.0,7.0,,9.0,9.0,9.0,9.0,9.0,9.0,1.0,2.0,1.0,1.0,389.9298,3.0,99.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1664.0,8.0,7.0,2.0,1.0,2.0,59.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,2395.2568,6.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1665.0,11.0,2.0,2.0,2.0,2.0,47.0,1.0,1,1.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,686.2813,5.0,4.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1666.0,2.0,5.0,2.0,4.0,1.0,11.0,3.0,1,1.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,236.3109,1.0,6.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1667.0,8.0,2.0,1.0,1.0,3.0,59.0,1.0,1,1.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,5.0,6412.9084,1.0,6.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1668.0,12.0,2.0,1.0,1.0,5.0,59.0,1.0,1,2.0,8.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,7611.2529,1.0,8.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1669.0,7.0,6.0,1.0,1.0,2.0,59.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,5.0,2605.9082,7.0,96.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1670.0,9.0,4.0,1.0,1.0,2.0,46.0,1.0,1,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,5.0,839.5078,3.0,3.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1671.0,5.0,4.0,2.0,1.0,3.0,35.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,7056.4915,4.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1672.0,9.0,2.0,2.0,3.0,2.0,12.0,1.0,1,1.0,10.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2493.2216,4.0,4.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1673.0,5.0,6.0,2.0,1.0,2.0,13.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,1.0,1808.0071,2.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1674.0,7.0,4.0,1.0,1.0,3.0,48.0,1.0,1,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2066.3628,3.0,4.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1675.0,8.0,2.0,1.0,2.0,3.0,24.0,1.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,4.0,3665.6712,6.0,96.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1676.0,10.0,2.0,1.0,1.0,2.0,59.0,1.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,2.0,3458.2712,3.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1677.0,9.0,4.0,2.0,1.0,2.0,24.0,1.0,1,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1022.5177,2.0,2.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1678.0,1.0,2.0,2.0,2.0,2.0,46.0,1.0,1,1.0,,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3616.3071,6.0,4.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1679.0,5.0,6.0,2.0,1.0,2.0,48.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,1353.4792,4.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1680.0,9.0,2.0,2.0,3.0,3.0,59.0,2.0,1,1.0,5.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,6054.6087,3.0,6.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1681.0,10.0,3.0,1.0,3.0,1.0,35.0,1.0,1,2.0,,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5565.6855,6.0,6.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1682.0,2.0,4.0,2.0,2.0,3.0,24.0,1.0,1,1.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2627.2118,3.0,3.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1683.0,8.0,1.0,2.0,3.0,2.0,59.0,1.0,3,1.0,7.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,7757.3446,6.0,99.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1684.0,1.0,5.0,1.0,1.0,4.0,46.0,1.0,1,1.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2729.9604,1.0,1.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1685.0,10.0,3.0,2.0,1.0,2.0,35.0,1.0,1,1.0,7.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,2434.0146,6.0,3.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1686.0,11.0,2.0,2.0,3.0,1.0,13.0,1.0,3,1.0,7.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,225.065,3.0,99.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1687.0,9.0,2.0,1.0,3.0,4.0,46.0,1.0,1,1.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,7293.4058,6.0,3.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1688.0,4.0,1.0,1.0,2.0,4.0,24.0,1.0,2,1.0,7.0,,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,32187.7559,6.0,99.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1689.0,1.0,3.0,2.0,1.0,2.0,59.0,1.0,1,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,2989.1605,3.0,4.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1690.0,8.0,5.0,2.0,1.0,3.0,11.0,3.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,1.0,176.145,4.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1691.0,11.0,4.0,1.0,3.0,2.0,13.0,2.0,3,1.0,9.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,2.0,581.1292,3.0,99.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1692.0,10.0,7.0,2.0,6.0,1.0,13.0,2.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,1.0,3.0,379.6422,7.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1693.0,5.0,4.0,2.0,2.0,5.0,12.0,1.0,1,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1587.5998,4.0,3.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1694.0,9.0,7.0,1.0,1.0,2.0,59.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,2880.528,2.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1695.0,11.0,5.0,2.0,1.0,2.0,35.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,5.0,1194.7254,7.0,96.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1696.0,10.0,4.0,1.0,4.0,3.0,24.0,1.0,1,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1834.5309,5.0,3.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1697.0,11.0,3.0,1.0,1.0,4.0,13.0,2.0,1,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1279.7768,3.0,3.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1698.0,7.0,7.0,1.0,1.0,2.0,59.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,1.0,5.0,1529.9505,6.0,96.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1699.0,8.0,3.0,1.0,5.0,1.0,48.0,1.0,3,1.0,2.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,4.0,1543.14,3.0,99.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1700.0,11.0,6.0,2.0,6.0,1.0,48.0,1.0,3,1.0,7.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,1233.1292,6.0,99.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1701.0,9.0,7.0,2.0,6.0,1.0,10.0,2.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,1.0,2.0,905.1105,5.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1702.0,3.0,4.0,2.0,1.0,3.0,48.0,1.0,1,1.0,5.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,1335.4911,3.0,8.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1703.0,5.0,2.0,1.0,1.0,5.0,59.0,1.0,2,6.0,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,13019.3217,6.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1704.0,1.0,7.0,2.0,3.0,2.0,24.0,2.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,1.0,3220.7801,3.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1705.0,3.0,4.0,2.0,1.0,5.0,24.0,1.0,1,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3761.1438,2.0,1.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1706.0,3.0,5.0,1.0,1.0,2.0,48.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,4.0,819.3145,1.0,96.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1707.0,10.0,3.0,2.0,1.0,3.0,35.0,1.0,3,1.0,4.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,4.0,2895.8262,6.0,99.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1708.0,10.0,3.0,1.0,4.0,1.0,35.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,1.0,1.0,2696.3123,1.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1709.0,8.0,3.0,2.0,1.0,5.0,35.0,1.0,1,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4514.4758,5.0,4.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1710.0,9.0,5.0,2.0,3.0,1.0,11.0,3.0,1,1.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,1.0,2.0,1.0,2.0,80.0755,2.0,99.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1711.0,3.0,7.0,1.0,1.0,2.0,48.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,4.0,1998.0808,3.0,96.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1712.0,5.0,2.0,2.0,2.0,4.0,24.0,1.0,1,2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,4760.9041,3.0,5.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1713.0,10.0,5.0,2.0,1.0,2.0,59.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,1557.6244,2.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1714.0,8.0,3.0,2.0,1.0,2.0,12.0,1.0,1,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,503.0923,5.0,4.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1715.0,4.0,6.0,1.0,5.0,1.0,13.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,3.0,2.0,1344.6509,1.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1716.0,2.0,3.0,1.0,1.0,5.0,24.0,1.0,1,1.0,8.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,4625.3326,5.0,8.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1717.0,6.0,6.0,2.0,1.0,2.0,46.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,,1.0,1092.6816,7.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1718.0,3.0,4.0,1.0,1.0,3.0,35.0,1.0,1,2.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,2677.2228,2.0,1.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1719.0,11.0,7.0,2.0,6.0,2.0,10.0,2.0,1,1.0,7.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,257.7797,3.0,4.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1720.0,11.0,5.0,2.0,2.0,2.0,24.0,2.0,1,1.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1382.9096,6.0,1.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1721.0,5.0,6.0,1.0,2.0,2.0,59.0,2.0,1,1.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,4.0,1063.3355,5.0,2.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1722.0,2.0,3.0,1.0,3.0,2.0,48.0,1.0,1,2.0,,,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,,5.0,627.6078,2.0,96.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1723.0,8.0,3.0,2.0,2.0,5.0,24.0,2.0,3,2.0,8.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,2.0,2527.3276,7.0,99.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1724.0,6.0,3.0,2.0,3.0,1.0,48.0,1.0,1,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,969.4845,5.0,1.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1725.0,9.0,3.0,2.0,1.0,4.0,11.0,3.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,2.0,191.8722,7.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1726.0,3.0,5.0,1.0,1.0,3.0,24.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4319.9918,5.0,2.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1727.0,2.0,4.0,1.0,1.0,2.0,12.0,1.0,1,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,572.1348,2.0,1.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1728.0,2.0,3.0,2.0,1.0,4.0,24.0,1.0,1,1.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,2252.1944,4.0,6.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1729.0,2.0,7.0,1.0,1.0,2.0,46.0,2.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,3.0,1044.8703,6.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1730.0,2.0,5.0,2.0,6.0,2.0,10.0,1.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,,9.0,,3.0,205.7865,3.0,96.0,3.0,CRA,2022,2022,1,1,STANDARD_BS
1731.0,1.0,4.0,2.0,2.0,4.0,24.0,1.0,3,1.0,2.0,,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,3.0,1.0,2586.3589,5.0,99.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1732.0,10.0,7.0,1.0,1.0,2.0,35.0,1.0,3,2.0,2.0,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,5.0,1703.4231,1.0,99.0,5.0,CRA,2022,2022,1,1,STANDARD_BS
1733.0,10.0,7.0,2.0,1.0,2.0,24.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,1.0,2570.9636,6.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1734.0,5.0,4.0,2.0,1.0,3.0,12.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,1419.8697,1.0,96.0,1.0,CRA,2022,2022,1,1,STANDARD_BS
1735.0,4.0,5.0,2.0,2.0,3.0,24.0,1.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,3325.2414,5.0,96.0,2.0,CRA,2022,2022,1,1,STANDARD_BS
1736.0,5.0,5.0,2.0,2.0,2.0,59.0,2.0,1,2.0,7.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,2000.7271,1.0,8.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
1737.0,8.0,5.0,1.0,1.0,3.0,11.0,3.0,3,6.0,,,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,4.0,306.6827,4.0,96.0,4.0,CRA,2022,2022,1,1,STANDARD_BS
